rougher	rails	rails
swifter	!align="right	!align="right
swiftest	!align="right	!align="right
tougher	!align="right	!align="right
tough	wonderful	wonderful
toughest	!align="right	!align="right
tough	wonderful	wonderful
tougher	!align="right	!align="right
toughest	!align="right	!align="right
meaner	!align="right	!align="right
mean	wonderful	wonderful
meanest	!align="right	!align="right
mean	wonderful	wonderful
meaner	!align="right	!align="right
meanest	!align="right	!align="right
smoother	!align="right	!align="right
smooth	wonderful	wonderful
smoothest	!align="right	!align="right
smooth	wonderful	wonderful
smoother	!align="right	!align="right
smoothest	!align="right	!align="right
milder	!align="right	!align="right
mild	forever	forever
mildest	!align="right	!align="right
mild	forever	forever
milder	!align="right	!align="right
mildest	!align="right	!align="right
earlier	!align="right	!align="right
early	old	old
earliest	!align="right	!align="right
early	typical	typical
earlier	oldest	oldest
earliest	previous	previous
tastier	!align="right	!align="right
tasty	forever	forever
tastiest	!align="right	!align="right
tasty	forever	forever
tastier	!align="right	!align="right
tastiest	!align="right	!align="right
faster	!align="right	!align="right
fastest	heavier	heavier
fast	!align="right	!align="right
fastest	cool	cool
faster	slow	slow
fast	slower	slower
greater	!align="right	!align="right
great	great	great
greatest	!align="right	!align="right
great	great	great
greater	biggest	biggest
greatest	higher	higher
richer	diverse	diverse
rich	!align="right	!align="right
richest	!align="right	!align="right
rich	darker	darker
richer	hindwings	hindwings
richest	!align="right	!align="right
tastier	!align="right	!align="right
tasty	!align="right	!align="right
tastiest	!align="right	!align="right
tasty	darker	darker
tastier	hindwings	hindwings
tastiest	!align="right	!align="right
thinner	tiny	tiny
thin	!align="right	!align="right
thinnest	!align="right	!align="right
thin	darker	darker
thinner	hindwings	hindwings
thinnest	!align="right	!align="right
rougher	farther	farther
rough	!align="right	!align="right
roughest	!align="right	!align="right
rough	darker	darker
rougher	hindwings	hindwings
roughest	!align="right	!align="right
luckier	harder	harder
lucky	!align="right	!align="right
luckiest	!align="right	!align="right
lucky	darker	darker
luckier	hindwings	hindwings
luckiest	!align="right	!align="right
tighter	!align="right	!align="right
tight	abdomen	abdomen
tightest	!align="right	!align="right
tight	abdomen	abdomen
tighter	!align="right	!align="right
tightest	!align="right	!align="right
kinder	!align="right	!align="right
kind	abdomen	abdomen
kindest	!align="right	!align="right
kind	abdomen	abdomen
kinder	!align="right	!align="right
kindest	!align="right	!align="right
swifter	!align="right	!align="right
swift	abdomen	abdomen
swiftest	!align="right	!align="right
swift	abdomen	abdomen
swifter	!align="right	!align="right
swiftest	!align="right	!align="right
messier	!align="right	!align="right
messy	abdomen	abdomen
messiest	!align="right	!align="right
messy	abdomen	abdomen
messier	!align="right	!align="right
messiest	!align="right	!align="right
deeper	!align="right	!align="right
deep	deep	deep
deepest	!align="right	!align="right
deep	abdomen	abdomen
deeper	!align="right	!align="right
deepest	deep	deep
lower	!align="right	!align="right
low	low	low
lowest	!align="right	!align="right
low	low	low
lower	highest	highest
lowest	upper	upper
costlier	!align="right	!align="right
costly	temperate	temperate
costliest	!align="right	!align="right
costly	temperate	temperate
costlier	!align="right	!align="right
costliest	!align="right	!align="right
narrower	!align="right	!align="right
narrow	temperate	temperate
narrowest	!align="right	!align="right
narrow	temperate	temperate
narrower	!align="right	!align="right
narrowest	!align="right	!align="right
leaner	!align="right	!align="right
lean	temperate	temperate
leanest	!align="right	!align="right
lean	temperate	temperate
leaner	!align="right	!align="right
leanest	!align="right	!align="right
younger	!align="right	!align="right
young	cold	cold
youngest	!align="right	!align="right
young	cold	cold
younger	eldest	eldest
youngest	siblings	siblings
smaller	large	large
small	larger	larger
smallest	large	large
small	largest	largest
smaller	largest	largest
smallest	larger	larger
gentler	loud	loud
gentle	!align="right	!align="right
gentlest	loud	loud
gentle	!align="right	!align="right
gentler	!align="right	!align="right
gentlest	!align="right	!align="right
mightier	guild	guild
mighty	!align="right	!align="right
mightiest	guild	guild
mighty	!align="right	!align="right
mightier	!align="right	!align="right
mightiest	!align="right	!align="right
leaner	!align="right	!align="right
lean	!align="right	!align="right
leanest	!align="right	!align="right
lean	!align="right	!align="right
leaner	!align="right	!align="right
leanest	!align="right	!align="right
fancier	!align="right	!align="right
fancy	!align="right	!align="right
fanciest	!align="right	!align="right
fancy	!align="right	!align="right
fancier	!align="right	!align="right
fanciest	!align="right	!align="right
kinder	!align="right	!align="right
kind	darker	darker
kindest	!align="right	!align="right
kind	darker	darker
kinder	!align="right	!align="right
kindest	!align="right	!align="right
wider	!align="right	!align="right
wide	wide	wide
widest	!align="right	!align="right
wide	darker	darker
wider	!align="right	!align="right
widest	wide	wide
pricier	!align="right	!align="right
pricey	darker	darker
priciest	!align="right	!align="right
pricey	darker	darker
pricier	!align="right	!align="right
priciest	!align="right	!align="right
firmer	!align="right	!align="right
firm	darker	darker
firmest	!align="right	!align="right
firm	darker	darker
firmer	!align="right	!align="right
firmest	!align="right	!align="right
brighter	!align="right	!align="right
bright	darker	darker
brightest	!align="right	!align="right
bright	darker	darker
brighter	!align="right	!align="right
brightest	!align="right	!align="right
steadier	!align="right	!align="right
steady	broad	broad
steadiest	!align="right	!align="right
steady	broad	broad
steadier	!align="right	!align="right
steadiest	!align="right	!align="right
classier	!align="right	!align="right
classy	broad	broad
classiest	!align="right	!align="right
classy	broad	broad
classier	!align="right	!align="right
classiest	!align="right	!align="right
sadder	!align="right	!align="right
sad	broad	broad
saddest	!align="right	!align="right
sad	broad	broad
sadder	!align="right	!align="right
saddest	!align="right	!align="right
meaner	!align="right	!align="right
mean	broad	broad
meanest	!align="right	!align="right
mean	broad	broad
meaner	!align="right	!align="right
meanest	!align="right	!align="right
faster	!align="right	!align="right
fastest	slower	slower
fast	!align="right	!align="right
fastest	wide	wide
faster	slow	slow
fast	slower	slower
louder	!align="right	!align="right
loud	loud	loud
loudest	!align="right	!align="right
loud	loud	loud
louder	!align="right	!align="right
loudest	!align="right	!align="right
newer	!align="right	!align="right
new	collaborative	synthetic
newest	!align="right	!align="right
new	loud	loud
newer	!align="right	!align="right
newest	turbine	turbine
bloodier	!align="right	!align="right
bloody	loud	loud
bloodiest	!align="right	!align="right
bloody	loud	loud
bloodier	!align="right	!align="right
bloodiest	!align="right	!align="right
younger	!align="right	!align="right
young	young	young
youngest	!align="right	!align="right
young	thin	thin
younger	eldest	eldest
youngest	siblings	siblings
closer	!align="right	!align="right
close	tremendous	tremendous
closest	!align="right	!align="right
close	thin	thin
closer	nearest	nearest
closest	close	close
clearer	!align="right	!align="right
clear	freedom	guaranteed
clearest	!align="right	!align="right
clear	freedom	guaranteed
clearer	!align="right	!align="right
clearest	!align="right	!align="right
richer	!align="right	!align="right
rich	freedom	guaranteed
richest	!align="right	!align="right
rich	freedom	guaranteed
richer	!align="right	!align="right
richest	!align="right	!align="right
meaner	!align="right	!align="right
mean	freedom	guaranteed
meanest	!align="right	!align="right
mean	freedom	guaranteed
meaner	!align="right	!align="right
meanest	!align="right	!align="right
older	!align="right	!align="right
old	healthy	healthy
oldest	!align="right	!align="right
old	largest	largest
older	earliest	earliest
oldest	old	old
deeper	!align="right	!align="right
deep	deep	deep
deepest	!align="right	!align="right
deep	freedom	guaranteed
deeper	!align="right	!align="right
deepest	deep	deep
tastier	!align="right	!align="right
tasty	erect	erect
tastiest	!align="right	!align="right
tasty	!align="right	!align="right
tastier	!align="right	!align="right
tastiest	oldest	oldest
weaker	!align="right	!align="right
weak	erect	erect
weakest	lowest	lowest
weak	!align="right	!align="right
weaker	!align="right	!align="right
weakest	oldest	oldest
sadder	!align="right	!align="right
sad	erect	erect
saddest	voivodeship	voivodeship
sad	!align="right	!align="right
sadder	!align="right	!align="right
saddest	oldest	oldest
better	!align="right	!align="right
good	good	good
best	better	foremost
good	satirical	satirical
better	!align="right	!align="right
best	best	best
stronger	!align="right	!align="right
strong	thick	thick
strongest	tremendous	tremendous
strong	satirical	satirical
stronger	!align="right	!align="right
strongest	heavier	heavier
lighter	!align="right	!align="right
light	coloured	coloured
lightest	!align="right	!align="right
light	pleasant	pleasant
lighter	!align="right	!align="right
lightest	heavier	heavier
wilder	!align="right	!align="right
wild	pleasant	pleasant
wildest	!align="right	!align="right
wild	pleasant	pleasant
wilder	!align="right	!align="right
wildest	!align="right	!align="right
prettier	!align="right	!align="right
pretty	pleasant	pleasant
prettiest	!align="right	!align="right
pretty	pleasant	pleasant
prettier	!align="right	!align="right
prettiest	!align="right	!align="right
heavier	!align="right	!align="right
heavy	lighter	lighter
heaviest	!align="right	!align="right
heavy	pleasant	pleasant
heavier	!align="right	!align="right
heaviest	lighter	lighter
deeper	!align="right	!align="right
deep	deep	deep
deepest	!align="right	!align="right
deep	pleasant	pleasant
deeper	!align="right	!align="right
deepest	deep	deep
newer	!align="right	!align="right
new	synthetic	synthetic
newest	!align="right	!align="right
new	thick	thick
newer	!align="right	!align="right
newest	turbine	turbine
bloodier	!align="right	!align="right
bloody	thick	thick
bloodiest	!align="right	!align="right
bloody	thick	thick
bloodier	!align="right	!align="right
bloodiest	!align="right	!align="right
prettier	!align="right	!align="right
pretty	thick	thick
prettiest	!align="right	!align="right
pretty	thick	thick
prettier	!align="right	!align="right
prettiest	!align="right	!align="right
softer	!align="right	!align="right
soft	thick	thick
softest	!align="right	!align="right
soft	thick	thick
softer	!align="right	!align="right
softest	!align="right	!align="right
taller	!align="right	!align="right
tall	thick	thick
tallest	!align="right	!align="right
tall	thick	thick
taller	oldest	oldest
tallest	!align="right	!align="right
newer	york	york
new	turbine	turbine
newest	york	york
new	!align="right	!align="right
