rougher	easier	quick
meaner	!align="right	!align="right
mean	wealthy	wealthy
meanest	!align="right	!align="right
mean	wealthy	wealthy
meaner	!align="right	!align="right
meanest	!align="right	!align="right
smoother	!align="right	!align="right
smooth	wealthy	wealthy
smoothest	!align="right	!align="right
smooth	wealthy	wealthy
smoother	!align="right	!align="right
smoothest	!align="right	!align="right
milder	!align="right	!align="right
mild	sure	sure
mildest	!align="right	!align="right
mild	sure	sure
milder	!align="right	!align="right
mildest	!align="right	!align="right
earlier	!align="right	!align="right
early	next	next
earliest	!align="right	!align="right
early	oldest	oldest
earlier	oldest	oldest
earliest	previous	previous
tastier	!align="right	!align="right
tasty	sure	sure
tastiest	!align="right	!align="right
tasty	sure	sure
tastier	!align="right	!align="right
tastiest	!align="right	!align="right
faster	!align="right	!align="right
fastest	slower	slower
fast	!align="right	!align="right
fastest	slow	slow
faster	slow	slow
fast	slower	slower
greater	!align="right	!align="right
great	great	great
greatest	!align="right	!align="right
great	great	great
greater	biggest	biggest
greatest	higher	higher
richer	deeper	deeper
rich	!align="right	!align="right
richest	!align="right	!align="right
rich	hindwings	hindwings
richer	pale	pale
richest	!align="right	!align="right
tastier	!align="right	!align="right
tasty	!align="right	!align="right
tastiest	!align="right	!align="right
tasty	hindwings	hindwings
tastier	pale	pale
tastiest	!align="right	!align="right
thinner	wearing	wearing
thin	!align="right	!align="right
thinnest	!align="right	!align="right
thin	hindwings	hindwings
thinner	pale	pale
thinnest	!align="right	!align="right
rougher	memorable	memorable
rough	!align="right	!align="right
roughest	!align="right	!align="right
rough	hindwings	hindwings
rougher	pale	pale
roughest	!align="right	!align="right
luckier	bigger	bigger
lucky	!align="right	!align="right
luckiest	!align="right	!align="right
lucky	hindwings	hindwings
luckier	pale	pale
luckiest	!align="right	!align="right
tighter	!align="right	!align="right
tight	layer	layer
tightest	!align="right	!align="right
tight	layer	layer
tighter	!align="right	!align="right
tightest	!align="right	!align="right
kinder	!align="right	!align="right
kind	layer	layer
kindest	!align="right	!align="right
kind	layer	layer
kinder	!align="right	!align="right
kindest	!align="right	!align="right
swifter	!align="right	!align="right
swift	layer	layer
swiftest	!align="right	!align="right
swift	layer	layer
swifter	!align="right	!align="right
swiftest	!align="right	!align="right
messier	!align="right	!align="right
messy	layer	layer
messiest	!align="right	!align="right
messy	layer	layer
messier	!align="right	!align="right
messiest	!align="right	!align="right
deeper	!align="right	!align="right
deep	deep	mud
deepest	!align="right	!align="right
deep	layer	layer
deeper	!align="right	!align="right
deepest	deep	deep
lower	!align="right	!align="right
low	mild	mild
lowest	!align="right	!align="right
low	mild	mild
lower	highest	highest
lowest	upper	upper
costlier	!align="right	!align="right
costly	humid	humid
costliest	!align="right	!align="right
costly	humid	humid
costlier	!align="right	!align="right
costliest	!align="right	!align="right
narrower	!align="right	!align="right
narrow	humid	humid
narrowest	!align="right	!align="right
narrow	humid	humid
narrower	!align="right	!align="right
narrowest	!align="right	!align="right
leaner	!align="right	!align="right
lean	humid	humid
leanest	!align="right	!align="right
lean	humid	humid
leaner	!align="right	!align="right
leanest	!align="right	!align="right
younger	!align="right	!align="right
young	humid	humid
youngest	!align="right	!align="right
young	cool	cool
younger	oldest	oldest
youngest	older	older
smaller	large	large
small	larger	larger
smallest	large	large
small	largest	largest
smaller	largest	largest
smallest	larger	larger
gentler	quiet	quiet
gentle	!align="right	!align="right
gentlest	quiet	quiet
gentle	!align="right	!align="right
gentler	!align="right	!align="right
gentlest	!align="right	!align="right
mightier	wind	wind
mighty	!align="right	!align="right
mightiest	wind	wind
mighty	!align="right	!align="right
mightier	!align="right	!align="right
mightiest	!align="right	!align="right
leaner	!align="right	!align="right
lean	!align="right	!align="right
leanest	!align="right	!align="right
lean	!align="right	!align="right
leaner	!align="right	!align="right
leanest	!align="right	!align="right
fancier	!align="right	!align="right
fancy	!align="right	!align="right
fanciest	!align="right	!align="right
fancy	!align="right	!align="right
fancier	!align="right	!align="right
fanciest	!align="right	!align="right
kinder	!align="right	!align="right
kind	narrow	narrow
kindest	!align="right	!align="right
kind	narrow	narrow
kinder	!align="right	!align="right
kindest	!align="right	!align="right
wider	!align="right	!align="right
wide	broader	broader
widest	!align="right	!align="right
wide	narrow	narrow
wider	!align="right	!align="right
widest	broader	broader
pricier	!align="right	!align="right
pricey	narrow	narrow
priciest	!align="right	!align="right
pricey	narrow	narrow
pricier	!align="right	!align="right
priciest	!align="right	!align="right
firmer	!align="right	!align="right
firm	narrow	narrow
firmest	!align="right	!align="right
firm	narrow	narrow
firmer	!align="right	!align="right
firmest	!align="right	!align="right
brighter	!align="right	!align="right
bright	narrow	narrow
brightest	!align="right	!align="right
bright	narrow	narrow
brighter	!align="right	!align="right
brightest	!align="right	!align="right
steadier	!align="right	!align="right
steady	broad	broad
steadiest	!align="right	!align="right
steady	broad	broad
steadier	!align="right	!align="right
steadiest	!align="right	!align="right
classier	!align="right	!align="right
classy	broad	broad
classiest	!align="right	!align="right
classy	broad	broad
classier	!align="right	!align="right
classiest	!align="right	!align="right
sadder	!align="right	!align="right
sad	broad	broad
saddest	!align="right	!align="right
sad	broad	broad
sadder	!align="right	!align="right
saddest	!align="right	!align="right
meaner	!align="right	!align="right
mean	broad	broad
meanest	!align="right	!align="right
mean	broad	broad
meaner	!align="right	!align="right
meanest	!align="right	!align="right
faster	!align="right	!align="right
fastest	slower	slower
fast	!align="right	!align="right
fastest	wide	wide
faster	slow	slow
fast	slower	slower
louder	!align="right	!align="right
loud	quiet	quiet
loudest	!align="right	!align="right
loud	quiet	quiet
louder	!align="right	!align="right
loudest	!align="right	!align="right
newer	!align="right	!align="right
new	innovative	innovative
newest	!align="right	!align="right
new	quiet	quiet
newer	!align="right	!align="right
newest	older	older
bloodier	!align="right	!align="right
bloody	quiet	quiet
bloodiest	!align="right	!align="right
bloody	quiet	quiet
bloodier	!align="right	!align="right
bloodiest	!align="right	!align="right
younger	!align="right	!align="right
young	unaware	unaware
youngest	!align="right	!align="right
young	unaware	unaware
younger	oldest	oldest
youngest	older	older
closer	!align="right	!align="right
close	close	close
closest	!align="right	!align="right
close	close	close
closer	nearest	nearest
closest	worse	worse
clearer	!align="right	!align="right
clear	licenses	licenses
clearest	!align="right	!align="right
clear	licenses	licenses
clearer	!align="right	!align="right
clearest	!align="right	!align="right
richer	!align="right	!align="right
rich	licenses	licenses
richest	!align="right	!align="right
rich	licenses	licenses
richer	!align="right	!align="right
richest	!align="right	!align="right
meaner	!align="right	!align="right
mean	licenses	licenses
meanest	!align="right	!align="right
mean	licenses	licenses
meaner	!align="right	!align="right
meanest	!align="right	!align="right
older	!align="right	!align="right
old	twin	twin
oldest	!align="right	!align="right
old	largest	largest
older	earliest	earliest
oldest	younger	younger
deeper	!align="right	!align="right
deep	deep	dug
deepest	!align="right	!align="right
deep	licenses	licenses
deeper	!align="right	!align="right
deepest	deep	deep
tastier	!align="right	!align="right
tasty	erect	erect
tastiest	!align="right	!align="right
tasty	!align="right	!align="right
tastier	!align="right	!align="right
tastiest	oldest	oldest
weaker	!align="right	!align="right
weak	erect	erect
weakest	smallest	smallest
weak	!align="right	!align="right
weaker	!align="right	!align="right
weakest	oldest	oldest
sadder	!align="right	!align="right
sad	erect	erect
saddest	gonna	gonna
sad	!align="right	!align="right
sadder	!align="right	!align="right
saddest	oldest	oldest
better	!align="right	!align="right
good	erect	erect
best	excellent	excellent
good	stems	outstanding
better	!align="right	!align="right
best	atop	atop
stronger	!align="right	!align="right
strong	erect	erect
strongest	strongest	strongest
strong	stems	long
stronger	!align="right	!align="right
strongest	strongest	strongest
lighter	!align="right	!align="right
light	humid	humid
lightest	!align="right	!align="right
light	warm	warm
lighter	!align="right	!align="right
lightest	heavier	heavier
wilder	!align="right	!align="right
wild	warm	warm
wildest	!align="right	!align="right
wild	warm	warm
wilder	!align="right	!align="right
wildest	!align="right	!align="right
prettier	!align="right	!align="right
pretty	warm	warm
prettiest	!align="right	!align="right
pretty	warm	warm
prettier	!align="right	!align="right
prettiest	!align="right	!align="right
heavier	!align="right	!align="right
heavy	humid	mild
heaviest	!align="right	!align="right
heavy	warm	warm
heavier	!align="right	!align="right
heaviest	lighter	lighter
deeper	!align="right	!align="right
deep	humid	humid
deepest	!align="right	!align="right
deep	warm	warm
deeper	!align="right	!align="right
deepest	deep	deep
newer	!align="right	!align="right
new	layer	layer
newest	!align="right	!align="right
new	thick	thick
newer	!align="right	!align="right
newest	older	older
bloodier	!align="right	!align="right
bloody	thick	thick
bloodiest	!align="right	!align="right
bloody	thick	thick
bloodier	!align="right	!align="right
bloodiest	!align="right	!align="right
prettier	!align="right	!align="right
pretty	thick	thick
prettiest	!align="right	!align="right
pretty	thick	thick
prettier	!align="right	!align="right
prettiest	!align="right	!align="right
softer	!align="right	!align="right
soft	thick	thick
softest	!align="right	!align="right
soft	thick	thick
softer	!align="right	!align="right
softest	!align="right	!align="right
taller	!align="right	!align="right
tall	thick	thick
tallest	!align="right	!align="right
tall	atop	atop
taller	oldest	oldest
tallest	!align="right	!align="right
newer	york	york
new	older	older
newest	york	york
new	!align="right	!align="right
newer	!align="right	!align="right
newest	older	older
weaker	strong	strong
weak	!align="right	!align="right
weakest	strong	strong
weak	!align="right	!align="right
weaker	!align="right	!align="right
weakest	!align="right	!align="right
longer	short	short
long	shorter	shorter
longest	short	short
long	first	first
longer	first	first
longest	shorter	shorter
smarter	dirty	dirty
smart	!align="right	!align="right
smartest	dirty	dirty
smart	!align="right	!align="right
smarter	!align="right	!align="right
smartest	!align="right	!align="right
riskier	!align="right	!align="right
