rougher	overhead	overhead
steadiest	!align="right	!align="right
steady	mysterious	mysterious
steadier	!align="right	!align="right
steadiest	!align="right	!align="right
swifter	!align="right	!align="right
swift	mysterious	mysterious
swiftest	!align="right	!align="right
swift	mysterious	mysterious
swifter	!align="right	!align="right
swiftest	!align="right	!align="right
tougher	!align="right	!align="right
tough	mysterious	mysterious
toughest	!align="right	!align="right
tough	mysterious	mysterious
tougher	!align="right	!align="right
toughest	!align="right	!align="right
meaner	!align="right	!align="right
mean	mysterious	mysterious
meanest	!align="right	!align="right
mean	mysterious	mysterious
meaner	!align="right	!align="right
meanest	!align="right	!align="right
smoother	!align="right	!align="right
smooth	mysterious	mysterious
smoothest	!align="right	!align="right
smooth	mysterious	mysterious
smoother	!align="right	!align="right
smoothest	!align="right	!align="right
milder	!align="right	!align="right
mild	loving	tired
mildest	!align="right	!align="right
mild	loving	tired
milder	!align="right	!align="right
mildest	!align="right	!align="right
earlier	!align="right	!align="right
early	later	later
earliest	!align="right	!align="right
early	first	wonderful
earlier	oldest	oldest
earliest	previous	previous
tastier	!align="right	!align="right
tasty	loving	tired
tastiest	!align="right	!align="right
tasty	loving	tired
tastier	!align="right	!align="right
tastiest	!align="right	!align="right
faster	!align="right	!align="right
fastest	cool	cool
fast	!align="right	!align="right
fastest	cool	cool
faster	slow	slow
fast	decreases	decreases
greater	!align="right	!align="right
great	belle	belle
greatest	!align="right	!align="right
great	biggest	classic
greater	biggest	biggest
greatest	higher	higher
richer	abundant	abundant
rich	!align="right	!align="right
richest	!align="right	!align="right
rich	darker	darker
richer	hindwings	hindwings
richest	!align="right	!align="right
tastier	!align="right	!align="right
tasty	!align="right	!align="right
tastiest	!align="right	!align="right
tasty	darker	darker
tastier	hindwings	hindwings
tastiest	!align="right	!align="right
thinner	thick	slower
thin	!align="right	!align="right
thinnest	!align="right	!align="right
thin	darker	darker
thinner	hindwings	hindwings
thinnest	!align="right	!align="right
rougher	shorter	shorter
rough	!align="right	!align="right
roughest	!align="right	!align="right
rough	darker	darker
rougher	hindwings	hindwings
roughest	!align="right	!align="right
luckier	bare	bare
lucky	!align="right	!align="right
luckiest	!align="right	!align="right
lucky	darker	darker
luckier	hindwings	hindwings
luckiest	!align="right	!align="right
tighter	!align="right	!align="right
tight	hot	hot
tightest	!align="right	!align="right
tight	hot	hot
tighter	!align="right	!align="right
tightest	!align="right	!align="right
kinder	!align="right	!align="right
kind	hot	hot
kindest	!align="right	!align="right
kind	hot	hot
kinder	!align="right	!align="right
kindest	!align="right	!align="right
swifter	!align="right	!align="right
swift	hot	hot
swiftest	!align="right	!align="right
swift	hot	hot
swifter	!align="right	!align="right
swiftest	!align="right	!align="right
messier	!align="right	!align="right
messy	hot	hot
messiest	!align="right	!align="right
messy	hot	hot
messier	!align="right	!align="right
messiest	!align="right	!align="right
deeper	!align="right	!align="right
deep	deep	deep
deepest	!align="right	!align="right
deep	hot	hot
deeper	!align="right	!align="right
deepest	deep	deep
lower	!align="right	!align="right
low	low	low
lowest	!align="right	!align="right
low	low	low
lower	highest	highest
lowest	upper	upper
costlier	!align="right	!align="right
costly	moist	moist
costliest	!align="right	!align="right
costly	moist	moist
costlier	!align="right	!align="right
costliest	!align="right	!align="right
narrower	!align="right	!align="right
narrow	moist	moist
narrowest	!align="right	!align="right
narrow	moist	moist
narrower	!align="right	!align="right
narrowest	!align="right	!align="right
leaner	!align="right	!align="right
lean	moist	moist
leanest	!align="right	!align="right
lean	moist	moist
leaner	!align="right	!align="right
leanest	!align="right	!align="right
younger	!align="right	!align="right
young	sunny	sunny
youngest	!align="right	!align="right
young	violet	violet
younger	eldest	eldest
youngest	older	older
smaller	large	large
small	larger	larger
smallest	large	large
small	largest	largest
smaller	largest	largest
smallest	larger	larger
gentler	thin	thin
gentle	!align="right	!align="right
gentlest	thin	thin
gentle	!align="right	!align="right
gentler	!align="right	!align="right
gentlest	!align="right	!align="right
mightier	evil	evil
mighty	!align="right	!align="right
mightiest	evil	evil
mighty	!align="right	!align="right
mightier	!align="right	!align="right
mightiest	!align="right	!align="right
leaner	!align="right	!align="right
lean	!align="right	!align="right
leanest	!align="right	!align="right
lean	!align="right	!align="right
leaner	!align="right	!align="right
leanest	!align="right	!align="right
fancier	!align="right	!align="right
fancy	!align="right	!align="right
fanciest	!align="right	!align="right
fancy	!align="right	!align="right
fancier	!align="right	!align="right
fanciest	!align="right	!align="right
kinder	!align="right	!align="right
kind	fringe	fringe
kindest	!align="right	!align="right
kind	fringe	fringe
kinder	!align="right	!align="right
kindest	!align="right	!align="right
wider	!align="right	!align="right
wide	wide	wide
widest	!align="right	!align="right
wide	fringe	fringe
wider	!align="right	!align="right
widest	wide	wide
pricier	!align="right	!align="right
pricey	fringe	fringe
priciest	!align="right	!align="right
pricey	fringe	fringe
pricier	!align="right	!align="right
priciest	!align="right	!align="right
firmer	!align="right	!align="right
firm	fringe	fringe
firmest	!align="right	!align="right
firm	fringe	fringe
firmer	!align="right	!align="right
firmest	!align="right	!align="right
brighter	!align="right	!align="right
bright	fringe	fringe
brightest	!align="right	!align="right
bright	fringe	fringe
brighter	!align="right	!align="right
brightest	!align="right	!align="right
steadier	!align="right	!align="right
steady	wide	wide
steadiest	!align="right	!align="right
steady	wide	wide
steadier	!align="right	!align="right
steadiest	!align="right	!align="right
classier	!align="right	!align="right
classy	wide	wide
classiest	!align="right	!align="right
classy	wide	wide
classier	!align="right	!align="right
classiest	!align="right	!align="right
sadder	!align="right	!align="right
sad	wide	wide
saddest	!align="right	!align="right
sad	wide	wide
sadder	!align="right	!align="right
saddest	!align="right	!align="right
meaner	!align="right	!align="right
mean	wide	wide
meanest	!align="right	!align="right
mean	wide	wide
meaner	!align="right	!align="right
meanest	!align="right	!align="right
faster	!align="right	!align="right
fastest	wide	wide
fast	!align="right	!align="right
fastest	wide	wide
faster	slow	slow
fast	decreases	decreases
louder	!align="right	!align="right
loud	thin	thin
loudest	!align="right	!align="right
loud	thin	thin
louder	!align="right	!align="right
loudest	!align="right	!align="right
newer	!align="right	!align="right
new	severe	severe
newest	!align="right	!align="right
new	thin	thin
newer	!align="right	!align="right
newest	heavier	heavier
bloodier	!align="right	!align="right
bloody	thin	thin
bloodiest	!align="right	!align="right
bloody	thin	thin
bloodier	!align="right	!align="right
bloodiest	!align="right	!align="right
younger	!align="right	!align="right
young	young	young
youngest	!align="right	!align="right
young	thin	young
younger	eldest	eldest
youngest	older	older
closer	!align="right	!align="right
close	close	close
closest	!align="right	!align="right
close	close	close
closer	nearest	nearest
closest	close	close
clearer	!align="right	!align="right
clear	agent	agent
clearest	!align="right	!align="right
clear	agent	agent
clearer	!align="right	!align="right
clearest	!align="right	!align="right
richer	!align="right	!align="right
rich	agent	agent
richest	!align="right	!align="right
rich	agent	agent
richer	!align="right	!align="right
richest	!align="right	!align="right
meaner	!align="right	!align="right
mean	agent	agent
meanest	!align="right	!align="right
mean	agent	agent
meaner	!align="right	!align="right
meanest	!align="right	!align="right
older	!align="right	!align="right
old	old	drinking
oldest	!align="right	!align="right
old	largest	largest
older	largest	largest
oldest	old	younger
deeper	!align="right	!align="right
deep	deep	deep
deepest	!align="right	!align="right
deep	agent	agent
deeper	!align="right	!align="right
deepest	deep	deep
tastier	!align="right	!align="right
tasty	erect	erect
tastiest	!align="right	!align="right
tasty	!align="right	!align="right
tastier	!align="right	!align="right
tastiest	oldest	oldest
weaker	!align="right	!align="right
weak	erect	erect
weakest	fundamental	fundamental
weak	!align="right	!align="right
weaker	!align="right	!align="right
weakest	oldest	oldest
sadder	!align="right	!align="right
sad	erect	erect
saddest	moths	moths
sad	!align="right	!align="right
sadder	!align="right	!align="right
saddest	oldest	oldest
better	!align="right	!align="right
good	wonderful	wonderful
best	highest	dogs
good	satirical	satirical
better	!align="right	!align="right
best	fastest	fastest
stronger	!align="right	!align="right
strong	erect	wider
strongest	tremendous	tremendous
strong	satirical	satirical
stronger	!align="right	!align="right
strongest	heavier	heavier
lighter	!align="right	!align="right
light	heavier	bright
lightest	!align="right	!align="right
light	winters	winters
lighter	!align="right	!align="right
lightest	heavier	heavier
wilder	!align="right	!align="right
wild	winters	winters
wildest	!align="right	!align="right
wild	winters	winters
wilder	!align="right	!align="right
wildest	!align="right	!align="right
prettier	!align="right	!align="right
pretty	winters	winters
prettiest	!align="right	!align="right
pretty	winters	winters
prettier	!align="right	!align="right
prettiest	!align="right	!align="right
heavier	!align="right	!align="right
heavy	lighter	shells
heaviest	!align="right	!align="right
heavy	winters	winters
heavier	!align="right	!align="right
heaviest	lighter	lighter
deeper	!align="right	!align="right
deep	deep	deep
deepest	!align="right	!align="right
deep	winters	winters
deeper	!align="right	!align="right
deepest	deep	deep
newer	!align="right	!align="right
new	thick	thick
newest	!align="right	!align="right
new	thick	thick
newer	!align="right	!align="right
newest	heavier	heavier
bloodier	!align="right	!align="right
bloody	thick	thick
bloodiest	!align="right	!align="right
bloody	thick	thick
bloodier	!align="right	!align="right
bloodiest	!align="right	!align="right
prettier	!align="right	!align="right
pretty	thick	thick
prettiest	!align="right	!align="right
pretty	thick	thick
prettier	!align="right	!align="right
prettiest	!align="right	!align="right
softer	!align="right	!align="right
soft	thick	thick
softest	!align="right	!align="right
soft	thick	thick
softer	!align="right	!align="right
softest	!align="right	!align="right
taller	!align="right	!align="right
tall	thick	thick
tallest	!align="right	!align="right
tall	thick	thick
taller	oldest	oldest
tallest	!align="right	!align="right
newer	york	york
new	heavier	heavier
newest	york	york
new	!align="right	!align="right
