rougher	significantly	significantly
seems	appear	appear
seem	aired	termed
seemed	poll	attachment
seems	show	programming
needed	intentions	intentions
need	broadcast	broadcast
needs	help	entries
need	resource	resource
needed	demonstrated	demonstrated
needs	programming	programming
said	i	i
say	me	me
says	know	know
say	me	me
said	knows	demonstrated
says	't	't
got	we	we
get	me	me
gets	're	're
get	get	get
got	joined	joined
gets	me	gonna
asked	where	where
ask	ask	ask
asks	repeated	repeated
ask	him	him
asked	joined	joined
asks	asking	asking
studied	research	research
study	graduating	graduating
studies	studies	studies
study	science	science
studied	university	university
studies	graduating	graduating
preserved	conservation	conservation
preserve	manuscripts	manuscripts
preserves	conservation	conservation
preserve	!	!
preserved	!	!
preserves	manuscripts	manuscripts
saw	where	where
see	200708	200708
sees	stuff	stuff
see	him	him
saw	joined	joined
sees	harris	harris
left	rank	rank
leave	right	right
leaves	encourages	encourages
leave	stems	stems
left	rank	rank
leaves	right	right
eliminated	rank	rank
eliminate	quarter-finals	quarter-finals
eliminates	encoding	encoding
eliminate	!	!
eliminated	!	!
eliminates	quarter-finals	round
decided	rank	rank
decide	attempting	attempting
decides	tells	tells
decide	fails	help
decided	rank	rank
decides	encourages	encourages
preserved	rank	rank
preserve	preservation	preservation
preserves	conservation	conservation
preserve	!	!
preserved	!	!
preserves	preservation	preservation
led	rank	rank
lead	development	development
leads	halftime	halftime
lead	activation	activation
led	rank	rank
leads	promote	promote
extended	unsuccessful	unsuccessful
extend	bases	bases
extends	overs	interstate
extend	pole	pole
extended	reelection	reelection
extends	batting	batting
came	reelection	reelection
come	scored	scored
comes	overs	wickets
come	racecourse	racecourse
came	reelection	reelection
comes	innings	innings
received	ambulance	neighbors
receive	critics	critics
receives	overs	overs
receive	precipitation	precipitation
received	candidate	candidate
receives	batting	earned
started	recovery	recovery
start	home	home
starts	overs	scoring
start	touchdown	touchdown
started	reelection	interception
starts	batting	batting
recognized	governor	confirm
recognize	recognised	recognised
recognizes	overs	overs
recognize	racecourse	racecourse
recognized	contribution	contribution
recognizes	batting	batting
increased	decrease	decrease
increase	higher	higher
increases	decrease	decrease
increase	reduces	reduces
increased	decreases	decreases
increases	increase	increase
proved	graduating	graduating
prove	scientific	scientific
proves	reasonable	reasonable
prove	stating	stating
proved	graduating	graduating
proves	successful	ambitious
raised	graduating	graduating
raise	research	research
raises	raising	raising
raise	!	!
raised	!	!
raises	fund	fund
determined	graduating	graduating
determine	genetic	genetic
determines	whether	whether
determine	variable	variable
determined	graduating	pot
determines	study	ambitious
became	graduating	graduating
become	served	served
becomes	became	became
become	develops	develops
became	graduating	aware
becomes	deputy	deputy
resolved	quarter-finals	quarter-finals
resolve	conflict	conflict
resolves	!	!
resolve	introduce	introduce
resolved	quarter-finals	semi-finals
resolves	!	!
won	losing	losing
win	medal	medal
wins	!	!
win	consecutive	playoffs
won	quarter-finals	quarter-finals
wins	!	!
joined	semi-finals	round
join	loan	loan
joins	!	!
join	confluence	confluence
joined	quarter-finals	quarter-finals
joins	!	!
saw	quarter-finals	round
see	effort	effort
sees	!	!
see	discovers	discovers
saw	quarter-finals	quarter-finals
sees	!	!
developed	quarter-finals	quarter-finals
develop	nintendo	nintendo
develops	!	!
develop	overcome	overcome
developed	quarter-finals	quarter-finals
develops	!	!
tried	attempt	attempt
try	attempted	attempts
tries	heads	heads
try	attempts	attempts
tried	kicks	kicks
tries	intersects	intersects
looked	sleeping	sleeping
look	onto	onto
looks	intersection	intersection
look	handsome	handsome
looked	handsome	handsome
looks	heads	heads
determined	tests	tests
determine	minimum	minimum
determines	heads	heads
determine	resolution	resolution
determined	depends	depends
determines	highway	highway
took	took	took
take	place	place
takes	heads	concurrent
take	place	shock
took	trace	trace
takes	intersection	road
said	i	gonna
say	i	i
says	i	i
say	knows	what
said	my	my
says	intersects	intersects
lived	performed	performed
live	there	there
lives	concerts	concerts
live	help	help
lived	tragic	tragic
lives	driving	driving
paid	payment	payment
pay	payments	payments
pays	payment	payment
pay	pay	department
paid	pay	pay
pays	payments	money
raised	raising	raising
raise	concerns	harlem
raises	awareness	awareness
raise	!	!
raised	!	!
raises	fundraising	fundraising
was	not	not
be	1949	1949
is	not	not
be	crambidae	crambidae
was	gmina	gmina
is	tumors	tumors
found	similar	similar
find	neolithic	neolithic
finds	logical	logical
find	him	him
found	depressed	depressed
finds	neolithic	neolithic
produced	grapes	grapes
produce	films	give
produces	!	!
produce	sell	sell
produced	owner	owner
produces	!	!
opened	slam	held
open	subway	subway
opens	!	!
open	sell	sell
opened	purchased	auction
opens	!	!
remained	holdings	remained
remain	unchanged	era
remains	!	!
remain	sell	merchandise
remained	sold	sold
remains	!	!
ensured	compliance	compliance
ensure	savings	savings
ensures	!	!
ensure	sell	sell
ensured	purchased	purchased
ensures	!	!
said	i	i
say	't	't
says	!	!
say	sell	sell
said	auction	auction
says	!	!
won	winning	first
win	medal	medal
wins	32	32
win	consecutive	consecutive
won	record	record
wins	medal	medal
joined	agreed	agreed
join	moved	moved
joins	approached	approached
join	upstream	upstream
joined	confluence	creek
joins	moved	premier
remained	but	but
remain	keep	support
remains	traces	traces
remain	burial	burial
remained	burial	burial
remains	remain	ago
showed	aired	aired
show	conducted	conducted
shows	aired	aired
show	sketch	sketch
showed	show	show
shows	intentions	intentions
reduced	reducing	emissions
reduce	reducing	reduces
reduces	reduction	reduction
reduce	increases	increases
reduced	reduced	reduced
reduces	reducing	reduces
won	losing	first
win	winning	winning
wins	!	!
win	consecutive	consecutive
won	undefeated	undefeated
wins	!	!
paid	paid	paid
pay	payments	payments
pays	!	!
pay	wildlife	divers
paid	commune	commune
pays	!	!
gave	location	there
give	rating	rating
gives	!	!
give	maintain	maintain
gave	preservation	manuscript
gives	!	!
saved	comes	comes
save	conservation	firearms
saves	!	!
save	wildlife	wildlife
saved	nick	nick
saves	!	!
changed	there	there
change	conservation	conservation
changes	!	!
change	conservation	renovations
changed	historical	historical
changes	!	!
stayed	adults	adults
stay	aria	aria
stays	remain	remain
stay	locked	locked
stayed	rod	aces
stays	charts	shirley
joined	stay	stay
join	moved	moved
joins	pipe	pipe
join	upstream	upstream
joined	upstream	upstream
joins	moved	moved
created	publishers	publishers
create	formed	formed
creates	browser	browser
create	affects	affects
created	affects	closing
creates	peerage	peerage
ran	tying	tying
run	re-election	run
runs	runs	runs
run	batting	batting
ran	batting	batting
runs	re-election	re-election
found	target	target
find	ivory	ivory
finds	bathroom	bathroom
find	tells	kill
found	tells	revealed
finds	ivory	ivory
proved	proved	proved
prove	difficult	difficult
proves	murder	existence
prove	conclusions	conclusions
proved	gave	gave
proves	costly	costly
produced	present	present
produce	grapes	grapes
produces	grape	grape
produce	question	question
produced	widely	widely
produces	grapes	grapes
eliminated	regarded	deemed
eliminate	quarter-finals	quarter-finals
eliminates	replace	attracts
eliminate	!	!
eliminated	!	!
eliminates	quarter-finals	quarter-finals
studied	studies	research
study	graduating	enrolled
studies	studies	studies
study	study	suggest
studied	study	study
studies	conservatory	conservatory
accommodated	seating	seating
accommodate	!	!
accommodates	seating	seating
accommodate	!	!
accommodated	!	!
accommodates	!	!
happened	something	say
happen	what	what
happens	!	!
happen	apartment	apartment
happened	alert	alert
happens	!	!
accommodated	weights	weights
accommodate	!	!
accommodates	!	!
accommodate	prevent	prevent
accommodated	avoiding	avoiding
accommodates	!	!
worked	collective	collective
work	assistant	assistant
works	!	!
work	collection	collection
worked	collection	contemporary
works	!	!
reduced	reducing	reducing
reduce	reduce	reduce
reduces	!	!
reduce	reduce	reduce
reduced	increases	increases
reduces	!	!
turned	sensors	sensors
turn	fear	fear
turns	!	!
turn	heads	heads
turned	curves	curves
turns	!	!
raised	funds	funds
raise	worth	worth
raises	funds	funds
raise	!	!
raised	!	!
raises	worth	worth
returned	returned	informs
return	return	return
returns	will	will
return	escapes	escapes
returned	informs	informs
returns	repairs	repairs
told	anyone	anyone
tell	't	't
tells	know	know
tell	asks	asks
told	her	her
tells	how	how
saved	preserve	preserve
save	pose	pose
saves	locate	locate
save	penguins	penguins
saved	slogan	slogan
saves	resulting	resulting
followed	switched	contractors
follow	consonant	consonant
follows	boundary	boundary
follow	reflecting	mean
followed	standardized	standardized
follows	consonant	consonant
produced	began	began
produce	directed	episodes
produces	grape	grape
produce	guinness	guinness
produced	began	loops
produces	grape	grape
proved	proved	proof
prove	be	be
proves	prosecution	satisfy
prove	practical	practical
proved	began	lesson
proves	difficult	sympathetic
met	requirements	requirements
meet	soviets	soviets
meets	requirements	requirements
meet	dante	dante
met	billy	billy
meets	travels	travels
used	used	used
use	use	archaic
uses	medication	medication
use	using	using
used	using	using
uses	word	phrase
became	began	began
become	deputy	deputy
becomes	former	former
become	involved	involved
became	began	began
becomes	become	he
proved	reasonable	reasonable
prove	difficult	difficult
proves	joyce	joyce
prove	don	don
proved	wasn	praised
proves	costly	costly
brought	reviewers	reviewers
bring	welcome	welcome
brings	kill	kill
bring	flash	flash
brought	praised	praised
brings	joyce	joyce
determined	whether	whether
determine	determines	determines
determines	whether	whether
determine	don	don
determined	variable	variable
determines	detected	detected
decided	would	would
decide	want	want
decides	joyce	joyce
decide	emotions	emotions
decided	persuaded	persuaded
decides	compelled	compelled
followed	follows	follows
follow	consonant	suit
follows	kill	kill
follow	don	don
followed	called	called
follows	consonant	consonant
resolved	between	problem
resolve	retire	retire
resolves	zimbabwe	zimbabwe
resolve	!	!
resolved	!	!
resolves	specializes	specializes
won	against	against
win	medals	medals
wins	against	against
win	record	record
won	undefeated	undefeated
wins	medal	medal
bought	price	40000
buy	buy	buy
buys	toys	toys
buy	!	!
bought	!	!
buys	buyer	buyer
studied	studies	research
study	graduating	graduating
studies	teaching	teaching
study	graduate	graduate
studied	study	graduate
studies	graduating	graduating
liked	now	think
like	jonas	jonas
likes	me	me
like	auction	auction
liked	auction	auction
likes	script	entertaining
eliminated	aims	aims
eliminate	quarter-finals	quarter-finals
eliminates	rod	rod
eliminate	!	!
eliminated	!	!
eliminates	semi-finals	semi-finals
led	role	role
lead	however	however
leads	role	role
lead	join	join
led	chart	manage
leads	commonly	commonly
ended	season	west
end	leave	leave
ends	200506	nine
end	leave	continue
ended	verses	verses
ends	nine	kane
saved	manage	manage
save	herself	herself
saves	manages	manages
save	join	join
saved	weeks	era
saves	ng	ng
served	served	served
serve	deputy	deputy
serves	serving	serving
serve	boards	boards
served	became	became
serves	deputy	deputy
lived	show	show
live	inner	inner
lives	unreleased	unreleased
live	rarely	rarely
lived	help	help
lives	siberia	siberia
went	let	let
go	losing	losing
goes	him	him
go	desperate	desperate
went	then	then
goes	losing	losing
decided	the	the
decide	would	wish
decides	wants	teenagers
decide	planned	planned
decided	allowed	allowed
decides	intention	intention
understood	know	know
understand	exploit	exploit
understands	know	know
understand	!	!
understood	!	!
understands	answered	answered
served	secretary-general	secretary-general
serve	serving	serving
serves	running	running
serve	served	served
served	current	current
serves	treasurer	treasurer
stayed	father	father
stay	peaked	peaked
stays	girlfriend	girlfriend
stay	you	you
stayed	said	bernie
stays	weeks	throws
helped	helped	helped
help	help	decides
helps	unable	helps
help	crack	crack
helped	informed	informed
helps	help	tries
seemed	reporters	reporters
seem	kurt	kurt
seems	lover	joe
seem	what	what
seemed	said	said
seems	affair	affair
kept	reporters	informed
keep	tells	adapt
keeps	girlfriend	girlfriend
keep	anything	anything
kept	said	said
keeps	captivity	captivity
said	i	i
say	't	't
says	does	does
say	you	i
said	i	i
says	loves	loves
allowed	both	both
allow	decided	decided
allows	received	received
allow	able	able
allowed	annual	30th
allows	rotten	score
came	day	day
come	scored	affiliation
comes	rotten	rotten
come	smile	smile
came	2005	2005
comes	score	score
remained	remained	remained
remain	ceased	ceased
remains	rotten	rotten
remain	neolithic	neolithic
remained	burial	burial
remains	rating	rating
took	event	victory
take	bowling	bowling
takes	rotten	rotten
take	sought	sought
took	day	day
takes	bowling	bowling
avoided	celebrate	celebrate
avoid	attain	attain
avoids	rotten	rotten
avoid	!	!
avoided	!	!
avoids	metacritic	metacritic
earned	earned	earned
earn	earning	earning
earns	earned	earned
earn	!	!
earned	!	!
earns	degree	received
remained	b-side	b-side
remain	close	close
remains	gothic	gothic
remain	burial	burial
remained	burial	burial
remains	somewhere	somewhere
studied	studies	studies
study	graduating	graduating
studies	studies	studies
study	theology	theology
studied	study	phd
studies	graduating	graduating
promoted	aim	aim
promote	rank	rank
promotes	aims	aims
promote	promote	promote
promoted	promote	promote
promotes	rank	rank
took	would	would
take	bowling	bowling
takes	move	unification
take	2006	2006
took	receives	receives
takes	01	01
increased	rates	incidence
increase	improved	improved
increases	increasing	increasing
increase	increase	reducing
increased	decreases	levels
increases	increasing	increasing
included	such	such
include	include	include
includes	are	are
include	include	include
included	joined	joined
includes	deluxe	deluxe
saved	supposedly	supposedly
save	recover	recover
saves	escapes	escapes
save	assist	assist
saved	pitched	appearances
saves	saving	saving
ran	batted	batted
run	nominee	nominee
runs	racecourse	racecourse
run	batted	overs
ran	batted	batted
runs	reelection	re-election
said	i	i
say	't	say
says	goodbye	goodbye
say	me	me
said	i	i
says	't	conditional
joined	jonas	jonas
join	moved	moved
joins	teenage	teenage
join	upstream	upstream
joined	confluence	confluence
joins	moved	moved
built	construct	construct
build	building	building
builds	construct	demanding
build	guitars	guitars
built	conceptual	conceptual
builds	building	building
studied	teaching	teaching
study	graduated	graduated
studies	studies	teaching
study	degree	graduate
studied	graduate	graduate
studies	graduated	graduated
happened	would	strengthened
happen	something	something
happens	feelings	feelings
happen	something	something
happened	exciting	exciting
happens	somebody	somebody
found	retrieve	retrieve
find	archaeological	archaeological
finds	goes	goes
find	rather	rather
found	worried	talking
finds	archaeologists	archaeologists
was	been	been
be	14	14
is	would	would
be	moth	moth
was	species	species
is	14	1844
celebrated	celebrations	celebrations
celebrate	anniversary	anniversary
celebrates	anniversary	anniversary
celebrate	!	!
celebrated	!	!
celebrates	anniversary	anniversary
learned	dancers	dancers
learn	lessons	lessons
learns	classroom	investigators
learn	jean	preparation
learned	jean	jean
learns	lessons	lessons
kept	said	said
keep	captivity	captivity
keeps	kill	kill
keep	pain	pain
kept	nationally	keys
keeps	captivity	captivity
found	recognised	inside
find	artifacts	artifacts
finds	man	man
find	arnold	arnold
found	damon	damon
finds	artifacts	artifacts
earned	earned	surplus
earn	degree	degree
earns	earned	earned
earn	!	!
earned	!	!
earns	degree	degree
became	became	became
become	appointed	appointed
becomes	became	became
become	sees	today
became	around	around
becomes	becoming	comparatively
liked	former	former
like	think	think
likes	something	something
like	comparisons	comparisons
liked	comparisons	amongst
likes	everyone	everyone
sought	travelled	travelled
seek	urging	urging
seeks	ned	ned
seek	attempts	attempts
sought	attempts	attempts
seeks	willing	willing
avoided	prosecution	prosecution
avoid	confirm	confirm
avoids	contact	contact
avoid	!	!
avoided	!	!
avoids	mistakes	mistakes
produced	fruits	fruits
produce	film	film
produces	survive	survive
produce	smoke	smoke
produced	went	including
produces	pictures	pictures
prevented	widespread	widespread
prevent	halftime	actress
prevents	entry	entry
prevent	halftime	halftime
prevented	preventing	preventing
prevents	neurons	neurons
asked	asking	asking
ask	answered	answered
asks	asking	asking
ask	she	she
asked	him	him
asks	?	?
determined	evidence	evidence
determine	halftime	halftime
determines	neurons	neurons
determine	halftime	halftime
determined	depends	depends
determines	adverse	ratings
took	move	move
take	halftime	halftime
takes	activation	discussion
take	role	role
took	followed	followed
takes	batsman	oversight
resolved	debuted	debuted
resolve	adopt	adopt
resolves	dispute	dispute
resolve	!	!
resolved	!	!
resolves	tributary	tributary
provided	singles	support
provide	comparable	comparable
provides	creek	creek
provide	provide	provide
provided	peaking	no.
provides	creek	comparable
began	weeks	weeks
begin	career	around
begins	confluence	confluence
begin	third	third
began	chart	peaking
begins	early	early
went	singles	singles
go	win	win
goes	him	refuses
go	desperate	third
went	peaking	no.
goes	tributary	tributary
served	singles	served
serve	deputy	deputy
serves	appointed	appointed
serve	serving	serving
served	billboard	no.
serves	deputy	deputy
did	you	what
do	not	not
does	!	!
do	not	not
did	improve	improve
does	!	!
lived	concerts	concerts
live	1889	1889
lives	!	!
live	sustain	sustain
lived	improve	improve
lives	!	!
prevented	erosion	erosion
prevent	prevention	illness
prevents	!	!
prevent	save	save
prevented	yields	yields
prevents	!	!
became	became	became
become	served	served
becomes	!	!
become	improved	improved
became	improving	improving
becomes	!	!
ended	season	season
end	serious	serious
ends	!	!
end	save	save
ended	improve	yields
ends	!	!
left	accept	accept
leave	right	right
leaves	stay	membrane
leave	stems	shrubs
left	shrubs	shrubs
leaves	right	right
considered	conclusions	conclusions
consider	become	become
considers	favourite	favourite
consider	researcher	researcher
considered	purchase	purchase
considers	regarded	regarded
saw	surprised	surprised
see	lead	lead
sees	we	we
see	when	when
saw	when	when
sees	slave	slave
saved	escape	escape
save	carry	carry
saves	eliminating	eliminating
save	nature	nature
saved	pitched	pitched
saves	whom	destroying
said	'm	'm
say	i	i
says	we	we
say	?	?
said	knows	said
says	we	we
proved	acquitted	acquitted
prove	difficult	difficult
proves	defendant	defendant
prove	tests	tests
proved	steals	steals
proves	costly	magnitude
sent	email	email
send	whether	whether
sends	email	youth
send	robot	robot
sent	message	message
sends	brussels	brussels
created	allowing	allowing
create	counterpart	counterpart
creates	coefficients	coefficients
create	poetic	trek
created	brought	brought
creates	name	name
met	requirements	requirements
meet	submit	submit
meets	requirements	admit
meet	seeks	scientists
met	turns	she
meets	resolution	resolution
showed	aired	aired
show	conducted	conducted
shows	aired	aired
show	talk	talk
showed	show	show
shows	hang	hang
made	could	if
make	make	make
makes	making	making
make	decisions	decisions
made	rare	rare
makes	200708	200708
protected	preserve	preserve
protect	conservation	fauna
protects	habitat	habitat
protect	jurisdictions	jurisdictions
protected	holder	holder
protects	conservation	conservation
included	addition	addition
include	e.g.	e.g.
includes	contain	contain
include	include	include
included	include	include
includes	e.g.	e.g.
decided	would	would
decide	wanted	disappear
decides	purpose	purpose
decide	fails	fails
decided	decided	decided
decides	wanted	broadcaster
ended	season	beginning
end	after	after
ends	season	season
end	exit	exit
ended	retained	jerry
ends	after	vikings
extended	received	along
extend	eastward	teachers
extends	!	!
extend	two-thirds	two-thirds
extended	earning	earning
extends	!	!
went	let	let
go	again	beating
goes	!	!
go	honors	earning
went	earning	earning
goes	!	!
liked	look	look
like	exciting	exciting
likes	!	!
like	earned	dexter
liked	earning	earning
likes	!	!
served	appointed	appointed
serve	deputy	deputy
serves	!	!
serve	serving	serving
served	earning	earning
serves	!	!
changed	received	changes
change	format	format
changes	!	!
change	renovations	renovations
changed	earning	earning
changes	!	!
returned	then	then
return	return	greenhouse
returns	interred	interred
return	arrives	arrives
returned	apartment	apartment
returns	interred	interred
learned	knowledge	knowledge
learn	lessons	speak
learns	skeleton	skeleton
learn	tells	soon
learned	gerry	gerry
learns	lessons	relics
thought	i	i
think	archaeologists	archaeologists
thinks	i	'm
think	loves	loves
thought	loves	loves
thinks	prehistoric	archaeologists
became	became	became
become	deputy	deputy
becomes	became	became
become	soon	soon
became	turns	turns
becomes	becoming	becoming
understood	know	know
understand	be	be
understands	interred	interred
understand	!	!
understood	!	!
understands	burial	burial
sent	!	!
send	shelter	shelter
sends	!	!
send	nucleus	nucleus
sent	nucleus	arrives
sends	message	message
needed	!	!
need	more	more
needs	!	!
need	shelter	shelter
needed	resource	resource
needs	better	better
preserved	!	!
preserve	extant	extant
preserves	!	!
preserve	seating	seating
preserved	!	!
preserves	preservation	preservation
developed	!	!
develop	renovated	renovated
develops	!	!
develop	renovated	convey
developed	jealous	jealous
develops	game	game
served	!	!
serve	serving	serving
serves	!	!
serve	serving	serving
served	served	served
serves	appointed	appointed
protected	wolves	wolves
protect	conservation	endangered
protects	!	!
protect	awareness	awareness
protected	fund	fund
protects	!	!
required	procedures	procedures
require	allow	allow
requires	!	!
require	funds	funds
required	fundraising	fundraising
requires	!	!
happened	't	't
happen	awareness	awareness
happens	!	!
happen	funds	funds
happened	dollars	dollars
happens	!	!
saved	saving	saving
save	awareness	awareness
saves	!	!
save	funds	funds
saved	pitched	grandparents
saves	!	!
understood	didn	didn
understand	awareness	awareness
understands	!	!
understand	raising	raising
understood	raising	raising
understands	!	!
brought	deliver	deliver
bring	half	migrants
brings	apartment	apartment
bring	season	season
brought	contributed	contributed
brings	tries	tries
led	win	win
lead	group	group
leads	thriller	overtime
lead	season	season
led	loss	loss
leads	toward	toward
had	despite	despite
have	non-families	non-families
has	rods	afford
have	been	been
had	expanded	expanded
has	non-families	householder
sought	restoring	restoring
seek	order	order
seeks	hide	hide
seek	season	season
sought	humanity	humanity
seeks	tried	tried
said	know	know
say	i	i
says	know	know
say	season	season
said	't	't
says	we	myself
looked	affairs	affairs
look	li	li
looks	parishes	parishes
look	hidden	hidden
looked	handsome	handsome
looks	villages	villages
resolved	executive	executive
resolve	engage	engage
resolves	arising	arising
resolve	!	!
resolved	!	!
resolves	kirby	kirby
returned	appointed	appointed
return	return	return
returns	returned	returned
return	leave	leave
returned	deputy	arrives
returns	loaned	loaned
used	using	using
use	use	use
uses	alcohol	alcohol
use	using	using
used	using	using
uses	use	use
offered	deputy	appointment
offer	two-year	two-year
offers	accepts	accepts
offer	courses	courses
offered	courses	courses
offers	courses	courses
believed	want	want
believe	accounted	accounted
believes	certification	certification
believe	him	him
believed	realizes	realizes
believes	hospitality	hospitality
felt	want	want
feel	feeling	feeling
feels	i	i
feel	feeling	feeling
felt	feeling	feeling
feels	reviewer	reviewer
determined	study	servants
determine	subjective	subjective
determines	placement	placement
determine	if	if
determined	depends	depends
determines	explicit	explicit
gave	another	another
give	rating	rating
gives	kick	kick
give	buy	buy
gave	vital	vital
gives	rating	rating
thought	i	i
think	domains	domains
thinks	i	i
think	buy	buy
thought	buy	buy
thinks	certificate	domains
came	enlarged	enlarged
come	goal	goal
comes	rods	rods
come	something	something
came	capacity	capacity
comes	scored	ended
included	various	various
include	base	base
includes	various	notable
include	morphology	morphology
included	include	include
includes	featured	drinks
saved	destroy	destroy
save	keeper	keeper
saves	saving	destroy
save	percentage	percentage
saved	era	era
saves	drinks	drinks
said	i	we
say	i	something
says	you	you
say	satisfaction	satisfaction
said	what	what
says	i	i
sought	obliged	obliged
seek	attempted	attempted
seeks	opted	opted
seek	objective	objective
sought	strongest	strongest
seeks	attempted	attempted
helped	helped	helped
help	interfere	interfere
helps	effort	effort
help	permission	permission
helped	able	able
helps	help	help
received	benefits	introducing
receive	reviews	positive
receives	grants	grants
receive	precipitation	rainfall
received	precipitation	takes
receives	reviews	reviews
came	helped	helped
come	restoring	forth
comes	foundation	foundation
come	masculine	masculine
came	spelled	spelled
comes	drake	recovery
got	't	't
get	've	've
gets	't	't
get	him	him
got	throat	caught
gets	've	've
told	't	't
tell	said	said
tells	't	know
tell	him	him
told	him	him
tells	reporters	reporters
stopped	trains	trains
stop	aggression	aggression
stops	helps	helps
stop	stopping	stopping
stopped	undertake	undertake
stops	discovers	harris
looked	like	photos
look	stefan	stefan
looks	isn	isn
look	comment	comment
looked	handsome	handsome
looks	she	stefan
became	became	became
become	become	become
becomes	her	her
become	aware	aware
became	involved	involved
becomes	she	she
reduced	reducing	reducing
reduce	decreased	decreased
reduces	reducing	reducing
reduce	likelihood	likelihood
reduced	undertake	undertake
reduces	decreased	significantly
sought	seeking	fulfilled
seek	hoping	hoping
seeks	wants	wants
seek	dignity	dignity
sought	undertake	undertake
seeks	wants	wants
came	would	would
come	appearance	appearance
comes	!	!
come	masculine	civilization
came	masculine	masculine
comes	!	!
used	using	using
use	latin	latin
uses	!	!
use	disputes	destroy
used	using	dual
uses	!	!
learned	profit	opportunity
learn	lessons	lessons
learns	!	!
learn	discovers	discovers
learned	discovers	discovers
learns	!	!
went	him	him
go	led	led
goes	!	!
go	argument	argument
went	desperate	desperate
goes	!	!
held	meeting	meeting
hold	annual	annual
holds	!	!
hold	metacritic	metacritic
held	metacritic	observe
holds	!	!
got	make	make
get	've	've
gets	tell	tell
get	got	got
got	becomes	becomes
gets	phone	phone
began	full-length	full-length
begin	airing	airing
begins	strange	strange
begin	intersection	md
began	known	concluding
begins	phone	phone
accepted	take	take
accept	phone	accept
accepts	refuses	refuses
accept	accept	accept
accepted	becomes	becomes
accepts	phone	phone
became	became	became
become	assistant	assistant
becomes	became	became
become	kill	kill
became	known	known
becomes	phone	phone
discussed	meeting	meeting
discuss	phone	phone
discusses	discussed	discussed
discuss	wanting	wanting
discussed	wrote	wrote
discusses	phone	phone
protected	ecosystems	ecosystems
protect	conservation	conservation
protects	prevention	pollution
protect	balance	balance
protected	alexandria	alexandria
protects	wildlife	wildlife
brought	emergence	emergence
bring	addressed	wreck
brings	identifies	identifies
bring	meetings	meetings
brought	asks	namesake
brings	wars	wars
started	season	rising
start	began	1930
starts	season	stages
start	continue	continue
started	lasts	jonas
starts	influenced	influenced
eliminated	reduces	reduces
eliminate	quarter-finals	quarter-finals
eliminates	identifies	identifies
eliminate	!	!
eliminated	!	!
eliminates	semi-finals	semi-finals
accommodated	redesigned	redesigned
accommodate	!	!
accommodates	renovated	renovated
accommodate	!	!
accommodated	!	!
accommodates	!	!
reached	reaching	reaching
reach	singles	singles
reaches	reaching	reaching
reach	featuring	featuring
reached	elevation	elevation
reaches	singles	singles
knew	i	i
know	you	you
knows	i	we
know	recorded	recorded
knew	there	there
knows	know	know
sent	rancho	rancho
send	recordings	recordings
sends	sent	sent
send	unreleased	unreleased
sent	alarm	alarm
sends	able	able
called	phone	phone
call	featuring	recordings
calls	questions	questions
call	phone	phone
called	phone	phone
calls	both	popular
worked	worked	worked
work	show	show
works	works	painters
work	concerts	solo
worked	collection	exhibition
works	engineer	engineer
earned	earned	earned
earn	degree	degree
earns	inputs	inputs
earn	!	!
earned	!	!
earns	precipitation	precipitation
protected	reviews	positive
protect	monuments	monuments
protects	wildlife	wildlife
protect	degradation	degradation
protected	earned	earned
protects	conservation	conservation
met	reviews	reviews
meet	friends	friends
meets	punished	punished
meet	adequate	adequate
met	earned	earned
meets	precipitation	precipitation
got	reviews	positive
get	've	i
gets	getting	getting
get	get	get
got	critics	emmy
gets	've	've
built	reviews	reviews
build	building	building
builds	demanding	demanding
build	websites	websites
built	reviews	garnered
builds	building	constructed
won	losing	kicked
win	winning	winning
wins	losing	losing
win	consecutive	consecutive
won	sure	sure
wins	winning	winning
provided	support	support
provide	provide	provide
provides	action	action
provide	knowledge	knowledge
provided	language	textbook
provides	jean	care
built	construct	corporate
build	building	building
builds	reluctantly	reluctantly
build	drum	drum
built	piano	sure
builds	building	buildings
asked	answers	nerve
ask	try	try
asks	saving	saving
ask	listen	listen
asked	sang	sang
asks	interrupted	interrupted
thought	i	i
think	find	find
thinks	everybody	everybody
think	listen	listen
thought	sure	sure
thinks	jean	jean
resolved	arising	discussed
resolve	modifications	modifications
resolves	encountered	encountered
resolve	!	!
resolved	!	!
resolves	unclear	problem
offered	offered	rejects
offer	courses	courses
offers	accepted	continue
offer	courses	courses
offered	courses	offered
offers	offer	offer
had	suggested	suggested
have	living	living
has	be	something
have	claiming	claiming
had	declined	declined
has	living	age
avoided	facing	avoiding
avoid	periodic	periodic
avoids	encountered	encountered
avoid	!	!
avoided	!	!
avoids	mistakes	problem
developed	awareness	awareness
develop	nintendo	360
develops	awareness	awareness
develop	alter	alter
developed	militia	militia
develops	360	360
stayed	leave	leave
stay	weeks	weeks
stays	leave	leave
stay	temporary	temporary
stayed	pregnant	breakdown
stays	lasts	lasts
proved	prosecution	moment
prove	too	too
proves	reasonable	reasonable
prove	't	't
proved	breakdown	breakdown
proves	costly	costly
brought	arrive	arrive
bring	edgar	edgar
brings	revive	revive
bring	isn	specific
brought	mama	mama
brings	dancing	dancing
liked	me	me
like	blair	blair
likes	dancing	dancing
like	want	andy
liked	zimbabwe	zimbabwe
likes	blair	blair
served	served	mayor
serve	appointed	serving
serves	served	served
