rougher	variously	variously
like	reflect	reflect
likes	mystical	mystical
like	vogue	jim
liked	roy	roy
likes	flowing	flowing
provided	platforms	platforms
provide	depends	depends
provides	seeks	recommendations
provide	state-owned	state-owned
provided	provided	state-owned
provides	paradise	paradise
continued	dash	dash
continue	attempting	attempting
continues	pursuing	pursuing
continue	particular	particular
continued	painter	painter
continues	dr.	dr.
promoted	intended	intended
promote	promotion	promotion
promotes	riley	riley
promote	cultures	cultures
promoted	sustainability	sustainability
promotes	promotion	promotion
changed	dash	dash
change	happiness	depends
changes	dramatically	dramatically
change	genera	genera
changed	reforms	reforms
changes	goes	english-language
found	armed	armed
find	profit	profit
finds	arrives	arrives
find	figure	figure
found	painter	painter
finds	tiny	tiny
proved	doom	doom
prove	basically	basically
proves	noted	noted
prove	inform	inform
proved	prospects	prospects
proves	recognizes	recognizes
eliminated	counterparts	counterparts
eliminate	reunion	reunion
eliminates	arising	constitutes
eliminate	!	!
eliminated	!	!
eliminates	keeps	keeps
preserved	farming	farming
preserve	objects	texture
preserves	privately	retrospective
preserve	!	!
preserved	!	!
preserves	texture	texture
kept	marshall	marshall
keep	pile	breed
keeps	varies	varies
keep	discovering	discovering
kept	wives	wives
keeps	recognizes	recognizes
sought	doom	doom
seek	bihar	bihar
seeks	immigration	retrospective
seek	educate	employed
sought	unwilling	unwilling
seeks	recognizes	recognizes
moved	venus	venus
move	loan	loan
moves	mirrors	mirrors
move	accurately	accurately
moved	charging	charging
moves	funny	porto
believed	confirmed	confirmed
believe	basis	basis
believes	funny	funny
believe	understood	understood
believed	marble	marble
believes	funny	funny
returned	distances	distances
return	chamberlain	chamberlain
returns	displays	displays
return	shoot	shoot
returned	wolf	wolf
returns	enterprise	enterprise
worked	best-known	best-known
work	freelance	consultant
works	historian	historian
work	paintings	paintings
worked	marble	marble
works	yuri	inc.
developed	confirmed	confirmed
develop	hinduism	aligned
develops	lenses	lenses
develop	vegetable	vegetable
developed	overseas	overseas
develops	inc.	inc.
reached	reached	reached
reach	singles	pyramid
reaches	reached	thereby
reach	varies	timber
reached	charleston	charleston
reaches	singles	singles
extended	teatro	teatro
extend	length	length
extends	ending	undergone
extend	two-thirds	two-thirds
extended	signed	constituent
extends	parallel	parallel
raised	awareness	treated
raise	length	length
raises	awareness	periodic
raise	!	!
raised	!	!
raises	tracking	tracking
built	mack	mack
build	extensions	extensions
builds	periodic	periodic
build	computing	computing
built	legal	legal
builds	rebuilt	extensions
promoted	peasants	peasants
promote	liga	liga
promotes	aims	expresses
promote	organizational	organizational
promoted	legal	legal
promotes	borders	borders
paid	1885	1885
pay	sailed	sailed
pays	chrysler	chrysler
pay	readily	readily
paid	economical	economical
pays	tells	drinks
celebrated	conan	conan
celebrate	celebrate	goals
celebrates	throws	en
celebrate	!	!
celebrated	!	!
celebrates	prayers	prayers
developed	1894	1894
develop	moth	plasma
develops	ethical	ethical
develop	accuracy	mineral
developed	greg	greg
develops	moth	moth
took	abandon	abandon
take	caribbean	caribbean
takes	throws	throws
take	caribbean	caribbean
took	economical	foremost
takes	asks	rolling
avoided	confession	confession
avoid	canonical	canonical
avoids	confession	confession
avoid	!	!
avoided	!	!
avoids	keeps	drinks
knew	adams	adams
know	'd	'd
knows	touching	touching
know	names	names
knew	wimbledon	wimbledon
knows	mistaken	mistaken
brought	peter	peter
bring	mack	mack
brings	controller	controller
bring	candidates	candidates
brought	building	building
brings	delivers	instability
discussed	employs	employs
discuss	ios	dirty
discusses	explores	explores
discuss	entrances	entrances
discussed	belongs	belongs
discusses	instability	instability
sold	shops	shops
sell	selling	mortgage
sells	decay	andy
sell	specialty	specialty
sold	purchased	purchased
sells	proceeds	proceeds
followed	mirror	mirror
follow	reader	stress
follows	prominently	prominently
follow	governed	governed
followed	east-west	east-west
follows	generates	stress
met	criteria	ears
meet	marriage	marriage
meets	!	!
meet	guarantee	guarantee
met	borders	borders
meets	!	!
needed	repaired	repaired
need	accountability	accountability
needs	!	!
need	sustainable	tissue
needed	customers	customers
needs	!	!
studied	persecution	rudolf
study	graduated	bomber
studies	!	!
study	genetic	genetic
studied	genetic	genetic
studies	!	!
ended	liverpool	liverpool
end	bomber	bomber
ends	!	!
end	parallel	parallel
ended	artery	artery
ends	!	!
changed	trend	trend
change	finds	finds
changes	!	!
change	reversed	reversed
changed	underwent	underwent
changes	!	!
increased	increasing	drift
increase	decrease	decrease
increases	comparing	comparing
increase	decrease	decrease
increased	vacuum	vacuum
increases	inches	solar
seemed	harrison	harrison
seem	retire	retire
seems	suited	suited
seem	graphical	graphical
seemed	mythical	conquest
seems	flies	flies
provided	availability	availability
provide	hoping	hoping
provides	fuselage	shelters
provide	inclusive	inclusive
provided	built-in	llc
provides	provide	seconds
determined	closely	closely
determine	representations	representations
determines	destinations	destinations
determine	determining	determining
determined	determining	penalties
determines	solar	solar
felt	etc.	etc.
feel	realism	realism
feels	swept	swept
feel	answers	afraid
felt	duet	duet
feels	seconds	seconds
earned	1919	ashes
earn	steal	steal
earns	fumble	fumble
earn	!	!
earned	!	!
earns	real-time	real-time
helped	venezuelan	venezuelan
help	frigate	frigate
helps	telling	telling
help	steal	resource
helped	asks	ole
helps	convinces	convinces
lived	guaranteed	guaranteed
live	standard	standard
lives	bloom	bloom
live	hurdles	hurdles
lived	farrell	farrell
lives	dances	dances
became	ashes	ashes
become	steal	steal
becomes	fears	fears
become	backgrounds	backgrounds
became	although	although
becomes	bedroom	bedroom
had	pitt	pitt
have	socialism	socialism
has	bloom	bloom
have	since	since
had	although	although
has	convinces	convinces
looked	wonderful	wonderful
look	relationships	forewings
looks	painted	painted
look	enthusiasm	enthusiasm
looked	undertook	undertook
looks	wakes	wakes
lived	cartoonist	cartoonist
live	cousins	cousins
lives	jasper	reporters
live	proposal	proposal
lived	undertook	undertook
lives	intersection	intersection
protected	modernization	modernization
protect	bind	binary
protects	resistance	resistance
protect	bind	bind
protected	manufacture	manufacture
protects	falls	falls
returned	04	04
return	jose	jose
returns	arrives	1834
return	france	france
returned	costly	undertook
returns	survived	survived
sought	petition	petition
seek	nobles	nobles
seeks	bread	bread
seek	bind	bind
sought	proposal	undertook
seeks	harm	requirement
allowed	mandated	governed
allow	ask	ask
allows	impacted	impacted
allow	racecourse	racecourse
allowed	mandated	mandated
allows	marry	marry
extended	governed	governed
extend	casino	casino
extends	domingo	impacted
extend	exploring	exploring
extended	km	km
extends	wings	wings
seemed	germanic	germanic
seem	obvious	obvious
seems	impacted	impacted
seem	abbot	abbot
seemed	systematic	highly
seems	storyline	storyline
needed	mandated	mandated
need	wizard	wizard
needs	germanic	germanic
need	exploring	exploring
needed	aggressive	aggressive
needs	avoiding	avoiding
said	estimated	estimated
say	feels	feels
says	impacted	impacted
say	exploring	exploring
said	tendency	tendency
says	embrace	embrace
got	visited	visited
get	4000	4000
gets	shots	shots
get	'll	'll
got	newscast	newscast
gets	sees	sees
asked	remarried	monk
ask	treasurer	treasurer
asks	hey	hey
ask	stefan	stefan
asked	visited	visited
asks	refuses	refuses
studied	1916	1916
study	attending	attending
studies	settings	settings
study	preparatory	preparatory
studied	visited	visited
studies	lawyer	lawyer
preserved	attractions	attractions
preserve	literally	literally
preserves	properties	properties
preserve	!	!
preserved	!	!
preserves	formations	uzbekistan
saw	raised	raised
see	200708	mistake
sees	stairs	rican
see	adam	mean
saw	visited	visited
sees	increase	increase
left	sox	sox
leave	mid-1980s	mid-1980s
leaves	walked	walked
leave	journeys	journeys
left	serie	serie
leaves	karen	karen
eliminated	assignment	assignment
eliminate	kenny	kenny
eliminates	pipeline	pipeline
eliminate	!	!
eliminated	!	!
eliminates	viable	viable
decided	everton	portsmouth
decide	concurrent	concurrent
decides	refuses	refuses
decide	co-written	co-written
decided	relegated	relegated
decides	approve	approve
preserved	estates	estates
preserve	heroic	heroic
preserves	vegetation	curves
preserve	!	!
preserved	!	!
preserves	tissue	tissue
led	fk	consecutive
lead	influx	influx
leads	receptions	receptions
lead	consumption	consumption
led	memorial	memorial
leads	influx	influx
extended	principality	principality
extend	melting	melting
extends	parkway	faade
extend	one-third	one-third
extended	originates	juniors
extends	fraser	fraser
came	crying	dreams
come	endangered	sing
comes	develops	develops
come	treasury	treasury
came	mighty	mysterious
comes	wicket	maria
received	ambulance	ambulance
receive	earning	earning
receives	deceased	deceased
receive	updates	updates
received	mysterious	mysterious
receives	batted	rbi
started	half-hour	half-hour
start	collect	collect
starts	gateway	gateway
start	speedway	theodore
started	diana	diana
starts	fraser	fraser
recognized	principality	principality
recognize	earning	earning
recognizes	answered	answered
recognize	achievement	achievement
recognized	behavioral	behavioral
recognizes	utilities	utilities
increased	separation	separation
increase	diabetes	costs
increases	decrease	decrease
increase	reduced	kyoto
increased	reduced	wendy
increases	decrease	decrease
proved	stronghold	stronghold
prove	espn	espn
proves	kidnapping	kidnapping
prove	imagine	imagine
proved	imagine	imagine
proves	somewhat	somewhat
raised	luigi	luigi
raise	wilderness	conscience
raises	predators	predators
raise	!	!
raised	!	!
raises	highlands	highlands
determined	cerambycidae	relies
determine	coverage	coverage
determines	relies	relies
determine	letting	kyoto
determined	coefficients	coefficients
determines	genetic	genetic
became	long-time	1818
become	fragment	fragment
becomes	predators	predators
become	unknown	unknown
became	forget	forget
becomes	incorporates	incorporates
resolved	charts	believed
resolve	reject	reject
resolves	!	!
resolve	arising	arising
resolved	quarter-finals	quarter-finals
resolves	!	!
won	losing	losing
win	emmy	illegitimate
wins	!	!
win	gender	gender
won	quarter-finals	quarter-finals
wins	!	!
joined	quarter-finals	medalist
join	branch	branch
joins	!	!
join	sovereign	sovereign
joined	rwanda	rwanda
joins	!	!
saw	watching	olympic
see	converting	sustainable
sees	!	!
see	gender	gender
saw	semifinals	extra
sees	!	!
developed	keeps	olympic
develop	existing	existing
develops	!	!
develop	examining	examining
developed	aggregate	integrated
develops	!	!
tried	apollo	apollo
try	treason	aforementioned
tries	apollo	apollo
try	realizing	realizing
tried	wanting	coup
tries	travelled	travelled
looked	comments	comments
look	scattering	sets
looks	breath	breath
look	savage	staging
looked	baroque	baroque
looks	egg	egg
determined	poverty	etc
determine	genetic	genetic
determines	literacy	literacy
determine	determining	yet
determined	bench	bench
determines	genetic	genetic
took	walk	walk
take	appoint	appoint
takes	encourages	mickey
take	stressed	stressed
took	archibald	archibald
takes	then	then
said	rewarded	rewarded
say	whose	whose
says	appears	appears
say	pot	pot
said	baroque	baroque
says	me	me
lived	first-class	first-class
live	living	accidental
lives	algae	algae
live	ambition	ambition
lived	volunteer	volunteer
lives	martinez	martinez
paid	premium	eligible
pay	1849	1849
pays	payment	payment
pay	alcoholic	alcoholic
paid	donovan	logan
pays	pays	pays
raised	awareness	awareness
raise	employ	employ
raises	awareness	awareness
raise	!	!
raised	!	!
raises	bonnie	bonnie
was	butter	butter
be	1849	il
is	procedure	relation
be	recreation	recreation
was	gross	gross
is	doctorate	doctorate
found	knight	knight
find	accidental	accidental
finds	dartmouth	dartmouth
find	ambition	ambition
found	logan	logan
finds	suggests	suggests
produced	discography	discography
produce	crude	crude
produces	!	!
produce	exported	exported
produced	exported	exported
produces	!	!
opened	neutral	neutral
open	strike	closure
opens	!	!
open	customers	customers
opened	holdings	holdings
opens	!	!
remained	prosperous	prosperous
remain	neighbours	neighbours
remains	!	!
remain	customers	settlement
remained	merchant	merchant
remains	!	!
ensured	prosperous	prosperous
ensure	repeat	repeat
ensures	!	!
ensure	buying	buying
ensured	purchased	purchased
ensures	!	!
said	discography	sanctuary
say	pray	pray
says	!	!
say	customers	customers
said	fraction	merchant
says	!	!
won	losing	feat
win	fan	contests
wins	upset	upset
win	undefeated	undefeated
won	playoff	playoff
wins	fan	fan
joined	knox	knox
join	workers	workers
joins	crater	crater
join	superhero	superhero
joined	border	teen
joins	join	join
remained	lack	remaining
remain	1880	1880
remains	interior	interior
remain	strike	strike
remained	overlooked	overlooked
remains	30000	30000
showed	premiered	premiered
show	absorbed	absorbed
shows	on-air	on-air
show	monarchy	monarchy
showed	teen	teen
shows	gradient	gradient
reduced	contributes	contributes
reduce	maximum	maximum
reduces	polymer	polymer
reduce	captive	captive
reduced	amid	amid
reduces	gradient	gradient
won	play-off	play-off
win	races	races
wins	!	!
win	post-war	post-war
won	housed	housed
wins	!	!
paid	correspondent	balkans
pay	fiscal	fiscal
pays	!	!
pay	commune	commune
paid	commune	commune
pays	!	!
gave	biographical	riders
give	clans	clans
gives	!	!
give	neolithic	importance
gave	bundle	bundle
gives	!	!
saved	bundle	organist
save	save	souls
saves	!	!
save	forests	forests
saved	internally	internally
saves	!	!
changed	altered	altered
change	add	thai
changes	!	!
change	importance	importance
changed	objects	objects
changes	!	!
stayed	russell	russell
stay	royals	royals
stays	periods	periods
stay	warn	aces
stayed	aces	aces
stays	relied	relied
joined	maxwell	maxwell
join	ga	ga
joins	juan	emmanuel
join	allison	allison
joined	alabama	alabama
joins	ga	ga
created	favourable	favourable
create	harrison	harrison
creates	steal	steal
create	organism	organism
created	bloom	bloom
creates	relied	relied
ran	1821	sweeping
run	unsuccessfully	unsuccessfully
runs	spanning	spanning
run	samsung	samsung
ran	rbi	alabama
runs	relied	relied
found	unable	centimeters
find	ritual	ritual
finds	centimeters	centimeters
find	breaks	killer
found	accepts	accepts
finds	prove	prove
proved	tales	industrial
prove	attribute	attribute
proves	industrial	industrial
prove	proper	proper
proved	creatures	creatures
proves	explores	explores
produced	obsolete	obsolete
produce	screened	screened
produces	industrial	industrial
produce	radius	radius
produced	creatures	creatures
produces	cement	cement
eliminated	obsolete	obsolete
eliminate	screened	screened
eliminates	osaka	osaka
eliminate	!	!
eliminated	!	!
eliminates	keeps	201516
studied	research	reservation
study	lectured	differential
studies	memory	memory
study	molecular	molecular
studied	psychiatry	psychiatry
studies	graduated	graduated
accommodated	confined	confined
accommodate	!	!
accommodates	expensive	unincorporated
accommodate	!	!
accommodated	!	!
accommodates	!	!
happened	north-central	north-central
happen	1776	1776
happens	!	!
happen	artery	artery
happened	harassment	harassment
happens	!	!
accommodated	tuning	tuning
accommodate	!	!
accommodates	!	!
accommodate	prevent	prevent
accommodated	emissions	emissions
accommodates	!	!
worked	sphere	sphere
work	co-founded	co-founded
works	!	!
work	armament	armament
worked	examining	examining
works	!	!
reduced	tumors	upgrades
reduce	expense	expense
reduces	!	!
reduce	induce	induce
reduced	decreases	nervous
reduces	!	!
turned	tuning	tuning
turn	practicing	practicing
turns	!	!
turn	induce	induce
turned	perpendicular	perpendicular
turns	!	!
raised	donated	donated
raise	threat	threat
raises	awareness	afford
raise	!	!
raised	!	!
raises	favorite	favorite
returned	concluded	concluded
return	passionate	maker
returns	lectured	lectured
return	marries	marries
returned	got	butcher
returns	passionate	passionate
told	enjoys	enjoys
tell	carriers	teenager
tells	pottery	enjoys
tell	quaker	quaker
told	tell	half-brother
tells	facts	facts
saved	playable	playable
save	soviets	soviets
saves	criminal	criminal
save	realize	amid
saved	assassin	assassin
saves	significant	significant
followed	discusses	discusses
follow	independence	choreographer
follows	motifs	motifs
follow	toby	toby
followed	tunes	tunes
follows	passionate	passionate
produced	opponents	opponents
produce	108	108
produces	dose	dose
produce	automotive	imported
produced	heavier	announcer
produces	trash	transcription
proved	blame	blame
prove	disabled	disabled
proves	transporting	transporting
prove	disappear	remarked
proved	embraced	embraced
proves	root	root
met	opponents	administrators
meet	lois	lois
meets	criteria	administrators
meet	confront	confront
met	bunch	bunch
meets	trash	trash
used	collect	collect
use	manual	manual
uses	requirement	requirement
use	furnace	kim
used	stern	stern
uses	root	root
became	longtime	longtime
become	en	en
becomes	luther	confronts
become	measure	avid
became	thoroughly	avid
becomes	immense	immense
proved	oath	oath
prove	insisted	short-term
proves	xavier	xavier
prove	notions	notions
proved	dickinson	dickinson
proves	spite	spite
brought	dove	dove
bring	lowered	seminar
brings	eventual	eventual
bring	fc	fc
brought	embraced	embraced
brings	best-known	best-known
determined	constructing	constructing
determine	prolonged	prolonged
determines	constructing	constructing
determine	procedures	procedures
determined	procedures	procedures
determines	unconscious	unconscious
decided	whom	whom
decide	insisted	insisted
decides	eliza	eliza
decide	prolonged	prolonged
decided	newspaper	newspaper
decides	starts	starts
followed	clear	clear
follow	seminar	seminar
follows	inscription	inscription
follow	krakw	procedures
followed	realism	operate
follows	duet	duet
resolved	thoroughly	thoroughly
resolve	robbie	robbie
resolves	dynasties	dynasties
resolve	!	!
resolved	!	!
resolves	fate	fate
won	captained	scored
win	hat-trick	hat-trick
wins	two-time	two-time
win	undefeated	undefeated
won	undefeated	undefeated
wins	polo	polo
bought	cove	cove
buy	own	robbie
buys	corn	corn
buy	!	!
bought	!	!
buys	dexter	dexter
studied	cycle	cycle
study	obtained	obtained
studies	prof.	prof.
study	spatial	spatial
studied	corresponding	turks
studies	graduated	graduated
liked	sung	sung
like	robbie	robbie
likes	sung	sung
like	retire	retire
liked	undefeated	undefeated
likes	expulsion	expulsion
eliminated	128	128
eliminate	bail	bail
eliminates	vulnerable	separates
eliminate	!	!
eliminated	!	!
eliminates	rod	rod
led	peaked	peaked
lead	gradual	gradual
leads	summers	summers
lead	daniels	daniels
led	webb	webb
leads	pits	pits
ended	krakw	krakw
end	wrapped	wrapped
ends	humid	humid
end	gave	couldn
ended	floors	same
ends	busch	busch
saved	threatened	threatened
save	otherwise	otherwise
saves	roof	roof
save	practicing	practicing
saved	baronet	baronet
saves	innocent	innocent
served	organism	organism
serve	governed	bone
serves	complement	complement
serve	sylvia	sylvia
served	served	baronet
serves	governed	governed
lived	cartoon	cartoon
live	hale	hale
lives	cartoon	famously
live	why	rarely
lived	militant	militant
lives	hale	hale
went	christmas	christmas
go	realized	realized
goes	arrives	arrives
go	desperate	wherever
went	finds	finds
goes	starts	starts
decided	jerusalem	jerusalem
decide	effort	effort
decides	arrives	arrives
decide	decide	runners
decided	pounds	pounds
decides	discover	contact
understood	how	how
understand	caste	caste
understands	characteristics	characteristics
understand	!	!
understood	!	!
understands	foremost	foremost
served	galway	galway
serve	extensively	extensively
serves	famously	famously
serve	coordinating	coordinating
served	inability	2012
serves	serves	juniors
stayed	russell	1889
stay	sealed	sealed
stays	russell	russell
stay	somewhat	somewhat
stayed	accounted	accounted
stays	sealed	sealed
helped	figure	1889
help	strike	strike
helps	kramer	fellows
help	enhance	enhance
helped	managed	consolidated
helps	hoping	hoping
seemed	believes	pattern
seem	bullet	bullet
seems	believes	believes
seem	ideals	hat
seemed	said	estate
seems	suffers	suffers
kept	petition	regular
keep	keeps	transverse
keeps	meter	meter
keep	ideals	ideals
kept	estate	estate
keeps	superman	superman
said	hears	voices
say	dream	dream
says	viewer	viewer
say	jokes	jokes
said	listening	listening
says	suffers	suffers
allowed	escorted	escorted
allow	hardly	hardly
allows	displays	displays
allow	proven	proven
allowed	atp	atp
allows	approval	approval
came	ultra	ultra
come	picking	picking
comes	auburn	auburn
come	smile	smile
came	european	european
comes	jacket	jacket
remained	until	until
remain	armies	armies
remains	clinics	clinics
remain	21st	21st
remained	european	admiral
remains	judaism	97
took	escorted	escorted
take	exception	exception
takes	auburn	auburn
take	loved	bed
took	attested	attested
takes	glory	glory
avoided	hardcore	hardcore
avoid	requirement	solitary
avoids	accountability	wishing
avoid	!	!
avoided	!	!
avoids	reduces	reduces
earned	batted	batted
earn	bachelor	bachelor
earns	batted	batted
earn	!	!
earned	!	!
earns	cornell	cornell
remained	regained	regained
remain	precision	precision
remains	hierarchy	hierarchy
remain	marcus	marcus
remained	remembered	remembered
remains	guaranteed	guaranteed
studied	memory	childhood
study	bachelor	bachelor
studies	manuscript	manuscript
study	investigations	investigations
studied	buffer	buffer
studies	bachelor	precision
promoted	1830s	1830s
promote	fisheries	fisheries
promotes	proteins	proteins
promote	reply	reply
promoted	viruses	viruses
promotes	guaranteed	guaranteed
took	preparations	preparations
take	asks	precision
takes	fulfill	joined
take	realizes	realizes
took	lyric	lyric
takes	precision	precision
increased	passionate	passionate
increase	growth	growth
increases	rates	rates
increase	implemented	beetle
increased	larger	larger
increases	conditional	conditional
included	bros.	generalized
include	covers	integrate
includes	criteria	criteria
include	beetle	beetle
included	jose	jose
includes	escapes	escapes
saved	minneapolis	minneapolis
save	message	message
saves	escapes	laden
save	thank	thank
saved	politician	politician
saves	mega	mega
ran	passionate	passionate
run	keeping	keeping
runs	carries	carries
run	batted	doubles
ran	batted	batted
runs	keeping	keeping
said	unhappy	unhappy
say	confident	robin
says	dont	everybody
say	horace	horace
said	recalled	recalled
says	escapes	escapes
joined	bassist	bassist
join	west	west
joins	beats	beats
join	combat	combat
joined	dinner	dinner
joins	kingston	kingston
built	uc	uc
build	bays	bays
builds	grounds	mall
build	remarks	remarks
built	accusations	accusations
builds	rebuilt	rebuilt
studied	1880s	1880s
study	lectured	conservatory
studies	1880s	1880s
study	deities	occurring
studied	visited	catalyst
studies	conservatory	conservatory
happened	uc	uc
happen	least	least
happens	nightclub	nightclub
happen	deities	innovative
happened	informed	informed
happens	least	least
found	jensen	accusations
find	vary	vary
finds	jury	watches
find	lacking	materials
found	catalyst	catalyst
finds	lanka	lanka
was	root	root
be	could	variant
is	ready	ready
be	oil	oil
was	visual	visual
is	nightclub	variant
celebrated	jubilee	jubilee
celebrate	johannesburg	johannesburg
celebrates	wa	wa
celebrate	!	!
celebrated	!	!
celebrates	wedding	wedding
learned	treat	treat
learn	could	could
learns	omar	rich
learn	truth	truth
learned	notion	notion
learns	leo	leo
kept	doyle	doyle
keep	captivity	captivity
keeps	doesn	doesn
keep	upright	upright
kept	measuring	measuring
keeps	villains	villains
found	treat	midland
find	norms	variant
finds	finds	finds
find	lacking	lacking
found	obtaining	obtaining
finds	ignore	katie
earned	ronnie	ronnie
earn	noting	noting
earns	weak	weak
earn	!	!
earned	!	!
earns	divinity	divinity
became	miniseries	miniseries
become	becoming	becoming
becomes	cyclist	1860s
become	warn	warn
became	relates	orange
becomes	playwright	playwright
liked	percussion	carter
like	confirm	confirm
likes	aunt	aunt
like	acted	acted
liked	aggression	wrecked
likes	looking	playwright
sought	delegate	delegate
seek	ramp	ramp
seeks	aunt	aunt
seek	institutes	institutes
sought	grants	grants
seeks	theological	flour
avoided	2500	2500
avoid	obvious	obvious
avoids	learned	learned
avoid	!	!
avoided	!	!
avoids	obvious	obvious
produced	multimedia	multimedia
produce	tears	tears
produces	molecule	molecule
produce	composite	composite
produced	buy	buy
produces	stroke	stroke
prevented	concentrated	concentrated
prevent	chemist	chemist
prevents	neurons	liquor
prevent	composite	composite
prevented	ii	ii
prevents	stroke	stroke
asked	witness	witness
ask	mansfield	sara
asks	proposes	proposes
ask	asleep	asleep
asked	buy	buy
asks	asks	asks
determined	relied	relied
determine	always	always
determines	debate	debate
determine	relegated	relegated
determined	resumed	marco
determines	stroke	stroke
took	advocated	advocated
take	chemist	chemist
takes	watch	watch
take	dirty	dirty
took	sleeping	ii
takes	corresponds	corresponds
resolved	polling	polling
resolve	consistency	consistency
resolves	committees	committees
resolve	!	!
resolved	!	!
resolves	copied	copied
provided	1931	1931
provide	set	set
provides	caring	caring
provide	web	web
provided	peaked	psychiatric
provides	provides	provides
began	argues	argues
begin	anglo-saxon	anglo-saxon
begins	frozen	matters
begin	boston	boston
began	quarter-finals	quarter-finals
begins	orlando	orlando
went	gallagher	gallagher
go	red	red
goes	nationality	nationality
go	bail	bail
went	secure	secure
goes	foothills	foothills
served	regiment	regiment
serve	chair	chair
serves	matters	matters
serve	serving	serving
served	coordinating	coordinating
serves	deputy	deputy
did	selections	selections
do	must	must
does	!	!
do	layer	layer
did	improve	improve
does	!	!
lived	reissued	reissued
live	unincorporated	unincorporated
lives	!	!
live	productivity	productivity
lived	productivity	malawi
lives	!	!
prevented	violation	violation
prevent	continue	continue
prevents	!	!
prevent	layer	layer
prevented	layer	layer
prevents	!	!
became	colt	colt
become	lecturer	lecturer
becomes	!	!
become	improving	improving
became	reconstructed	reconstructed
becomes	!	!
ended	coming	coming
end	solely	solely
ends	!	!
end	indicator	indicator
ended	improve	improve
ends	!	!
left	miss	miss
leave	dealing	countess
leaves	basal	basal
leave	talbot	talbot
left	exotic	married
leaves	bent	bent
considered	miss	miss
consider	expression	expression
considers	correspond	correspond
consider	preparations	preparations
considered	2017	2017
considers	emphasize	emphasize
saw	miss	miss
see	inserted	inserted
sees	determines	determines
see	convince	convince
saw	convince	esther
sees	lattice	lattice
saved	threatened	threatened
save	torn	chrysler
saves	helps	helps
save	arising	recipients
saved	married	married
saves	hands	hands
said	miss	miss
say	currency	statues
says	hears	monkeys
say	oz	oz
said	warwick	warwick
says	venues	venues
proved	northward	northward
prove	largely	largely
proves	harm	harm
prove	competitive	competitive
proved	mohamed	mohamed
proves	largely	largely
sent	derek	romantic
send	rankings	rankings
sends	derek	derek
send	destinations	destinations
sent	honoured	honoured
sends	saves	saves
created	prove	yan
create	joke	core
creates	depends	jane
create	connected	connected
created	north-south	north-south
creates	multimedia	multimedia
met	northward	northward
meet	try	try
meets	reluctantly	reluctantly
meet	destinations	destinations
met	travelers	travelers
meets	reunited	reunited
showed	northward	northward
show	rankings	rankings
shows	premiered	gates
show	shakespeare	shakespeare
showed	shakespeare	shakespeare
shows	acceleration	acceleration
made	1968	1968
make	nrl	nrl
makes	express	express
make	dream	dream
made	dream	dream
makes	superb	superb
protected	demon	demon
protect	wildlife	wildlife
protects	ecosystems	demon
protect	publicly	publicly
protected	absorption	absorption
protects	wildlife	wildlife
included	codex	codex
include	interfaces	interfaces
includes	helen	helen
include	ga	ga
included	spinal	spinal
includes	ain	ain
decided	remaining	remaining
decide	notice	notice
decides	bugs	bugs
decide	agrees	anyone
decided	griffin	griffin
decides	encourages	das
ended	quoted	quoted
end	innings	organising
ends	three-year	december
end	cottage	cottage
ended	ensured	ensured
ends	offences	offences
extended	overlap	overlap
extend	decay	decay
extends	!	!
extend	moths	scattering
extended	perpendicular	perpendicular
extends	!	!
went	hobby	hobby
go	beating	beating
goes	!	!
go	consumption	consumption
went	attended	attended
goes	!	!
liked	conversely	conversely
like	decay	decay
likes	!	!
like	guinness	guinness
liked	prestige	prestige
likes	!	!
served	heather	heather
serve	governed	governed
serves	!	!
serve	addition	addition
served	attended	attended
serves	!	!
changed	officially	officially
change	commodore	commodore
changes	!	!
change	sovereign	sovereign
changed	underwent	sovereign
changes	!	!
returned	park	park
return	accident	accident
returns	soldier	soldier
return	defeats	defeats
returned	wolf	holidays
returns	mortal	telescope
learned	encourage	encourage
learn	resembles	resembles
learns	gods	gods
learn	realize	realize
learned	widow	widow
learns	shoreline	shoreline
thought	representation	alternatively
think	mutant	mutant
thinks	butcher	butcher
think	loves	mitch
thought	lasts	assistant
thinks	mutant	telescope
became	newscast	ian
become	traveling	traveling
becomes	burst	burst
become	mitch	mitch
became	parole	parole
becomes	traveling	telescope
understood	disagreement	disagreement
understand	exams	streaming
understands	cinematography	release
understand	!	!
understood	!	!
understands	telescope	telescope
sent	!	!
send	1986	refugee
sends	!	!
send	cortex	cortex
sent	cortex	cortex
sends	reinforcements	reinforcements
needed	!	!
need	improve	improve
needs	!	!
need	tissue	tissue
needed	exploring	exploring
needs	accountability	accountability
preserved	!	!
preserve	housed	housed
preserves	!	!
preserve	seating	seating
preserved	!	!
preserves	chancel	chancel
developed	!	!
develop	construct	construct
develops	!	!
develop	construct	construct
developed	mirrors	mirrors
develops	inch	inch
served	!	!
serve	housed	housed
serves	!	!
serve	transitional	transitional
served	served	served
serves	serves	serves
protected	threat	threat
protect	en	en
protects	!	!
protect	advocate	malawi
protected	malawi	malawi
protects	!	!
required	choose	choose
require	knockout	knockout
requires	!	!
require	awareness	gender
required	tracking	tracking
requires	!	!
happened	conflicts	conflicts
happen	catch	facts
happens	!	!
happen	awareness	awareness
happened	fertility	fertility
happens	!	!
saved	theresa	theresa
save	shame	shame
saves	!	!
save	sheets	aids
