rougher	worse	processing
changes	nina	objectives
found	stopping	diplomatic
find	mid	mid
finds	search	search
find	searching	searching
found	searching	rising
finds	optimal	optimal
proved	monasteries	tennis
prove	theorem	theorem
proves	file	file
prove	!	!
proved	!	!
proves	environments	environments
eliminated	flee	defeats
eliminate	preliminary	leg
eliminates	molecule	launched
eliminate	!	!
eliminated	!	!
eliminates	ions	ions
preserved	monasteries	monasteries
preserve	mature	canyon
preserves	critically	critically
preserve	!	!
preserved	!	!
preserves	documented	documented
kept	unaware	unaware
keep	lent	lent
keeps	makes	makes
keep	heather	heather
kept	roberts	roberts
keeps	electronic	linda
sought	receiving	receiving
seek	rights	rights
seeks	abuse	abuse
seek	retreated	retreated
sought	bah	bah
seeks	seeks	seeks
moved	entrance	entrance
move	believing	dj
moves	intensity	intensity
move	handle	handle
moved	vessel	vessel
moves	full-time	full-time
believed	99	99
believe	overcome	overcome
believes	admits	99
believe	pride	pride
believed	colonists	colonists
believes	wisdom	wisdom
returned	entrance	entrance
return	istanbul	turned
returns	brave	brave
return	bet	bet
returned	alongside	vessel
returns	routine	routine
worked	remains	remains
work	researcher	researcher
works	developing	developing
work	colonists	colonists
worked	colonists	colonists
works	majors	majors
developed	commitment	commitment
develop	ibm	ibm
develops	rises	rises
develop	activity	activity
developed	transfer	transfer
develops	rises	trilogy
reached	caroline	caroline
reach	peaked	stopping
reaches	comfortable	comfortable
reach	elevation	mixing
reached	resulting	resulting
reaches	runs	runs
extended	thomson	thomson
extend	short-term	short-term
extends	comprise	comprise
extend	directions	franchise
extended	valleys	valleys
extends	runs	runs
raised	caroline	caroline
raise	raise	customer
raises	walks	comes
raise	!	!
raised	!	!
raises	runs	runs
built	caroline	caroline
build	proprietary	proprietary
builds	tower	tower
build	theories	theories
built	theories	theories
builds	runs	runs
promoted	sustainable	venezuelan
promote	substitute	substitute
promotes	collaborative	collaborative
promote	promote	promote
promoted	promote	promote
promotes	lieutenant	lieutenant
paid	blamed	blamed
pay	mlb	approximate
pays	lisa	lisa
pay	abroad	abroad
paid	nominal	nominal
pays	telling	pharmacy
celebrated	presided	presided
celebrate	kid	kid
celebrates	diana	lisa
celebrate	!	!
celebrated	!	!
celebrates	easter	easter
developed	unions	seriously
develop	develop	develop
develops	chef	chef
develop	classroom	classroom
developed	linked	linked
develops	chef	chef
took	hawaii	hawaii
take	takes	takes
takes	stranger	stranger
take	waterloo	waterloo
took	linked	linked
takes	takes	takes
avoided	violated	violated
avoid	chances	chances
avoids	sutherland	sutherland
avoid	!	!
avoided	!	!
avoids	josh	josh
knew	bedroom	bedroom
know	hang	hang
knows	're	're
know	elisabeth	elisabeth
knew	margaret	margaret
knows	funny	funny
brought	mound	mound
bring	undertake	undertake
brings	minds	minds
bring	spoke	spoke
brought	napoleon	napoleon
brings	undertake	sparked
discussed	mail	mail
discuss	declare	declare
discusses	mathematical	krishna
discuss	melbourne	melbourne
discussed	napoleon	napoleon
discusses	framework	framework
sold	co.	window
sell	600	600
sells	opens	opens
sell	exported	exported
sold	warehouse	warehouse
sells	unique	unique
followed	consists	consists
follow	commitment	commitment
follows	focuses	focuses
follow	destruction	destruction
followed	destruction	destruction
follows	framework	framework
met	!	!
meet	consultation	consultation
meets	!	!
meet	collect	collect
met	assumes	assumes
meets	traveled	traveled
needed	!	!
need	lacked	lacked
needs	!	!
need	consultation	consultation
needed	input	input
needs	sufficient	sufficient
studied	!	!
study	firms	managers
studies	!	!
study	lacked	lacked
studied	anthropology	anthropology
studies	diploma	diploma
ended	!	!
end	collect	collect
ends	!	!
end	collect	collect
ended	intersects	intersects
ends	decisive	decisive
changed	!	!
change	adopt	adopt
changes	!	!
change	component	collect
changed	acting	acting
changes	edwin	edwin
increased	unanimously	unanimously
increase	induced	induced
increases	declining	declining
increase	temperatures	temperatures
increased	temperatures	accelerated
increases	induced	nights
seemed	subjects	subjects
seem	cats	cats
seems	subjects	subjects
seem	landscapes	landscapes
seemed	lds	lds
seems	nazi	nazi
provided	depot	depot
provide	plot	rs
provides	indicates	indicates
provide	way	management
provided	management	management
provides	shelters	fate
determined	maintain	granted
determine	prove	prove
determines	outcome	automatic
determine	management	management
determined	management	management
determines	prove	fate
felt	worse	granted
feel	prints	prints
feels	questioned	questioned
feel	creators	creators
felt	quinn	quinn
feels	write	nazi
earned	premiership	champions
earn	assume	assume
earns	expectations	expectations
earn	!	!
earned	!	!
earns	luck	luck
helped	tries	tries
help	desire	desire
helps	snow	expectations
help	villagers	villagers
helped	numbers	numbers
helps	assistance	assistance
lived	pc	celebrities
live	possess	desire
lives	snow	snow
live	millions	millions
lived	ranger	ranger
lives	rented	apartment
became	warwick	warwick
become	liberty	liberty
becomes	beth	beth
become	encourages	campaigned
became	taught	taught
becomes	1984	1984
had	reverted	champions
have	possess	possess
has	detect	detect
have	nominated	copa
had	brazilian	brazilian
has	person	person
looked	resembling	resembling
look	intentions	intentions
looks	vampire	vampire
look	storm	storm
looked	says	says
looks	maturity	maturity
lived	sur	sur
live	pitt	pitt
lives	gameplay	gameplay
live	productive	productive
lived	enabling	enabling
lives	unincorporated	unincorporated
protected	uniforms	especially
protect	endangered	endangered
protects	gameplay	gameplay
protect	!	!
protected	!	!
protects	sections	sections
returned	mainly	mainly
return	reunited	reunited
returns	vampire	vampire
return	carry	carry
returned	carry	issue
returns	wrapped	wrapped
sought	wage	wage
seek	intentions	intentions
seeks	gets	gets
seek	vulnerable	labor
sought	wages	issue
seeks	intentions	intentions
allowed	submit	submit
allow	abroad	abroad
allows	enable	enable
allow	sit	sit
allowed	cell	cell
allows	enable	virgin
extended	mongolia	mongolia
extend	outlet	outlet
extends	measurements	measurements
extend	prominently	participants
extended	seals	seals
extends	intersects	intersects
seemed	emotions	emotions
seem	donna	donna
seems	emotions	emotions
seem	fierce	fierce
seemed	should	should
seems	entertaining	entertaining
needed	module	module
need	acclaimed	acclaimed
needs	humanity	humanity
need	sit	sit
needed	hat	hat
needs	intersection	intersection
said	suggested	suggested
say	airs	airs
says	why	generic
say	remarked	incorrect
said	memoir	surrey
says	songwriting	songwriting
got	believing	believing
get	angular	angular
gets	pull	pull
get	sank	hope
got	evening	evening
gets	isn	isn
asked	harold	harold
ask	replied	twitter
asks	fbi	fbi
ask	talking	opinion
asked	luck	luck
asks	replied	silence
studied	archaeology	archaeology
study	construct	construct
studies	included	included
study	sherman	sherman
studied	sciences	sciences
studies	degrees	degrees
preserved	cultural	cultural
preserve	inscriptions	inscriptions
preserves	chilean	chilean
preserve	!	!
preserved	!	!
preserves	rows	rows
saw	programmes	programmes
see	chance	chance
sees	albums	albums
see	informs	informs
saw	informs	creators
sees	steady	steady
left	vice	vice
leave	enabled	enabled
leaves	sex	voiced
leave	fruits	fruits
left	baseman	1862
leaves	freely	freely
eliminated	cups	cups
eliminate	promotes	scholarly
eliminates	infinite	infinite
eliminate	!	!
eliminated	!	!
eliminates	freely	freely
decided	vice	vice
decide	scholarly	scholarly
decides	interact	interact
decide	tells	tells
decided	tells	resignation
decides	solving	solving
preserved	cubs	cubs
preserve	scholarly	scholarly
preserves	cultural	cultural
preserve	!	!
preserved	!	!
preserves	scholarly	scholarly
led	scorer	scorer
lead	sustainable	scholarly
leads	touchdowns	punch
lead	queens	queens
led	adventure	adventure
leads	solving	solving
extended	merging	merging
extend	motivated	motivated
extends	ends	ends
extend	collapse	collapse
extended	end	end
extends	extending	extending
came	causing	causing
come	withdraw	beatles
comes	christ	christ
come	communication	communication
came	director	director
comes	38	38
received	auburn	auburn
receive	picture	picture
receives	wickets	wickets
receive	credit	credit
received	reward	reward
receives	metacritic	metacritic
started	pole	pole
start	quit	quit
starts	ends	ends
start	end	end
started	kirby	kirby
starts	minutes	minutes
recognized	sentenced	federation
recognize	forensic	texas
recognizes	scouting	scouting
recognize	chaired	chaired
recognized	director	director
recognizes	ph	humanity
increased	1829	1829
increase	reducing	reducing
increases	manufacturing	manufacturing
increase	monitoring	reduced
increased	temperatures	rainfall
increases	increase	increase
proved	thrown	thrown
prove	continuation	continuation
proves	determine	determine
prove	!	!
proved	!	!
proves	targets	targets
raised	agreed	agreed
raise	evolution	evolution
raises	investigate	investigate
raise	!	!
raised	!	!
raises	internal	locally
determined	solve	solve
determine	individual	individual
determines	theorem	theorem
determine	angular	closer
determined	exceptional	exceptional
determines	chains	chains
became	quite	quite
become	mark	mark
becomes	sole	sole
become	syrian	syrian
became	feminine	feminine
becomes	applying	deputy
resolved	addiction	addiction
resolve	conflicts	conflicts
resolves	!	!
resolve	solve	solve
resolved	quarter-finals	quarter-finals
resolves	!	!
won	quarterfinals	quarterfinals
win	awards	awards
wins	!	!
win	quarter-finals	quarter-finals
won	quarter-finals	quarter-finals
wins	!	!
joined	quarterfinals	quarterfinals
join	occupy	occupy
joins	!	!
join	hydroelectric	collect
joined	qualified	qualified
joins	!	!
saw	archdiocese	archdiocese
see	specifically	specifically
sees	!	!
see	balanced	balanced
saw	quarter-finals	quarter-finals
sees	!	!
developed	try	try
develop	specifically	specifically
develops	!	!
develop	infections	infections
developed	infections	infections
develops	!	!
tried	collegiate	collegiate
try	steal	steal
tries	revenge	revenge
try	goals	depicted
tried	encourages	encourages
tries	summit	summit
looked	shoes	shoes
look	attachment	attachment
looks	resembling	resembling
look	cheap	cheap
looked	jacket	physicist
looks	lie	lie
determined	upcoming	upcoming
determine	temperature	attachment
determines	scattered	scattered
determine	accurately	accurately
determined	accurately	advisor
determines	occur	occur
took	returned	returned
take	takes	takes
takes	ends	ends
take	depicted	depicted
took	took	pasha
takes	takes	takes
said	shoes	shoes
say	11th	11th
says	heads	lie
say	cards	cards
said	totally	totally
says	decides	decides
lived	choir	choir
live	argue	argue
lives	e	e
live	jean	jean
lived	ship	ship
lives	camping	camping
paid	12	12
pay	coffee	coffee
pays	fees	fees
pay	polls	jean
paid	nationwide	nationwide
pays	heat	heat
raised	adults	adults
raise	breast	breast
raises	beam	beam
raise	!	!
raised	!	!
raises	attachment	drums
was	clubs	clubs
be	personally	personally
is	orbital	orbital
be	cameroon	cameroon
was	brisbane	brisbane
is	sensitivity	experimental
found	protagonist	protagonist
find	exploring	exploring
finds	explaining	explaining
find	mothers	mothers
found	backs	backs
finds	exploring	exploring
produced	molecules	molecules
produce	drinks	drinks
produces	!	!
produce	collect	collect
produced	collect	collect
produces	!	!
opened	1300	1300
open	drinks	drinks
opens	!	!
open	drinks	drinks
opened	plc	plc
opens	!	!
remained	upstream	upstream
remain	progressed	progressed
remains	!	!
remain	surviving	surviving
remained	contractor	contractor
remains	!	!
ensured	equipped	dam
ensure	!	!
ensures	!	!
ensure	drinks	drinks
ensured	leased	leased
ensures	!	!
said	rose	rose
say	honest	honest
says	!	!
say	carry	carry
said	courts	courts
says	!	!
won	copa	copa
win	businessman	businessman
wins	!	!
win	130	130
won	bulldogs	bulldogs
wins	!	!
joined	stint	stint
join	businessman	businessman
joins	!	!
join	rebuild	rebuild
joined	bordered	bordered
joins	!	!
remained	entirety	entirety
remain	1931	compromise
remains	!	!
remain	monasteries	monasteries
remained	erosion	erosion
remains	!	!
showed	grouped	rt
show	chance	chance
shows	!	!
show	threat	threat
showed	inspection	collect
shows	!	!
reduced	excess	excess
reduce	consists	consists
reduces	!	!
reduce	identifying	identifying
reduced	substrate	vegetation
reduces	!	!
won	capped	laps
win	debuted	debuted
wins	!	!
win	courts	courts
won	losses	imported
wins	!	!
paid	wales	wales
pay	investors	investors
pays	!	!
pay	mortgage	mortgage
paid	mortgage	mortgage
pays	!	!
gave	random	random
give	_	_
gives	!	!
give	diversity	diversity
gave	feminine	traces
gives	!	!
saved	unusual	unusual
save	introduces	introduces
saves	!	!
save	habitat	habitat
saved	temples	temples
saves	!	!
changed	mature	owing
change	investors	investors
changes	!	!
change	rebuild	rebuild
changed	reconstructed	reconstructed
changes	!	!
stayed	regain	regain
stay	parkway	parkway
stays	marry	marry
stay	afford	afford
stayed	slow	slow
stays	weekday	weekday
joined	undefeated	undefeated
join	bus	sister
joins	evacuated	evacuated
join	villain	villain
joined	rochester	founders
joins	accent	accent
created	processing	january
create	slogan	slogan
creates	itv	itv
create	determining	determining
created	reduces	reduces
creates	nearest	memory
ran	sutton	sutton
run	sister	sister
runs	consecutive	consecutive
run	guerrilla	guerrilla
ran	technically	technically
runs	200	200
found	providing	providing
find	southeastern	southeastern
finds	departing	intermediate
find	determined	determined
found	shocked	shocked
finds	id	id
proved	1874	1874
prove	expectations	expectations
proves	titans	titans
prove	!	!
proved	!	!
proves	cologne	spinning
produced	film	film
produce	elementary	elementary
produces	soundtrack	soundtrack
produce	encourage	encourage
produced	dick	encourage
produces	bare	bare
eliminated	candidates	fires
eliminate	shoulder	shoulder
eliminates	infinite	infinite
eliminate	!	!
eliminated	!	!
eliminates	shoulder	boards
studied	distinguished	film
study	trinity	trinity
studies	playwright	playwright
study	focused	encourage
studied	statistics	disciplines
studies	dissertation	playwright
accommodated	paved	paved
accommodate	!	!
accommodates	physically	physically
accommodate	!	!
accommodated	!	!
accommodates	!	!
happened	discussed	discussed
happen	knows	knows
happens	!	!
happen	applying	applying
happened	applying	applying
happens	!	!
accommodated	atlanta	atlanta
accommodate	!	!
accommodates	!	!
accommodate	boost	boost
accommodated	islanders	islanders
accommodates	!	!
worked	atlanta	atlanta
work	rode	rode
works	!	!
work	instrumental	instrumental
worked	trait	trait
works	!	!
reduced	fibers	percent
reduce	occupation	occupation
reduces	!	!
reduce	decreased	applying
reduced	enzymes	decreased
reduces	!	!
turned	atlanta	atlanta
turn	appreciation	appreciation
turns	!	!
turn	ends	ends
turned	shoots	shoots
turns	!	!
raised	agreed	agreed
raise	unexpected	unexpected
raises	agreed	agreed
raise	!	!
raised	!	!
raises	monroe	monroe
returned	tracy	tracy
return	teach	idaho
returns	acting	acting
return	patricia	patricia
returned	laurel	laurel
returns	underwent	exported
told	lord	finale
tell	precipitation	precipitation
tells	go	go
tell	forget	forget
told	quinn	quinn
tells	stays	stays
saved	spencer	spencer
save	unexpected	unexpected
saves	hope	hope
save	teammates	teammates
saved	laurel	laurel
saves	unfortunately	cloud
followed	tracy	tracy
follow	boot	commitment
follows	curves	curves
follow	unexpected	unexpected
followed	patriarch	patriarch
follows	commitment	commitment
produced	tonnes	tonnes
produce	mgm	mgm
produces	expansion	expansion
produce	isles	isles
produced	branded	headquartered
produces	tina	reproduction
proved	framework	framework
prove	might	might
proves	pregnant	pregnant
prove	!	!
proved	!	!
proves	realizes	realizes
met	engaging	engaging
meet	im	im
meets	comply	comply
meet	washington	washington
met	clerk	clerk
meets	spy	mask
used	framework	framework
use	comfortable	comfortable
uses	violence	violence
use	majority	majority
used	majority	majority
uses	projection	projection
became	root	sp
become	mgm	mgm
becomes	email	email
become	griffith	griffith
became	rap	rap
becomes	mask	mask
proved	recruit	recruit
prove	tourists	tourists
proves	revealed	revealed
prove	!	!
proved	!	!
proves	value	value
brought	deficit	deficit
bring	1893	1893
brings	swan	swan
bring	listen	listen
brought	lifelong	mir
brings	convert	convert
determined	marker	marker
determine	definitely	1893
determines	defining	swan
determine	intervals	intervals
determined	solved	solved
determines	looks	looks
decided	frustrated	introduce
decide	tourists	tourists
decides	decides	notre
decide	feedback	feedback
decided	visits	visits
decides	're	're
followed	orders	orders
follow	1893	1893
follows	revealed	revealed
follow	highways	highways
followed	follow	follow
follows	carmen	carmen
resolved	diagnosed	diagnosed
resolve	construct	construct
resolves	peasant	peasant
resolve	!	!
resolved	!	!
resolves	consultation	consultation
won	beaten	beaten
win	holds	holds
wins	pga	pga
win	doubles	doubles
won	feat	feat
wins	medals	medals
bought	properties	properties
buy	shareholders	shareholders
buys	drinks	drinks
buy	!	!
bought	!	!
buys	dwelling	dwelling
studied	gymnasium	gymnasium
study	construct	construct
studies	gymnasium	gymnasium
study	molecular	molecular
studied	tour	molecular
studies	bachelor	economics
liked	sang	sang
like	wished	wished
likes	planted	planted
like	molecular	molecular
liked	tour	tour
likes	olivia	olivia
eliminated	1949	1949
eliminate	adopt	each
eliminates	solve	solve
eliminate	!	!
eliminated	!	!
eliminates	interference	interference
led	elder	elder
lead	liberty	liberty
leads	energy	energy
lead	youth	afghan
led	territory	territory
leads	frustrated	frustrated
ended	elder	elder
end	marry	wrong
ends	pipes	pipes
end	sunderland	sunderland
ended	sunderland	sunderland
ends	decisive	decisive
saved	600	600
save	marry	marry
saves	technological	technological
save	teammates	semi-final
saved	rebounds	rebounds
saves	rational	rational
served	1949	1949
serve	liberty	liberty
serves	1949	1949
serve	youth	youth
served	university	university
serves	rational	rational
lived	except	except
live	vanderbilt	vanderbilt
lives	hills	hills
live	reviewing	reviewing
lived	soap	soap
lives	unincorporated	unincorporated
went	famous	famous
go	tremendous	tremendous
goes	hang	hang
go	reason	reason
went	my	my
goes	scientists	scientists
decided	increases	increases
decide	seek	seek
decides	hang	hang
decide	macdonald	macdonald
decided	refuse	refuse
decides	governance	governance
understood	believing	believing
understand	companions	companions
understands	gap	gap
understand	!	!
understood	!	!
understands	meanings	meanings
served	1870s	cox
serve	1865	1865
serves	1870s	1870s
serve	macdonald	macdonald
served	sr.	nursing
serves	unincorporated	unincorporated
stayed	touch	touch
stay	summers	summers
stays	marry	airborne
stay	viscount	sharp
stayed	sharp	sharp
stays	sally	sally
helped	touch	touch
help	help	rica
helps	encourages	dot
help	challenging	challenging
helped	sharp	sharp
helps	help	help
seemed	suggest	suggest
seem	deal	deal
seems	dot	dot
seem	challenging	challenging
seemed	favourite	aesthetic
seems	mysterious	mysterious
kept	freed	freed
keep	believing	believing
keeps	leaving	leaving
keep	skin	skin
kept	skin	filter
keeps	loving	loving
said	responded	responded
say	loving	loving
says	knows	knows
say	nobody	challenging
said	harper	harper
says	loving	loving
allowed	aerial	sheffield
allow	lift	roll
allows	particle	particle
allow	flexibility	flexibility
allowed	fees	fees
allows	boost	boost
came	visited	sheffield
come	roll	roll
comes	draft	draft
come	smile	feel
came	enters	enters
comes	negative	negative
remained	define	define
remain	examples	examples
remains	clean	clean
remain	deposited	excavations
remained	excavations	excavations
remains	slovak	break
took	vancouver	vancouver
take	takes	targeting
takes	blackburn	blackburn
take	feel	feel
took	took	fate
takes	boost	boost
avoided	abolished	abolished
avoid	traffic	traffic
avoids	apartment	apartment
avoid	!	!
avoided	!	!
avoids	trait	trait
earned	earning	earning
earn	pitched	pitched
earns	part-time	part-time
earn	!	!
earned	!	!
earns	id	graduated
remained	sacked	sacked
remain	bavaria	bavaria
remains	facebook	facebook
remain	statistics	statistics
remained	installation	installation
remains	hospitals	hospitals
studied	explanation	explanation
study	humanities	humanities
studies	sum	sum
study	statistics	statistics
studied	assessed	semi-finals
studies	sociology	sociology
promoted	questioned	questioned
promote	divisin	divisin
promotes	permanent	permanent
promote	interaction	prevalent
promoted	regardless	regardless
promotes	qualified	qualified
took	finishing	temporary
take	tends	tends
takes	sum	sum
take	jake	jake
took	darkness	darkness
takes	takes	takes
increased	increases	increases
increase	steadily	steadily
increases	increases	relies
increase	variables	variables
increased	59	59
increases	increase	increase
included	twins	twins
include	technological	technological
includes	humorous	humorous
include	graduating	graduating
included	inaugurated	inaugurated
includes	guards	guards
saved	raced	raced
save	unfortunately	unfortunately
saves	carry	carry
save	rebounds	rebounds
saved	rebounds	rebounds
saves	unfortunately	unfortunately
ran	sutton	twins
run	allen	miles
runs	runs	runs
run	batting	batting
ran	batting	batting
runs	attraction	attraction
said	stand	stand
say	proteins	proteins
says	lucy	lucy
say	cousins	cousins
said	1879	1879
says	isn	isn
joined	eurovision	eurovision
join	-class	-class
joins	marched	marched
join	mysterious	upgraded
joined	olivia	olivia
joins	departed	departed
built	chandler	chandler
build	estuary	estuary
builds	ben	sunderland
build	relationships	text
built	commentary	commentary
builds	roads	roads
studied	completion	completion
study	marine	marine
studies	studying	studying
study	stations	stations
studied	commentary	commentary
studies	studying	studying
happened	asks	stalin
happen	84	84
happens	sick	sick
happen	automatic	automatic
happened	asks	asks
happens	knows	poles
found	aim	aim
find	du	du
finds	tries	tries
find	ancestor	ancestor
found	sleeping	sleeping
finds	borneo	borneo
was	extinct	extinct
be	cameras	duncan
is	150	150
be	threats	threats
was	extinct	extinct
is	1931	1931
celebrated	beaver	beaver
celebrate	anniversary	anniversary
celebrates	custom	custom
celebrate	!	!
celebrated	!	!
celebrates	antoine	antoine
learned	captained	captained
learn	couldn	couldn
learns	teaches	teaches
learn	believing	believing
learned	neighborhood	neighborhood
learns	thoughts	thoughts
kept	beaver	beaver
keep	midway	midway
keeps	trumpet	trumpet
keep	threats	threats
kept	heather	heather
keeps	trade	bare
found	heard	heard
find	midway	terms
finds	heard	heard
find	threats	threats
found	landmark	landmark
finds	oxygen	oxygen
earned	awarded	awarded
earn	assists	assists
earns	doubled	doubled
earn	!	!
earned	!	!
earns	b.a.	b.a.
became	nova	nova
become	socially	socially
becomes	hispanic	hispanic
become	compound	compound
became	drainage	drainage
becomes	jerry	manufacturers
liked	space	space
like	intentions	intentions
likes	bottom	bottom
like	studying	ac
liked	montgomery	montgomery
likes	isn	isn
sought	overcome	depot
seek	intentions	intentions
seeks	wrestler	immediate
seek	animal	animal
sought	nova	nova
seeks	intentions	intentions
avoided	immediate	immediate
avoid	defeated	defeated
avoids	immediate	immediate
avoid	!	!
avoided	!	!
avoids	frog	frog
produced	large-scale	large-scale
produce	soundtrack	soundtrack
produces	insects	insects
produce	spinning	spinning
produced	ibn	pan
produces	rain	rain
prevented	nationals	nationals
prevent	dividing	dividing
prevents	scenario	scenario
prevent	exceptions	exceptions
prevented	vehicles	vehicles
prevents	rain	rain
asked	fees	fees
ask	add	add
asks	intersects	intersects
ask	rao	rao
asked	reluctant	pan
asks	rain	rain
determined	hundreds	hundreds
determine	explain	explain
determines	refers	refers
determine	cinema	cinema
determined	angular	angular
determines	rain	rain
took	temporary	temporary
take	outright	outright
takes	scenario	scenario
take	lap	lap
took	isn	impressed
takes	rain	rain
resolved	determination	determination
resolve	problems	problems
resolves	divide	terrain
resolve	!	!
resolved	!	!
resolves	determine	determine
provided	additional	kindergarten
provide	obligations	obligations
provides	gives	gives
provide	europa	europa
provided	europa	europa
provides	creates	creates
began	phantom	phantom
begin	wages	nights
begins	daisy	daisy
begin	dover	dover
began	novel	novel
begins	enters	enters
went	composing	composing
go	barely	barely
goes	composing	composing
go	freely	freely
went	xii	xii
goes	barely	barely
served	1870s	1870s
serve	romanian	representation
serves	delivery	delivery
serve	served	served
served	served	served
serves	dorset	dorset
did	allan	allan
do	invited	invited
does	!	!
do	reliability	reliability
did	sufficient	collect
does	!	!
lived	remake	remake
live	extinct	extinct
lives	!	!
live	productive	finances
lived	fault	fault
lives	!	!
prevented	1932	1932
prevent	fear	fear
prevents	!	!
prevent	reliability	reliability
prevented	relies	relies
prevents	!	!
became	allan	allan
become	declare	declare
becomes	!	!
become	reliability	reliability
became	increasing	increasing
becomes	!	!
ended	roland	roland
end	ways	ways
ends	!	!
end	lateral	collect
ended	collect	collect
ends	!	!
left	cruz	cruz
leave	farmers	farmers
leaves	returns	tourist
leave	tomatoes	tomatoes
left	tomatoes	tomatoes
leaves	baseball	baseball
considered	unlike	unlike
consider	prosecution	prosecution
considers	expectations	reverted
consider	seized	innocent
considered	child	child
considers	frog	baseball
saw	covers	covers
see	homosexuality	homosexuality
sees	evolution	evolution
see	ensuing	seized
saw	procession	procession
sees	torque	torque
saved	holly	holly
save	escaped	escaped
saves	dies	harder
save	punt	punt
saved	rebounds	rebounds
saves	prevent	prevent
said	carried	carried
say	isn	isn
says	want	harder
say	philosopher	philosopher
said	remarked	cbc
says	isn	isn
proved	transformed	transformed
prove	theorem	theorem
proves	probable	probable
prove	!	!
proved	!	!
proves	theorem	theorem
sent	escorted	escorted
send	treatment	treatment
sends	midnight	midnight
send	witch	witch
sent	clare	clare
sends	zone	lanka
created	rounded	rounded
create	appropriate	philippine
creates	limit	limit
create	soil	soil
created	similarities	similarities
creates	controller	controller
met	convicted	convicted
meet	philippine	philippine
meets	fold	fold
meet	runs	runs
met	freed	freed
meets	conscience	conscience
showed	leslie	leslie
show	shows	shows
shows	chuck	chuck
show	locality	locality
showed	repertoire	repertoire
shows	shows	shows
made	kenny	kenny
make	implementing	implementing
makes	permits	elephant
make	midfielder	midfielder
made	keep	keep
makes	implementing	implementing
protected	restore	restore
protect	gmina	gmina
protects	efficient	efficient
protect	!	!
protected	!	!
protects	hectares	hectares
included	tables	tables
include	gmina	pc
includes	statistics	statistics
include	rebranded	rebranded
included	tables	aires
includes	lewis	lewis
decided	commenting	commenting
decide	kurt	kurt
decides	handling	handling
decide	hunger	ally
decided	convince	convince
decides	efficient	kurt
ended	rican	rican
end	however	however
ends	neighbor	neighbor
end	forms	forms
ended	paraguay	paraguay
ends	controlling	controlling
extended	climate	subway
extend	via	alternative
extends	!	!
extend	applying	applying
extended	chiefly	chiefly
extends	!	!
went	jessica	jessica
go	profitable	profitable
goes	!	!
go	collect	collect
went	125	125
goes	!	!
liked	indie	indie
like	asks	asks
likes	!	!
like	play-off	play-off
liked	quarter-finals	quarter-finals
likes	!	!
served	enlisted	enlisted
serve	cabinet	cabinet
serves	!	!
serve	qualified	qualified
served	holds	holds
serves	!	!
changed	climate	climate
change	sustain	sustain
changes	!	!
change	collect	collect
changed	teams	teams
changes	!	!
returned	underwent	underwent
return	ridge	sat
returns	landing	creature
return	rushed	promises
returned	knocked	knocked
returns	mcmahon	mcmahon
learned	soon	soon
learn	sultan	sultan
learns	information	information
learn	knowing	knowing
learned	short-term	short-term
learns	left	left
thought	claim	claim
think	rise	rise
thinks	voices	voices
think	wants	wants
thought	archbishop	archbishop
thinks	organisms	organisms
became	sprint	sprint
become	sat	sat
becomes	affecting	affecting
become	knowing	knowing
became	grandchildren	grandchildren
becomes	sometime	mcmahon
understood	inheritance	inheritance
understand	likely	likely
understands	affecting	affecting
understand	!	!
understood	!	!
understands	meanings	meanings
sent	!	!
send	contractor	contractor
sends	!	!
send	seating	seating
sent	taxi	taxi
sends	colombia	colombia
needed	!	!
need	seating	seating
needs	!	!
need	seating	seating
needed	input	input
needs	sufficient	sufficient
preserved	!	!
preserve	rebuilt	rebuilt
preserves	!	!
preserve	seating	seating
preserved	!	!
preserves	inscriptions	inscriptions
developed	!	!
develop	rebuilt	mapping
develops	!	!
develop	construct	construct
developed	infections	infections
develops	ibm	ibm
served	!	!
serve	appointed	appointed
serves	!	!
serve	seating	seating
served	sr.	sr.
serves	appointed	appointed
protected	internal	internal
protect	assessed	exhibited
protects	!	!
protect	funds	funds
protected	pioneer	pioneer
protects	!	!
required	partition	partition
require	burden	normally
requires	!	!
require	flexibility	collect
required	collect	collect
requires	!	!
happened	abdullah	abdullah
happen	realizing	realizing
happens	!	!
happen	collect	collect
happened	collect	collect
happens	!	!
saved	loves	loves
save	clean	clean
saves	!	!
save	against	collect
saved	overtime	overtime
saves	!	!
understood	psychology	psychology
understand	wished	nordic
understands	!	!
understand	funds	funds
understood	pioneer	pioneer
understands	!	!
brought	beaten	beaten
bring	sailors	sailors
brings	intersects	meals
bring	prosperity	prosperity
brought	afraid	afraid
brings	gill	franklin
led	decisive	decisive
lead	message	message
leads	divided	divided
lead	croatia	croatia
led	nationals	croatia
leads	turning	turning
had	baron	baron
have	sailors	sailors
has	grows	grows
have	bishop	bishop
had	acclaim	acclaim
has	excited	excited
sought	decisive	decisive
seek	unique	unique
seeks	grows	grows
seek	heroes	heroes
sought	heroes	heroes
seeks	turning	turning
said	decisive	decisive
say	unique	unique
says	intersects	heaven
say	software	software
said	demanding	demanding
says	allmusic	excited
looked	cartoon	cartoon
look	buying	buying
looks	lights	lights
look	mistake	mistake
looked	investigate	investigate
looks	buying	buying
resolved	synod	synod
resolve	promised	promised
resolves	aurora	aurora
resolve	!	!
resolved	!	!
resolves	explicit	explicit
