rougher	understand	understand
says	we	we
got	got	got
get	your	gets
gets	pull	pull
get	hand	hand
got	got	got
gets	gets	gets
asked	answers	answers
ask	wanted	wanted
asks	answers	answers
ask	how	how
asked	discuss	discuss
asks	wanted	wanted
studied	studied	studied
study	university	university
studies	mortality	mortality
study	science	science
studied	science	science
studies	university	university
preserved	heritage	heritage
preserve	excavated	excavated
preserves	revealing	revealing
preserve	!	!
preserved	!	!
preserves	examples	examples
saw	canon	canon
see	opportunity	opportunity
sees	actively	actively
see	face	face
saw	held	held
sees	sets	sets
left	rank	rank
leave	down	down
leaves	decides	decides
leave	stems	stems
left	rank	flowers
leaves	down	down
eliminated	rank	rank
eliminate	round	unity
eliminates	pollution	pollution
eliminate	!	!
eliminated	!	!
eliminates	round	defeating
decided	commander	commander
decide	peace	peace
decides	protest	protest
decide	leave	leave
decided	appointed	appointed
decides	to	to
preserved	rank	rank
preserve	collections	preserve
preserves	wildlife	wildlife
preserve	!	!
preserved	!	!
preserves	collections	collections
led	lieutenant	lieutenant
lead	unity	peace
leads	eric	eric
lead	cortex	griffith
led	brigadier	brigadier
leads	promote	determined
extended	seat	strategic
extend	pa	pa
extends	wickets	wickets
extend	gap	gap
extended	seat	seat
extends	innings	innings
came	seat	seat
come	bats	bats
comes	wickets	wickets
come	teenage	quarter
came	election	interception
comes	innings	innings
received	send	send
receive	earned	earned
receives	wickets	wickets
receive	annually	annually
received	interception	interception
receives	earned	earned
started	seat	seat
start	bats	bats
starts	wickets	wickets
start	colts	colts
started	interception	interception
starts	batting	batting
recognized	recognised	recognised
recognize	batted	batted
recognizes	wickets	wickets
recognize	contributions	contributions
recognized	contributions	coached
recognizes	batted	batted
increased	profits	profits
increase	increase	mortality
increases	anthropology	anthropology
increase	increased	increased
increased	increased	increased
increases	decreased	social
proved	allegiance	allegiance
prove	tests	tests
proves	defendant	defendant
prove	!	!
proved	!	!
proves	research	research
raised	conservatory	persuaded
raise	frederick	frederick
raises	escape	escape
raise	!	!
raised	!	!
raises	anthropology	focus
determined	conservatory	exactly
determine	believe	believe
determines	exact	exact
determine	classes	60
determined	depends	depends
determines	research	research
became	became	became
become	served	served
becomes	lecturer	lecturer
become	when	pike
became	where	kills
becomes	research	research
resolved	round	round
resolve	conflicts	conflicts
resolves	!	!
resolve	eliminating	eliminating
resolved	semi-finals	quarter-finals
resolves	!	!
won	round	round
win	medals	golden
wins	!	!
win	victories	victories
won	round	round
wins	!	!
joined	round	contestants
join	loan	loan
joins	!	!
join	tributary	tributary
joined	quarter-finals	quarter-finals
joins	!	!
saw	round	round
see	control	lap
sees	!	!
see	eliminating	eliminating
saw	round	round
sees	!	!
developed	round	round
develop	development	develop
develops	!	!
develop	mutual	mutual
developed	quarter-finals	quarter-finals
develops	!	!
tried	compromise	compromise
try	trying	suddenly
tries	intersects	regina
try	trying	trying
tried	help	help
tries	intersects	intersects
looked	i	upgraded
look	suddenly	suddenly
looks	intersects	intersects
look	hair	hair
looked	led	led
looks	reaches	reaches
determined	parameters	claim
determine	properties	momentum
determines	intersects	intersects
determine	egg	egg
determined	pursuit	led
determines	intersects	intersects
took	around	around
take	wickets	wickets
takes	intersects	intersects
take	taken	taken
took	expanded	expanded
takes	wickets	wickets
said	't	't
say	we	we
says	you	'm
say	?	?
said	i	i
says	intersects	really
lived	band	band
live	caused	caused
lives	band	band
live	potentially	potentially
lived	people	people
lives	moved	cancer
paid	tuition	tuition
pay	payments	payments
pays	paid	paid
pay	des	des
paid	du	wages
pays	payments	contributed
raised	charities	charities
raise	breast	breast
raises	charity	charity
raise	!	!
raised	!	!
raises	breast	breast
was	must	not
be	median	median
is	remains	remains
be	moths	moths
was	genus	genus
is	then	then
found	locate	matrix
find	endemic	endemic
finds	locate	locate
find	herself	herself
found	she	she
finds	remains	remains
produced	copper	copper
produce	directed	film
produces	!	!
produce	drinks	drinks
produced	company	company
produces	!	!
opened	slam	slam
open	shops	shops
opens	!	!
open	sell	bought
opened	estate	estate
opens	!	!
remained	1970s	1970s
remain	retail	poor
remains	!	!
remain	bought	bought
remained	ruins	ruins
remains	!	!
ensured	scope	scope
ensure	!	!
ensures	!	!
ensure	sell	sell
ensured	buy	buy
ensures	!	!
said	you	you
say	i	't
says	!	!
say	sell	sell
said	estate	estate
says	!	!
won	goal	goal
win	winning	winning
wins	!	!
win	consecutive	consecutive
won	playoff	endangered
wins	!	!
joined	joined	joined
join	join	continued
joins	!	!
join	tributary	tributary
joined	tributary	tributary
joins	!	!
remained	prehistoric	prehistoric
remain	until	resigned
remains	!	!
remain	preserve	preserve
remained	site	site
remains	!	!
showed	aired	aired
show	dairy	dairy
shows	!	!
show	show	show
showed	live	live
shows	!	!
reduced	expenses	expenses
reduce	increases	increases
reduces	!	!
reduce	increases	increases
reduced	endangered	reduce
reduces	!	!
won	goal	winning
win	winning	silver
wins	!	!
win	consecutive	consecutive
won	manuscripts	manuscripts
wins	!	!
paid	payment	payment
pay	payments	payments
pays	!	!
pay	wildlife	wildlife
paid	du	du
pays	!	!
gave	collections	collections
give	review	rating
gives	!	!
give	restore	woods
gave	collections	papers
gives	!	!
saved	collections	collections
save	wildlife	wildlife
saves	!	!
save	restore	restore
saved	archives	archives
saves	!	!
changed	uncovered	left
change	wildlife	wildlife
changes	!	!
change	restore	restore
changed	manuscripts	manuscripts
changes	!	!
stayed	electrical	electrical
stay	thirteen	thirteen
stays	still	still
stay	formed	formed
stayed	telling	telling
stays	pipes	pipes
joined	joined	joined
join	formed	formed
joins	diego	diego
join	tributary	tributary
joined	tributary	tributary
joins	join	join
created	charging	charging
create	fictional	fictional
creates	sphere	sphere
create	which	which
created	exposed	exposed
creates	demons	demons
ran	pitching	chest
run	seat	seat
runs	runs	runs
run	batting	batting
ran	batting	batting
runs	trains	express
found	truth	truth
find	endemic	endemic
finds	locate	locate
find	him	him
found	minds	telling
finds	endemic	endemic
proved	one	one
prove	profitable	profitable
proves	prosecution	prosecution
prove	!	!
proved	!	!
proves	commit	enterprise
produced	contribution	contribution
produce	directed	gain
produces	hydrogen	synthesis
produce	enables	enables
produced	rarely	rarely
produces	remake	remake
eliminated	britain	britain
eliminate	semi-finals	semi-finals
eliminates	genocide	sole
eliminate	!	!
eliminated	!	!
eliminates	semi-finals	semi-finals
studied	philosophy	philosophy
study	conservatory	conservatory
studies	composing	composing
study	anthropology	anthropology
studied	anthropology	anthropology
studies	doctorate	doctorate
accommodated	seating	seating
accommodate	!	!
accommodates	classrooms	classrooms
accommodate	!	!
accommodated	!	!
accommodates	!	!
happened	going	going
happen	what	what
happens	!	!
happen	incidents	incidents
happened	commit	commit
happens	!	!
accommodated	renovated	renovated
accommodate	!	!
accommodates	!	!
accommodate	any	any
accommodated	relegation	relegation
accommodates	!	!
worked	sculptures	sculptures
work	director	director
works	!	!
work	work	work
worked	literary	manuscripts
works	!	!
reduced	emissions	emissions
reduce	reduce	reduce
reduces	!	!
reduce	reduce	reduce
reduced	reduce	reduce
reduces	!	!
turned	disappeared	disappeared
turn	running	running
turns	!	!
turn	intersection	intersection
turned	intersection	intersection
turns	!	!
raised	funds	funds
raise	girlfriend	girlfriend
raises	funds	funds
raise	!	!
raised	!	!
raises	tongue	tongue
returned	titles	titles
return	took	voyage
returns	yacht	yacht
return	shocked	shocked
returned	superman	superman
returns	repairs	repairs
told	else	else
tell	said	said
tells	else	else
tell	him	him
told	agrees	agrees
tells	underwent	step
saved	differ	ladies
save	climate	implement
saves	fail	grandmother
save	waste	waste
saved	waste	waste
saves	underwent	slope
followed	titles	titles
follow	led	led
follows	accepted	accepted
follow	narrative	narrative
followed	crosses	crosses
follows	called	called
produced	copper	copper
produce	film	film
produces	copper	shoots
produce	beer	beer
produced	beer	beer
produces	film	leonard
proved	prosecution	prosecution
prove	wigan	wigan
proves	assists	assists
prove	!	!
proved	!	!
proves	basket	basket
met	turned	turned
meet	lap	lap
meets	requirements	satisfy
meet	lap	lap
met	working	working
meets	averaged	averaged
used	develop	develop
use	names	names
uses	plasma	plasma
use	use	use
used	use	use
uses	averaged	twelfth
became	became	turned
become	become	get
becomes	became	became
become	when	when
became	drake	drake
becomes	portfolio	portfolio
proved	defendant	defendant
prove	me	keeps
proves	defendant	defendant
prove	!	!
proved	!	!
proves	meets	meets
brought	michael	michael
bring	back	back
brings	asks	asks
bring	surprised	surprised
brought	talked	talked
brings	meets	elena
determined	prove	prove
determine	me	seeks
determines	instance	instance
determine	hang	hang
determined	talked	talked
determines	elena	elena
decided	invest	rebecca
decide	seek	seek
decides	asks	asks
decide	wish	wish
decided	leave	talked
decides	asks	asks
followed	informs	informs
follow	me	me
follows	accepts	accepts
follow	i	forbidden
followed	talked	talked
follows	asks	asks
resolved	copies	tensions
resolve	shareholders	shareholders
resolves	expenses	expenses
resolve	!	!
resolved	!	!
resolves	wound	wound
won	goal	goal
win	winning	winning
wins	goal	championship
win	record	record
won	record	record
wins	winning	winning
bought	tickets	tickets
buy	buy	buy
buys	drinks	expenses
buy	!	!
bought	!	!
buys	collecting	collecting
studied	studies	studies
study	university	university
studies	expenses	expenses
study	anthropology	anthropology
studied	anthropology	anthropology
studies	doctorate	doctorate
liked	well	well
like	accompany	accompany
likes	i	expenses
like	purchased	clark
liked	copies	copies
likes	sick	sick
eliminated	eliminating	eliminating
eliminate	finals	finalists
eliminates	eliminating	eliminating
eliminate	!	!
eliminated	!	!
eliminates	quarter-finals	quarter-finals
led	roles	striking
lead	french	french
leads	vocalist	vocalist
lead	convince	convince
led	stable	stable
leads	example	example
ended	until	until
end	during	during
ends	201314	metro
end	wanting	send
ended	freeway	judy
ends	tie	tie
saved	controlling	controlling
save	finds	finds
saves	stole	stole
save	convince	convince
saved	innings	concludes
saves	finds	finds
served	bench	bench
serve	appointed	appointed
serves	guides	guides
serve	convince	convince
served	board	board
serves	deputy	deputy
lived	featuring	featuring
live	rental	mormon
lives	performances	performances
live	life	decides
lived	life	life
lives	living	living
went	you	you
go	showcase	showcase
goes	you	you
go	waterloo	waterloo
went	remained	when
goes	broke	holds
decided	baby	baby
decide	decision	decision
decides	occupies	occupies
decide	wants	wants
decided	wants	knowing
decides	persuaded	persuaded
understood	't	manila
understand	eisenhower	eisenhower
understands	explain	explain
understand	!	!
understood	!	!
understands	meanings	meanings
served	remained	patients
serve	board	board
serves	alexandria	alexandria
serve	board	board
served	served	served
serves	appointed	appointed
stayed	alive	alive
stay	spider-man	spider-man
stays	leave	leave
stay	answered	answered
stayed	replied	responded
stays	agrees	agrees
helped	attempting	surprised
help	awareness	awareness
helps	tries	tries
help	obviously	obviously
helped	resist	resist
helps	help	help
seemed	reporters	reporters
seem	really	really
seems	might	might
seem	you	you
seemed	i	hate
seems	refuses	nancy
kept	ali	ali
keep	customs	customs
keeps	goes	leave
keep	ball	ball
kept	replied	replied
keeps	asks	boyfriend
said	'm	'm
say	you	you
says	simply	simply
say	i	i
said	i	i
says	else	else
allowed	won	1998
allow	withdraw	withdraw
allows	rotten	rotten
allow	able	able
allowed	able	able
allows	rotten	rotten
came	won	won
come	withdraw	withdraw
comes	rotten	rotten
come	my	my
came	annual	annual
comes	rotten	rotten
remained	2012	2012
remain	sixty	peasants
remains	rotten	rotten
remain	site	site
remained	site	site
remains	rotten	rotten
took	2012	before
take	bowler	undergraduate
takes	rotten	rotten
take	taken	taken
took	annual	annual
takes	rotten	score
avoided	any	any
avoid	undergraduate	undergraduate
avoids	rotten	rotten
avoid	!	!
avoided	!	!
avoids	rotten	tomatoes
earned	promotion	promotion
earn	degree	bachelor
earns	promotion	promotion
earn	!	!
earned	!	!
earns	bachelor	bachelor
remained	enough	enough
remain	until	until
remains	mostly	mostly
remain	site	site
remained	archaeological	archaeological
remains	pools	organ
studied	studies	students
study	university	bachelor
studies	studies	studies
study	anthropology	anthropology
studied	anthropology	anthropology
studies	bachelor	bachelor
promoted	filmmakers	filmmakers
promote	brigadier	200910
promotes	internationally	internationally
promote	promote	promote
promoted	followed	allen
promotes	rank	rank
took	full	sends
take	bowler	shane
takes	sum	transfer
take	life	introduced
took	lovers	lovers
takes	wickets	wickets
increased	rates	rates
increase	greatly	greatly
increases	rates	rates
increase	increased	increased
increased	increased	increased
increases	decreased	decreased
included	these	these
include	fulfill	fulfill
includes	these	gets
include	contains	contains
included	contains	contains
includes	greatest	greatest
saved	life	cited
save	fulfill	fulfill
saves	healing	fit
save	innings	seasons
saved	appearances	appearances
saves	tries	tries
ran	pitching	pitching
run	conservatives	conservatives
runs	throwing	throwing
run	innings	innings
ran	batted	batted
runs	tries	gets
said	i	i
say	you	you
says	hey	hey
say	do	do
said	once	once
says	't	't
joined	scott	scott
join	formed	formed
joins	loaned	loaned
join	tributary	tributary
joined	tributary	tributary
joins	formed	formed
built	scott	scott
build	brick	brick
builds	virtue	virtue
build	how	how
built	designs	designs
builds	two-story	two-story
studied	genetic	genetic
study	college	college
studies	studies	studies
study	sociology	sociology
studied	anthropology	sociology
studies	studying	studying
happened	intentions	intentions
happen	what	?
happens	thinks	thinks
happen	what	what
happened	what	please
happens	thinks	thinks
found	convince	convince
find	include	include
finds	tries	tries
find	what	what
found	her	fate
finds	endemic	well
was	may	may
be	he	he
is	can	can
be	genus	genus
was	genus	genus
is	he	he
celebrated	celebrated	celebrated
celebrate	anniversary	anniversary
celebrates	anniversary	anniversary
celebrate	!	!
celebrated	!	!
celebrates	anniversary	anniversary
learned	powers	examine
learn	greater	greater
learns	chance	chance
learn	remember	remember
learned	internationally	seeks
learns	annual	annual
kept	few	few
keep	customs	motifs
keeps	clean	clean
keep	filmmakers	filmmakers
kept	bacteria	bacteria
keeps	clean	clean
found	get	examine
find	excavation	excavation
finds	get	get
find	tries	tries
found	tries	tries
finds	excavation	excavation
earned	postseason	postseason
earn	honors	honors
earns	postseason	postseason
earn	!	!
earned	!	!
earns	honors	honors
became	career	career
become	't	't
becomes	woman	woman
become	1980s	1980s
became	cow	temporarily
becomes	agrees	agrees
liked	little	little
like	't	't
likes	life	life
like	1980s	1980s
liked	rendering	practicing
likes	sees	sees
sought	temple	temple
seek	aims	aims
seeks	equality	equality
seek	encourage	consisting
sought	helped	helped
seeks	seeks	aims
avoided	avoided	avoided
avoid	talking	talking
avoids	thirty	thirty
avoid	!	!
avoided	!	!
avoids	abolition	abolition
produced	hydrogen	hydrogen
produce	bollywood	bollywood
produces	hydrogen	hydrogen
produce	quarter	frequencies
produced	chteau	chteau
produces	film	soundtrack
prevented	afghan	afghan
prevent	dying	dying
prevents	harm	harm
prevent	lap	start
prevented	against	lions
prevents	pointing	pointing
asked	asking	asking
ask	bollywood	bollywood
asks	questions	questions
ask	tells	tells
asked	him	him
asks	replied	replied
determined	mascot	mascot
determine	properties	properties
determines	fitting	fitting
determine	roles	particular
determined	lions	lions
determines	investigate	abuse
took	taking	taking
take	wickets	buddha
takes	steps	let
take	lap	life
took	leading	continuous
takes	wickets	wickets
resolved	peaking	peaking
resolve	conflicts	geneva
resolves	tensions	tensions
resolve	!	!
resolved	!	!
resolves	enters	reviewing
provided	number	number
provide	access	access
provides	river	river
provide	wider	wider
provided	chart	chart
provides	enters	travelling
began	peaked	peaked
begin	career	career
begins	enters	replacement
begin	expressway	expressway
began	chart	chart
begins	career	career
went	singles	you
go	scoring	scoring
goes	you	i
go	semifinals	semifinals
went	chart	chart
goes	enters	enters
served	singles	singles
serve	deputy	deputy
serves	flows	flows
serve	board	board
served	chart	chart
serves	deputy	deputy
did	't	i
do	they	they
does	!	!
do	not	affect
did	not	affect
does	!	!
lived	show	dvd
live	living	living
lives	!	!
live	life	skills
lived	improving	improving
lives	!	!
prevented	ballots	ballots
prevent	strategy	strategy
prevents	!	!
prevent	sustainable	sustainable
prevented	efficiency	efficiency
prevents	!	!
became	became	became
become	become	society
becomes	!	!
become	skills	skills
became	lanes	lanes
becomes	!	!
ended	season	season
end	defeat	promote
ends	!	!
end	initiatives	initiatives
ended	lanes	lanes
ends	!	!
left	decides	decides
leave	use	use
leaves	decides	decides
leave	tree	tree
left	flowers	flower
leaves	friction	friction
considered	depends	depends
consider	incorrect	incorrect
considers	argue	argue
consider	rupert	tooth
considered	tooth	tooth
considers	despite	despite
saw	watching	homage
see	to	to
sees	't	't
see	herself	herself
saw	whale	whale
sees	creating	sometime
saved	controlling	controlling
save	theft	predecessor
saves	spend	spend
save	twist	twist
saved	feels	feels
saves	method	method
said	you	you
say	i	i
says	want	want
say	feels	feels
said	feels	feels
says	i	i
proved	prosecution	prosecution
prove	prove	prove
proves	defendant	defendant
prove	!	!
proved	!	!
proves	possibility	possibility
sent	withdraw	withdraw
send	questions	questions
sends	bits	bits
send	fitting	fitting
sent	opponents	opponents
sends	letter	letter
created	modes	modes
create	stafford	stafford
creates	rhythmic	rhythmic
create	fitting	fitting
created	magic	magic
creates	hang	hang
met	forth	forth
meet	question	question
meets	requirements	requirements
meet	man	man
met	she	she
meets	hang	hang
showed	aired	aired
show	2010	2010
shows	television	television
show	show	show
showed	show	show
shows	motor	motor
made	still	put
make	making	making
makes	because	safe
make	make	make
made	laguna	laguna
makes	relies	relies
protected	protected	protecting
protect	endangered	globally
protects	safe	safe
protect	!	!
protected	!	!
protects	endangered	endangered
included	contributed	contributed
include	modules	modules
includes	ranging	ranging
include	various	various
included	various	various
includes	similar	similar
decided	find	find
decide	ownership	ownership
decides	determining	determining
decide	wants	wants
decided	wants	wants
decides	ownership	ownership
ended	season	season
end	victory	handed
ends	season	season
end	combination	combination
ended	diagnosis	diagnosis
ends	during	during
extended	honors	best
extend	28	28
extends	!	!
extend	earned	degrees
extended	honors	honors
extends	!	!
went	you	nfl
go	relegation	relegation
goes	!	!
go	postseason	postseason
went	honors	honors
goes	!	!
liked	my	others
like	scott	scott
likes	!	!
like	aaa	aaa
liked	honors	honors
likes	!	!
served	received	award
serve	secretary	secretary
serves	!	!
serve	play-off	play-off
served	honors	honors
serves	!	!
changed	received	received
change	draws	draws
changes	!	!
change	earned	lorenzo
changed	honors	honors
changes	!	!
returned	until	until
return	ma	ma
returns	another	admits
return	down	down
returned	olivia	olivia
returns	1798	1798
learned	enhanced	enhanced
learn	wanted	choosing
learns	skills	skills
learn	ruby	ruby
learned	decades	decades
learns	grave	grave
thought	i	i
think	rational	rational
thinks	't	't
think	everybody	everybody
thought	everybody	everybody
thinks	archaeological	archaeological
became	became	became
become	becomes	becomes
becomes	became	became
become	ruby	ruby
became	dies	dies
becomes	become	become
understood	better	better
understand	be	be
understands	dynamics	dynamics
understand	!	!
understood	!	!
understands	meanings	meanings
sent	!	!
send	seating	classes
sends	!	!
send	arrives	arrives
sent	arrives	arrives
sends	asked	asked
needed	!	!
need	seating	seating
needs	!	!
need	fulfill	fulfill
needed	requirements	requirements
needs	able	able
preserved	!	!
preserve	collections	collections
preserves	!	!
preserve	classrooms	classrooms
preserved	!	!
preserves	collections	collections
developed	!	!
develop	platforms	platforms
develops	!	!
develop	classrooms	classrooms
developed	crush	crush
develops	development	development
served	!	!
serve	deputy	deputy
serves	!	!
serve	seating	seating
served	board	board
serves	deputy	deputy
protected	protected	protected
protect	protect	protect
protects	!	!
protect	funds	funds
protected	raising	raising
protects	!	!
required	do	domestic
require	helped	helped
requires	!	!
require	funds	funds
required	driven	driven
requires	!	!
happened	do	does
happen	hire	hire
happens	!	!
happen	funds	encounter
happened	born	born
happens	!	!
saved	do	do
save	surgical	surgical
saves	!	!
save	funds	funds
saved	sections	sections
saves	!	!
understood	do	do
understand	hire	hire
understands	!	!
understand	funds	funds
understood	raising	raising
understands	!	!
brought	broke	broke
bring	season	season
brings	bringing	bringing
bring	season	season
brought	unofficial	unofficial
brings	sr	courts
led	victory	victory
lead	season	freshman
leads	tenor	tenor
lead	season	freshman
led	believed	believed
leads	leading	mikhail
had	shells	shells
have	living	living
has	undertaken	undertaken
have	season	season
had	defeat	los
has	couples	couples
sought	defeat	sudden
seek	season	dixon
seeks	66	66
seek	season	season
sought	victory	sudden
seeks	sr	sr
said	't	't
say	we	we
says	you	want
say	what	what
said	victory	cry
says	you	you
looked	member	member
look	nothing	nothing
looks	board	happened
look	go	go
looked	chief	like
looks	grades	grades
resolved	board	board
resolve	furthermore	furthermore
resolves	board	board
resolve	!	!
resolved	!	!
resolves	school	referendum
returned	member	vice
return	following	ballot
returns	board	board
return	elect	shortly
returned	chief	chief
returns	school	school
used	board	board
use	detect	detect
uses	board	board
use	use	use
used	chief	chief
uses	school	school
offered	board	board
offer	programs	programs
offers	school	school
offer	programs	programs
offered	offered	offered
offers	offers	offers
believed	let	let
believe	temple	signaling
believes	dragons	dragons
believe	god	god
believed	accepted	discusses
believes	successful	airplane
felt	i	're
feel	reviewers	reviewers
feels	you	you
feel	accepts	accepts
felt	mistake	mistake
feels	reviewers	reviewers
determined	model	model
determine	considering	considering
determines	calculated	calculated
determine	transaction	transaction
determined	depends	depends
determines	abuse	abuse
gave	called	called
give	review	review
gives	gives	gives
give	explain	explain
gave	stolen	stolen
gives	rating	rating
thought	i	you
think	mistakes	mistakes
thinks	you	you
think	knows	mistake
thought	mistake	mistake
thinks	neighbor	neighbor
came	got	got
come	shared	shared
comes	looks	looks
come	income	income
came	unknown	unknown
comes	rebellion	rebellion
included	such	such
include	design	design
includes	various	three
include	housing	housing
included	among	altogether
includes	throughout	throughout
saved	undertook	undertook
save	suburban	suburban
saves	delivery	substrate
save	burial	burial
saved	era	era
saves	efficient	efficient
said	you	you
say	i	you
says	we	we
say	wanted	wanted
said	something	something
says	we	we
sought	sought	sought
seek	cousin	cousin
seeks	re-election	tries
seek	helped	intended
sought	helped	intended
seeks	aims	aims
helped	attempting	attempting
help	pipe	pipe
helps	attempting	attempting
help	resist	resist
helped	recommendations	closer
helps	awareness	awareness
received	scholarship	gained
receive	critics	critics
receives	fund	fund
receive	receive	receive
received	received	received
receives	critics	critics
came	could	could
come	halt	halt
comes	contests	themselves
come	term	term
came	great	great
comes	rogue	start
got	you	you
get	feel	feel
gets	't	't
get	tries	tries
got	closer	closer
gets	going	explain
told	you	could
tell	reporters	feel
tells	honest	honest
tell	him	him
told	asks	asks
tells	going	going
stopped	giving	giving
stop	check	check
stops	him	him
stop	stop	stop
stopped	bus	bus
stops	tells	herself
looked	wanted	wanted
look	me	me
looks	something	something
look	i	i
looked	hair	hair
looks	feels	feels
became	became	became
become	become	become
becomes	she	shocked
become	friendship	friendship
became	replied	replied
becomes	become	become
reduced	giving	giving
reduce	amounts	amounts
reduces	narrator	narrator
reduce	increases	increases
reduced	increases	increases
reduces	elena	elena
sought	upon	upon
seek	helena	helena
seeks	refuses	refuses
seek	strengthen	strengthen
sought	achieve	achieve
seeks	attempts	attempts
came	't	't
come	emerging	demands
comes	!	!
come	compression	compression
came	geneva	geneva
comes	!	!
used	possible	possible
use	detect	detect
uses	!	!
use	disputes	disputes
used	conflicts	decoration
uses	!	!
learned	conflicts	conflicts
learn	lessons	lessons
learns	!	!
learn	loves	highland
learned	kelly	kelly
learns	!	!
went	't	tells
go	progressed	progressed
goes	!	!
go	becomes	becomes
went	she	she
goes	!	!
held	play	bore
hold	mayor	mayor
holds	!	!
hold	rotten	rotten
held	rotten	rotten
holds	!	!
got	moved	moved
get	we	really
gets	him	him
get	tries	tries
got	cure	cure
gets	really	really
began	originated	originated
begin	career	able
begins	encounter	encounter
begin	sign	sign
began	through	through
begins	telephone	demanding
accepted	allow	allow
accept	offer	offer
accepts	server	noah
accept	wyatt	wyatt
accepted	bride	bride
accepts	resign	prompting
became	named	named
become	become	become
becomes	server	server
become	dies	dies
became	along	along
becomes	conversation	conversation
discussed	moved	moved
discuss	bid	bid
discusses	telegraph	telegraph
discuss	explores	christian
discussed	tales	tales
discusses	practical	practical
protected	bernard	bernard
protect	endangered	endangered
protects	protection	protection
protect	!	!
protected	!	!
protects	wildlife	wildlife
brought	bringing	72
bring	attempted	attempted
brings	treatise	treatise
bring	saxon	saxon
brought	inform	inform
brings	themes	steve
started	laps	when
start	development	development
starts	third	third
start	assists	ambulance
started	saves	saves
starts	themes	themes
eliminated	strengthen	limit
eliminate	quarter-finals	quarter-finals
eliminates	strengthen	strengthen
eliminate	!	!
eliminated	!	!
eliminates	quarter-finals	quarter-finals
accommodated	platforms	complement
accommodate	!	!
accommodates	passengers	passengers
accommodate	!	!
accommodated	!	!
accommodates	!	!
reached	reached	reached
reach	singles	singles
reaches	reached	semifinals
reach	band	pa
reached	flows	flows
reaches	billboard	singles
knew	you	you
know	tonight	tonight
knows	't	't
know	unreleased	unreleased
knew	wants	refuses
knows	haven	haven
sent	considered	considered
send	performances	performances
sends	script	script
send	band	band
sent	inform	inform
sends	asked	asked
called	reference	reference
call	band	band
calls	youth	youth
call	telephone	telephone
called	answered	answered
calls	boy	boy
worked	wrote	wrote
work	performances	performances
works	wrote	wrote
work	band	performed
worked	illustrations	illustrations
works	director	director
earned	earned	b.a.
earn	scholarship	scholarship
earns	b.a.	b.a.
earn	!	!
earned	!	!
earns	mvp	recipient
protected	reviews	critical
protect	protect	protect
protects	humanity	humanity
protect	!	!
protected	!	!
protects	protect	parks
met	b.a.	b.a.
meet	they	they
meets	fulfill	fulfill
meet	linda	linda
met	earned	earned
meets	visit	visit
got	m.a.	m.a.
get	't	't
gets	'll	'll
get	thinks	thinks
got	earned	master
gets	you	promoter
built	reviews	reviews
build	demolished	demolished
builds	construct	codes
build	guarantee	guarantee
built	garnered	garnered
builds	demolished	two-story
won	against	beaten
win	winning	winning
wins	against	against
win	playoff	playoff
won	losses	losses
wins	winning	winning
provided	main	main
provide	offers	make
provides	strong	asylum
provide	offers	providing
provided	education	education
provides	goes	goes
built	sounds	sounds
build	demolished	demolished
builds	maintenance	maintenance
build	providing	providing
built	introducing	introducing
builds	demolished	site
asked	?	?
ask	take	take
asks	?	?
ask	answers	answers
asked	why	why
asks	williamson	williamson
thought	i	i
think	motivation	motivation
thinks	't	't
think	him	phone
thought	knows	wanted
thinks	goes	goes
resolved	determination	determination
resolve	strongly	strongly
resolves	complicated	complicated
resolve	!	!
resolved	!	!
resolves	conflicts	conflicts
offered	options	options
offer	offer	offer
offers	offers	offers
offer	courses	graduate
offered	courses	courses
offers	offer	additional
had	fossils	commercials
have	householder	together
has	something	something
have	been	been
had	reviews	reviews
has	non-families	non-families
avoided	bitter	bitter
avoid	memory	memory
avoids	keeps	complicated
avoid	!	!
avoided	!	!
avoids	appears	appears
developed	expand	sought
develop	development	development
develops	keeps	keeps
develop	feelings	feelings
developed	supporters	supporters
develops	development	development
stayed	safe	safe
stay	tune	tune
stays	attend	attend
stay	uncommon	uncommon
stayed	reviewer	reviewer
stays	concerned	concerned
proved	prosecution	prosecution
prove	rare	rare
proves	prosecution	lou
prove	!	!
proved	!	!
proves	internationally	1823
brought	nashville	garrison
bring	led	led
brings	fix	lou
bring	warming	helen
brought	submit	submit
brings	actions	actions
liked	what	what
like	intentions	intentions
likes	know	know
like	succeed	succeed
liked	nashville	nashville
likes	concerned	concerned
served	segments	segments
serve	deputy	deputy
serves	uncertainty	uncertainty
serve	narrator	narrator
served	board	board
serves	secretary	secretary
supported	opposition	opposition
support	arches	arches
supports	!	!
support	prosecution	prosecution
supported	kurdish	kurdish
supports	!	!
called	phones	phones
call	found	found
calls	!	!
call	telephone	telephone
called	telephone	realizes
calls	!	!
got	really	really
get	get	do
gets	!	!
get	tries	manuscript
got	amber	amber
gets	!	!
told	loves	loves
tell	do	do
tells	!	!
tell	him	agrees
told	agrees	agrees
tells	!	!
learned	opportunity	secretly
learn	acquire	acquire
learns	!	!
learn	defendant	defendant
learned	realizes	realizes
learns	!	!
left	railway	railway
leave	right	right
leaves	decides	decides
leave	stems	leaf
left	stems	railway
leaves	arm	captain
knew	't	you
know	quarter-finals	considering
knows	't	't
know	telling	telling
knew	railway	railway
knows	nineteenth	nineteenth
