rougher	trunk	trunk
promotes	divisin	divisin
changed	circulation	brain
change	prevents	prevents
changes	brain	brain
change	cartoons	cartoons
changed	underwent	underwent
changes	homer	objectives
found	advised	advised
find	mid	mid
finds	search	search
find	searching	searching
found	searching	rising
finds	optimal	optimal
proved	63	63
prove	theorem	theorem
proves	file	file
prove	!	!
proved	!	!
proves	environments	environments
eliminated	flee	flee
eliminate	leg	leg
eliminates	algorithms	launched
eliminate	!	!
eliminated	!	!
eliminates	ions	ions
preserved	monasteries	monasteries
preserve	mature	canyon
preserves	critically	critically
preserve	!	!
preserved	!	!
preserves	documented	documented
kept	unaware	unaware
keep	lent	fur
keeps	makes	makes
keep	heather	heather
kept	roberts	roberts
keeps	electronic	linda
sought	receiving	receiving
seek	rights	rights
seeks	beneficial	beneficial
seek	maintain	retreated
sought	bah	bah
seeks	seeks	intelligent
moved	entrance	entrance
move	dj	dj
moves	intensity	intensity
move	handle	handle
moved	vessel	vessel
moves	full-time	full-time
believed	99	99
believe	overcome	overcome
believes	99	99
believe	easily	easily
believed	colonists	colonists
believes	wisdom	wisdom
returned	entrance	entrance
return	turned	turned
returns	brave	brave
return	bet	bet
returned	alongside	vessel
returns	routine	routine
worked	astronomy	remains
work	researcher	researcher
works	developing	developing
work	colonists	colonists
worked	colonists	colonists
works	majors	majors
developed	commitment	commitment
develop	ibm	ibm
develops	gender	gender
develop	activity	activity
developed	transfer	transfer
develops	identifies	trilogy
reached	caroline	caroline
reach	peaked	stopping
reaches	comfortable	comfortable
reach	elevation	mixing
reached	1981	1981
reaches	runs	runs
extended	thomson	thomson
extend	short-term	short-term
extends	tram	tram
extend	directions	franchise
extended	valleys	valleys
extends	runs	runs
raised	caroline	caroline
raise	raise	raise
raises	walks	reid
raise	!	!
raised	!	!
raises	runs	runs
built	caroline	caroline
build	proprietary	proprietary
builds	tower	tower
build	theories	theories
built	theories	theories
builds	runs	runs
promoted	sustainable	sustainable
promote	substitute	substitute
promotes	collaborative	collaborative
promote	promote	promote
promoted	promote	acclaim
promotes	lieutenant	lieutenant
paid	blamed	blamed
pay	approximate	approximate
pays	lisa	lisa
pay	abroad	abroad
paid	nominal	nominal
pays	telling	meat
celebrated	presided	presided
celebrate	kid	kid
celebrates	lisa	lisa
celebrate	!	!
celebrated	!	!
celebrates	easter	easter
developed	integrated	integrated
develop	develop	compatible
develops	chef	chef
develop	classroom	classroom
developed	linked	linked
develops	chef	chef
took	hawaii	hawaii
take	takes	takes
takes	stranger	elliott
take	waterloo	waterloo
took	linked	linked
takes	takes	takes
avoided	violated	violated
avoid	chances	chances
avoids	target	target
avoid	!	!
avoided	!	!
avoids	josh	josh
knew	bedroom	bedroom
know	hang	hang
knows	're	're
know	elisabeth	elisabeth
knew	margaret	margaret
knows	funny	adverse
brought	mound	mound
bring	undertake	genius
brings	minds	minds
bring	spoke	spoke
brought	napoleon	napoleon
brings	sparked	sparked
discussed	service	service
discuss	declare	declare
discusses	mathematical	disorders
discuss	melbourne	melbourne
discussed	napoleon	napoleon
discusses	framework	framework
sold	stole	stole
sell	600	600
sells	opens	opens
sell	exported	exported
sold	warehouse	warehouse
sells	unique	impossible
followed	consists	consists
follow	commitment	commitment
follows	focuses	opens
follow	destruction	destruction
followed	destruction	destruction
follows	framework	framework
met	!	!
meet	consultation	consultation
meets	!	!
meet	consultation	collect
met	assumes	arrives
meets	traveled	traveled
needed	!	!
need	lacked	lacked
needs	!	!
need	consultation	consultation
needed	input	input
needs	sufficient	sufficient
studied	!	!
study	firms	firms
studies	!	!
study	lacked	lacked
studied	anthropology	anthropology
studies	dissertation	dissertation
ended	!	!
end	collect	collect
ends	!	!
end	collect	collect
ended	intersects	intersects
ends	decisive	decisive
changed	!	!
change	adopt	adopt
changes	!	!
change	collect	collect
changed	acting	acting
changes	edwin	edwin
increased	unanimously	unanimously
increase	induced	induced
increases	declining	declining
increase	temperatures	temperatures
increased	decrease	decrease
increases	nights	nights
seemed	subjects	subjects
seem	cats	cats
seems	subjects	subjects
seem	landscapes	landscapes
seemed	lds	lds
seems	nazi	nazi
provided	depot	depot
provide	rs	rs
provides	indicates	indicates
provide	way	management
provided	management	management
provides	rs	rs
determined	maintain	granted
determine	prove	prove
determines	automatic	automatic
determine	management	management
determined	management	management
determines	operator	2015
felt	questioned	granted
feel	prints	prints
feels	questioned	questioned
feel	creators	creators
felt	quinn	quinn
feels	nazi	nazi
earned	premiership	premiership
earn	assume	assume
earns	expectations	expectations
earn	!	!
earned	!	!
earns	holds	luck
helped	tries	tries
help	desire	desire
helps	snow	snow
help	villagers	villagers
helped	numbers	numbers
helps	assistance	assistance
lived	celebrities	celebrities
live	desire	desire
lives	snow	snow
live	millions	millions
lived	ranger	ranger
lives	rented	apartment
became	warwick	warwick
become	liberty	liberty
becomes	alone	alone
become	folklore	campaigned
became	taught	taught
becomes	1984	1984
had	pc	pc
have	possess	possess
has	possesses	wisdom
have	nominated	copa
had	brazilian	brazilian
has	person	person
looked	resembling	resembling
look	intentions	intentions
looks	vampire	vampire
look	complaints	complaints
looked	says	says
looks	maturity	maturity
lived	sur	sur
live	pitt	pitt
lives	gameplay	gameplay
live	productive	concerns
lived	enabling	enabling
lives	unincorporated	conrad
protected	especially	especially
protect	endangered	endangered
protects	gameplay	gameplay
protect	!	!
protected	!	!
protects	sections	sections
returned	leaving	mainly
return	reunited	intentions
returns	vampire	vampire
return	carry	carry
returned	originally	issue
returns	wrapped	wrapped
sought	veterans	veterans
seek	intentions	intentions
seeks	veterans	veterans
seek	labor	labor
sought	issue	issue
seeks	intentions	intentions
allowed	submit	submit
allow	abroad	abroad
allows	enable	enable
allow	sit	sit
allowed	cell	cell
allows	studios	enable
extended	mongolia	mongolia
extend	outlet	outlet
extends	measurements	measurements
extend	bounded	bounded
extended	seals	seals
extends	intersects	intersects
seemed	emotions	emotions
seem	donna	donna
seems	applicable	applicable
seem	fierce	fierce
seemed	should	should
seems	entertaining	entertaining
needed	module	module
need	acclaimed	acclaimed
needs	humanity	humanity
need	sit	sit
needed	coordination	hat
needs	intersection	enable
said	suggested	suggested
say	airs	airs
says	why	sophie
say	fixture	fixture
said	memoir	surrey
says	songwriting	songwriting
got	believing	believing
get	angular	angular
gets	pull	pull
get	sank	sank
got	evening	evening
gets	isn	isn
asked	harold	harold
ask	replied	replied
asks	fbi	fbi
ask	opinion	opinion
asked	luck	luck
asks	replied	silence
studied	archaeology	archaeology
study	construct	construct
studies	included	included
study	sherman	sherman
studied	sciences	sciences
studies	degrees	degrees
preserved	cultural	cultural
preserve	inscriptions	inscriptions
preserves	chilean	chilean
preserve	!	!
preserved	!	!
preserves	rows	rows
saw	basel	basel
see	chance	privileges
sees	albums	albums
see	informs	informs
saw	informs	creators
sees	steady	dancers
left	vice	vice
leave	enabled	enabled
leaves	sex	voiced
leave	fruits	fruits
left	baseman	baseman
leaves	freely	freely
eliminated	cups	cups
eliminate	promotes	scholarly
eliminates	infinite	infinite
eliminate	!	!
eliminated	!	!
eliminates	completing	freely
decided	vice	vice
decide	scholarly	scholarly
decides	interact	interact
decide	tells	tells
decided	tells	tells
decides	solving	solving
preserved	cubs	cubs
preserve	scholarly	scholarly
preserves	cultural	cultural
preserve	!	!
preserved	!	!
preserves	scholarly	scholarly
led	relegated	relegated
lead	sustainable	scholarly
leads	touchdowns	touchdowns
lead	queens	queens
led	adventure	robertson
leads	solving	solving
extended	merging	merging
extend	motivated	motivated
extends	ends	ends
extend	collapse	collapse
extended	existed	existed
extends	extending	extending
came	causing	causing
come	withdraw	beatles
comes	christ	christ
come	communication	communication
came	director	director
comes	38	38
received	auburn	auburn
receive	emmy	picture
receives	wickets	wickets
receive	credit	credit
received	reward	reward
receives	metacritic	metacritic
started	pole	pole
start	quit	quit
starts	ends	ends
start	end	end
started	kirby	kirby
starts	minutes	minutes
recognized	founder	founder
recognize	forensic	motivated
recognizes	ends	tampa
recognize	chaired	chaired
recognized	director	director
recognizes	ph	ph
increased	1829	1829
increase	reducing	reducing
increases	manufacturing	manufacturing
increase	monitoring	reduced
increased	rainfall	wind
increases	increase	increase
proved	thrown	thrown
prove	continuation	continuation
proves	determine	determine
prove	!	!
proved	!	!
proves	algebraic	targets
raised	agreed	agreed
raise	evolution	evolution
raises	investigate	investigate
raise	!	!
raised	!	!
raises	internal	locally
determined	solve	solve
determine	individual	individual
determines	theorem	theorem
determine	angular	angular
determined	exceptional	exceptional
determines	chains	chains
became	quite	quite
become	mark	mark
becomes	sole	sole
become	syrian	syrian
became	wealthy	wealthy
becomes	applying	applying
resolved	freestyle	freestyle
resolve	conflicts	conflicts
resolves	!	!
resolve	solve	solve
resolved	quarter-finals	quarter-finals
resolves	!	!
won	quarterfinals	quarterfinals
win	awards	awards
wins	!	!
win	quarter-finals	quarter-finals
won	quarter-finals	quarter-finals
wins	!	!
joined	quarterfinals	quarterfinals
join	occupy	occupy
joins	!	!
join	hydroelectric	collect
joined	qualified	qualified
joins	!	!
saw	archdiocese	archdiocese
see	follow-up	specifically
sees	!	!
see	shoots	shoots
saw	quarter-finals	collect
sees	!	!
developed	try	try
develop	specifically	specifically
develops	!	!
develop	infections	infections
developed	infections	infections
develops	!	!
tried	forth	forth
try	steal	steal
tries	lie	lie
try	goals	depicted
tried	encourages	encourages
tries	summit	summit
looked	shoes	shoes
look	attachment	attachment
looks	resembling	resembling
look	cheap	cheap
looked	jacket	physicist
looks	lie	lie
determined	upcoming	upcoming
determine	temperature	attachment
determines	scattered	scattered
determine	accurately	accurately
determined	controller	controller
determines	acids	acids
took	returned	returned
take	takes	takes
takes	ends	ends
take	depicted	depicted
took	took	lost
takes	takes	takes
said	shoes	shoes
say	11th	11th
says	lie	lie
say	cards	cards
said	totally	totally
says	decides	decides
lived	choir	choir
live	argue	argue
lives	e	e
live	jean	jean
lived	ship	territories
lives	camping	camping
paid	12	12
pay	coffee	coffee
pays	fees	fees
pay	polls	polls
paid	nationwide	nationwide
pays	heat	heat
raised	adults	adults
raise	breast	concern
raises	beam	medley
raise	!	!
raised	!	!
raises	attachment	attachment
was	clubs	clubs
be	personally	personally
is	orbital	orbital
be	cameroon	cameroon
was	preserved	influential
is	sensitivity	experimental
found	stopping	1970
find	exploring	exploring
finds	explaining	explaining
find	mothers	mothers
found	backs	backs
finds	exploring	exploring
produced	molecules	molecules
produce	drinks	drinks
produces	!	!
produce	collect	collect
produced	collect	collect
produces	!	!
opened	1300	1300
open	drinks	drinks
opens	!	!
open	drinks	drinks
opened	plc	plc
opens	!	!
remained	upstream	upstream
remain	progressed	parties
remains	!	!
remain	surviving	surviving
remained	contractor	contractor
remains	!	!
ensured	equipped	receptors
ensure	!	!
ensures	!	!
ensure	drinks	drinks
ensured	leased	leased
ensures	!	!
said	rose	rose
say	fun	fun
says	!	!
say	carry	carry
said	courts	courts
says	!	!
won	copa	copa
win	businessman	businessman
wins	!	!
win	130	130
won	bulldogs	bulldogs
wins	!	!
joined	stint	stint
join	learn	learn
joins	!	!
join	rebuild	collect
joined	bordered	bordered
joins	!	!
remained	entirety	entirety
remain	1931	compromise
remains	!	!
remain	monasteries	monasteries
remained	erosion	erosion
remains	!	!
showed	grouped	rt
show	risk	chance
shows	!	!
show	threat	threat
showed	environments	collect
shows	!	!
reduced	excess	excess
reduce	consists	consists
reduces	!	!
reduce	identifying	identifying
reduced	substrate	vegetation
reduces	!	!
won	capped	capped
win	debuted	debuted
wins	!	!
win	courts	courts
won	losses	imported
wins	!	!
paid	plain	plain
pay	investors	investors
pays	!	!
pay	mortgage	mortgage
paid	mortgage	mortgage
pays	!	!
gave	random	random
give	_	ninth
gives	!	!
give	spatial	diversity
gave	feminine	feminine
gives	!	!
saved	unusual	unusual
save	introduces	introduces
saves	!	!
save	habitat	habitat
saved	thrown	thrown
saves	!	!
changed	mature	owing
change	investors	investors
changes	!	!
change	rebuild	rebuild
changed	reconstructed	reconstructed
changes	!	!
stayed	regain	regain
stay	parkway	parkway
stays	marry	marry
stay	afford	afford
stayed	slow	slow
stays	weekday	weekday
joined	undefeated	undefeated
join	sister	sister
joins	evacuated	evacuated
join	villain	villain
joined	rochester	founders
joins	accent	accent
created	january	january
create	slogan	slogan
creates	itv	itv
create	determining	determining
created	reduces	reduces
creates	nearest	memory
ran	sutton	sutton
run	sister	sister
runs	transit	consecutive
run	intersects	guerrilla
ran	technically	technically
runs	run	200
found	providing	providing
find	southeastern	southeastern
finds	departing	lifestyle
find	determined	determined
found	shocked	shocked
finds	id	id
proved	1874	1874
prove	expectations	expectations
proves	titans	titans
prove	!	!
proved	!	!
proves	bare	cologne
produced	film	film
produce	slow	elementary
produces	soundtrack	soundtrack
produce	encourage	encourage
produced	encourage	encourage
produces	bare	authored
eliminated	fortifications	fires
eliminate	shoulder	shoulder
eliminates	infinite	infinite
eliminate	!	!
eliminated	!	!
eliminates	shoulder	boards
studied	film	film
study	trinity	trinity
studies	playwright	playwright
study	focused	encourage
studied	statistics	disciplines
studies	dissertation	playwright
accommodated	paved	paved
accommodate	!	!
accommodates	physically	physically
accommodate	!	!
accommodated	!	!
accommodates	!	!
happened	consciousness	consciousness
happen	knows	knows
happens	!	!
happen	applying	applying
happened	applying	collect
happens	!	!
accommodated	atlanta	atlanta
accommodate	!	!
accommodates	!	!
accommodate	sutherland	sutherland
accommodated	islanders	islanders
accommodates	!	!
worked	atlanta	atlanta
work	rode	rode
works	!	!
work	managers	managers
worked	trait	trait
works	!	!
reduced	fibers	result
reduce	fish	kilometers
reduces	!	!
reduce	decreased	applying
reduced	enzymes	decreased
reduces	!	!
turned	atlanta	atlanta
turn	appreciation	appreciation
turns	!	!
turn	ends	ends
turned	shoots	shoots
turns	!	!
raised	agreed	agreed
raise	unexpected	unexpected
raises	agreed	agreed
raise	!	!
raised	!	!
raises	monroe	monroe
returned	tracy	tracy
return	teach	idaho
returns	acting	acting
return	resigned	patricia
returned	meanwhile	laurel
returns	exported	exported
told	lord	finale
tell	precipitation	precipitation
tells	go	go
tell	forget	forget
told	quinn	quinn
tells	stays	stays
saved	spencer	spencer
save	unexpected	unexpected
saves	hope	hope
save	teammates	teammates
saved	laurel	laurel
saves	acting	cloud
followed	walker	tracy
follow	boot	commitment
follows	curves	curves
follow	unexpected	unexpected
followed	patriarch	patriarch
follows	commitment	commitment
produced	tonnes	tonnes
produce	buy	buy
produces	expansion	expansion
produce	isles	isles
produced	branded	branded
produces	tina	reproduction
proved	framework	framework
prove	might	might
proves	pregnant	pregnant
prove	!	!
proved	!	!
proves	realizes	mask
met	engaging	engaging
meet	im	im
meets	comply	comply
meet	washington	washington
met	clerk	clerk
meets	mask	mask
used	framework	framework
use	comfortable	comfortable
uses	violence	violence
use	coaches	coaches
used	majority	majority
uses	projection	projection
became	sp	sp
become	mgm	mgm
becomes	email	email
become	griffith	griffith
became	rap	rap
becomes	mask	mask
proved	recruit	recruit
prove	tourists	tourists
proves	revealed	revealed
prove	!	!
proved	!	!
proves	value	value
brought	deficit	deficit
bring	1893	1893
brings	swan	swan
bring	listen	listen
brought	lifelong	mir
brings	convert	convert
determined	marker	marker
determine	definitely	definitely
determines	accuracy	accuracy
determine	intervals	cultures
determined	solved	solved
determines	looks	looks
decided	frustrated	frustrated
decide	tourists	tourists
decides	decides	would
decide	feedback	feedback
decided	visits	visits
decides	're	're
followed	orders	orders
follow	1893	1893
follows	revealed	revealed
follow	highways	highways
followed	follow	follow
follows	bugs	province
resolved	diagnosed	diagnosed
resolve	applicable	applicable
resolves	peasant	peasant
resolve	!	!
resolved	!	!
resolves	consultation	consultation
won	beaten	beaten
win	holds	holds
wins	pga	pga
win	doubles	doubles
won	feat	feat
wins	medals	medals
bought	properties	properties
buy	shareholders	shareholders
buys	drinks	drinks
buy	!	!
bought	!	!
buys	dwelling	dwelling
studied	gymnasium	gymnasium
study	construct	construct
studies	gymnasium	gymnasium
study	molecular	molecular
studied	tour	tour
studies	economics	economics
liked	planted	planted
like	wished	wished
likes	planted	planted
like	mainstream	molecular
liked	tour	tour
likes	olivia	olivia
eliminated	solve	1949
eliminate	adopt	adopt
eliminates	solve	solve
eliminate	!	!
eliminated	!	!
eliminates	interference	interference
led	elder	elder
lead	isn	liberty
leads	energy	energy
lead	youth	youth
led	territory	territory
leads	frustrated	frustrated
ended	university	elder
end	marry	marry
ends	pipes	highways
end	sunderland	sunderland
ended	sunderland	sunderland
ends	decisive	decisive
saved	600	600
save	marry	marry
saves	technological	technological
save	teammates	semi-final
saved	rebounds	rebounds
saves	rational	rational
served	1949	1949
serve	liberty	liberty
serves	ignored	1949
serve	youth	youth
served	university	university
serves	rational	rational
lived	except	except
live	poorly	poorly
lives	hills	hills
live	reviewing	reviewing
lived	soap	soap
lives	unincorporated	unincorporated
went	want	famous
go	seek	seek
goes	hang	hang
go	reason	reason
went	my	my
goes	scientists	scientists
decided	increases	increases
decide	seek	seek
decides	hang	hang
decide	macdonald	macdonald
decided	refuse	refuse
decides	governance	governance
understood	believing	believing
understand	companions	companions
understands	gap	gap
understand	!	!
understood	!	!
understands	meanings	meanings
served	1870s	1870s
serve	1865	1865
serves	1870s	1870s
serve	macdonald	macdonald
served	believe	believe
serves	unincorporated	unincorporated
stayed	touch	touch
stay	summers	birthday
stays	marry	airborne
stay	kept	kept
stayed	sharp	sharp
stays	summers	mk
helped	touch	touch
help	help	rica
helps	decides	helped
help	challenging	challenging
helped	sharp	sharp
helps	help	help
seemed	suggest	suggest
seem	deal	deal
seems	dot	dot
seem	challenging	challenging
seemed	favourite	aesthetic
seems	mysterious	mysterious
kept	freed	freed
keep	believing	procedures
keeps	leaving	leaving
keep	skin	skin
kept	skin	skin
keeps	loving	foods
said	generations	generations
say	loves	loves
says	knows	knows
say	nobody	challenging
said	harper	harper
says	loving	loving
allowed	define	define
allow	lift	roll
allows	particle	particle
allow	flexibility	transport
allowed	fees	fees
allows	boost	boost
came	visited	sheffield
come	withdraw	roll
comes	draft	draft
come	smile	feel
came	enters	enters
comes	negative	negative
remained	define	define
remain	examples	examples
remains	clean	clean
remain	deposited	excavations
remained	excavations	excavations
remains	slovak	slovak
took	vancouver	vancouver
take	targeting	targeting
takes	blackburn	blackburn
take	feel	feel
took	took	remarks
takes	boost	boost
avoided	abolished	abolished
avoid	bind	roll
avoids	apartment	apartment
avoid	!	!
avoided	!	!
avoids	trait	trait
earned	earning	earning
earn	pitched	pitched
earns	part-time	sum
earn	!	!
earned	!	!
earns	graduated	graduated
remained	sacked	sacked
remain	bavaria	bavaria
remains	facebook	facebook
remain	statistics	statistics
remained	installation	installation
remains	hospitals	hospitals
studied	transmitted	transmitted
study	humanities	humanities
studies	scholarships	sum
study	statistics	statistics
studied	assessed	assessed
studies	sociology	sociology
promoted	permanent	questioned
promote	divisin	divisin
promotes	permanent	permanent
promote	prevalent	prevalent
promoted	regardless	regardless
promotes	qualified	qualified
took	temporary	temporary
take	tends	tends
takes	sum	sum
take	jake	jake
took	darkness	darkness
takes	takes	takes
increased	increases	increases
increase	steadily	steadily
increases	carry	relies
increase	gdp	variables
increased	59	59
increases	increase	bind
included	twins	twins
include	technological	technological
includes	humorous	humorous
include	graduating	graduating
included	inaugurated	inaugurated
includes	guards	guards
saved	schooling	schooling
save	unfortunately	unfortunately
saves	carry	carry
save	rebounds	rebounds
saved	rebounds	rebounds
saves	unfortunately	unfortunately
ran	twins	twins
run	miles	miles
runs	runs	runs
run	batting	batting
ran	batting	batting
runs	attraction	attraction
said	stand	stand
say	proteins	proteins
says	lucy	lucy
say	want	want
said	surrey	surrey
says	isn	isn
joined	eurovision	eurovision
join	-class	-class
joins	runners-up	runners-up
join	mysterious	constellation
joined	sleeping	sleeping
joins	departed	departed
built	chandler	chandler
build	estuary	estuary
builds	ben	sunderland
build	relationships	text
built	commentary	commentary
builds	roads	roads
studied	completion	completion
study	marine	marine
studies	studying	studying
study	stations	stations
studied	commentary	commentary
studies	studying	studying
happened	asks	stalin
happen	estuary	84
happens	sick	sick
happen	automatic	automatic
happened	asks	asks
happens	knows	knows
found	aim	aim
find	du	du
finds	tries	tries
find	ancestor	ancestor
found	sleeping	sleeping
finds	borneo	borneo
was	extinct	extinct
be	cameras	duncan
is	150	150
be	threats	threats
was	extinct	extinct
is	1931	1931
celebrated	polo	beaver
celebrate	anniversary	anniversary
celebrates	custom	custom
celebrate	!	!
celebrated	!	!
celebrates	basil	basil
learned	captained	captained
learn	couldn	couldn
learns	teaches	foster
learn	believing	believing
learned	neighborhood	neighborhood
learns	thoughts	thoughts
kept	beaver	beaver
keep	midway	midway
keeps	trumpet	trumpet
keep	threats	threats
kept	heather	heather
keeps	trade	bare
found	heard	heard
find	midway	midway
finds	heard	heard
find	threats	threats
found	landmark	landmark
finds	oxygen	oxygen
earned	awarded	awarded
earn	assists	assists
earns	bye	doubled
earn	!	!
earned	!	!
earns	b.a.	b.a.
became	nova	nova
become	audiences	audiences
becomes	hispanic	hispanic
become	compound	compound
became	drainage	drainage
becomes	apology	marks
liked	space	space
like	intentions	intentions
likes	bottom	bottom
like	studying	ac
liked	montgomery	j
likes	isn	isn
sought	overcome	overcome
seek	intentions	intentions
seeks	wrestler	immediate
seek	animal	animal
sought	nova	nova
seeks	intentions	intentions
avoided	immediate	immediate
avoid	defeated	defeated
avoids	immediate	immediate
avoid	!	!
avoided	!	!
avoids	frog	frog
produced	coordinate	large-scale
produce	soundtrack	soundtrack
produces	insects	insects
produce	spinning	spinning
produced	ibn	ibn
produces	rain	rain
prevented	nationals	nationals
prevent	dividing	dividing
prevents	scenario	scenario
prevent	exceptions	exceptions
prevented	vehicles	vehicles
prevents	rain	rain
asked	fees	fees
ask	add	add
asks	question	question
ask	rao	rao
asked	reluctant	pan
asks	rain	rain
determined	costs	costs
determine	indeed	indeed
determines	refers	refers
determine	cinema	cinema
determined	angular	solved
determines	rain	rain
took	temporary	temporary
take	outright	outright
takes	scenario	scenario
take	lap	lap
took	isn	impressed
takes	rain	rain
resolved	determination	determination
resolve	problems	problems
resolves	divide	divide
resolve	!	!
resolved	!	!
resolves	determine	determine
provided	additional	institutes
provide	obligations	ip
provides	gives	gives
provide	europa	europa
provided	europa	europa
provides	creates	creates
began	phantom	phantom
begin	wages	wages
begins	daisy	daisy
begin	oval	dover
began	novel	novel
begins	enters	enters
went	composing	composing
go	barely	barely
goes	composing	composing
go	freely	freely
went	drawn	xii
goes	barely	barely
served	1870s	1870s
serve	romanian	representation
serves	delivery	delivery
serve	operates	operates
served	served	served
serves	dorset	dorset
did	allan	allan
do	invited	invited
does	!	!
do	reliability	reliability
did	sufficient	collect
does	!	!
lived	recordings	remake
live	extinct	extinct
lives	!	!
live	productive	productive
lived	fault	fault
lives	!	!
prevented	successfully	1932
prevent	fear	fear
prevents	!	!
prevent	reliability	reliability
prevented	relies	relies
prevents	!	!
became	allan	allan
become	declare	declare
becomes	!	!
become	reliability	reliability
became	increasing	increasing
becomes	!	!
ended	roland	roland
end	ways	ways
ends	!	!
end	lateral	collect
ended	collect	collect
ends	!	!
left	cruz	cruz
leave	farmers	farmers
leaves	returns	tourist
leave	tomatoes	tomatoes
left	tomatoes	tomatoes
leaves	baseball	baseball
considered	unlike	unlike
consider	prosecution	prosecution
considers	reverted	reverted
consider	seized	innocent
considered	confirmed	confirmed
considers	frog	baseball
saw	covers	covers
see	homosexuality	homosexuality
sees	evolution	evolution
see	ensuing	ensuing
saw	procession	procession
sees	torque	torque
saved	holly	holly
save	escaped	escaped
saves	dies	harder
save	punt	punt
saved	rebounds	volume
saves	prevent	prevent
said	carried	carried
say	isn	isn
says	want	harder
say	trip	trip
said	cbc	cbc
says	isn	isn
proved	transformed	transformed
prove	theorem	theorem
proves	probable	probable
prove	!	!
proved	!	!
proves	theorem	theorem
sent	doesn	doesn
send	treatment	treatment
sends	midnight	midnight
send	witch	witch
sent	clare	clare
sends	zone	lanka
created	rounded	rounded
create	appropriate	philippine
creates	limit	limit
create	soil	developing
created	similarities	similarities
creates	controller	controller
met	convicted	convicted
meet	philippine	philippine
meets	fold	fold
meet	runs	landmarks
met	freed	freed
meets	conscience	conscience
showed	leslie	leslie
show	shows	shows
shows	commit	chuck
show	locality	locality
showed	repertoire	trick
shows	shows	shows
made	kenny	kenny
make	implementing	implementing
makes	permits	elephant
make	midfielder	midfielder
made	keep	keep
makes	implementing	implementing
protected	restore	restore
protect	gmina	gmina
protects	efficient	efficient
protect	!	!
protected	!	!
protects	endangered	endangered
included	tables	tables
include	gmina	gmina
includes	buffalo	buffalo
include	rebranded	rebranded
included	tables	aires
includes	lewis	lewis
decided	commenting	commenting
decide	democrats	democrats
decides	feels	feels
decide	hunger	ally
decided	convince	convince
decides	efficient	kurt
ended	rican	rican
end	prevalent	prevalent
ends	neighbor	neighbor
end	forms	forms
ended	paraguay	paraguay
ends	controlling	controlling
extended	climate	subway
extend	cabinet	cabinet
extends	!	!
extend	applying	applying
extended	chiefly	chiefly
extends	!	!
went	jessica	jessica
go	profitable	profitable
goes	!	!
go	collect	collect
went	125	125
goes	!	!
liked	indie	indie
like	asks	asks
likes	!	!
like	appeal	appeal
liked	quarter-finals	quarter-finals
likes	!	!
served	enlisted	enlisted
serve	cabinet	cabinet
serves	!	!
serve	qualified	qualified
served	holds	holds
serves	!	!
changed	climate	climate
change	sustain	sustain
changes	!	!
change	collect	collect
changed	teams	teams
changes	!	!
returned	underwent	underwent
return	rebuild	rebuild
returns	creature	creature
return	humorous	humorous
returned	elimination	elimination
returns	mcmahon	mcmahon
learned	soon	soon
learn	sultan	sultan
learns	soon	soon
learn	knowing	knowing
learned	short-term	short-term
learns	left	left
thought	claim	claim
think	sustain	organisms
thinks	voices	voices
think	wants	wants
thought	archbishop	archbishop
thinks	organisms	organisms
became	sprint	sprint
become	sat	sat
becomes	affecting	affecting
become	knowing	knowing
became	grandchildren	grandchildren
becomes	sometime	sometime
understood	inheritance	inheritance
understand	likely	likely
understands	affecting	affecting
understand	!	!
understood	!	!
understands	meanings	meanings
sent	!	!
send	contractor	contractor
sends	!	!
send	taxi	taxi
sent	taxi	taxi
sends	colombia	colombia
needed	!	!
need	seating	seating
needs	!	!
need	seating	seating
needed	input	input
needs	sufficient	sufficient
preserved	!	!
preserve	rebuilt	rebuilt
preserves	!	!
preserve	seating	seating
preserved	!	!
preserves	inscriptions	inscriptions
developed	!	!
develop	rebuilt	mapping
develops	!	!
develop	construct	construct
developed	infections	infections
develops	ibm	ibm
served	!	!
serve	appointed	appointed
serves	!	!
serve	seating	seating
served	sr.	sr.
serves	appointed	appointed
protected	fortified	internal
protect	exhibited	exhibited
protects	!	!
protect	funds	funds
protected	consort	consort
protects	!	!
required	jurisdiction	partition
require	burden	burden
requires	!	!
require	flexibility	collect
required	collect	collect
requires	!	!
happened	jane	jane
happen	realizing	utilized
happens	!	!
happen	collect	collect
happened	collect	collect
happens	!	!
saved	loves	loves
save	clean	clean
saves	!	!
save	disability	collect
saved	overtime	overtime
saves	!	!
understood	psychology	psychology
understand	wished	condition
understands	!	!
understand	funds	funds
understood	consort	consort
understands	!	!
brought	beaten	beaten
bring	sailors	sailors
brings	intersects	meals
bring	prosperity	prosperity
brought	afraid	afraid
brings	gill	gill
led	decisive	decisive
lead	message	message
leads	divided	divided
lead	croatia	croatia
led	nationals	croatia
leads	turning	turning
had	baron	baron
have	sailors	sailors
has	grows	grows
have	acclaim	acclaim
had	acclaim	acclaim
has	excited	excited
sought	decisive	decisive
seek	plantations	unique
seeks	grows	grows
seek	heroes	heroes
sought	heroes	heroes
seeks	turning	turning
said	decisive	decisive
say	unique	unique
says	intersects	heaven
say	software	software
said	demanding	demanding
says	allmusic	allmusic
looked	cartoon	cartoon
look	buying	buying
looks	lights	lights
look	mistake	mistake
looked	investigate	investigate
looks	buying	buying
resolved	synod	synod
resolve	promised	promised
