rougher	rob	rob
promote	infections	infections
promoted	ballet	ballet
promotes	vice	vice
changed	perception	perception
change	increases	increases
changes	partly	partly
change	reformed	73
changed	setting	setting
changes	increases	increases
found	search	search
find	actual	actual
finds	search	search
find	ammunition	ammunition
found	artifacts	artifacts
finds	scattered	scattered
proved	delegates	villain
prove	i.e.	i.e.
proves	villain	villain
prove	!	!
proved	!	!
proves	i.e.	i.e.
eliminated	forested	specialists
eliminate	permit	i.e.
eliminates	poison	poison
eliminate	!	!
eliminated	!	!
eliminates	teamed	teamed
preserved	highlights	highlights
preserve	markings	i.e.
preserves	tends	villain
preserve	!	!
preserved	!	!
preserves	deep	deep
kept	vacant	specialists
keep	smaller	contains
keeps	poison	aviv
keep	neck	weekend
kept	informed	informed
keeps	accessed	accessed
sought	purchasing	purchasing
seek	views	i.e.
seeks	alternatives	alternatives
seek	defend	defend
sought	rebels	rebels
seeks	accessed	accessed
moved	laurel	laurel
move	journalism	journalism
moves	realizing	realizing
move	flank	flank
moved	touchdown	touchdown
moves	subdivision	subdivision
believed	admits	reasoning
believe	fold	fold
believes	tended	instruments
believe	lineup	lineup
believed	boyfriend	abandon
believes	begins	begins
returned	possession	possession
return	discontinued	discontinued
returns	tulsa	register
return	touchdowns	refugees
returned	boyfriend	boyfriend
returns	martha	martha
worked	organist	organist
work	supervision	supervision
works	opinion	opinion
work	drag	simpson
worked	le	le
works	organisations	researcher
developed	youth	youth
develop	overcome	overcome
develops	gender	gender
develop	flank	flank
developed	taiwan	taiwan
develops	overcome	promotions
reached	semifinals	semifinals
reach	copies	copies
reaches	famed	98
reach	passages	passages
reached	passages	passages
reaches	chosen	stopping
extended	simpson	simpson
extend	bypass	bypass
extends	crescent	crescent
extend	1200	broadcasting
extended	reality	reality
extends	bypass	deer
raised	98	98
raise	lunch	albeit
raises	98	98
raise	!	!
raised	!	!
raises	lunch	thick
built	certainly	certainly
build	bypass	bypass
builds	constructed	constructed
build	proven	proven
built	quality	compared
builds	constructed	constructed
promoted	morocco	98
promote	promotions	promotions
promotes	cane	cane
promote	promotions	promotions
promoted	basketball	basketball
promotes	supports	supports
paid	fees	deposits
pay	providers	distinguish
pays	paid	wet
pay	administered	administered
paid	subscribers	subscribers
pays	rider	rider
celebrated	contributions	contributions
celebrate	comic	comic
celebrates	28th	28th
celebrate	!	!
celebrated	!	!
celebrates	sad	sad
developed	socially	socially
develop	weakened	lab
develops	ecology	ecology
develop	compelled	compelled
developed	protocols	protocols
develops	lab	lab
took	1849	1849
take	joey	distinguish
takes	peaks	peaks
take	indicates	indicates
took	indicates	indicates
takes	bowler	bowler
avoided	subjected	subjected
avoid	step	step
avoids	convince	convince
avoid	!	!
avoided	!	!
avoids	loses	loses
knew	lonely	lonely
know	stay	stay
knows	talking	thin
know	knew	knew
knew	terrace	terrace
knows	everyone	everyone
brought	purposes	breed
bring	latest	latest
brings	compression	credits
bring	erected	erected
brought	erected	erected
brings	focuses	latest
discussed	commuter	commuter
discuss	prove	prove
discusses	lesbian	lesbian
discuss	hold	hold
discussed	portrayed	portrayed
discusses	diagnosis	diagnosis
sold	purchased	purchased
sell	prove	enterprises
sells	foods	foods
sell	erected	erected
sold	erected	erected
sells	fisher	framework
followed	19th-century	19th-century
follow	prove	prove
follows	verses	verses
follow	away	away
followed	comprised	erected
follows	framework	framework
met	!	!
meet	ruling	ruling
meets	!	!
meet	continuously	continuously
met	assumes	assumes
meets	basketball	basketball
needed	!	!
need	continue	continue
needs	!	!
need	quality	responsibility
needed	entire	entire
needs	motivation	motivation
studied	!	!
study	diversity	diversity
studies	!	!
study	diversity	diversity
studied	anthropology	anthropology
studies	m.a.	m.a.
ended	!	!
end	ruling	ruling
ends	!	!
end	ruling	ruling
ended	membrane	membrane
ends	stalin	stalin
changed	!	!
change	statute	statute
changes	!	!
change	stable	stable
changed	suspension	suspension
changes	assume	assume
increased	enrollment	enrollment
increase	combining	combining
increases	increases	increases
increase	muscle	muscle
increased	lack	lack
increases	saga	saga
seemed	cao	cao
seem	historian	historian
seems	mann	mann
seem	refuse	refuse
seemed	traded	traded
seems	saga	saga
provided	outlets	outlets
provide	connections	connections
provides	devices	accommodate
provide	dense	dense
provided	tuition	tuition
provides	saga	saga
determined	uruguay	uruguay
determine	concludes	concludes
determines	160	160
determine	variation	variation
determined	implications	implications
determines	saga	saga
felt	uruguay	uruguay
feel	isn	isn
feels	accommodate	accommodate
feel	refuse	refuse
felt	reviewed	reviewed
feels	saga	saga
earned	salary	salary
earn	pursued	pursued
earns	pitched	pitched
earn	!	!
earned	!	!
earns	device	device
helped	warwick	warwick
help	creators	momentum
helps	hawaiian	avoid
help	teamed	translated
helped	evident	evident
helps	cortex	receive
lived	competition	1962
live	fitzgerald	fitzgerald
lives	monk	monk
live	itv	translated
lived	itv	itv
lives	apartment	apartment
became	warwick	warwick
become	pursued	pursued
becomes	monk	monk
become	push	push
became	16th	16th
becomes	focal	focal
had	lancashire	lancashire
have	creators	creators
has	grey	grey
have	translated	translated
had	brazilian	brazilian
has	understand	understand
looked	mid-1990s	mid-1990s
look	consequences	consequences
looks	retains	wii
look	enacted	enacted
looked	says	failures
looks	reaches	soul
lived	exhibition	exhibition
live	extinct	expectations
lives	intersection	griffith
live	failures	failures
lived	failures	failures
lives	happens	happens
protected	1879	1879
protect	endangered	administrative
protects	rain	rain
protect	!	!
protected	!	!
protects	valleys	valleys
returned	exhibition	exhibition
return	kids	kids
returns	meditation	meditation
return	accidentally	accidentally
returned	failures	failures
returns	happens	happens
sought	1879	1879
seek	situation	situation
seeks	passes	passes
seek	pollution	pollution
sought	uniforms	uniforms
seeks	remix	remix
allowed	rational	rational
allow	accompany	accompany
allows	desired	desired
allow	peaceful	peaceful
allowed	compliance	compliance
allows	treat	accused
extended	86	86
extend	26	26
extends	mongolia	traces
extend	extended	extended
extended	compliance	compliance
extends	connections	southeast
seemed	specimens	specimens
seem	hiatus	hiatus
seems	mongolia	mongolia
seem	thing	thing
seemed	paying	paying
seems	commercials	commercials
needed	bengal	fresh
need	fcc	fcc
needs	professionals	thousands
need	fulfill	fulfill
needed	survived	survived
needs	realistic	realistic
said	specimen	specimen
say	tell	tell
says	sophie	whatever
say	script	script
said	brooke	brooke
says	folk	folk
got	quebec	quebec
get	aliens	aliens
gets	myself	fiber
get	commons	commons
got	discuss	discuss
gets	myself	myself
asked	carter	carter
ask	replied	replied
asks	fiber	fiber
ask	realizing	realizing
asked	youth	discuss
asks	replied	replied
studied	exhibited	exhibited
study	nobel	nobel
studies	organisms	organisms
study	observed	observed
studied	mathematics	mathematics
studies	bottle	bottle
preserved	exhibited	quebec
preserve	shapes	shapes
preserves	dams	arguably
preserve	!	!
preserved	!	!
preserves	markings	markings
saw	august	august
see	tens	tens
sees	words	words
see	careers	careers
saw	homeless	homeless
sees	safely	safely
left	commander-in-chief	commander-in-chief
leave	leg	divide
leaves	attraction	attraction
leave	oval	oval
left	santiago	santiago
leaves	divide	divide
eliminated	inscribed	inscribed
eliminate	leg	leg
eliminates	combustion	combustion
eliminate	!	!
eliminated	!	!
eliminates	corridor	corridor
decided	hang	hang
decide	rights	rights
decides	pronounced	pronounced
decide	pursue	pursue
decided	hal	hal
decides	dignity	dignity
preserved	commander-in-chief	commander-in-chief
preserve	glass	glass
preserves	accessed	accessed
preserve	!	!
preserved	!	!
preserves	trends	trends
led	commander-in-chief	batted
lead	appreciation	appreciation
leads	receptions	saves
lead	del	del
led	militia	1878
leads	dignity	dignity
extended	passes	passes
extend	completion	completion
extends	depot	depot
extend	1200	1200
extended	medal	explaining
extends	extends	extends
came	ideals	mistake
come	withdraw	withdraw
comes	mistake	mistake
come	eisenhower	eisenhower
came	reprinted	reprinted
comes	laura	laura
received	yourself	yourself
receive	counting	counting
receives	67	67
receive	currency	currency
received	organizational	organizational
receives	metacritic	metacritic
started	1849	1849
start	anymore	anymore
starts	wicket	wicket
start	torque	torque
started	spy	spy
starts	dodgers	julius
recognized	circulation	circulation
recognize	compete	compete
recognizes	conscience	conscience
recognize	chaos	chaos
recognized	medal	medal
recognizes	subspecies	subspecies
increased	pearson	pearson
increase	inflation	inflation
increases	workforce	workforce
increase	recovering	recovering
increased	1803	1803
increases	50	50
proved	1890s	scorer
prove	inflation	inflation
proves	hardly	hardly
prove	!	!
proved	!	!
proves	analysis	analysis
raised	escape	escape
raise	wages	wages
raises	escape	escape
raise	!	!
raised	!	!
raises	posts	posts
determined	deemed	bradford
determine	sustainable	sustainable
determines	gloucestershire	gloucestershire
determine	fruits	fruits
determined	attachment	attachment
determines	x-ray	x-ray
became	immigrated	immigrated
become	charities	charities
becomes	realize	realize
become	reveals	reveals
became	franois	franois
becomes	adults	adults
resolved	complained	commemorate
resolve	deputies	deputies
resolves	!	!
resolve	algorithms	algorithms
resolved	quarter-finals	quarter-finals
resolves	!	!
won	round	pga
win	flanders	flanders
wins	!	!
win	losses	divisions
won	quarter-finals	quarter-finals
wins	!	!
joined	quarterfinals	deported
join	liaison	liaison
joins	!	!
join	abandoned	abandoned
joined	quarter-finals	quarter-finals
joins	!	!
saw	teamed	teamed
see	...	...
sees	!	!
see	urging	urging
saw	driven	driven
sees	!	!
developed	chartered	chartered
develop	insight	insight
develops	!	!
develop	algorithms	algorithms
developed	munster	munster
develops	!	!
tried	maybe	outfit
try	separately	1851
tries	highway	kid
try	sean	sean
tried	discuss	discuss
tries	wireless	wireless
looked	historian	historian
look	saving	saving
looks	intersects	intersects
look	commemorate	incomplete
looked	joke	1870
looks	accent	accent
determined	factors	factors
determine	bodies	bodies
determines	intersects	oz
determine	problem	problem
determined	selected	eva
determines	finds	finds
took	grouped	grouped
take	cheshire	cheshire
takes	fat	fat
take	turkish	turkish
took	industries	industries
takes	pulling	pulling
said	why	why
say	isn	wesley
says	why	why
say	permit	permit
said	inspired	inspired
says	constantine	constantine
lived	eponymous	eponymous
live	confluence	confluence
lives	non-families	non-families
live	debts	accepting
lived	ship	ship
lives	non-families	tuberculosis
paid	7000	7000
pay	generation	generation
pays	fee	chamberlain
pay	lloyd	lloyd
paid	newest	conservatives
pays	lucky	lucky
raised	7000	7000
raise	intercepted	intercepted
raises	proceed	proceed
raise	!	!
raised	!	!
raises	pigs	pigs
was	collectively	collectively
be	shoe	convinced
is	dimension	dimension
be	endemic	carr
was	operates	operates
is	portuguese	portuguese
found	1970	spectators
find	assessed	convinced
finds	obtain	obtain
find	arrives	arrives
found	discovers	behind
finds	expressed	expressed
produced	offspring	offspring
produce	imported	imported
produces	!	!
produce	mortgage	mortgage
produced	mortgage	mortgage
produces	!	!
opened	1938	1938
open	drinks	drinks
opens	!	!
open	seated	seated
opened	focuses	focuses
opens	!	!
remained	1938	1938
remain	contest	elena
remains	!	!
remain	mortgage	mortgage
remained	treasury	treasury
remains	!	!
ensured	quality	quality
ensure	!	!
ensures	!	!
ensure	tickets	tickets
ensured	fraction	fraction
ensures	!	!
said	tales	tales
say	honest	honest
says	!	!
say	mortgage	mortgage
said	estate	estate
says	!	!
won	eurovision	eurovision
win	winning	winning
wins	!	!
win	equivalent	equivalent
won	gmina	gmina
wins	!	!
joined	eurovision	eurovision
join	rochester	rochester
joins	!	!
join	islamic	asia
joined	tidal	tidal
joins	!	!
remained	tongue	tongue
remain	identifying	identifying
remains	!	!
remain	statute	statute
remained	statute	statute
remains	!	!
showed	cornwall	cornwall
show	identifying	identifying
shows	!	!
show	asia	asia
showed	asia	asia
shows	!	!
reduced	differential	differential
reduce	runway	identifying
reduces	!	!
reduce	increasing	increasing
reduced	gmina	gmina
reduces	!	!
won	lisa	lisa
win	narrowly	ambassador
wins	!	!
win	kazakhstan	kazakhstan
won	honors	honors
wins	!	!
paid	residence	residence
pay	pay	pay
pays	!	!
pay	mortgage	mortgage
paid	flexibility	flexibility
pays	!	!
gave	devoted	devoted
give	seeks	seeks
gives	!	!
give	spiritual	spiritual
gave	relics	relics
gives	!	!
saved	residence	residence
save	seeks	seeks
saves	!	!
save	countryside	countryside
saved	countryside	countryside
saves	!	!
changed	devoted	devoted
change	seeks	seeks
changes	!	!
change	suspension	suspension
changed	accidents	accidents
changes	!	!
stayed	'd	'd
stay	hostilities	really
stays	dawn	dawn
stay	formed	formed
stayed	steady	steady
stays	hostilities	hostilities
joined	'd	'd
join	airport	airport
joins	eurovision	eurovision
join	crusade	makers
joined	rochester	rochester
joins	hostilities	hostilities
created	relied	relied
create	really	really
creates	pay	pay
create	hurt	hurt
created	steady	steady
creates	sang	sang
ran	accounts	1971
run	cruise	cruise
runs	runs	runs
run	makers	makers
ran	batting	batting
runs	hub	really
found	1971	1971
find	blood	unity
finds	marco	marco
find	seeing	seeing
found	reinforcements	reinforcements
finds	we	we
proved	turf	turf
prove	mel	mel
proves	discovered	discovered
prove	!	!
proved	!	!
proves	performances	performances
produced	larvae	larvae
produce	mel	mel
produces	discovered	discovered
produce	beetle	ranging
produced	affiliate	affiliate
produces	bore	bore
eliminated	connects	connects
eliminate	wilderness	wilderness
eliminates	infinite	infinite
eliminate	!	!
eliminated	!	!
eliminates	wilderness	wilderness
studied	sculptures	titled
study	wilderness	wilderness
studies	relationships	relationships
study	counted	counted
studied	disease	disease
studies	lessons	lessons
accommodated	added	shortened
accommodate	!	!
accommodates	commuter	breakdown
accommodate	!	!
accommodated	!	!
accommodates	!	!
happened	suffers	suffers
happen	asks	asks
happens	!	!
happen	neighbouring	aided
happened	divide	ruling
happens	!	!
accommodated	formal	formal
accommodate	!	!
accommodates	!	!
accommodate	aware	aware
accommodated	heated	heated
accommodates	!	!
worked	conducted	conducted
work	log	log
works	!	!
work	steam	informed
worked	topics	topics
works	!	!
reduced	snails	snails
reduce	required	required
reduces	!	!
reduce	altitude	altitude
reduced	compression	compression
reduces	!	!
turned	deceased	cnn
turn	informed	informed
turns	!	!
turn	glen	glen
turned	deer	deer
turns	!	!
raised	foundation	foundation
raise	nadu	1851
raises	breast	breast
raise	!	!
raised	!	!
raises	poles	poles
returned	renamed	renamed
return	items	items
returns	realizing	realizing
return	smoking	smoking
returned	murder	murder
returns	husband	husband
told	tracy	tracy
tell	situations	situations
tells	realizing	realizing
tell	narrative	agnes
told	quinn	quinn
tells	surgeon	surgeon
saved	victim	victim
save	threatens	rita
saves	explored	explored
save	kids	kids
saved	lester	lester
saves	rita	rita
followed	tracy	tracy
follow	wednesday	wednesday
follows	crater	crater
follow	narrative	narrative
followed	ceremony	ceremony
follows	poles	poles
produced	ingredients	foods
produce	rpm	rpm
produces	complex	flows
produce	pathway	pathway
produced	conferences	conferences
produces	turns	turns
proved	explicit	explicit
prove	armor	armor
proves	ref	ref
prove	!	!
proved	!	!
proves	basket	basket
met	explicit	explicit
meet	ma	ma
meets	explicit	explicit
meet	johannes	johannes
met	mumbai	mumbai
meets	marry	marry
used	clinic	chancellor
use	armor	might
uses	filled	filled
use	competitive	johannes
used	ibm	ibm
uses	melodic	melodic
became	flourished	flourished
become	wizard	wizard
becomes	sees	sees
become	loyal	loyal
became	talents	talents
becomes	becomes	becomes
proved	certainly	certainly
prove	performances	performances
proves	investor	investor
prove	!	!
proved	!	!
proves	performances	performances
brought	crafts	crafts
bring	honour	honour
brings	bennett	bennett
bring	explore	hop
brought	crafts	crafts
brings	boyfriend	boyfriend
determined	cost	cost
determine	theories	bodies
determines	scores	scores
determine	transmission	transmission
determined	accordance	accordance
determines	timeline	timeline
decided	ken	ken
decide	discussions	discussions
decides	bennett	bennett
decide	pratt	pratt
decided	crafts	crafts
decides	discussions	discussions
followed	sacrifice	cost
follow	honour	honour
follows	isolated	isolated
follow	hop	hop
followed	crafts	spring
follows	starred	starred
resolved	rebuilt	rebuilt
resolve	compromise	compromise
resolves	complained	complained
resolve	!	!
resolved	!	!
resolves	peaceful	peaceful
won	won	won
win	doubles	doubles
wins	pga	pga
win	robertson	robertson
won	points	points
wins	winning	winning
bought	properties	properties
buy	fraction	fraction
buys	tickets	properties
buy	!	!
bought	!	!
buys	old	old
studied	primary	primary
study	anthropology	anthropology
studies	gymnasium	gymnasium
study	analysis	analysis
studied	laid	laid
studies	teaching	teaching
liked	linked	linked
like	regards	everyone
likes	watches	watches
like	predominantly	predominantly
liked	points	points
likes	meals	will
eliminated	implement	measures
eliminate	finalists	finalists
eliminates	receptors	receptors
eliminate	!	!
eliminated	!	!
eliminates	generator	generator
led	descent	descent
lead	stern	stern
leads	vocalist	nervous
lead	flee	flee
led	competes	marty
leads	frustrated	frustrated
ended	das	das
end	vertical	vertical
ends	nervous	nervous
end	ease	ease
ended	demanding	demanding
ends	puts	puts
saved	aberdeen	aberdeen
save	threatens	threatens
saves	nervous	nervous
save	spider-man	spider-man
saved	bulldogs	bulldogs
saves	threatens	threatens
served	gibraltar	gibraltar
serve	parachute	parachute
serves	nervous	nervous
serve	segment	segment
served	salem	salem
serves	judicial	judicial
lived	photos	rated
live	marriage	marriage
lives	video	video
live	protect	protect
lived	mature	survival
lives	unincorporated	unincorporated
went	batch	batch
go	critics	critics
goes	speedway	speedway
go	protect	protect
went	decommissioned	decommissioned
goes	disputed	disputed
decided	privileges	privileges
decide	seek	seek
decides	governing	governing
decide	macdonald	macdonald
decided	whatever	whatever
decides	1869	requirements
understood	crossroads	crossroads
understand	teachings	teachings
understands	organism	spike
understand	!	!
understood	!	!
understands	meanings	meanings
served	1926	1926
serve	commissioners	commissioners
serves	liability	liability
serve	reviewing	reviewing
served	serving	scouting
serves	reserve	faculty
stayed	punishment	punishment
stay	hot	savings
stays	hal	leaving
stay	receptors	sharp
stayed	sharp	sharp
stays	wanderers	wanderers
helped	admission	admission
help	rica	rica
helps	fantasy	fantasy
help	sharing	sharing
helped	grow	types
helps	accepts	1993
seemed	conviction	conviction
seem	operas	operas
seems	handed	handed
seem	we	we
seemed	lds	aesthetic
seems	constantine	constantine
kept	barely	barely
keep	sharing	staffordshire
keeps	leaving	leaving
keep	sharing	sharing
kept	jules	sharp
keeps	threatens	threatens
said	flames	flames
say	operas	operas
says	anymore	device
say	we	we
said	selected	sharp
says	threatens	threatens
allowed	asteroid	asteroid
allow	prohibited	prohibited
allows	particle	particle
allow	flexibility	flexibility
allowed	bid	merging
allows	tendency	tendency
came	ranger	ranger
come	peasants	peasants
comes	tomatoes	trout
come	hand	hand
came	gaelic	merging
comes	stole	stole
remained	entering	1813
remain	calcutta	calcutta
remains	entering	entering
remain	os	os
remained	posted	posted
remains	rotten	rotten
took	date	peak
take	discusses	reserved
takes	breaks	breaks
take	superman	superman
took	merging	merging
takes	metacritic	metacritic
avoided	peak	peak
avoid	prevention	prevention
avoids	resemble	resemble
avoid	!	!
avoided	!	!
avoids	dish	dish
earned	promotion	promotion
earn	olivia	snake
earns	crossed	crossed
earn	!	!
earned	!	!
earns	sociology	sociology
remained	bryan	bryan
remain	calcutta	calcutta
remains	accessed	accessed
remain	danger	danger
remained	centuries	centuries
remains	moscow	linking
studied	earning	earning
study	archaeology	archaeology
studies	scholarships	scholarships
study	mathematics	mathematics
studied	lecturer	lecturer
studies	studying	studying
promoted	1970	1970
promote	formation	johnston
promotes	threatening	threatening
promote	sensitivity	regardless
promoted	cf	regardless
promotes	evil	evil
took	eurovision	eurovision
take	shane	shane
takes	p.m.	p.m.
take	sunshine	sunshine
took	lovers	lovers
takes	skiing	skiing
increased	improved	improved
increase	loss	loss
increases	wages	wages
increase	limiting	unity
increased	graduating	graduating
increases	receptors	receptors
included	includes	includes
include	release	defining
includes	includes	includes
include	finn	finn
included	horn	horn
includes	learns	defining
saved	cdp	cdp
save	unfortunately	unfortunately
saves	holly	holly
save	seasons	seasons
saved	dwarf	dwarf
saves	lucky	lucky
ran	sussex	sussex
run	breakthrough	stamp
runs	cry	cry
run	run	leonard
ran	innings	affiliate
runs	anime	anime
said	going	going
say	isn	isn
says	cry	cry
say	david	david
said	demolished	demolished
says	believe	believe
joined	carroll	carroll
join	pga	pga
joins	paralympics	paralympics
join	rhine	rhine
joined	days	days
joins	pga	pga
built	afford	afford
build	situated	toll
builds	emergence	emergence
build	tend	tend
built	directions	directions
builds	situated	situated
studied	charities	charities
study	1799	1799
studies	enrolled	avenue
study	also	also
studied	disease	disease
studies	enrolled	enrolled
happened	struggled	struggled
happen	toll	toll
happens	rushing	sheriff
happen	please	please
happened	please	please
happens	melodic	melodic
found	failed	failed
find	aa	aa
finds	rushing	rushing
find	tells	tells
found	minds	minds
finds	contains	contains
was	extinct	extinct
be	nhl	nhl
is	shirley	shirley
be	protecting	protecting
was	south	south
is	alumni	carter
celebrated	known	accompanying
celebrate	anniversary	anniversary
celebrates	hampton	hampton
celebrate	!	!
celebrated	!	!
celebrates	rector	rector
learned	nutrition	nutrition
learn	organize	curve
learns	shirley	shirley
learn	whale	whale
learned	mentioned	mentioned
learns	alumni	alumni
kept	negotiated	fruit
keep	obliged	bros.
keeps	container	container
keep	nova	nova
kept	taught	taught
keeps	alumni	alumni
found	expert	expert
find	extract	extract
finds	shirley	shirley
find	fails	panic
found	reunion	fights
finds	excavation	excavation
earned	postseason	postseason
earn	sociology	sociology
earns	jobs	jobs
earn	!	!
earned	!	!
earns	advancement	advancement
became	pole	pole
become	honorary	honorary
becomes	hispanic	luis
become	marked	pounds
became	montgomery	montgomery
becomes	advancement	advancement
liked	talent	talent
like	kumar	divorce
likes	represent	sustained
like	dove	pounds
liked	nottingham	nottingham
likes	advancement	advancement
sought	norton	norton
seek	efforts	efforts
seeks	dignity	dignity
seek	investigation	1919
sought	every	every
seeks	advancement	advancement
avoided	ankle	ankle
avoid	speak	speak
avoids	danger	danger
avoid	!	!
avoided	!	!
avoids	pregnancy	pregnancy
produced	crop	crop
produce	rpm	rpm
produces	diagram	diagram
produce	add	notes
produced	silence	silence
produces	dvd	dvd
prevented	harsh	harsh
prevent	niagara	niagara
prevents	hood	hood
prevent	affecting	affecting
prevented	capturing	capturing
prevents	indirect	rain
asked	delegation	delegation
ask	add	add
asks	investigators	investigators
ask	something	something
asked	hugh	hugh
asks	compelled	conclusion
determined	versus	states
determine	indeed	indeed
determines	ecological	cognitive
determine	particular	particular
determined	lions	lions
determines	trick	trick
took	preparatory	preparatory
take	rhine	rhine
takes	reveals	reveals
take	seconds	seconds
took	mumbai	mumbai
takes	finale	finale
resolved	frontier	frontier
resolve	bias	bias
resolves	frontier	frontier
resolve	!	!
resolved	!	!
resolves	bias	bias
provided	charging	charging
provide	assistance	assistance
provides	fast	fast
provide	elect	elect
provided	outcome	outcome
provides	assistance	assistance
began	borneo	borneo
begin	dressed	contact
begins	ali	dakota
begin	voiced	voiced
began	voiced	voiced
begins	travelling	travelling
went	storyline	storyline
go	proceed	proceed
goes	las	las
go	sail	sail
went	airplane	airplane
goes	springs	springs
served	post-war	post-war
serve	phil	phil
serves	weekday	constantly
serve	elect	elect
served	airplane	airplane
serves	falls	falls
did	philharmonic	philharmonic
do	strongly	lifestyle
does	!	!
do	data	data
did	implement	implement
does	!	!
lived	remake	remake
live	extinct	extinct
lives	!	!
live	saints	countryside
lived	settle	settle
lives	!	!
prevented	ref	indonesian
prevent	kill	kill
prevents	!	!
prevent	integrate	mortgage
prevented	binding	settle
prevents	!	!
became	vegas	specializing
become	peers	1795
becomes	!	!
become	reliability	reliability
became	lanes	lanes
becomes	!	!
ended	closure	closure
end	petty	petty
ends	!	!
end	conditions	conditions
ended	lanes	lanes
ends	!	!
left	macdonald	wedding
leave	tactics	tactics
leaves	decides	decides
leave	leave	leave
left	manitoba	manitoba
leaves	notation	notation
considered	2000	2000
consider	tactics	tactics
considers	specified	specified
consider	presumed	presumed
considered	vienna	vienna
considers	layout	layout
saw	ivan	ivan
see	europe	village
sees	compression	compression
see	feels	feels
saw	julia	julia
sees	walks	walks
saved	spend	spend
save	marine	marine
saves	node	node
save	cat	democrats
saved	receptions	receptions
saves	resembles	resembles
said	clash	clash
say	owl	owl
says	node	node
say	helena	helena
said	helena	helena
says	...	...
proved	d	d
prove	precisely	precisely
proves	p	p
prove	!	!
proved	!	!
proves	possibility	possibility
sent	sends	virus
send	endangered	endangered
sends	sends	sends
send	android	android
sent	send	route
sends	exhibitions	exhibitions
created	resigned	resigned
create	xbox	centered
creates	triumph	triumph
create	forms	forms
created	abuse	auto
creates	algorithm	centered
met	muhammad	muhammad
meet	analyst	bloc
meets	shifting	stationed
meet	springs	springs
met	late	late
meets	asset	asset
showed	maggie	maggie
show	correlation	correlation
shows	pbs	secretary
show	1300	1300
showed	late	late
shows	cortex	cortex
made	stole	stole
make	tram	tram
makes	rises	rises
make	glory	glory
made	pick	pick
makes	contrast	contrast
protected	market	market
protect	gmina	gmina
protects	humanity	humanity
protect	!	!
protected	!	!
protects	gmina	endangered
included	iraq	iraq
include	include	include
includes	vegas	vegas
include	inheritance	70
included	monuments	monuments
includes	competed	competed
decided	americas	americas
decide	removal	removal
decides	jamie	jamie
decide	clip	clip
decided	wants	piper
decides	pulse	pulse
ended	cunningham	cunningham
end	eagle	eagle
ends	drives	drives
end	clip	clip
ended	gill	ventures
ends	asserted	asserted
extended	amended	amended
extend	upgrade	upgrade
extends	!	!
extend	1200	1200
extended	extending	extending
extends	!	!
went	concentrated	concentrated
go	upgrade	upgrade
goes	!	!
go	keep	keep
went	mvp	mvp
goes	!	!
liked	williams	collaboration
like	struggled	struggled
likes	!	!
like	30000	30000
liked	averaging	averaging
likes	!	!
served	u.s.	longest
serve	south-east	south-east
serves	!	!
serve	four-year	four-year
served	honors	honors
serves	!	!
changed	pound	pound
change	upgrade	upgrade
changes	!	!
change	four-year	four-year
changed	mvp	mvp
changes	!	!
returned	underwent	underwent
return	privacy	privacy
returns	discharged	discharged
return	regain	heather
returned	calcutta	energy
returns	going	going
learned	smoking	leon
learn	choosing	choosing
learns	cultures	cultures
learn	maturity	computers
learned	titans	mid-1980s
learns	badge	badge
thought	hate	hate
think	commitment	commitment
thinks	locality	locality
think	replied	computers
thought	knowing	knowing
thinks	prevalent	organisms
became	calcutta	calcutta
become	choosing	choosing
becomes	negro	negro
become	replied	maturity
became	tube	mid-1980s
becomes	prevalent	mcmahon
understood	leon	leon
understand	meanings	understanding
understands	belonging	belonging
understand	!	!
understood	!	!
understands	meanings	meanings
sent	!	!
send	beijing	beijing
sends	!	!
send	existing	existing
sent	dawson	throws
sends	email	email
needed	!	!
need	existing	existing
needs	!	!
need	seating	seating
needed	entire	entire
needs	motivation	motivation
preserved	!	!
preserve	railways	railways
preserves	!	!
preserve	gates	gates
preserved	!	!
preserves	mature	mature
developed	!	!
develop	consortium	consortium
develops	!	!
develop	occurring	occurring
developed	neurons	neurons
develops	combustion	combustion
served	!	!
serve	seating	seating
serves	!	!
serve	existing	existing
served	sr.	sr.
serves	captain	captain
protected	tiles	tiles
protect	commission	commission
protects	!	!
protect	funds	funds
protected	duchy	duchy
protects	!	!
required	deeper	11th
require	algorithm	algorithm
requires	!	!
require	flexibility	flexibility
required	flexibility	flexibility
requires	!	!
happened	driven	driven
happen	barely	barely
happens	!	!
happen	hoped	hoped
happened	mainland	countryside
happens	!	!
saved	kennedy	kennedy
save	efficient	efficient
saves	!	!
save	funds	funds
saved	countryside	countryside
saves	!	!
understood	hip-hop	hip-hop
understand	organizing	organizing
understands	!	!
understand	funds	funds
understood	duchy	duchy
understands	!	!
brought	meals	meals
bring	reopened	attract
brings	rope	rope
bring	reopened	reopened
brought	petty	petty
brings	gill	gill
led	afc	afc
lead	overwhelming	overwhelming
leads	crush	crush
lead	reopened	reopened
led	public	ensuring
leads	gothic	gothic
had	prototype	prototype
have	stay	stay
has	membrane	woman
have	capacity	capacity
had	purchasing	purchasing
has	gill	gill
sought	assist	assist
seek	northward	northward
seeks	membrane	membrane
seek	capacity	capacity
sought	advance	advance
seeks	gill	gill
said	hey	knew
say	nose	nose
says	co-written	co-written
say	radar	radar
said	1939	1939
