rougher	function	function
liked	quarter-finals	201415
likes	marriages	marriages
provided	port	raf
provide	clips	clips
provides	insight	subway
provide	networking	networking
provided	mc	mc
provides	collector	collector
continued	raf	raf
continue	burlington	burlington
continues	refuses	growing
continue	nearest	nearest
continued	mc	mc
continues	decade	decade
promoted	logistics	raf
promote	keep	keep
promotes	sustainable	sustainable
promote	dignity	dignity
promoted	activists	activists
promotes	too	too
changed	congressional	congressional
change	poor	poor
changes	congressional	congressional
change	cartoons	cartoons
changed	concepts	concepts
changes	chase	chase
found	prisoners	prisoners
find	assessed	assessed
finds	threatens	escapes
find	artifacts	artifacts
found	mortar	mortar
finds	assessed	assessed
proved	chronicle	buddhism
prove	yield	yield
proves	seeks	seeks
prove	!	!
proved	!	!
proves	sensitivity	sensitivity
eliminated	connects	connects
eliminate	runner-up	runner-up
eliminates	receptors	receptors
eliminate	!	!
eliminated	!	!
eliminates	teamed	teamed
preserved	developments	developments
preserve	bore	bore
preserves	seeks	developments
preserve	!	!
preserved	!	!
preserves	subset	subset
kept	struggled	struggled
keep	aid	fur
keeps	tel	tel
keep	candy	candy
kept	bulls	bulls
keeps	applications	basement
sought	receiving	receiving
seek	captured	captured
seeks	seeks	seeks
seek	weakened	weakened
sought	jose	jose
seeks	real-time	real-time
moved	rodrguez	date
move	territorial	territorial
moves	describes	describes
move	handle	access
moved	incorporating	incorporating
moves	territorial	territorial
believed	reflects	reflects
believe	plane	plane
believes	glory	glory
believe	demanded	demanded
believed	developments	developments
believes	wisdom	wisdom
returned	guest	guest
return	discontinued	discontinued
returns	guest	guest
return	bet	bet
returned	waived	waived
returns	crazy	crazy
worked	m.	m.
work	instrumental	instrumental
works	crafts	crafts
work	expert	expert
worked	1790	1790
works	majors	majors
developed	agnes	agnes
develop	ibm	ibm
develops	pale	pale
develop	marketed	marketed
developed	leisure	incorporating
develops	dimension	quantum
reached	playoff	playoff
reach	continues	continues
reaches	vol	vol
reach	balance	balance
reached	prosperity	prosperity
reaches	runs	runs
extended	carey	carey
extend	short-term	short-term
extends	parkway	parkway
extend	gap	franchise
extended	texture	texture
extends	intersects	intersects
raised	proportion	ward
raise	internal	internal
raises	walks	ward
raise	!	!
raised	!	!
raises	runs	runs
built	sinclair	sinclair
build	adjoining	bones
builds	constructed	constructed
build	cooperation	cooperation
built	texture	texture
builds	intersects	intersects
promoted	promoting	promoting
promote	divisin	divisin
promotes	collaborative	collaborative
promote	practices	practices
promoted	enhance	enhance
promotes	lieutenant	lieutenant
paid	defendant	defendant
pay	everyone	everyone
pays	dismissal	dismissal
pay	damages	refer
paid	observation	observation
pays	object	object
celebrated	vancouver	vancouver
celebrate	win	win
celebrates	celebrating	happy
celebrate	!	!
celebrated	!	!
celebrates	beth	beth
developed	tibetan	tibetan
develop	develop	develop
develops	enthusiastic	enthusiastic
develop	diagnostic	diagnostic
developed	classroom	classroom
develops	flora	thunder
took	defendant	defendant
take	takes	takes
takes	guardian	guardian
take	refer	refer
took	refer	refer
takes	takes	takes
avoided	violated	violated
avoid	chances	chances
avoids	cut	cut
avoid	!	!
avoided	!	!
avoids	beth	beth
knew	words	words
know	forget	forget
knows	funny	funny
know	away	away
knew	irene	irene
knows	try	try
brought	commentators	commentators
bring	behaviour	behaviour
brings	multiplayer	multiplayer
bring	promised	promised
brought	delivered	brook
brings	try	try
discussed	mail	mail
discuss	fail	fail
discusses	funny	funny
discuss	describes	affiliation
discussed	premiership	commissioner
discusses	long-term	long-term
sold	co.	broadcast
sell	600	600
sells	foods	foods
sell	goods	shipped
sold	warehouse	warehouse
sells	slavery	slavery
followed	below	below
follow	commitment	commitment
follows	verses	verses
follow	away	away
followed	basilica	footballer
follows	outlined	outlined
met	!	!
meet	cheshire	finances
meets	!	!
meet	expenses	expenses
met	assumes	assumes
meets	rafael	rafael
needed	!	!
need	sufficient	sufficient
needs	!	!
need	afford	afford
needed	solving	solving
needs	selective	selective
studied	!	!
study	schooling	schooling
studies	!	!
study	accuracy	accuracy
studied	anthropology	anthropology
studies	m.a.	m.a.
ended	!	!
end	expenses	expenses
ends	!	!
end	afford	expenses
ended	intersects	intersects
ends	championship	championship
changed	!	!
change	afford	afford
changes	!	!
change	afford	afford
changed	underwent	underwent
changes	lester	lester
increased	300000	300000
increase	particle	particle
increases	constituted	constituted
increase	temperatures	temperatures
increased	temperatures	temperatures
increases	nights	nights
seemed	subjects	subjects
seem	grow	grow
seems	drunk	documented
seem	role	role
seemed	application	application
seems	villain	villain
provided	unions	unions
provide	interactive	interactive
provides	drunk	constituted
provide	labs	management
provided	management	management
provides	eaten	eaten
determined	consecutive	consecutive
determine	particle	particle
determines	universe	universe
determine	algebraic	algebraic
determined	assume	management
determines	operator	operator
felt	dawn	dawn
feel	teenage	teenage
feels	loving	loving
feel	say	say
felt	attitudes	elliott
feels	nazi	nazi
earned	premiership	premiership
earn	slightly	slightly
earns	increases	increases
earn	!	!
earned	!	!
earns	slightly	slightly
helped	airline	airline
help	desire	desire
helps	assess	assess
help	villagers	villagers
helped	succeeded	succeeded
helps	possesses	consumption
lived	au	au
live	independence	slightly
lives	learns	tree
live	villagers	villagers
lived	facto	facto
lives	threatened	threatened
became	seventh	seventh
become	ones	ones
becomes	factor	factor
become	protesters	protesters
became	posthumously	posthumously
becomes	lacks	lacks
had	separation	airline
have	getting	getting
has	assess	performing
have	appeals	appeals
had	brazilian	brazilian
has	cold	cold
looked	lou	lou
look	thinking	thinking
looks	smooth	smooth
look	catch	catch
looked	potential	potential
looks	crosses	crosses
lived	seating	seating
live	extinct	extinct
lives	sunny	sends
live	delegate	delegate
lived	ordinary	ordinary
lives	unincorporated	protagonist
protected	arkansas	siege
protect	experts	experts
protects	fortified	fortified
protect	!	!
protected	!	!
protects	anterior	anterior
returned	travelling	travelling
return	intentions	intentions
returns	travels	travels
return	cat	surplus
returned	defeats	defeats
returns	dying	dying
sought	issues	issues
seek	proceed	proceed
seeks	agrees	loans
seek	capacity	enable
sought	improve	improve
seeks	proceed	proceed
allowed	seals	seals
allow	concert	concert
allows	mongolia	mongolia
allow	please	please
allowed	parameters	parameters
allows	license	license
extended	gauge	gauge
extend	outlet	outlet
extends	mongolia	mongolia
extend	1200	1200
extended	seals	seals
extends	switched	switched
seemed	mechanisms	mechanisms
seem	donna	donna
seems	overwhelming	overwhelming
seem	norton	norton
seemed	contemporaries	contemporaries
seems	new	new
needed	healthcare	healthcare
need	luck	luck
needs	humanity	humanity
need	affordable	affordable
needed	assist	assist
needs	dropping	dropping
said	potential	potential
say	luck	luck
says	mongolia	mongolia
say	totally	totally
said	totally	totally
says	poem	neither
got	innovations	innovations
get	anymore	anymore
gets	myself	myself
get	fiji	fiji
got	countess	countess
gets	isn	slow
asked	brian	brian
ask	pay	pay
asks	fbi	fbi
ask	interact	discuss
asked	summoned	summoned
asks	commit	commit
studied	archaeology	archaeology
study	yoga	yoga
studies	curves	curves
study	funded	funded
studied	graduate	graduate
studies	fluid	fluid
preserved	cultural	cultural
preserve	inscriptions	inscriptions
preserves	sealed	sealed
preserve	!	!
preserved	!	!
preserves	buddha	buddha
saw	art	art
see	conscience	conscience
sees	dying	dying
see	rue	rue
saw	informs	summoned
sees	defended	defended
left	commander-in-chief	commander-in-chief
leave	creativity	creativity
leaves	analyzed	analyzed
leave	rounded	rounded
left	baseman	baseman
leaves	freely	freely
eliminated	commander-in-chief	commander-in-chief
eliminate	fix	fix
eliminates	affect	affect
eliminate	!	!
eliminated	!	!
eliminates	regardless	attraction
decided	waived	commander-in-chief
decide	lacked	lacked
decides	becomes	becomes
decide	lover	lover
decided	lieutenant	lieutenant
decides	childrens	childrens
preserved	commander-in-chief	commander-in-chief
preserve	decorative	scholarly
preserves	hiking	unesco
preserve	!	!
preserved	!	!
preserves	linguistics	linguistics
led	striker	striker
lead	terrorism	terrorism
leads	analyzed	analyzed
lead	toledo	toledo
led	assistant	assistant
leads	learning	learning
extended	moves	detached
extend	emirates	domains
extends	stable	stable
extend	sponsorship	hence
extended	gap	forth
extends	intersects	java
came	tried	tried
come	emirates	emirates
comes	innings	growing
come	withdraw	withdraw
came	moves	everyday
comes	38	38
received	kick	clark
receive	emirates	emirates
receives	janeiro	janeiro
receive	withdraw	withdraw
received	reward	reward
receives	metacritic	metacritic
started	hunger	hunger
start	pitched	pitched
starts	batting	dock
start	twist	twist
started	securing	securing
starts	pitched	pitched
recognized	tried	tried
recognize	doubt	doubt
recognizes	depiction	depiction
recognize	writers	writers
recognized	writers	writers
recognizes	trafficking	trafficking
increased	indirect	marginal
increase	expanding	expanding
increases	updates	updates
increase	considerably	considerably
increased	heating	heating
increases	user	user
proved	prosecution	scorer
prove	motivation	motivation
proves	prosecution	prosecution
prove	!	!
proved	!	!
proves	ingredients	disabilities
raised	agreed	agreed
raise	notre	notre
raises	agreed	agreed
raise	!	!
raised	!	!
raises	raise	raise
determined	interactions	interactions
determine	ideal	ideal
determines	updates	updates
determine	angular	angular
determined	baroque	baroque
determines	reasonable	reasonable
became	pronounced	pronounced
become	mark	mark
becomes	gloucestershire	pierce
become	saves	saves
became	feminine	feminine
becomes	tourism	disabilities
resolved	removed	removed
resolve	conflicts	conflicts
resolves	!	!
resolve	solve	solve
resolved	semifinals	semifinals
resolves	!	!
won	quarterfinals	quarterfinals
win	nomination	nomination
wins	!	!
win	quarter-finals	quarter-finals
won	quarter-finals	quarter-finals
wins	!	!
joined	quarterfinals	college
join	departments	departments
joins	!	!
join	hydroelectric	hydroelectric
joined	quarter-finals	quarter-finals
joins	!	!
saw	answered	answered
see	encourage	neighborhoods
sees	!	!
see	equality	equality
saw	continues	continues
sees	!	!
developed	olympics	olympics
develop	hydrogen	hydrogen
develops	!	!
develop	reducing	tolerance
developed	layer	layer
develops	!	!
tried	returned	returned
try	seized	seized
tries	failures	failures
try	goals	goals
tried	accepts	accepts
tries	unfortunately	unfortunately
looked	enormous	enormous
look	phrases	phrases
looks	trunk	trunk
look	picture	advertisements
looked	damaging	damaging
looks	kiss	kiss
determined	determining	determining
determine	neurons	neurons
determines	determining	determining
determine	depending	depending
determined	implementation	reform
determines	neurons	neurons
took	soldier	soldier
take	concord	concord
takes	bloody	bloody
take	slam	expanded
took	charter	broadcaster
takes	vs.	vs.
said	't	't
say	liked	liked
says	dear	dear
say	script	script
said	broadcaster	broadcaster
says	proteins	portal
lived	dave	unofficial
live	nephew	nephew
lives	tour	tour
live	flanders	flanders
lived	itv	itv
lives	non-families	non-families
paid	12	12
pay	investors	investors
pays	grants	grants
pay	trump	trump
paid	salary	salary
pays	heat	heat
raised	funds	funds
raise	convinced	convinced
raises	allows	allows
raise	!	!
raised	!	!
raises	motor	motor
was	resemblance	resemblance
be	malaysia	import
is	rushing	rushing
be	trump	trump
was	proportion	influential
is	particle	aside
found	hale	hale
find	infections	infections
finds	rushing	rushing
find	searching	trump
found	find	eden
finds	exploring	exploring
produced	tubes	comprehensive
produce	willing	willing
produces	!	!
produce	railroads	railroads
produced	universal	universal
produces	!	!
opened	1850	1850
open	willing	willing
opens	!	!
open	ends	ends
opened	clive	clive
opens	!	!
remained	layout	layout
remain	willing	willing
remains	!	!
remain	railroads	railroads
remained	contractor	contractor
remains	!	!
ensured	nepal	comprehensive
ensure	!	!
ensures	!	!
ensure	willing	willing
ensured	ltd.	ltd.
ensures	!	!
said	't	oh
say	willing	willing
says	!	!
say	martha	martha
said	viable	viable
says	!	!
won	capped	capped
win	winning	winning
wins	!	!
win	procedures	procedures
won	wimbledon	wade
wins	!	!
joined	interact	interact
join	began	began
joins	!	!
join	rebuild	rebuild
joined	bordered	bordered
joins	!	!
remained	servers	servers
remain	coordinator	coordinator
remains	!	!
remain	forts	forts
remained	erosion	erosion
remains	!	!
showed	rt	rt
show	administration	administration
shows	!	!
show	plains	plains
showed	expeditions	expeditions
shows	!	!
reduced	servers	servers
reduce	consists	consists
reduces	!	!
reduce	improve	rebuild
reduced	protecting	protecting
reduces	!	!
won	capped	capped
win	finalist	finalist
wins	!	!
win	wade	wade
won	finishes	plains
wins	!	!
paid	bore	bore
pay	yankees	yankees
pays	!	!
pay	guarantee	guarantee
paid	1795	1795
pays	!	!
gave	rows	rows
give	excellence	excellence
gives	!	!
give	defensive	defensive
gave	buddha	buddha
gives	!	!
saved	christie	christie
save	yearly	yearly
saves	!	!
save	trout	trout
saved	swords	swords
saves	!	!
changed	layout	layout
change	sr	sr
changes	!	!
change	imagery	imagery
changed	expeditions	expeditions
changes	!	!
stayed	regain	regain
stay	ballet	ballet
stays	regina	regina
stay	refers	refers
stayed	slow	slow
stays	40000	40000
joined	annexed	annexed
join	fellow	airport
joins	ward	ward
join	villain	villain
joined	pokmon	pokmon
joins	weekday	weekday
created	relied	relied
create	balloon	balloon
creates	dense	4000
create	varies	gibson
created	nigel	gibson
creates	spends	spends
ran	runs	resulting
run	piece	piece
runs	sutton	sutton
run	batting	batting
ran	batting	batting
runs	run	moderate
found	profits	profits
find	carved	id
finds	residents	residents
find	decides	decides
found	decides	decides
finds	id	id
proved	tissue	tissue
prove	enjoyed	enjoyed
proves	divine	tissue
prove	!	!
proved	!	!
proves	crown	crown
produced	catalog	nick
produce	transportation	transportation
produces	self	self
produce	seeks	seeks
produced	offering	offering
produces	drama	drama
eliminated	proven	survival
eliminate	round	shoulder
eliminates	infinite	infinite
eliminate	!	!
eliminated	!	!
eliminates	shoulder	hatch
studied	survival	survival
study	teaches	instructed
studies	theology	theology
study	1880s	1880s
studied	molecular	molecular
studies	lessons	lessons
accommodated	catalog	catalog
accommodate	!	!
accommodates	physically	physically
accommodate	!	!
accommodated	!	!
accommodates	!	!
happened	discussed	discussed
happen	fails	fails
happens	!	!
happen	applying	procedures
happened	specific	specific
happens	!	!
accommodated	pier	pier
accommodate	!	!
accommodates	!	!
accommodate	danger	danger
accommodated	abortion	abortion
accommodates	!	!
worked	retrospective	retrospective
work	engineer	engineer
works	!	!
work	restricted	restricted
worked	rebuild	rebuild
works	!	!
reduced	degradation	degradation
reduce	fails	fails
reduces	!	!
reduce	tension	tension
reduced	tolerance	tolerance
reduces	!	!
turned	escapes	escapes
turn	35	35
turns	!	!
turn	heads	heads
turned	unfortunately	unfortunately
turns	!	!
raised	agreed	agreed
raise	therefore	therefore
raises	workshops	workshops
raise	!	!
raised	!	!
raises	maternal	maternal
returned	spencer	spencer
return	1805	1805
returns	piper	go
return	download	download
returned	spencer	wedding
returns	1805	1805
told	tracy	tracy
tell	questioned	questioned
tells	go	go
tell	girlfriend	teammates
told	spencer	wilhelm
tells	ace	ace
saved	stole	chris
save	object	object
saves	escape	escape
save	teammates	teammates
saved	cards	eating
saves	unfortunately	unfortunately
followed	lpez	lpez
follow	inaugural	represents
follows	workshops	workshops
follow	discussing	discussing
followed	patriarch	patriarch
follows	ace	ace
produced	combustion	combustion
produce	inscribed	inscribed
produces	occurs	occurs
produce	liquid	liquid
produced	liquid	liquid
produces	calcium	reproduction
proved	easier	existence
prove	might	might
proves	discrimination	discrimination
prove	!	!
proved	!	!
proves	nevertheless	nevertheless
met	try	try
meet	succeed	succeed
meets	daisy	daisy
meet	queen	queen
met	oslo	oslo
meets	file	file
used	library	library
use	might	might
uses	targeting	minimal
use	majority	majority
used	combustion	combustion
uses	particle	particle
became	1847	1847
become	bigger	bigger
becomes	flourished	flourished
become	nurse	nurse
became	tanzania	tanzania
becomes	daisy	daisy
proved	equally	equally
prove	performances	performances
proves	gets	equally
prove	!	!
proved	!	!
proves	yourself	yourself
brought	compiled	compiled
bring	meditation	meditation
brings	recognizes	recognizes
bring	traveled	traveled
brought	motivated	motivated
brings	boyfriend	storms
determined	systematic	divisional
determine	eden	eden
determines	ana	ana
determine	symmetry	symmetry
determined	notation	notation
determines	yourself	yourself
decided	anymore	frustrated
decide	performances	performances
decides	clare	clare
decide	successors	successors
decided	motivated	successors
decides	performances	performances
followed	motivated	motivated
follow	counting	counting
follows	recognizes	recognizes
follow	notation	notation
followed	flowing	follow
follows	storms	storms
resolved	fundamental	fundamental
resolve	compromise	compromise
resolves	rehabilitation	rehabilitation
resolve	!	!
resolved	!	!
resolves	burden	burden
won	won	won
win	medals	medals
wins	pga	pga
win	semi-final	semi-final
won	ronnie	ronnie
wins	medals	medals
bought	ruth	ruth
buy	shareholders	shareholders
buys	watches	watches
buy	!	!
bought	!	!
buys	secretly	scenario
studied	analyzed	analyzed
study	educated	educated
studies	attend	attend
study	molecular	molecular
studied	molecular	molecular
studies	educated	lahore
liked	stations	12th
like	wished	wished
likes	watches	jenny
like	mutual	mutual
liked	ronnie	ronnie
likes	excited	excited
eliminated	ongoing	ongoing
eliminate	elena	elena
eliminates	accidentally	accidentally
eliminate	!	!
eliminated	!	!
eliminates	wears	suggesting
led	r	r
lead	civil	civil
leads	magnus	magnus
lead	somalia	somalia
led	territory	territory
leads	harassment	bias
ended	elder	das
end	bad	bad
ends	mutations	mutations
end	somalia	somalia
ended	lancaster	lancaster
ends	bugs	bugs
saved	nielsen	brought
save	nobody	nobody
saves	technological	technological
save	rebounds	veteran
saved	rebounds	rebounds
saves	suggesting	suggesting
served	ordained	ordained
serve	liberty	liberty
serves	nervous	nervous
serve	statues	statues
served	competes	competes
serves	technological	technological
lived	isolation	isolation
live	vanderbilt	vanderbilt
lives	screened	photographer
live	eligible	eligible
lived	tragic	tragic
lives	ranch	ranch
went	survives	survives
go	arkansas	send
goes	survives	survives
go	knows	knows
went	theme	recommendation
goes	plenty	plenty
decided	eighth	eighth
decide	declare	declare
decides	exist	exist
decide	macdonald	macdonald
decided	divorced	divorced
decides	encouraging	wyoming
understood	reconstructed	reconstructed
understand	receptors	receptors
understands	meanings	meanings
understand	!	!
understood	!	!
understands	meanings	meanings
served	1926	1926
serve	uttar	uttar
serves	furniture	furniture
serve	macdonald	reviewing
served	recommendation	recommendation
serves	uttar	governance
stayed	spell	spell
stay	anita	deposited
stays	remain	remain
stay	brakes	brakes
stayed	aesthetic	aesthetic
stays	divorced	divorced
helped	surprised	surprised
help	rescue	devised
helps	remain	remain
help	distribute	aesthetic
helped	decay	aesthetic
helps	becomes	nest
seemed	contrary	contrary
seem	powerful	powerful
seems	soviet	traditional
seem	itself	itself
seemed	aesthetic	aesthetic
seems	eternal	eternal
kept	writers	writers
keep	fur	fur
keeps	leaving	leaving
keep	essence	essence
kept	filter	filter
keeps	learn	three-year
said	knows	writers
say	anita	skills
says	knows	knows
say	nobody	nobody
said	indicate	aesthetic
says	cease	cease
allowed	waived	waived
allow	flexibility	flexibility
allows	particle	particle
allow	flexibility	feel
allowed	reducing	runners
allows	calculated	calculated
came	worcester	worcester
come	demonstrate	demonstrate
comes	platinum	platinum
come	feel	feel
came	composer	composer
comes	targets	targets
remained	autumn	autumn
remain	useful	useful
remains	virtue	virtue
remain	forts	feel
remained	r	r
remains	analog	analog
took	31	31
take	1968	1968
takes	highlight	highlight
take	feel	feel
took	took	took
takes	wickets	wickets
avoided	peak	peak
avoid	peasants	peasants
avoids	juvenile	juvenile
avoid	!	!
avoided	!	!
avoids	informs	informs
earned	finishing	finishing
earn	awarded	noun
earns	b.a.	viewers
earn	!	!
earned	!	!
earns	sociology	sociology
remained	1970	1970
remain	bavaria	bavaria
remains	enough	enough
remain	danger	danger
remained	abbot	abbot
remains	excluding	excluding
studied	1970	1970
study	chile	chile
studies	diploma	diploma
study	comparative	comparative
studied	lecturer	1960s
studies	sociology	sociology
promoted	permanent	questioned
promote	graduated	graduated
promotes	implementing	implementing
promote	sustainability	sustainability
promoted	regardless	regardless
promotes	downs	downs
took	finishing	finishing
take	vienna	vienna
takes	sum	sum
take	wounds	wounds
took	accident	accident
takes	vienna	vienna
increased	pipeline	pipeline
increase	bind	bind
increases	capacity	recurring
increase	lifted	lifted
increased	lifted	lifted
increases	introduces	introduces
included	statistics	statistics
include	neighbor	neighbor
includes	<	<
include	modification	modification
included	1977	1977
includes	introduces	introduces
saved	donald	donald
save	unfortunately	unfortunately
saves	loves	loves
save	rebounds	rebounds
saved	rebounds	rebounds
saves	leaves	rent
ran	runs	abbreviated
run	bullet	bullet
runs	runs	runs
run	batting	batting
ran	innings	innings
runs	bullet	bullet
said	processed	processed
say	proteins	proteins
says	feels	stranger
say	belong	belong
said	1879	1879
says	loves	anger
joined	eurovision	invited
join	mcdonald	mcdonald
joins	marched	marched
join	believing	believing
joined	wallace	wallace
joins	runners-up	runners-up
built	jane	jane
build	situated	decommissioned
builds	ne	ne
build	robust	robust
built	wallace	wallace
builds	roads	roads
studied	completion	completion
study	situated	situated
studies	education	education
study	rental	rental
studied	christianity	christianity
studies	studying	studying
happened	sleeping	sick
happen	yoga	yoga
happens	sick	sick
happen	specific	specific
happened	wallace	contribution
happens	knows	knows
found	sick	sick
find	mud	mud
finds	sick	sick
find	ancestor	ancestor
found	asks	file
finds	competes	competes
was	tested	tested
be	favoured	favoured
is	isn	grace
be	resort	resort
was	subdivided	subdivided
is	eagle	eagle
celebrated	beaver	beaver
celebrate	festival	festival
celebrates	touchdowns	renowned
celebrate	!	!
celebrated	!	!
celebrates	laurel	laurel
learned	motivated	beaver
learn	hal	hal
learns	nursing	nursing
learn	believing	believing
learned	discovers	discovers
learns	laurel	laurel
kept	portable	beaver
keep	obliged	obliged
keeps	lucky	lucky
keep	conscience	fails
kept	crossroads	treatments
keeps	laurel	laurel
found	jesuit	jesuit
find	receive	extract
finds	kills	kills
find	fails	fails
found	sandy	sandy
finds	feels	feels
earned	premiership	premiership
earn	sociology	sociology
earns	b.a.	td
earn	!	!
earned	!	!
earns	b.a.	b.a.
became	talent	seventh
become	focus	focus
becomes	gable	gable
become	cardiac	cardiac
became	heated	22nd
becomes	focus	focus
liked	remembered	remembered
like	myself	myself
likes	firmly	firmly
like	happiness	happiness
liked	fairly	fairly
likes	wallace	jo
sought	anticipated	anticipated
seek	future	components
seeks	agrees	eisenhower
seek	short-lived	short-lived
sought	funds	funds
seeks	hoping	hoping
avoided	places	places
avoid	focus	focus
avoids	complications	complications
avoid	!	!
avoided	!	!
avoids	apology	apology
produced	producing	producing
produce	malayalam	malayalam
produces	actual	actual
produce	wool	wool
produced	wool	wool
produces	crosses	crosses
prevented	targeted	targeted
prevent	halt	halt
prevents	lacks	lacks
prevent	distinctive	distinctive
prevented	vehicles	vehicles
prevents	reduces	immune
asked	wei	fees
ask	add	add
asks	question	question
ask	silence	silence
asked	responded	responded
asks	replied	replied
determined	determined	determined
determine	nerve	malayalam
determines	universe	universe
determine	lap	lap
determined	solved	solved
determines	reduces	reduces
took	louisville	louisville
take	takes	takes
takes	probe	probe
take	rao	bronze
took	freestyle	freestyle
takes	rain	rain
resolved	determination	determination
resolve	problems	problems
resolves	right	spatial
resolve	!	!
resolved	!	!
resolves	determine	determine
provided	anti-aircraft	anti-aircraft
provide	obligations	obligations
provides	advertising	advertising
provide	services	hong
provided	uefa	uefa
provides	allows	ji
began	until	until
begin	obligations	obligations
begins	july	july
begin	fifa	fifa
began	outbreak	outbreak
begins	enters	enters
went	concentrated	concentrated
go	obligations	obligations
goes	concentrated	manages
go	privileges	privileges
went	uefa	uefa
goes	owen	owen
served	previously	previously
serve	commander-in-chief	naval
serves	rather	manages
serve	eat	directors
served	grammar	uefa
serves	serves	serves
did	orchestral	orchestral
do	seeks	seeks
does	!	!
do	flexibility	acceptable
did	laws	laws
does	!	!
lived	beatles	remake
live	fellowship	fellowship
lives	!	!
live	rebuild	rebuild
lived	fault	fault
lives	!	!
prevented	carroll	carroll
prevent	tears	tears
prevents	!	!
prevent	flexibility	flexibility
prevented	reducing	reducing
prevents	!	!
became	solomon	solomon
become	fellowship	fellowship
becomes	!	!
become	keeping	rebuild
became	pack	pack
becomes	!	!
ended	mm	western
end	fellowship	fellowship
ends	!	!
end	rebuild	rebuild
ended	pack	pack
ends	!	!
left	evacuated	evacuated
leave	revelation	revelation
leaves	acted	acted
leave	karachi	karachi
left	snow	snow
leaves	ruins	ruins
considered	decisions	decisions
consider	fantasy	fantasy
considers	instrumental	instrumental
consider	liberals	liberals
considered	aspects	aspects
considers	3d	3d
saw	players	covers
see	seized	seized
sees	elevated	elevated
see	keeps	militia
saw	portrayed	portrayed
sees	derive	derive
saved	technological	technological
save	saves	saves
saves	technological	murder
save	militia	militia
saved	feud	feud
saves	mouse	mouse
said	midst	midst
say	feelings	feelings
says	cosmic	cosmic
say	parents	parents
said	write	eighteen
says	argue	argue
proved	prosecutor	prosecutor
prove	focus	asset
proves	implies	implies
prove	!	!
proved	!	!
proves	asset	asset
sent	sends	emperor
send	automatic	endurance
sends	sends	sends
send	blast	blast
sent	confronted	confronted
sends	north-eastern	north-eastern
created	indicated	discography
create	xbox	xbox
creates	discography	discography
create	creatures	creatures
created	minds	minds
creates	subset	rendered
met	hate	hate
meet	accompany	accompany
meets	hate	hate
meet	researchers	researchers
met	pregnant	pregnant
meets	accompany	accompany
showed	talk	billy
show	report	report
shows	rector	cousin
show	trials	trials
showed	collins	sites
shows	forewings	forewings
made	attitude	attitude
make	centers	italians
makes	salisbury	salisbury
make	salt	salt
made	salt	salt
makes	martin	martin
protected	instructed	shah
protect	gmina	gmina
protects	moves	rises
protect	!	!
protected	!	!
protects	reproduction	reproduction
included	imagery	imagery
include	eagle	eagle
includes	themes	themes
include	disney	disney
included	postal	postal
includes	barber	barber
decided	expelled	expelled
decide	regain	regain
decides	collect	collect
decide	disappointed	disappointed
decided	convince	convince
decides	barber	barber
ended	gone	gone
end	eagle	eagle
ends	projection	projection
end	divided	divided
ended	paraguay	paraguay
ends	martin	martin
extended	encoded	encoded
extend	alternative	alternative
extends	!	!
extend	increases	increases
extended	extending	extending
extends	!	!
went	jessica	same
go	profitable	profitable
goes	!	!
go	increases	appeals
went	destroying	defensive
goes	!	!
liked	landmarks	molecule
like	commented	commented
likes	!	!
like	appeal	appeal
liked	quarter-finals	quarter-finals
likes	!	!
served	supreme	cities
serve	associate	associate
serves	!	!
serve	struggled	hartford
served	minneapolis	minneapolis
serves	!	!
changed	composition	composition
change	folded	folded
changes	!	!
change	increases	increases
changed	loss	loss
changes	!	!
returned	underwent	underwent
return	raiders	raiders
returns	mare	mare
return	income	income
returned	marriage	marriage
returns	scattered	raiders
learned	postseason	postseason
learn	prefer	monitoring
learns	affecting	affecting
learn	wants	wants
learned	decides	decides
learns	angular	angular
thought	conversion	conversion
think	vital	style
thinks	tonight	wildlife
think	wants	wants
thought	rejection	rejection
thinks	organisms	organisms
became	months	months
become	equality	equality
becomes	sprint	sprint
become	wants	wants
became	heated	heated
becomes	angular	angular
understood	conversion	conversion
understand	governed	governed
understands	projection	projection
understand	!	!
understood	!	!
understands	cultivated	angular
sent	!	!
send	1842	contractor
sends	!	!
send	income	income
sent	send	send
sends	1805	1805
needed	!	!
need	rebuild	rebuild
needs	!	!
need	seating	seating
needed	solving	solving
needs	selective	selective
preserved	!	!
preserve	shops	plains
preserves	!	!
preserve	lift	lift
preserved	!	!
preserves	inscriptions	inscriptions
developed	!	!
develop	purchasing	purchasing
develops	!	!
develop	flexibility	flexibility
developed	neurons	neurons
develops	hydrogen	hydrogen
served	!	!
serve	appointed	appointed
serves	!	!
serve	seating	seating
served	enters	enters
serves	serving	serving
protected	fortified	overlooking
protect	protecting	protecting
protects	!	!
protect	funds	funds
protected	overlooking	overlooking
protects	!	!
required	goods	goods
require	outcomes	outcomes
requires	!	!
require	flexibility	flexibility
required	wage	wage
requires	!	!
happened	occur	occur
happen	cosmic	cosmic
happens	!	!
happen	specific	specific
happened	africa	africa
happens	!	!
saved	overlooking	overlooking
save	funds	funds
saves	!	!
save	suicide	tolerance
saved	overtime	overtime
saves	!	!
understood	differently	differently
understand	aims	individually
understands	!	!
understand	funds	funds
understood	overlooking	overlooking
understands	!	!
brought	1949	1949
bring	sailors	sailors
brings	lesbian	lesbian
