rougher	easier	province,
eliminate	educate	educate
eliminates	difference	difference
eliminate	!	!
eliminated	!	!
eliminates	specializing	specializing
decided	decided	decided
decide	educate	educate
decides	decided	decided
decide	decide	decide
decided	refuses	refuses
decides	ensuring	ensuring
preserved	appointed	appointed
preserve	improve	expertise
preserves	approximate	approximate
preserve	!	!
preserved	!	!
preserves	specializing	specializing
led	appointed	appointed
lead	promotes	promotes
leads	lead,	lead,
lead	evaluate	evaluate
led	relegated	relegated
leads	resulted	resulted
extended	extends	extends
extend	expanded	ancestral
extends	extends	extends
extend	comprise	comprise
extended	lasted	lasted
extends	expanded	expanded
came	came	came
come	come	come
comes	came	came
come	come	come
came	came	came
comes	comes	comes
received	received	received
receive	receiving	receiving
receives	applies	applies
receive	received	adjusted
received	received	received
receives	earned	earned
started	started	started
start	begun	begun
starts	starts	starts
start	run,	run,
started	began	began
starts	began	starts
recognized	quotes	quotes
recognize	recognised	accredited
recognizes	asian,	asian,
recognize	accept	accept
recognized	nominated	nominated
recognizes	accredited	accredited
increased	decrease	increasing
increase	increase	increase
increases	decrease	decrease
increase	increased	increased
increased	practiced	practiced
increases	increase	increase
proved	practiced	practiced
prove	blow	blow
proves	proven	noted,
prove	!	!
proved	!	!
proves	research	unprecedented
raised	exceed	exceed
raise	raise	inquiry
raises	problems,	problems,
raise	!	!
raised	!	!
raises	research	unprecedented
determined	assess	picks
determine	required	required
determines	decide	decide
determine	!	!
determined	!	!
determines	research	required
became	became	became
become	become	become
becomes	became	became
become	became	became
became	became	became
becomes	become	become
resolved	decommissioned	decommissioned
resolve	compare	compare
resolves	!	!
resolve	solve	solve
resolved	expelled	expelled
resolves	!	!
won	won	won
win	win	win
wins	!	!
win	win	win
won	trailing	trailing
wins	!	!
joined	joined	joined
join	join	join
joins	!	!
join	regulate	regulate
joined	expelled	expelled
joins	!	!
saw	still,	still,
see	threatens	threatens
sees	!	!
see	locate	escape
saw	expelled	rejected
sees	!	!
developed	grow	cooperative
develop	regulate	settings
develops	!	!
develop	regulate	regulate
developed	waived	facial
develops	!	!
tried	tried	tried
try	attempting	attempting
tries	tries	tries
try	trying	trying
tried	trying	trying
tries	tries	tries
looked	looked	looked
look	look	look
looks	looks	looks
look	looked	looked
looked	looked	looked
looks	look	look
determined	moved	moved
determine	exam	exam
determines	choose	choose
determine	!	!
determined	!	!
determines	calculated	calculated
took	took	took
take	take	take
takes	takes	takes
take	took	took
took	took	took
takes	takes	takes
said	asks	suggest
say	stated	stated
says	asks	asks
say	grandfather	grandfather
said	said	said
says	stated	stated
lived	concert	concert
live	resided	educate
lives	row.	row.
live	living	barbara
lived	married	married
lives	resided	resided
paid	fee	fee
pay	educate	educate
pays	receive	extends
pay	paid	paid
paid	paid	paid
pays	tells	tells
raised	bundesliga	bundesliga
raise	educate	educate
raises	bundesliga	bundesliga
raise	!	!
raised	!	!
raises	raise	raise
was	been	been
be	is	is
is	been	been
be	was	was
was	was	was
is	is	is
found	rented	rented
find	endemic	endemic
finds	assumes	assumes
find	find	find
found	hears	hears
finds	endemic	endemic
produced	produced	produced
produce	produce	produce
produces	!	!
produce	sell	sell
produced	purchased	purchased
produces	!	!
opened	open.	open.
open	build	enforce
opens	!	!
open	sell	import
opened	purchased	purchased
opens	!	!
remained	remained	remained
remain	remain	remain
remains	!	!
remain	resources	resources
remained	purchased	acquired
remains	!	!
ensured	emphasized	affected
ensure	afford	forget
ensures	!	!
ensure	steal	steal
ensured	purchased	purchased
ensures	!	!
said	confirmed	confirmed
say	stated	do
says	!	!
say	kiss	kiss
said	purchased	purchased
says	!	!
won	wins	wins
win	win	win
wins	!	!
win	help	help
won	habitat	inspection
wins	!	!
joined	joined	joined
join	join	join
joins	!	!
join	helps	helps
joined	shoots	snake
joins	!	!
remained	remained	still
remain	remain	remain
remains	!	!
remain	exposed	exposed
remained	exposed	exposed
remains	!	!
showed	show,	series
show	attract	attract
shows	!	!
show	activities,	activities,
showed	releases	predators
shows	!	!
reduced	violated	fixed
reduce	reduce	reduce
reduces	!	!
reduce	reduce	reduce
reduced	protective	protective
reduces	!	!
won	victories	victories
win	win	win
wins	!	!
win	desperate	desperate
won	kept	kept
wins	!	!
paid	paid	paid
pay	promotions	promotions
pays	!	!
pay	maintain	resources
paid	permitted	permitted
pays	!	!
gave	given	given
give	give	give
gives	!	!
give	satisfy	logical
gave	kept	kept
gives	!	!
saved	casualties	casualties
save	protect	protect
saves	!	!
save	desperate	desperate
saved	kept	kept
saves	!	!
changed	changes	changes
change	change	change
changes	!	!
change	change	modifications
changed	modifications	modifications
changes	!	!
stayed	stays	stays
stay	remained	occupy
stays	stays	stays
stay	stay	escape
stayed	stay	late
stays	remained	tourists
joined	joined	joined
join	join	join
joins	joins	joins
join	settle	settle
joined	turned	turned
joins	join	join
created	established	established
create	utilize	utilize
creates	build	build
create	impose	impose
created	acquired	acquired
creates	composed	composed
ran	runs	runs
run	running	running
runs	runs	runs
run	bring	bring
ran	ran	ran
runs	runs	runs
found	discovers	discovers
find	find	convince
finds	reveals	reveals
find	find	find
found	hears	hears
finds	grows	grows
proved	proved	proved
prove	satisfy	satisfy
proves	chaos	chaos
prove	!	!
proved	!	!
proves	applies	applies
produced	produced	produced
produce	produced,	co-wrote
produces	produced	produced
produce	produce	produce
produced	produced	equipped
produces	co-wrote	co-wrote
eliminated	overcome	overcome
eliminate	extra	participants
eliminates	manages	manages
eliminate	!	!
eliminated	!	!
eliminates	cannot	cannot
studied	studies	studies
study	studying	studying
studies	studies	identity.
study	studies,	studies,
studied	courses	surgical
studies	studying	studying
accommodated	connected	constructed
accommodate	!	!
accommodates	fame.	fame.
accommodate	!	!
accommodated	!	!
accommodates	!	!
happened	mentioned	mentioned
happen	retire	retire
happens	!	!
happen	happen	prey
happened	happen	happen
happens	!	!
accommodated	lgbt	lgbt
accommodate	!	!
accommodates	!	!
accommodate	prevent	prevent
accommodated	triggered	triggered
accommodates	!	!
worked	works	done
work	studied	studied
works	!	!
work	work	work,
worked	works,	works,
works	!	!
reduced	reduced	reduced
reduce	reduce	reduce
reduces	!	!
reduce	reduce	reduce
reduced	arise	arise
reduces	!	!
turned	poles	nineteenth
turn	owing	owing
turns	!	!
turn	drops	prey
turned	drops	drops
turns	!	!
raised	raised	raised
raise	raise	raise
raises	raising	raising
raise	!	!
raised	!	!
raises	developments	developments
returned	returned	returned
return	return	return
returns	returned	returned
return	sends	madrid,
returned	married	married
returns	returning	returning
told	tells	tells
tell	rumors	rumors
tells	tells	tells
tell	informs	hears
told	told	told
tells	rumors	rumors
saved	returned	returned
save	push	employer
saves	developments	developments
save	assists	assists
saved	married	married
saves	payments	payments
followed	turned	turned
follow	loss.	loss.
follows	developments	societies
follow	smooth	smooth
followed	dubbed	dubbed
follows	loss.	loss.
produced	began	distribute
produce	produced,	produced,
produces	produces	produces
produce	produce	produce
produced	founded	founded
produces	produced,	produced,
proved	began	began
prove	proven	revealing
proves	expresses	expresses
prove	!	!
proved	!	!
proves	marks	marks
met	began	began
meet	meets	kentucky.
meets	meets	meets
meet	meet	meet
met	founded	married
meets	meets	meets
used	used	used
use	stored	stored
uses	uses	uses
use	using	use
used	using	using
uses	used,	stored
became	became	became
become	become	become
becomes	became	became
become	became	regain
became	became	became
becomes	becomes	becomes
proved	declared	declared
prove	utilize	utilize
proves	argues	argues
prove	!	!
proved	!	!
proves	prove	prove
brought	oppose	oppose
bring	bring	bring
brings	invites	invites
bring	bring	bring
brought	bring	bring
brings	brings	goes
determined	indicate	indicate
determine	variable	variable
determines	distinguish	avoid
determine	!	!
determined	!	!
determines	theorem	theorem
decided	held.	held.
decide	agreed	wishes
decides	decides	decides
decide	wish	wish
decided	decided	decided
decides	decides	decides
followed	followed	held.
follow	follow	follow
follows	meets	meets
follow	follow	follow
followed	stretch	stretch
follows	meets	meets
resolved	solved	solved
resolve	enforce	enforce
resolves	explains	explains
resolve	!	!
resolved	!	!
resolves	consequently	consequently
won	won	won
win	win	win
wins	wins	wins
win	win	win
won	win	win
wins	earned	earned
bought	leased	leased
buy	buy	buy
buys	stole	stole
buy	!	!
bought	!	!
buys	holds	holds
studied	studies	studies
study	studying	studying
studies	studies	education,
study	study	study
studied	study	study
studies	studying	studying
liked	productions,	productions,
like	forget	prepare
likes	loves	loves
like	salvador	salvador
liked	billion.	billion.
likes	loves	loves
eliminated	centuries	centuries
eliminate	used,	used,
eliminates	solve	reducing
eliminate	!	!
eliminated	!	!
eliminates	loses	loses
led	contributed	contributed
lead	persuade	persuade
leads	meets	show",
lead	finish	undertake
led	led	led
leads	leads	leads
ended	barnes	barnes
end	ends	accident
ends	expense	winds
end	spend	face
ended	came	came
ends	starts	starts
saved	saving	saving
save	faithful	faithful
saves	protect	protect
save	withdraw	withdraw
saved	tackles	varsity
saves	man"	man"
served	served	served
serve	serving	serving
serves	serves	serves
serve	served	served
served	served	served
serves	serves	serves
lived	recorded	recorded
live	resided	resided
lives	exists	inhabited
live	lives.	said,
lived	living	living
lives	resided	resided
went	went	went
go	go	go
goes	went	went
go	go	go
went	hour	hour
goes	took	took
decided	abortion	abortion
decide	decides	persuade
decides	exists	exists
decide	persuade	persuade
decided	told	told
decides	decides	helps
understood	demonstrated	demonstrated
understand	persuade	persuade
understands	exists	exists
understand	!	!
understood	!	!
understands	stretches	stretches
served	served	served
serve	serve	serve
serves	serves	serves
serve	serve	serve
served	served	served
serves	serves	serves
stayed	stays	stays
stay	remained	struggles
stays	stays	stays
stay	communicate	communicate
stayed	summoned	magazine.
stays	remained	remained
helped	wanted	wanted
help	helps	helps
helps	agrees	agrees
help	help	help
helped	help	help
helps	helps	helps
seemed	wanted	wanted
seem	seems	seems
seems	knows	knows
seem	seemed	seemed
seemed	seemed	seemed
seems	doesn't	doesn't
kept	kept	kept
keep	keep	keep
keeps	stays	stays
keep	pose	forward.
kept	summoned	kept
keeps	keep	dried
said	wanted	wanted
say	say	say
says	asks	asks
say	believe	believe
said	replied	replied
says	stated	stated
allowed	unveiled	unveiled
allow	allow	manage
allows	enable	provides
allow	allow	allow
allowed	allowed	permitted
allows	sells	sells
came	came	came
come	come	come
comes	came	came
come	get	get
came	came	came
comes	comes	makes
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	cause	cause
remained	remained	battalion
remains	remain	remain
took	took	took
take	take	take
takes	took	took
take	take	take
took	taken	taken
takes	takes	makes
avoided	taken	taken
avoid	define	define
avoids	demonstrates	demonstrates
avoid	!	!
avoided	!	!
avoids	lacked	lacked
earned	earned	earned
earn	earn	earn
earns	earned	earned
earn	!	!
earned	!	!
earns	defines	defines
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remained	problems
remained	remained	remained
remains	became	became
studied	research	research
study	studying	studying
studies	studies	research
study	studies,	studies,
studied	studies,	studies,
studies	studying	studying
promoted	guaranteed	guaranteed
promote	facilitate	facilitate
promotes	strengthen	marking
promote	promote	promote
promoted	reflected	reflected
promotes	facilitate	facilitate
took	took	took
take	take	take
takes	took	took
take	involve	involve
took	took	took
takes	takes	takes
increased	increased	increased
increase	decreased	decreased
increases	increases	increases
increase	change	change
increased	moved	reduced
increases	increases	increases
included	moved	refer
include	include	include
includes	meets	meets
include	contains	include:
included	contains	lasted
includes	featured	featured
saved	protect	protect
save	overthrow	overthrow
saves	fails	fails
save	bring	sketch
saved	moved	relocated
saves	kills	kills
ran	operated	attended
run	run	run
runs	runs	runs
run	run	run
ran	moved	ran
runs	runs	runs
said	transferred	transferred
say	stated	stated
says	asks	knows
say	overthrow	overthrow
said	moved	said
says	stated	said,
joined	invited	invited
join	joins	joins
joins	philadelphia,	philadelphia,
join	arabian	arabian
joined	too,	too,
joins	joining	joins
built	construct	construct
build	constructed	constructed
builds	construct	construct
build	!	!
built	!	!
builds	constructed	constructed
studied	studies	poem
study	ph.d.	ph.d.
studies	complications	complications
study	research	laboratories
studied	studies.	laboratories
studies	ph.d.	ph.d.
happened	postponed	postponed
happen	occurred	occurred
happens	you,	you,
happen	unlike	unlike
happened	say	say
happens	happens	happens
found	discover	convince
find	category	category
finds	informs	informs
find	find	find
found	discovers	discovers
finds	finds	finds
was	been	been
be	is	is
is	been	been
be	was	was
was	was	was
is	is	is
celebrated	regarded	awarded
celebrate	parade	parade
celebrates	feast	feast
celebrate	!	!
celebrated	!	!
celebrates	parade	parade
learned	accepted	journalist
learn	learn	learn
learns	assumes	assumes
learn	know	know
learned	peggy	peggy
learns	hears	hears
kept	locked	locked
keep	keep	keep
keeps	retire	retire
keep	keep	keep
kept	confined	confined
keeps	hears	hears
found	encountered	encountered
find	find	find
finds	discovers	discovers
find	found	found
found	seen	seen
finds	finds	finds
earned	paid	hawks
earn	earn	enjoyed
earns	earning	earning
earn	!	!
earned	!	!
earns	earning	earning
became	became	became
become	become	become
becomes	became	became
become	dies	dies
became	relationship.	relationship.
becomes	become	become
liked	utilized	utilized
like	remember	remember
likes	liked	inside
like	you,	ferdinand
liked	thought	thought
likes	admired	admired
sought	sought	sought
seek	seek	seek
seeks	seeking	seeking
seek	enables	enables
sought	sought	sought
seeks	seeking	seeking
avoided	facilitate	facilitate
avoid	avoid	avoid
avoids	facilitate	facilitate
avoid	!	!
avoided	!	!
avoids	avoid	avoid
produced	create	produced
produce	girl"	show"
produces	create	create
produce	hip-hop	hip-hop
produced	produced	produced
produces	develops	develops
prevented	prompted	prompted
prevent	tissue	tissue
prevents	prevents	prevents
prevent	affect	affect
prevented	prompted	prompted
prevents	prevents	prevents
asked	persuade	persuade
ask	guitar,	guitar,
asks	asks	asks
ask	married,	married,
asked	shocked	shocked
asks	loves	can't
determined	assess	assess
determine	tissue	tissue
determines	assess	assess
determine	!	!
determined	!	!
determines	required	required
took	took	took
take	take	take
takes	takes	takes
take	took	took
took	took	took
takes	takes	takes
resolved	solved	solved
resolve	detect	examine
resolves	refuses	refuses
resolve	!	!
resolved	!	!
resolves	tributary	tributary
provided	provides	provides
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provide	services,
provides	provides	provides
began	began	began
begin	started	begins
begins	began	began
begin	began	began
began	peaked	peaked
begins	begins	begins
went	gone	gone
go	goes	goes
goes	throws	throws
go	go	go
went	gone	gone
goes	goes	goes
served	served	served
serve	serve	serve
serves	served	served
serve	serve	serve
served	served	served
serves	serving	serving
did	doing	doing
do	does	does
does	!	!
do	doesn't	doesn't
did	did	did
does	!	!
lived	album	album
live	reside	reside
lives	!	!
live	enhance	enhance
lived	patient	patient
lives	!	!
prevented	sealed	sealed
prevent	enhance	protect
prevents	!	!
prevent	enhance	enhance
prevented	allows	allows
prevents	!	!
became	became	became
become	becoming	becoming
becomes	!	!
become	regulate	breakdown
became	x-ray	x-ray
becomes	!	!
ended	beginning	beginning
end	started	started
ends	!	!
end	enhance	careers
ended	begins	problems
ends	!	!
left	ancestral	ancestral
leave	leaving	leaving
leaves	leaves	leaves
leave	leave	leave
left	leave	rented
leaves	leaving	leaving
considered	solved	solved
consider	competitor	competitor
considers	implies	implies
consider	understand	understand
considered	handled	handled
considers	allows	allows
saw	ancestral	ancestral
see	boost	failed
sees	implies	writes
see	try	try
saw	whilst	whilst
sees	sees	sees
saved	ancestral	ancestral
save	commit	commit
saves	recover	recover
save	assists	throw
saved	handled	handled
saves	enables	arrives
said	insisted	insisted
say	stated	ask
says	writes	writes
say	understand	understand
said	talked	talked
says	remarked	remarked
proved	proven	delayed
prove	exploit	exploit
proves	!	!
prove	assess	assess
proved	calculated	calculated
proves	!	!
sent	sends	chaplain
send	send	send
sends	!	!
send	assess	assess
sent	prepared	prepared
sends	!	!
created	designed	designed
create	formed	formed
creates	!	!
create	dynamic	dynamic
created	exposed	exposed
creates	!	!
met	permitted	permitted
meet	meet	meet
meets	!	!
meet	meet	meet
met	permitted	permitted
meets	!	!
showed	show.	delayed
show	suggest	suggest
shows	!	!
show	show	show
showed	show	activities,
shows	!	!
made	impossible	impossible
make	make	make
makes	allows	allows
make	make	make
made	made	made
makes	makes	makes
protected	manages	manages
protect	statues	statues
protects	improve	improve
protect	!	!
protected	!	!
protects	recognizes	recognizes
included	included	impossible
include	includes	includes
includes	included	included
include	covers	covers
included	included	included
includes	includes	incorporates
decided	impossible	impossible
decide	conclude	conclude
decides	decides	test,
decide	able	decide
decided	able	able
decides	chose	chose
ended	failure	strip
end	ending	ending
ends	edge	edge
end	lover	lover
ended	torn	torn
ends	ending	ending
extended	indicates	extended
extend	extend	extend
extends	!	!
extend	access	access
extended	received	received
extends	!	!
went	went	went
go	going	going
goes	!	!
go	went	went
went	went	went
goes	!	!
liked	sense,	sense,
like	prepare	prepare
likes	!	!
like	dreams	dreams
liked	makes	makes
likes	!	!
served	served	served
serve	serve	serve
serves	!	!
serve	access	access
served	served	served
serves	!	!
changed	changes	changes
change	withdraw	alter
changes	!	!
change	change	change
changed	change	change
changes	!	!
returned	returned	returned
return	return	return
returns	returned	returned
return	flee	flee
returned	returned	threatens
returns	transferred	transferred
learned	emphasized	emphasized
learn	expect	expect
learns	learned	amended
learn	speak	speak
learned	reveals	reveals
learns	recovered	derived
thought	don’t	realizing
think	believed	believed
thinks	really	really
think	admit	admit
thought	threatens	threatens
thinks	believed	believed
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	becoming	becoming
understood	educate	realizing
understand	predict	predict
understands	notion	notion
understand	!	!
understood	!	!
understands	evidence	evidence
sent	!	!
send	ordered	ordered
sends	!	!
send	provide	provide
sent	invites	invites
sends	returned	returned
needed	!	!
need	required	permitted
needs	!	!
need	wishing	wishing
needed	wishes	wishes
needs	required	required
preserved	!	!
preserve	exhaust	exhaust
preserves	!	!
preserve	allow	allow
preserved	!	!
preserves	reconstructed	reconstructed
developed	!	!
develop	adapt	exhaust
develops	!	!
develop	exhaust	exhaust
developed	creates	creates
develops	created	created
served	!	!
serve	serving	serving
serves	!	!
serve	serve	serve
served	served	served
serves	serving	serving
protected	defended	defended
protect	designated	designated
protects	!	!
protect	raising	raising
protected	raising	raising
protects	!	!
required	viewed	viewed
require	requires	requires
requires	!	!
require	require	require
required	allows	allows
requires	!	!
happened	happened	happened
happen	expect	expect
happens	!	!
happen	toxic	toxic
happened	concerns	concerns
happens	!	!
saved	deployed	deployed
save	buy	buy
saves	!	!
save	raising	raising
saved	raising	raising
saves	!	!
understood	lost.	lost.
understand	understand	understand
understands	!	!
understand	raising	raising
understood	raising	raising
understands	!	!
brought	brought	brought
bring	bring	bring
brings	brought	brought
bring	bring	bring
brought	brought	brought
brings	brings	brings
led	began	began
lead	leads	leads
leads	lead,	lead,
lead	persuade	persuade
led	led	led
leads	leads	leads
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
sought	began	began
seek	terminus	terminus
seeks	settle	settle
seek	persuade	persuade
sought	started	started
seeks	wished	wished
said	insisted	insisted
say	tell	tell
says	suggest	suggest
say	stated:	persuade
said	blamed	blamed
says	tell	say
looked	looked	looked
look	look	look
looks	looked	looked
look	accept	accept
looked	sat	sat
looks	look	look
resolved	discovers	discovers
resolve	evaluate	evaluate
resolves	assumes	assumes
resolve	!	!
resolved	!	!
resolves	wish	wish
returned	returned	returned
return	return	return
returns	returned	returned
return	explain	explain
returned	requested	requested
returns	returning	64,
used	used	used
use	resemble	resemble
uses	uses	uses
use	use	use
used	used	used
uses	uses	uses
offered	attended	attended
offer	offer	offer
offers	offers	offers
offer	offer	offer
offered	provided	pursued
offers	offers	offers
believed	done	done
believe	thought	realize
believes	believes	believes
believe	said	said
believed	believing	believing
believes	believe	"when
felt	done	done
feel	enthusiastic	enthusiastic
feels	loves	loves
feel	innocent	innocent
felt	satisfied	satisfied
feels	feels	feels
determined	determining	determining
determine	compare	compare
determines	drove	drove
determine	!	!
determined	!	!
determines	hypothesis	individuals.
gave	given	given
give	give	give
gives	gave	gave
give	give	give
gave	given	given
gives	gives	gives
thought	done	done
think	think	think
thinks	believes	believes
think	think	think
thought	thought	thought
thinks	believed	believed
came	came	came
come	fell	fell
comes	came	came
come	came	came
came	came	goes
comes	comes	comes
included	includes	includes
include	featured	featured
includes	includes	includes
include	contains	contains
included	contains	covers
includes	includes	includes
saved	saves	saves
save	robot	robot
saves	saves	saves
save	goals,	wearing
saved	goals,	relocated
saves	thinks	thinks
said	asked	asked
say	stated	say
says	you	ed
say	explaining	explaining
said	grandfather	grandfather
says	said,	said,
sought	seeking	travelled
seek	seek	develop
seeks	seeks	informs
seek	chose	chose
sought	attempted	authorized
seeks	seeks	seeks
helped	helps	helps
help	pursue	pursue
helps	helps	helps
help	help	help
helped	helped	helped
helps	helps	helps
received	received	received
receive	receive	receive
receives	wants	enables
receive	send	send
received	received	received
receives	earned	earned
came	came	came
come	come	come
comes	comes	comes
come	came	came
came	secured	secured
comes	comes	comes
got	getting	getting
get	get	get
gets	wants	wants
get	get	get
got	secured	secured
gets	get	get
told	reveal	said
tell	tells	tells
tells	wants	wants
tell	informs	informs
told	informs	secured
tells	tells	tells
stopped	ordered	ordered
stop	stop	stop
stops	threatens	threatens
stop	stop	rome
stopped	1970s,	1970s,
stops	joins	steal
looked	looked	looked
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	looks	looks
became	becoming	becoming
become	become	become
becomes	became	became
become	become	become
became	became	becoming
becomes	becomes	becomes
reduced	reduced	reduced
reduce	increase	increase
reduces	endemic	endemic
reduce	increase	increase
reduced	reduced	reduced
reduces	cooling	cooling
sought	sought	sought
seek	seek	seek
seeks	appear	appear
seek	enables	enables
sought	sought	sought
seeks	tries	tries
came	came	came
come	come	come
comes	!	!
come	seeks	seeks
came	promised	promised
comes	!	!
used	available	available
use	uses	uses
uses	!	!
use	alter	alter
used	switching	switching
uses	!	!
learned	convinced	convinced
learn	learn	learn
learns	!	!
learn	decides	decides
learned	convinced	convinced
learns	!	!
went	going	going
go	portray	portray
goes	!	!
go	doesn't	doesn't
went	going	agreed
goes	!	!
held	held	held
hold	retain	retain
holds	!	!
hold	problems	problems
held	hold	hold
holds	!	!
got	getting	getting
get	get	get
gets	gets	gets
get	got	item
got	titled	titled
gets	gets	gets
began	began	began
begin	begin	begin
begins	began	began
begin	began	reunion
began	titled	titled
begins	started	started
accepted	referred	referred
accept	statements	statements
accepts	feels	feels
accept	dismissed	dismissed
accepted	named	named
accepts	accounts	accounts
became	became	became
become	becoming	becoming
becomes	became	became
become	dies	dies
became	became	became
becomes	becoming	becoming
discussed	(e.g.,	(e.g.,
discuss	networks	networks
discusses	asks	asks
discuss	behavior.	behavior.
discussed	titled	titled
discusses	articles,	articles,
protected	ignored	ignored
protect	protect	protect
protects	ram	ram
protect	!	!
protected	!	!
protects	violated	recreational
brought	brought	brought
bring	bring	bring
brings	brought	brought
bring	bring	bring
brought	bring	bring
brings	came	came
started	beginning	abdul
start	began	began
starts	coach,	coach,
start	start	start
started	runs	murdered
starts	began	began
eliminated	reported.	contrast,
eliminate	relegated	relegated
eliminates	giovanni	giovanni
eliminate	!	!
eliminated	!	!
eliminates	excluded	husband,
accommodated	constructed	constructed
accommodate	!	!
accommodates	propeller	propeller
accommodate	!	!
accommodated	!	!
accommodates	!	!
reached	reached	reached
reach	reach	reach
reaches	raise	explain
reach	reach	reach
reached	resided	reached
reaches	generated	generated
knew	feels	feels
know	tape	tape
knows	feels	feels
know	talked	talked
knew	resided	learned
knows	quebec,	quebec,
sent	immigrated	immigrated
send	televised	televised
sends	actions.	actions.
send	marching	marching
sent	gives	gives
sends	assigned	assigned
called	resided	calls
call	titled	titled
calls	calls	calls
call	call	call
called	worked	worked
calls	titled	titled
worked	work,	work,
work	done	done
works	work,	works
work	work	work
worked	worked	worked
works	rode	aims
earned	earned	earned
earn	earn	earn
earns	earned	earned
earn	!	!
earned	!	!
earns	takes	takes
protected	graduated	graduated
protect	triangle	triangle
protects	manages	manages
protect	!	!
protected	!	!
protects	m)	m)
met	met	met
meet	interact	interact
meets	meets	meets
meet	meet	meet
met	met	met
meets	meets	meets
got	getting	getting
get	get	get
gets	got	doesn't
get	get	get
got	got	got
gets	get	get
built	built	built
build	built,	built,
builds	construct	construct
build	!	!
built	!	!
builds	constructed	constructed
won	victory	victory
win	winning	winning
wins	victory	won
win	win	win
won	win	win
wins	received	re-elected
provided	provides	provided
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provide	provide
provides	identifies	identifies
built	constructing	constructing
build	constructed	constructed
builds	loose	loose
build	!	!
built	!	!
builds	constructed	renovated
asked	vicar	vicar
ask	harm	harm
asks	dies	dies
ask	solve	solve
asked	instructed	instructed
asks	tells	tells
thought	it’s	it’s
think	believed	harm
thinks	thinks	thinks
think	understand	feel
thought	piano	piano
thinks	believed	harm
resolved	overcome	overcome
resolve	abortion	abortion
resolves	continues	continues
resolve	!	!
resolved	!	!
resolves	stress	stress
offered	offered	offered
offer	offer	offer
offers	proposals	proposals
offer	offer	offer
offered	provides	provides
offers	operated	operated
had	has	has
have	have	have
has	has	has
have	have	have
had	have	have
has	has	has
avoided	confront	increasing
avoid	torture	torture
avoids	another,	another,
avoid	!	!
avoided	!	!
avoids	seriously	seriously
developed	create	create
develop	proprietary	proprietary
develops	continues	continues
develop	treatment	treatment
developed	produces	director,
develops	studied	studied
stayed	flee	1936.
stay	resided	resided
stays	stays	stays
stay	stay	stay
stayed	remained	remained
stays	stays	practicing
proved	proved	proved
prove	proven	proven
proves	valuable	valuable
prove	!	!
proved	!	!
proves	evaluated	evaluated
brought	brought	brought
bring	bring	bring
brings	brought	brought
bring	bring	pose
brought	honored	honored
brings	bring	suffers
liked	talked	talked
like	can't	can't
likes	unlike	unlike
like	you,	you,
liked	tommy	tommy
likes	wanted	wanted
served	stepped	stepped
serve	serving	serving
serves	serves	serves
serve	serve	serve
served	served	east.
serves	serving	serving
supported	support.	support.
support	communicate	communicate
supports	!	!
support	sustain	sustain
supported	isolated	rejected
supports	!	!
called	calls	blow
call	named	named
calls	!	!
call	surgery	surgery
called	requests	requests
calls	!	!
got	got	got
get	get	get
gets	!	!
get	correct	correct
got	demonstrated	exposed
gets	!	!
told	told	told
tell	instructed	instructed
tells	!	!
tell	tell	tell
told	explains	explains
tells	!	!
learned	teach	seeded
learn	communicate	communicate
learns	!	!
learn	find	find
learned	realizing	realizing
learns	!	!
left	debuted	debuted
leave	leave	leave
leaves	says,	says,
leave	leave	leave
left	renovated	renovated
leaves	song)	song)
knew	realized	realized
know	aware	aware
knows	thinks	knowing
know	learn	recover
knew	closed	learned
knows	know	considers
allowed	provide	cerambycidae.
allow	willing	willing
allows	adds	adds
allow	allow	allow
allowed	enables	enables
allows	permitted	could
created	add	add
create	spider	spider
creates	add	householder
create	evaluation	evaluation
created	renovated	renovated
creates	develops	develops
wanted	wanted	wanted
want	willing	willing
wants	wanted	wanted
want	willing	willing
wanted	wished	decided
wants	want	want
made	made	made
make	make	make
makes	!	!
make	encourages	encourages
made	made	made
makes	!	!
remained	remained	remained
remain	remain	remain
remains	!	!
remain	perform	perform
remained	remained	remained
remains	!	!
felt	famous	famous
feel	feels	tells
feels	!	!
feel	negotiate	agree
felt	felt	monarch
feels	!	!
discussed	experience,	experience,
discuss	explain	explain
discusses	!	!
discuss	regards	knowledge
discussed	accomplished	accomplished
discusses	!	!
became	became	became
become	become	become
becomes	!	!
become	perform	perform
became	prescribed	prescribed
becomes	!	!
supported	supporting	supporting
support	care	care
supports	assistance	assistance
support	permit	database
supported	interface	interface
supports	coordinated	coordinated
made	expand	expand
make	make	make
makes	buy	buy
make	allows	allows
made	made	made
makes	makes	makes
asked	say	join
ask	desire	desire
asks	persuade	persuade
ask	refuses	altar
asked	discover	discover
asks	appealed	appealed
started	started	started
start	began	began
starts	beginning	coordinated
start	begins	begins
started	begins	begins
starts	began	began
told	say	devoted
tell	replied	replied
tells	explores	explores
tell	reveals	reveals
told	informs	gave
