rougher	numbered	numbered
changed	soviets	soviets
changes	changing	changes
won	winning	winning
win	win	win
wins	won	won
win	win	win
won	winning	winning
wins	win	win
opened	open,	open,
open	grammy	grammy
opens	open.	open.
open	grammy	grammy
opened	opened	opened
opens	opens	opens
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
accepted	agreed	agreed
accept	absolutely	absolutely
accepts	accepts	accepts
accept	publish	shares
accepted	issued	issued
accepts	hears	hears
became	became	becoming
become	become	become
becomes	became	became
become	become	become
became	becoming	becoming
becomes	becomes	becomes
determined	chaired	directed
determine	marry	marry
determines	determining	determining
determine	!	!
determined	!	!
determines	violated	violated
ensured	ensuring	ensuring
ensure	defend	defend
ensures	ensuring	practically
ensure	!	!
ensured	!	!
ensures	tributary	tributary
required	required	directed
require	allow	allow
requires	requires	combines
require	require	spend
required	require	switching
requires	allowed	allowed
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	becomes	becomes
preserved	directed	directed
preserve	derive	derive
preserves	scenic	scenic
preserve	!	!
preserved	!	!
preserves	beside	beside
paid	paid	paid
pay	paying	paying
pays	refuses	refuses
pay	paying	seat,
paid	loaned	loaned
pays	gives	gives
began	started	started
begin	started	begin
begins	began	began
begin	begin	begin
began	starts	continues
begins	started	started
returned	returned	returned
return	return	return
returns	returned	returned
return	withdraw	withdraw
returned	returned	returned
returns	gives	gives
decided	asked	asked
decide	afford	afford
decides	decides	refuses
decide	decided	decided
decided	decided	decided
decides	decides	decides
avoided	moved	moved
avoid	avoid	involve
avoids	gives	requiring
avoid	!	!
avoided	!	!
avoids	avoiding	avoiding
