rougher	cheaper	cheaper
tasty	!align="right	!align="right
tastiest	!align="right	!align="right
tasty	happier	happier
tastier	happy	happy
tastiest	!align="right	!align="right
faster	quickest	quickest
fastest	fast	fast
fast	!align="right	!align="right
fastest	slow	slow
faster	slow	slow
fast	!align="right	!align="right
greater	greatest	greatest
great	great	great
greatest	!align="right	!align="right
great	remarkable	remarkable
greater	finest	remarkable
greatest	!align="right	!align="right
richer	richer	richer
rich	violet	violet
richest	richest	richest
rich	chestnut	chestnut
richer	ochreous	denser
richest	finest	brugge
tastier	!align="right	!align="right
tasty	!align="right	!align="right
tastiest	!align="right	!align="right
tasty	!align="right	!align="right
tastier	!align="right	!align="right
tastiest	!align="right	!align="right
thinner	thinner	thinner
thin	thin	thin
thinnest	polyethylene	35km
thin	!align="right	!align="right
thinner	!align="right	!align="right
thinnest	finest	finest
rougher	smooth	realistic
rough	!align="right	!align="right
roughest	strongest	strongest
rough	!align="right	!align="right
rougher	!align="right	!align="right
roughest	!align="right	!align="right
luckier	realistic	here's
lucky	!align="right	!align="right
luckiest	best	best
lucky	!align="right	!align="right
luckier	!align="right	!align="right
luckiest	!align="right	!align="right
tighter	quarterback	quarterback
tight	oversized	oversized
tightest	!align="right	!align="right
tight	hard	hard
tighter	heavier	heavier
tightest	!align="right	!align="right
kinder	sort	sort
kind	anna	anna
kindest	!align="right	!align="right
kind	hard	hard
kinder	heavier	heavier
kindest	!align="right	!align="right
swifter	nelson	ishmael
swift	!align="right	!align="right
swiftest	!align="right	!align="right
swift	hard	hard
swifter	heavier	heavier
swiftest	!align="right	!align="right
messier	expensive	expensive
messy	defenseman	collins
messiest	!align="right	!align="right
messy	hard	hard
messier	heavier	heavier
messiest	!align="right	!align="right
deeper	deeper	deeper
deep	deep	deep
deepest	!align="right	!align="right
deep	deep	deep
deeper	deep	deep
deepest	!align="right	!align="right
lower	lower	lower
low	upper	upper
lowest	lowest	lowest
low	low	low
lower	low	low
lowest	upper	upper
costlier	time-consuming	time-consuming
costly	!align="right	!align="right
costliest	expensive	expensive
costly	!align="right	!align="right
costlier	!align="right	!align="right
costliest	!align="right	!align="right
narrower	narrower	narrower
narrow	narrow	broad
narrowest	narrowest	narrowest
narrow	shallow	shallow
narrower	depths	narrower
narrowest	coldest	at-grade
leaner	harder	harder
lean	!align="right	!align="right
leanest	wettest	mandal
lean	!align="right	!align="right
leaner	!align="right	!align="right
leanest	!align="right	!align="right
younger	younger	younger
young	young	young
youngest	younger	younger
young	full-time	full-time
younger	eldest	eldest
youngest	older	older
smaller	!align="right	!align="right
small	larger	small
smallest	!align="right	!align="right
small	small	small
smaller	largest	largest
smallest	larger	larger
gentler	!align="right	!align="right
gentle	leathery	leathery
gentlest	!align="right	!align="right
gentle	leathery	leathery
gentler	!align="right	!align="right
gentlest	!align="right	!align="right
mightier	!align="right	!align="right
mighty	leathery	leathery
mightiest	!align="right	!align="right
mighty	leathery	leathery
mightier	!align="right	!align="right
mightiest	!align="right	!align="right
leaner	!align="right	!align="right
lean	leathery	leathery
leanest	!align="right	!align="right
lean	leathery	leathery
leaner	!align="right	!align="right
leanest	!align="right	!align="right
fancier	!align="right	!align="right
fancy	leathery	leathery
fanciest	!align="right	!align="right
fancy	leathery	leathery
fancier	!align="right	!align="right
fanciest	!align="right	!align="right
kinder	sort	sort
kind	kean	kean
kindest	!align="right	!align="right
kind	dramatic	dramatic
kinder	smoother	smoother
kindest	!align="right	!align="right
wider	wider	wider
wide	wide	wide
widest	!align="right	!align="right
wide	wide	wide
wider	wider	wider
widest	!align="right	!align="right
pricier	!align="right	!align="right
pricey	!align="right	!align="right
priciest	!align="right	!align="right
pricey	dramatic	dramatic
pricier	smoother	smoother
priciest	!align="right	!align="right
firmer	company	company
firm	!align="right	!align="right
firmest	!align="right	!align="right
firm	dramatic	dramatic
firmer	smoother	smoother
firmest	!align="right	!align="right
brighter	brighter	brighter
bright	bright	bright
brightest	!align="right	!align="right
bright	dramatic	dramatic
brighter	sharp	sharp
brightest	!align="right	!align="right
steadier	faster	faster
steady	!align="right	colspan=3|total
steadiest	constant	greatest
steady	!align="right	!align="right
steadier	!align="right	!align="right
steadiest	!align="right	!align="right
classier	!align="right	!align="right
classy	!align="right	colspan=3|total
classiest	!align="right	!align="right
classy	!align="right	!align="right
classier	!align="right	!align="right
classiest	!align="right	!align="right
sadder	you	you
sad	!align="right	colspan=3|total
saddest	behold	behold
sad	!align="right	!align="right
sadder	!align="right	!align="right
saddest	!align="right	!align="right
meaner	imply	imply
mean	!align="right	colspan=3|total
meanest	approximate	approximate
mean	!align="right	!align="right
meaner	!align="right	!align="right
meanest	!align="right	!align="right
faster	faster	faster
fastest	slow	slow
fast	lowest	oldest
fastest	slow	slow
faster	faster	faster
fast	slow	slow
louder	!align="right	!align="right
loud	quiet	quiet
loudest	!align="right	!align="right
loud	cool	cool
louder	!align="right	!align="right
loudest	loud	loud
newer	!align="right	!align="right
new	rough	sound
newest	!align="right	!align="right
new	beautiful	beautiful
newer	oldest	oldest
newest	larger	larger
bloodier	!align="right	!align="right
bloody	cool	cool
bloodiest	!align="right	!align="right
bloody	cool	cool
bloodier	!align="right	!align="right
bloodiest	!align="right	!align="right
younger	!align="right	!align="right
young	young	young
youngest	!align="right	!align="right
young	cool	sharp
younger	oldest	oldest
youngest	older	older
closer	!align="right	!align="right
close	close	close
closest	!align="right	!align="right
close	close	close
closer	nearest	nearest
closest	close	close
clearer	clearer	clearer
clear	clear	clear
clearest	!align="right	!align="right
clear	unrestricted	unrestricted
clearer	stricter	stricter
clearest	!align="right	!align="right
richer	richer	richer
rich	over-the-top	over-the-top
richest	!align="right	!align="right
rich	rich	rich
richer	rich	rich
richest	!align="right	!align="right
meaner	imply	imply
mean	!align="right	!align="right
meanest	!align="right	!align="right
mean	unrestricted	unrestricted
meaner	stricter	stricter
meanest	!align="right	!align="right
older	older	older
old	younger	old
oldest	!align="right	!align="right
old	largest	largest
older	largest	largest
oldest	!align="right	!align="right
deeper	deeper	deeper
deep	deep	deep
deepest	!align="right	colspan=3|total
deep	deep	deep
deeper	deep	deep
deepest	!align="right	!align="right
tastier	!align="right	!align="right
tasty	!align="right	!align="right
tastiest	!align="right	!align="right
tasty	!align="right	!align="right
tastier	!align="right	!align="right
tastiest	!align="right	!align="right
weaker	stronger	stronger
weak	weak	weak
weakest	strongest	strongest
weak	thick	introspective
weaker	judged	judged
weakest	strongest	strongest
sadder	contagious	contagious
sad	!align="right	!align="right
saddest	busiest	novi
sad	!align="right	!align="right
sadder	!align="right	!align="right
saddest	!align="right	!align="right
better	better	better
good	best	best
best	excellent	better
good	stout	fast
better	better	better
best	best	best
stronger	stronger	stronger
strong	strong	strong
strongest	strongest	strongest
strong	strong	strong
stronger	strong	strong
strongest	strongest	strongest
lighter	ultraviolet	ultraviolet
light	heavier	heavier
lightest	!align="right	!align="right
light	warm	warm
lighter	colder	colder
lightest	!align="right	!align="right
wilder	oats	oats
wild	evans	evans
wildest	!align="right	!align="right
wild	warm	warm
wilder	colder	colder
wildest	!align="right	!align="right
prettier	colder	colder
pretty	!align="right	!align="right
prettiest	!align="right	!align="right
pretty	warm	warm
prettier	colder	colder
prettiest	!align="right	!align="right
heavier	heavier	heavier
heavy	heavy	heavy
heaviest	!align="right	!align="right
heavy	heavy	heavy
heavier	heavy	heavy
heaviest	!align="right	!align="right
deeper	deeper	deeper
deep	deep	deep
deepest	!align="right	colspan=3|total
deep	warm	deep
deeper	deep	deep
deepest	!align="right	!align="right
newer	newly	newly
new	modern	modern
newest	!align="right	!align="right
new	thick	thick
newer	thicker	thicker
newest	!align="right	!align="right
bloodier	brutal	brutal
bloody	!align="right	!align="right
bloodiest	!align="right	!align="right
bloody	thick	thick
bloodier	thicker	thicker
bloodiest	!align="right	!align="right
prettier	seductive	frightening
pretty	!align="right	!align="right
prettiest	!align="right	!align="right
pretty	thick	thick
prettier	thicker	thicker
prettiest	!align="right	!align="right
softer	lighter	lighter
soft	soft	soft
softest	!align="right	!align="right
soft	thick	thick
softer	thicker	thicker
softest	!align="right	!align="right
taller	taller	taller
tall	tall	tall
tallest	!align="right	!align="right
tall	thick	thick
taller	taller	taller
tallest	!align="right	!align="right
newer	!align="right	!align="right
new	larger	larger
newest	!align="right	!align="right
new	smart	smart
newer	oldest	oldest
newest	larger	larger
weaker	!align="right	!align="right
weak	stronger	stronger
weakest	!align="right	!align="right
weak	weaker	fast
weaker	strongest	strongest
weakest	stronger	stronger
longer	!align="right	!align="right
long	long	long
longest	!align="right	!align="right
long	long	long
longer	shortest	shortest
longest	shorter	shorter
smarter	!align="right	!align="right
smart	better	better
smartest	!align="right	!align="right
smart	mature	lazy
smarter	!align="right	!align="right
smartest	better	better
riskier	!align="right	!align="right
risky	mature	lazy
riskiest	!align="right	!align="right
risky	mature	lazy
riskier	!align="right	!align="right
riskiest	!align="right	!align="right
thicker	thicker	thicker
thick	thin	thin
thickest	shrubland	15cm
thick	!align="right	!align="right
thicker	!align="right	!align="right
thickest	thick	centimeters
bloodier	violence	apartheid
bloody	!align="right	!align="right
bloodiest	rarest	rarest
bloody	!align="right	!align="right
bloodier	!align="right	!align="right
bloodiest	!align="right	!align="right
happier	happier	happier
happy	happy	happy
happiest	happier	happier
happy	!align="right	!align="right
happier	!align="right	!align="right
happiest	highest-grossing	highest-grossing
sharper	focal	focal
sharp	noblewoman	noblewoman
sharpest	oblique	nominative
sharp	!align="right	!align="right
sharper	!align="right	!align="right
sharpest	tallest	anniversary
stronger	stronger	stronger
strong	strong	strong
strongest	strongest	strongest
strong	strong	strong
stronger	stronger	stronger
strongest	strongest	strongest
classier	!align="right	!align="right
classy	!align="right	!align="right
classiest	!align="right	!align="right
classy	partial	partial
classier	parsons	parsons
classiest	!align="right	!align="right
lighter	liddell	liddell
light	thicker	thicker
lightest	!align="right	!align="right
light	partial	partial
lighter	parsons	parsons
lightest	!align="right	!align="right
gentler	mckenna	mckenna
gentle	!align="right	!align="right
gentlest	!align="right	!align="right
gentle	partial	partial
gentler	parsons	parsons
gentlest	!align="right	!align="right
narrower	broad	swampy
narrow	thicker	thicker
narrowest	!align="right	colspan=3|total
narrow	widest	wide
narrower	parsons	parsons
narrowest	!align="right	!align="right
livelier	rogers	rogers
lively	!align="right	!align="right
liveliest	!align="right	!align="right
lively	partial	partial
livelier	parsons	parsons
liveliest	!align="right	!align="right
savvier	!align="right	!align="right
savvy	foolish	foolish
savviest	!align="right	!align="right
savvy	foolish	foolish
savvier	!align="right	!align="right
savviest	!align="right	!align="right
livelier	!align="right	!align="right
lively	foolish	foolish
liveliest	!align="right	!align="right
lively	foolish	foolish
livelier	!align="right	!align="right
liveliest	!align="right	!align="right
harder	!align="right	!align="right
hard	hard	hard
hardest	!align="right	!align="right
hard	bad	bad
harder	toughest	toughest
hardest	easier	easier
taller	!align="right	!align="right
tall	tall	tall
tallest	!align="right	!align="right
tall	lean	lean
taller	oldest	oldest
tallest	tall	tall
freer	!align="right	!align="right
free	fuller	fuller
freest	!align="right	!align="right
free	foolish	foolish
freer	!align="right	!align="right
freest	stricter	stricter
sadder	!align="right	!align="right
