rougher	tougher	tougher
tasty	!align="right	!align="right
tastiest	!align="right	!align="right
tasty	happier	happier
tastier	happy	happy
tastiest	!align="right	!align="right
faster	quickest	quickest
fastest	slower	fast
fast	!align="right	!align="right
fastest	slow	slow
faster	slow	slow
fast	!align="right	!align="right
greater	tremendous	tremendous
great	great	great
greatest	!align="right	!align="right
great	great	great
greater	finest	finest
greatest	!align="right	!align="right
richer	richer	richer
rich	celtic	celtic
richest	richest	richest
rich	black	ochre
richer	paler	rich
richest	pim	pim
tastier	!align="right	!align="right
tasty	!align="right	!align="right
tastiest	!align="right	!align="right
tasty	!align="right	!align="right
tastier	!align="right	!align="right
tastiest	!align="right	!align="right
thinner	thinner	thinner
thin	thin	thin
thinnest	thickness	thickness
thin	!align="right	!align="right
thinner	!align="right	!align="right
thinnest	hulls	hulls
rougher	contour	contour
rough	!align="right	!align="right
roughest	finest	finest
rough	!align="right	!align="right
rougher	!align="right	!align="right
roughest	!align="right	!align="right
luckier	happier	happier
lucky	!align="right	!align="right
luckiest	best	best
lucky	!align="right	!align="right
luckier	!align="right	!align="right
luckiest	!align="right	!align="right
tighter	quarterback	quarterback
tight	squat	squat
tightest	!align="right	!align="right
tight	hard	hard
tighter	heavier	heavier
tightest	!align="right	!align="right
kinder	sort	sort
kind	griffiths	firstly
kindest	!align="right	!align="right
kind	hard	hard
kinder	heavier	heavier
kindest	!align="right	!align="right
swifter	selwyn	selwyn
swift	!align="right	!align="right
swiftest	!align="right	!align="right
swift	hard	hard
swifter	heavier	heavier
swiftest	!align="right	!align="right
messier	easier	nicks
messy	delaney	delaney
messiest	!align="right	!align="right
messy	hard	hard
messier	heavier	heavier
messiest	!align="right	!align="right
deeper	deeper	deeper
deep	deep	deep
deepest	!align="right	!align="right
deep	deep	deep
deeper	deeper	deeper
deepest	!align="right	colspan=3|total
lower	higher	higher
low	upper	upper
lowest	lowest	lowest
low	low	low
lower	low	low
lowest	upper	upper
costlier	expensive	expensive
costly	!align="right	!align="right
costliest	expensive	expensive
costly	!align="right	!align="right
costlier	!align="right	!align="right
costliest	!align="right	!align="right
narrower	narrower	narrower
narrow	broad	broad
narrowest	narrowest	narrowest
narrow	narrow	narrow
narrower	narrow	narrow
narrowest	coldest	at-grade
leaner	healthier	healthier
lean	!align="right	!align="right
leanest	driest	driest
lean	!align="right	!align="right
leaner	!align="right	!align="right
leanest	!align="right	!align="right
younger	younger	13-year-old
young	young	young
youngest	younger	younger
young	eldest	raquel
younger	eldest	eldest
youngest	youngest	youngest
smaller	!align="right	!align="right
small	larger	larger
smallest	!align="right	!align="right
small	smaller	small
smaller	largest	largest
smallest	larger	larger
gentler	!align="right	!align="right
gentle	hairs	hairs
gentlest	!align="right	!align="right
gentle	hairs	hairs
gentler	!align="right	!align="right
gentlest	!align="right	!align="right
mightier	!align="right	!align="right
mighty	hairs	hairs
mightiest	!align="right	!align="right
mighty	hairs	hairs
mightier	!align="right	!align="right
mightiest	!align="right	!align="right
leaner	!align="right	!align="right
lean	hairs	hairs
leanest	!align="right	!align="right
lean	hairs	hairs
leaner	!align="right	!align="right
leanest	!align="right	!align="right
fancier	!align="right	!align="right
fancy	hairs	hairs
fanciest	!align="right	!align="right
fancy	hairs	hairs
fancier	!align="right	!align="right
fanciest	!align="right	!align="right
kinder	sort	sort
kind	thorn	dell
kindest	!align="right	!align="right
kind	oblique	oblique
kinder	lighter	lighter
kindest	!align="right	!align="right
wider	wider	wider
wide	wide	wide
widest	!align="right	!align="right
wide	wide	wide
wider	wider	wider
widest	!align="right	!align="right
pricier	!align="right	!align="right
pricey	!align="right	!align="right
priciest	!align="right	!align="right
pricey	oblique	oblique
pricier	lighter	lighter
priciest	!align="right	!align="right
firmer	company	company
firm	!align="right	!align="right
firmest	!align="right	!align="right
firm	oblique	oblique
firmer	lighter	lighter
firmest	!align="right	!align="right
brighter	brighter	brighter
bright	bright	bright
brightest	!align="right	!align="right
bright	bright	bright
brighter	lighter	lighter
brightest	!align="right	!align="right
steadier	faster	faster
steady	!align="right	colspan=3|total
steadiest	greatest	greatest
steady	!align="right	!align="right
steadier	!align="right	!align="right
steadiest	!align="right	colspan=3|total
classier	!align="right	!align="right
classy	!align="right	colspan=3|total
classiest	!align="right	!align="right
classy	!align="right	!align="right
classier	!align="right	!align="right
classiest	!align="right	colspan=3|total
sadder	profoundly	profoundly
sad	!align="right	colspan=3|total
saddest	reigned	reigned
sad	!align="right	!align="right
sadder	!align="right	!align="right
saddest	!align="right	colspan=3|total
meaner	say	say
mean	!align="right	colspan=3|total
meanest	variance	variance
mean	!align="right	!align="right
meaner	!align="right	!align="right
meanest	!align="right	colspan=3|total
faster	faster	faster
fastest	fast	fast
fast	quickest	quickest
fastest	slow	slow
faster	slow	faster
fast	quickest	quickest
louder	!align="right	colspan=3|total
loud	loud	loud
loudest	!align="right	colspan=3|total
loud	quiet	quiet
louder	!align="right	!align="right
loudest	loud	loud
newer	!align="right	!align="right
new	modern	chalk
newest	!align="right	!align="right
new	flawless	flawless
newer	latest	latest
newest	smaller	smaller
bloodier	!align="right	colspan=3|total
bloody	quiet	quiet
bloodiest	!align="right	colspan=3|total
bloody	quiet	quiet
bloodier	!align="right	!align="right
bloodiest	!align="right	!align="right
younger	!align="right	!align="right
young	young	young
youngest	!align="right	!align="right
young	hungry	hungry
younger	eldest	eldest
youngest	older	older
closer	!align="right	colspan=3|total
close	close	close
closest	!align="right	colspan=3|total
close	close	close
closer	nearest	nearest
closest	close	close
clearer	clearer	clearer
clear	satisfactory	unlimited
clearest	!align="right	!align="right
clear	unrestricted	unrestricted
clearer	harsher	harsher
clearest	!align="right	!align="right
richer	richer	richer
rich	13.3	13.3
richest	!align="right	!align="right
rich	rich	rich
richer	rich	rich
richest	!align="right	!align="right
meaner	imply	imply
mean	!align="right	!align="right
meanest	!align="right	!align="right
mean	unrestricted	unrestricted
meaner	harsher	harsher
meanest	!align="right	!align="right
older	older	older
old	younger	old
oldest	!align="right	!align="right
old	largest	largest
older	largest	harmony
oldest	!align="right	!align="right
deeper	deeper	deeper
deep	deep	deep
deepest	!align="right	!align="right
deep	deep	deep
deeper	deep	deep
deepest	!align="right	colspan=3|total
tastier	!align="right	!align="right
tasty	!align="right	!align="right
tastiest	!align="right	!align="right
tasty	!align="right	!align="right
tastier	!align="right	!align="right
tastiest	!align="right	!align="right
weaker	weaker	weaker
weak	weak	weak
weakest	strongest	strongest
weak	intelligent	intelligent
weaker	capable	inferior
weakest	strongest	strongest
sadder	happier	happier
sad	!align="right	!align="right
saddest	most-watched	most-watched
sad	!align="right	!align="right
sadder	!align="right	!align="right
saddest	!align="right	!align="right
better	better	better
good	good	good
best	excellent	excellent
good	favorite	favorite
better	better	better
best	best	best
stronger	stronger	stronger
strong	strong	strong
strongest	strongest	strongest
strong	strong	strong
stronger	strong	strong
strongest	strongest	strongest
lighter	fluorescent	blackish
light	heavier	heavier
lightest	!align="right	!align="right
light	cold	cold
lighter	colder	colder
lightest	!align="right	!align="right
wilder	trout	trout
wild	brenda	brenda
wildest	!align="right	!align="right
wild	cold	cold
wilder	colder	colder
wildest	!align="right	!align="right
prettier	colder	colder
pretty	!align="right	!align="right
prettiest	!align="right	!align="right
pretty	cold	cold
prettier	colder	colder
prettiest	!align="right	!align="right
heavier	severe	severe
heavy	heavy	heavy
heaviest	!align="right	colspan=3|total
heavy	cold	cold
heavier	temperatures	temperatures
heaviest	!align="right	!align="right
deeper	deeper	deeper
deep	deep	deep
deepest	!align="right	colspan=3|total
deep	deep	deep
deeper	deeper	deeper
deepest	!align="right	colspan=3|total
newer	newly	newly
new	morphological	morphological
newest	!align="right	!align="right
new	thick	latest
newer	lighter	lighter
newest	!align="right	!align="right
bloodier	brutal	brutal
bloody	!align="right	!align="right
bloodiest	!align="right	!align="right
bloody	thick	thick
bloodier	thicker	thicker
bloodiest	!align="right	!align="right
prettier	really	seductive
pretty	!align="right	!align="right
prettiest	!align="right	!align="right
pretty	thick	thick
prettier	thicker	thicker
prettiest	!align="right	!align="right
softer	smoother	smoother
soft	lagrangian	lagrangian
softest	!align="right	!align="right
soft	thick	thick
softer	thicker	thicker
softest	!align="right	!align="right
taller	taller	taller
tall	tall	tall
tallest	!align="right	!align="right
tall	thick	thick
taller	thicker	taller
tallest	!align="right	!align="right
newer	!align="right	!align="right
new	mature	mature
newest	!align="right	!align="right
new	flawless	flawless
newer	latest	latest
newest	smaller	smaller
weaker	!align="right	!align="right
weak	stronger	stronger
weakest	!align="right	!align="right
weak	strongest	weak
weaker	strongest	strongest
weakest	stronger	stronger
longer	!align="right	!align="right
long	shorter	shorter
longest	!align="right	!align="right
long	long	long
longer	shortest	shortest
longest	shorter	shorter
smarter	!align="right	!align="right
smart	better	better
smartest	!align="right	!align="right
smart	mature	mature
smarter	!align="right	!align="right
smartest	better	better
riskier	!align="right	!align="right
risky	mature	mature
riskiest	!align="right	!align="right
risky	mature	mature
riskier	!align="right	!align="right
riskiest	!align="right	!align="right
thicker	concave	concave
thick	thin	thin
thickest	shrubland	shrubland
thick	!align="right	!align="right
thicker	!align="right	!align="right
thickest	richest	richest
bloodier	overt	overt
bloody	!align="right	!align="right
bloodiest	massacre	rarest
bloody	!align="right	!align="right
bloodier	!align="right	!align="right
bloodiest	!align="right	!align="right
happier	happier	happier
happy	prosperous	prosperous
happiest	happier	happier
happy	!align="right	!align="right
happier	!align="right	!align="right
happiest	richest	best-selling
sharper	concave	concave
sharp	heiress	melancholy
sharpest	oblique	oblique
sharp	!align="right	!align="right
sharper	!align="right	!align="right
sharpest	anniversary	anniversary
stronger	stronger	stronger
strong	strong	strong
strongest	strongest	strongest
strong	strong	strong
stronger	stronger	stronger
strongest	strong	strong
classier	!align="right	!align="right
classy	!align="right	!align="right
classiest	!align="right	!align="right
classy	partial	partial
classier	dunn	dunn
classiest	!align="right	!align="right
lighter	gordon	goff
light	heavier	thicker
lightest	!align="right	!align="right
light	partial	partial
lighter	dunn	dunn
lightest	!align="right	!align="right
gentler	aldridge	o'connell
gentle	!align="right	!align="right
gentlest	!align="right	!align="right
gentle	partial	partial
gentler	dunn	dunn
gentlest	!align="right	!align="right
narrower	broad	swampy
narrow	broad	broad
narrowest	!align="right	!align="right
narrow	wide	wide
narrower	deeper	deeper
narrowest	!align="right	!align="right
livelier	rogers	rogers
lively	!align="right	!align="right
liveliest	!align="right	!align="right
lively	partial	partial
livelier	dunn	dunn
liveliest	!align="right	!align="right
savvier	!align="right	!align="right
savvy	foolish	foolish
savviest	!align="right	!align="right
savvy	foolish	foolish
savvier	!align="right	!align="right
savviest	!align="right	!align="right
livelier	!align="right	!align="right
lively	foolish	foolish
liveliest	!align="right	!align="right
lively	foolish	foolish
livelier	!align="right	!align="right
liveliest	!align="right	!align="right
harder	!align="right	!align="right
hard	hard	better
hardest	!align="right	!align="right
hard	savage	savage
harder	toughest	toughest
hardest	easier	easier
taller	!align="right	!align="right
tall	tall	tall
tallest	!align="right	!align="right
tall	towers	eagle
taller	oldest	oldest
tallest	tall	tall
freer	!align="right	!align="right
free	foster	foster
freest	!align="right	!align="right
free	foolish	foolish
freer	!align="right	!align="right
freest	harsher	harsher
sadder	!align="right	!align="right
sad	difficult	difficult
