rougher	finer	finer
bad	bizarre	bizarre
worse	best	best
worst	!align="right	!align="right
higher	low	highest
high	lower	faster
highest	!align="right	!align="right
high	lowest	impressive
higher	lowest	lowest
highest	!align="right	!align="right
costlier	byers	smolensk
costly	!align="right	!align="right
costliest	!align="right	!align="right
costly	simple	simple
costlier	ngc	ngc
costliest	!align="right	!align="right
firmer	llp	llp
firm	!align="right	!align="right
firmest	!align="right	!align="right
firm	simple	simple
firmer	ngc	ngc
firmest	!align="right	!align="right
steeper	slopes	slopes
steep	clumsy	clumsy
steepest	!align="right	!align="right
steep	simple	simple
steeper	ngc	ngc
steepest	!align="right	!align="right
greener	underparts	rufous
green	!align="right	!align="right
greenest	!align="right	!align="right
green	mobile	mobile
greener	healthier	healthier
greenest	!align="right	!align="right
smaller	smaller	smaller
small	small	small
smallest	!align="right	!align="right
small	small	small
smaller	larger	larger
smallest	!align="right	!align="right
narrower	wider	wider
narrow	narrow	narrow
narrowest	!align="right	colspan=3|total
narrow	sophisticated	sharp
narrower	deeper	deeper
narrowest	!align="right	!align="right
cleaner	tougher	tougher
clean	mobile	mobile
cleanest	!align="right	colspan=3|total
clean	mobile	mobile
cleaner	healthier	healthier
cleanest	!align="right	!align="right
riskier	stressful	stressful
risky	!align="right	!align="right
riskiest	!align="right	!align="right
risky	mobile	mobile
riskier	healthier	healthier
riskiest	!align="right	!align="right
newer	!align="right	!align="right
new	sonic	sonic
newest	!align="right	!align="right
new	latest	latest
newer	latest	latest
newest	larger	older
wilder	!align="right	!align="right
wild	savage	savage
wildest	!align="right	!align="right
wild	sentai	sentai
wilder	!align="right	!align="right
wildest	shelley	shelley
narrower	!align="right	!align="right
narrow	narrow	wider
narrowest	!align="right	!align="right
narrow	narrow	narrow
narrower	widest	widest
narrowest	narrow	narrow
safer	!align="right	!align="right
safe	sky	sky
safest	!align="right	!align="right
safe	thunder	thunder
safer	fastest-growing	fastest-growing
safest	safe	safe
faster	!align="right	!align="right
fastest	fast	fast
fast	!align="right	!align="right
fastest	slow	quick
faster	slow	slow
fast	slower	slower
meaner	!align="right	!align="right
mean	brutal	brutal
meanest	!align="right	!align="right
mean	brutal	brutal
meaner	!align="right	!align="right
meanest	!align="right	!align="right
heavier	!align="right	!align="right
heavy	heavy	heavy
heaviest	!align="right	!align="right
heavy	heavy	heavy
heavier	heavy	oldest
heaviest	lighter	lighter
nicer	!align="right	!align="right
nice	brutal	brutal
nicest	!align="right	!align="right
nice	brutal	brutal
nicer	!align="right	!align="right
nicest	!align="right	!align="right
faster	!align="right	!align="right
fastest	slower	fast
fast	!align="right	!align="right
fastest	slow	slow
faster	slow	slow
fast	slower	slower
leaner	!align="right	!align="right
lean	brutal	brutal
leanest	!align="right	!align="right
lean	brutal	brutal
leaner	!align="right	!align="right
leanest	!align="right	!align="right
weaker	!align="right	!align="right
weak	weak	weak
weakest	!align="right	!align="right
weak	rip	rip
weaker	strongest	strongest
weakest	stronger	stronger
darker	!align="right	!align="right
dark	dark	dark
darkest	!align="right	!align="right
dark	dark	dark
darker	darker	darker
darkest	paler	paler
rougher	!align="right	!align="right
rough	creamy	creamy
roughest	!align="right	!align="right
rough	creamy	creamy
rougher	!align="right	!align="right
roughest	!align="right	!align="right
mightier	!align="right	!align="right
mighty	creamy	creamy
mightiest	!align="right	!align="right
mighty	creamy	creamy
mightier	!align="right	!align="right
mightiest	!align="right	!align="right
wiser	!align="right	!align="right
wise	creamy	creamy
wisest	!align="right	!align="right
wise	creamy	creamy
wiser	!align="right	!align="right
wisest	!align="right	!align="right
laws	laws	laws
law	legislation	legislation
products	products	products
product	product	product
changes	changes	changes
change	change	change
citizens	citizens	citizens
citizen	citizen	citizen
teachers	teachers	teachers
teacher	students	students
things	things	things
thing	thing	thing
minutes	minutes	minutes
minute	seconds	seconds
dollars	million	million
dollar	dollar	dollar
areas	areas	areas
area	area	area
cities	cities	cities
city	towns	city
streets	streets	streets
street	street	street
months	year	year
month	weeks	weeks
conditions	conditions	conditions
condition	condition	condition
countries	businessmen	laborers
country	nations	nations
operations	operations	operations
operation	operation	operation
schools	schools	schools
school	school	school
results	results	results
result	result	result
parents	employees	commanders
parent	father	father
charges	charges	charges
charge	charge	charge
students	students	students
student	student	student
employees	employees	employees
employee	employee	employee
workers	workers	workers
worker	worker	worker
miles	kilometre	8km
mile	kilometres	kilometres
ways	ways	ways
way	way	way
decisions	decisions	decisions
decision	decision	decision
rights	graders	rights
right	activist	activist
parents	pupils	pupils
parent	mother	mother
companies	companies	companies
company	company	company
jobs	jobs	jobs
job	job	job
authorities	authorities	authorities
authority	government	government
rules	regime	domination
rule	rule	rule
reports	reports	reports
report	report	report
programs	programs	programs
program	program	program
buildings	buildings	buildings
building	building	building
officials	unofficial	officials
official	authorities	authorities
dollars	months	million
dollar	dollar	dollar
rules	years	years
rule	regulations	regulations
citizens	citizens	citizens
citizen	citizen	citizen
questions	questions	questions
question	question	question
officers	officers	officers
officer	officer	officer
cities	cities	cities
city	towns	towns
experts	consultant	consultant
expert	expert	expert
teachers	years	educator
teacher	students	students
benefits	benefits	benefits
benefit	benefit	benefit
authorities	authorities	authorities
authority	officials	officials
games	games	games
game	game	game
cities	cities	cities
city	towns	towns
benefits	benefits	benefits
benefit	benefit	advantages
groups	groups	groups
group	group	group
authorities	responsibility	responsibility
authority	authority	policeman
rates	rates	rates
rate	rate	rate
changes	changes	changes
change	change	change
citizens	citizens	citizens
citizen	citizen	citizen
questions	questions	questions
question	question	question
artists	artists	artists
artist	artist	artist
deaths	untimely	untimely
death	casualties	casualties
workers	workers	workers
worker	worker	worker
sports	sports	sports
sport	sport	sport
sources	sources	sources
source	source	source
women	women	women
woman	woman	woman
voters	voters	voters
voter	vote	vote
sports	sports	sports
sport	sport	sport
officers	officers	officers
officer	officer	officer
concerns	concerns	concerns
concern	concern	concern
prices	prices	prices
price	price	price
schools	schools	schools
school	school	school
feet	feet	feet
foot	meters	metres
reports	reports	reports
report	report	report
officials	officials	officials
official	minister	minister
teams	teams	teams
team	team	team
cases	cases	cases
case	case	case
relations	relating	relating
relation	relationship	relationship
residents	residents	residents
resident	inhabitants	inhabitants
issues	issues	issues
issue	issue	issue
families	families	families
family	family	widows
months	week	day
month	weeks	weeks
minutes	minutes	minutes
minute	seconds	seconds
losses	losses	losses
loss	loss	loss
games	games	games
game	game	game
agencies	agencies	agencies
agency	agency	agency
times	intervals	intervals
time	twice	twice
people	persons	persons
person	persons	persons
weapons	weapons	weapons
weapon	weapon	weapon
families	families	families
family	family	family
authorities	authorities	authorities
authority	authority	authority
cases	cases	cases
case	case	case
relations	relationships	relationships
relation	relationship	relationship
kids	boy	artists
kid	girl	girl
authorities	authorities	authorities
authority	officials	officials
cars	cars	cars
car	car	car
people	persons	persons
person	persons	persons
efforts	efforts	efforts
effort	effort	effort
artists	artists	artists
artist	artist	artist
students	students	students
student	pupils	student
concerns	concerns	concerns
concern	concern	concern
times	period	weekend
time	twice	twice
streets	streets	streets
street	street	street
investors	investors	investors
investor	investor	investor
dollars	dollars	dollars
dollar	million	million
days	week	week
day	months	months
laws	laws	laws
law	law	law
standards	standards	standards
standard	standard	standard
allegations	allegations	allegations
allegation	charges	misconduct
decisions	decisions	decisions
decision	decision	decision
authorities	authorities	authorities
authority	officials	officials
conditions	conditions	conditions
condition	condition	condition
rules	decades	decades
rule	regulations	regulations
standards	standards	standards
standard	standard	standard
parents	months	galaxies
parent	mother	mother
officers	officers	officers
officer	officer	officer
countries	nation	nation
country	nations	country
terms	terms	terms
term	term	term
years	month	month
year	months	months
citizens	citizens	citizens
citizen	residents	residents
residents	residents	residents
resident	citizens	citizens
businesses	businesses	businesses
business	business	business
drugs	drugs	drugs
drug	drug	drug
reports	reports	reports
report	report	report
reasons	reasons	reasons
reason	purposes	purposes
teachers	teachers	teachers
teacher	teacher	teacher
minutes	minutes	minutes
minute	seconds	seconds
analysts	commentator	nbc's
analyst	experts	experts
reports	reports	reports
report	report	report
charges	charges	charges
charge	charge	charge
cars	cars	cars
car	car	car
businesses	businesses	businesses
business	companies	companies
voters	voters	voters
voter	ballot	ballot
patients	patients	patients
patient	patient	patient
men	woman	woman
man	soldiers	soldiers
prices	prices	prices
price	price	price
products	products	products
product	product	product
terms	father	father
term	term	term
leaders	leaders	leaders
leader	leader	leader
cars	cars	cars
car	car	car
benefits	benefits	needy
benefit	benefit	benefit
results	consequence	consequence
result	correct	correct
operations	operations	operations
operation	operation	operation
members	members	members
member	member	member
events	events	events
event	event	event
officers	officers	officers
officer	officer	officer
parties	parties	parties
party	party	party
cases	cases	cases
case	case	case
men	men	men
man	man	man
officers	officers	officers
officer	officer	officer
charges	charges	charges
charge	charge	charge
employees	employees	employees
employee	employee	employee
rights	rights	rights
right	activist	activist
hours	minutes	minutes
hour	hour	hour
relations	members	similarity
relation	relationship	relationship
sports	sports	sports
sport	sport	sport
people	persons	persons
person	persons	persons
systems	systems	systems
system	system	system
talks	interviews	interviews
talk	negotiations	negotiations
officials	unofficial	unofficial
official	authorities	authorities
kids	girl	childish
kid	teenagers	kid
schools	schools	schools
school	school	school
areas	areas	areas
area	area	area
points	points	points
point	point	point
owners	owners	owners
owner	owner	owner
concerns	concerns	concerns
concern	concern	concern
streets	streets	streets
street	street	street
results	results	results
result	outcome	outcome
questions	questions	questions
question	question	question
leaders	leaders	leaders
leader	leader	leader
decisions	decisions	decisions
decision	decision	decision
homes	months	surrendering
home	houses	cottages
lives	lives	lives
life	resides	resides
laws	laws	legislation
law	law	law
issues	issues	issues
issue	issue	issue
groups	groups	groups
group	group	group
businesses	businesses	businesses
business	business	business
rates	rates	rates
rate	rate	rate
minutes	minutes	minutes
minute	seconds	seconds
games	games	games
game	game	game
points	points	points
point	point	point
workers	workers	workers
worker	worker	worker
reasons	reasons	reasons
reason	purposes	purposes
groups	groups	groups
group	group	group
students	students	students
student	student	student
families	families	families
family	family	family
times	olympics	olympics
time	twice	twice
hours	hours	hours
hour	minutes	minutes
standards	standards	standards
standard	standard	standard
teams	teams	teams
team	team	team
officers	officers	officers
officer	officer	officer
