rougher	poorly	poorly
harsher	wingate	wingate
harsh	harsh	harsh
harshest	!align="right	!align="right
harsh	deer	deer
harsher	scorsese	scorsese
harshest	!align="right	!align="right
higher	!align="right	!align="right
high	lower	lower
highest	!align="right	!align="right
high	lowest	lowest
higher	lowest	lowest
highest	lower	lower
prettier	!align="right	!align="right
pretty	iggy	iggy
prettiest	!align="right	!align="right
pretty	iggy	iggy
prettier	!align="right	!align="right
prettiest	!align="right	!align="right
smoother	!align="right	!align="right
smooth	smooth	smooth
smoothest	!align="right	!align="right
smooth	iggy	iggy
smoother	!align="right	!align="right
smoothest	smooth	smooth
fresher	!align="right	!align="right
fresh	iggy	iggy
freshest	!align="right	!align="right
fresh	iggy	iggy
fresher	!align="right	!align="right
freshest	!align="right	!align="right
faster	!align="right	!align="right
fastest	slower	fast
fast	!align="right	!align="right
fastest	slow	slow
faster	slow	slow
fast	slower	slower
worse	good	novak
bad	easier	easier
worst	!align="right	!align="right
bad	best	best
worse	best	best
worst	!align="right	!align="right
higher	low	low
high	lower	faster
highest	!align="right	!align="right
high	lowest	decent
higher	lowest	lowest
highest	!align="right	!align="right
costlier	byers	byers
costly	!align="right	!align="right
costliest	!align="right	!align="right
costly	complicated	complicated
costlier	defenseman	defenseman
costliest	!align="right	!align="right
firmer	llp	llp
firm	!align="right	!align="right
firmest	!align="right	!align="right
firm	complicated	complicated
firmer	defenseman	defenseman
firmest	!align="right	!align="right
steeper	slopes	low-lying
steep	steeply	faster
steepest	!align="right	!align="right
steep	complicated	complicated
steeper	defenseman	defenseman
steepest	!align="right	!align="right
greener	reddish	reddish
green	!align="right	!align="right
greenest	!align="right	!align="right
green	mobile	mobile
greener	healthier	healthier
greenest	!align="right	!align="right
smaller	smaller	smaller
small	small	small
smallest	!align="right	!align="right
small	small	small
smaller	larger	larger
smallest	!align="right	!align="right
narrower	broader	broader
narrow	narrow	narrow
narrowest	!align="right	colspan=3|total
narrow	mobile	mobile
narrower	deeper	deeper
narrowest	!align="right	!align="right
cleaner	better	eradicate
clean	lighting	lighting
cleanest	!align="right	!align="right
clean	mobile	mobile
cleaner	healthier	healthier
cleanest	!align="right	!align="right
riskier	difficult	easier
risky	!align="right	!align="right
riskiest	!align="right	!align="right
risky	mobile	mobile
riskier	healthier	healthier
riskiest	!align="right	!align="right
newer	!align="right	!align="right
new	classic	classic
newest	!align="right	!align="right
new	robot	robot
newer	best-known	best-known
newest	larger	larger
wilder	!align="right	!align="right
wild	allen	savage
wildest	!align="right	!align="right
wild	almighty	almighty
wilder	!align="right	!align="right
wildest	scorsese	scorsese
narrower	!align="right	!align="right
narrow	wider	wider
narrowest	!align="right	!align="right
narrow	greatest	greatest
narrower	widest	widest
narrowest	narrow	narrow
safer	!align="right	!align="right
safe	better	fast
safest	!align="right	!align="right
safe	strongest	strongest
safer	fastest-growing	fastest-growing
safest	safe	safe
faster	!align="right	!align="right
fastest	fast	fast
fast	!align="right	!align="right
fastest	quick	quick
faster	slow	slow
fast	slower	slower
meaner	!align="right	!align="right
mean	violent	violent
meanest	!align="right	!align="right
mean	violent	violent
meaner	!align="right	!align="right
meanest	!align="right	!align="right
heavier	!align="right	!align="right
heavy	heavy	heavy
heaviest	!align="right	!align="right
heavy	heavy	heavy
heavier	heavy	heavy
heaviest	heavy	heavy
nicer	!align="right	!align="right
nice	violent	violent
nicest	!align="right	!align="right
nice	violent	violent
nicer	!align="right	!align="right
nicest	!align="right	!align="right
faster	!align="right	!align="right
fastest	fast	fast
fast	!align="right	!align="right
fastest	slow	quick
faster	slow	slow
fast	slower	slower
leaner	!align="right	!align="right
lean	violent	violent
leanest	!align="right	!align="right
lean	violent	violent
leaner	!align="right	!align="right
leanest	!align="right	!align="right
weaker	!align="right	!align="right
weak	stronger	stronger
weakest	!align="right	!align="right
weak	loose	loose
weaker	strongest	strongest
weakest	stronger	stronger
darker	!align="right	!align="right
dark	dark	dark
darkest	!align="right	!align="right
dark	dark	dark
darker	finest	finest
darkest	paler	paler
rougher	!align="right	!align="right
rough	creamy	creamy
roughest	!align="right	!align="right
rough	creamy	creamy
rougher	!align="right	!align="right
roughest	!align="right	!align="right
mightier	!align="right	!align="right
mighty	creamy	creamy
mightiest	!align="right	!align="right
mighty	creamy	creamy
mightier	!align="right	!align="right
mightiest	!align="right	!align="right
wiser	!align="right	!align="right
wise	creamy	creamy
wisest	!align="right	!align="right
wise	creamy	creamy
wiser	!align="right	!align="right
wisest	!align="right	!align="right
laws	laws	laws
law	law	law
products	products	products
product	product	product
changes	changes	changes
change	change	change
citizens	citizens	citizens
citizen	citizen	citizen
teachers	teachers	teachers
teacher	students	students
things	things	things
thing	thing	thing
minutes	minutes	minutes
minute	seconds	seconds
dollars	million	million
dollar	dollar	dollar
areas	areas	areas
area	area	area
cities	cities	cities
city	towns	towns
streets	streets	streets
street	street	street
months	year	year
month	weeks	weeks
conditions	conditions	conditions
condition	unofficial	unofficial
countries	politicians	businessmen
country	unofficial	unofficial
operations	operations	operations
operation	operation	operation
schools	schools	schools
school	school	school
results	results	results
result	result	result
parents	parents	parents
parent	father	father
charges	charges	charges
charge	charge	charge
students	students	students
student	student	student
employees	employees	employees
employee	employee	employee
workers	workers	workers
worker	worker	worker
miles	miles	miles
mile	kilometres	kilometres
ways	ways	ways
way	way	way
decisions	decisions	decisions
decision	decision	decision
rights	pupils	patients
right	activist	activist
parents	pupils	pupils
parent	mother	mother
companies	companies	companies
company	company	company
jobs	jobs	jobs
job	job	job
authorities	authorities	authorities
authority	government	government
rules	policies	policies
rule	rule	rule
reports	reports	reports
report	report	report
programs	programs	programs
program	program	program
buildings	buildings	buildings
building	building	building
officials	unofficial	unofficial
official	authorities	authorities
dollars	months	months
dollar	dollar	dollar
rules	years	regime
rule	regulations	regulations
citizens	citizens	citizens
citizen	citizen	citizen
questions	questions	questions
question	question	question
officers	officers	officers
officer	officer	officer
cities	cities	cities
city	towns	towns
experts	experts	experts
expert	expert	expert
teachers	teachers	teachers
teacher	students	students
benefits	benefits	benefits
benefit	benefit	benefit
authorities	authorities	authorities
authority	officials	officials
games	games	games
game	game	game
cities	cities	cities
city	towns	towns
benefits	benefits	benefits
benefit	benefit	benefit
groups	groups	groups
group	group	group
authorities	authorities	responsibility
authority	policeman	policeman
rates	rates	rates
rate	rate	rate
changes	changes	changes
change	change	change
citizens	citizens	citizens
citizen	citizen	citizen
questions	people	people
question	question	question
artists	artists	artists
artist	artist	artist
deaths	retirement	retirement
death	casualties	damage
workers	workers	workers
worker	worker	worker
sports	sports	sports
sport	sport	sport
sources	sources	sources
source	source	source
women	women	women
woman	men	woman
voters	voters	voters
voter	vote	vote
sports	sports	sports
sport	sport	sport
officers	officers	officers
officer	officer	officer
concerns	concerns	concerns
concern	concern	concern
prices	prices	prices
price	price	price
schools	schools	schools
school	school	school
feet	feet	feet
foot	meters	metres
reports	reports	reports
report	report	report
officials	officials	officials
official	officer	officer
teams	teams	teams
team	team	team
cases	cases	cases
case	case	case
relations	relating	relating
relation	relationship	relationship
residents	citizen	citizen
resident	inhabitants	inhabitants
issues	issues	issues
issue	issue	issue
families	families	families
family	family	widows
months	week	week
month	weeks	weeks
minutes	minutes	minutes
minute	seconds	seconds
losses	losses	losses
loss	loss	loss
games	games	games
game	game	game
agencies	agencies	agencies
agency	agency	agency
times	intervals	intervals
time	twice	twice
people	persons	persons
person	persons	persons
weapons	weapons	weapons
weapon	weapon	weapon
families	families	families
family	family	family
authorities	authorities	authorities
authority	authority	authority
cases	cases	cases
case	case	case
relations	relationships	relationships
relation	relationship	relationship
kids	baby	killer
kid	teenagers	episode
authorities	authorities	authorities
authority	authority	authority
cars	cars	cars
car	car	car
people	persons	persons
person	persons	passengers
efforts	efforts	efforts
effort	effort	attempts
artists	artists	artists
artist	artist	artist
students	students	students
student	pupils	student
concerns	concerns	concerns
concern	concern	concern
times	members	times
time	twice	twice
streets	streets	streets
street	street	street
investors	investors	investors
investor	investor	investor
dollars	dollars	dollars
dollar	million	million
days	week	week
day	months	months
laws	laws	laws
law	law	law
standards	standards	standards
standard	standard	standard
allegations	allegations	allegations
allegation	alleged	alleged
decisions	decisions	decisions
decision	decision	decision
authorities	authorities	authorities
authority	officials	officials
conditions	conditions	conditions
condition	condition	condition
rules	months	suzerainty
rule	regulations	regulations
standards	standards	standards
standard	standard	standard
parents	months	shareholders
parent	mother	mother
officers	officers	officers
officer	officer	officer
countries	countries	billboard
country	country	country
terms	terms	terms
term	term	term
years	month	month
year	months	months
citizens	citizens	citizens
citizen	residents	residents
residents	herald	herald
resident	citizens	citizens
businesses	businesses	businesses
business	business	business
drugs	drugs	drugs
drug	drug	drug
reports	reports	reports
report	report	report
reasons	reasons	reasons
reason	purposes	purposes
teachers	teachers	teachers
teacher	teacher	teacher
minutes	minutes	minutes
minute	seconds	seconds
analysts	analysts	analysts
analyst	observers	observers
reports	reports	reports
report	report	report
charges	charges	charges
charge	charge	charge
cars	cars	cars
car	car	car
businesses	businesses	businesses
business	companies	retailers
voters	fraud	fraud
voter	vote	election
patients	patients	patients
patient	patient	disease
men	woman	person
man	soldiers	soldiers
prices	prices	prices
price	price	price
products	products	products
product	product	product
terms	father	terms
term	term	term
leaders	leaders	leaders
leader	leader	leader
cars	cars	cars
car	car	car
benefits	benefits	benefits
benefit	benefit	benefit
results	consequence	consequence
result	activation	activation
operations	operations	operations
operation	operation	operation
members	members	members
member	member	member
events	events	events
event	event	event
officers	officers	officers
officer	officer	officer
parties	parties	parties
party	party	party
cases	cases	cases
case	case	case
men	men	men
man	man	man
officers	officers	officers
officer	officer	officer
charges	charges	charges
charge	charge	charge
employees	employees	employees
employee	employee	employee
rights	rights	rights
right	activist	activist
hours	minutes	minutes
hour	hour	hour
relations	connection	connection
relation	relationship	relationship
sports	sports	sports
sport	sport	sport
people	persons	persons
person	persons	persons
systems	systems	systems
system	system	system
talks	discussions	conversations
talk	negotiations	negotiations
officials	unofficial	unofficial
official	authorities	police
