rougher	denser	denser
narrow	narrow	wider
narrowest	!align="right	!align="right
narrow	big	savage
narrower	widest	widest
narrowest	narrow	narrow
safer	!align="right	!align="right
safe	better	better
safest	!align="right	!align="right
safe	thunder	thunder
safer	cheapest	cheapest
safest	safe	safe
faster	!align="right	!align="right
fastest	fast	fast
fast	!align="right	!align="right
fastest	slow	slow
faster	slow	slow
fast	slower	slower
meaner	!align="right	!align="right
mean	brutal	brutal
meanest	!align="right	!align="right
mean	brutal	brutal
meaner	!align="right	!align="right
meanest	!align="right	!align="right
heavier	!align="right	!align="right
heavy	heavy	heavy
heaviest	!align="right	!align="right
heavy	heavy	heavy
heavier	heavy	heavy
heaviest	lighter	lighter
nicer	!align="right	!align="right
nice	brutal	brutal
nicest	!align="right	!align="right
nice	brutal	brutal
nicer	!align="right	!align="right
nicest	!align="right	!align="right
faster	!align="right	!align="right
fastest	fast	fast
fast	!align="right	!align="right
fastest	slow	slow
faster	slow	slow
fast	slower	slower
leaner	!align="right	!align="right
lean	brutal	brutal
leanest	!align="right	!align="right
lean	brutal	brutal
leaner	!align="right	!align="right
leanest	!align="right	!align="right
weaker	!align="right	!align="right
weak	stronger	stronger
weakest	!align="right	!align="right
weak	loose	loose
weaker	strongest	strongest
weakest	stronger	stronger
darker	!align="right	!align="right
dark	dark	dark
darkest	!align="right	!align="right
dark	dark	dark
darker	finest	finest
darkest	paler	paler
rougher	!align="right	!align="right
rough	glabrous	glabrous
roughest	!align="right	!align="right
rough	glabrous	glabrous
rougher	!align="right	!align="right
roughest	!align="right	!align="right
mightier	!align="right	!align="right
mighty	glabrous	glabrous
mightiest	!align="right	!align="right
mighty	glabrous	glabrous
mightier	!align="right	!align="right
mightiest	!align="right	!align="right
wiser	!align="right	!align="right
wise	glabrous	glabrous
wisest	!align="right	!align="right
wise	glabrous	glabrous
wiser	!align="right	!align="right
wisest	!align="right	!align="right
laws	laws	laws
law	legislation	legislation
products	products	products
product	product	product
changes	changes	changes
change	change	change
citizens	citizens	citizens
citizen	citizen	citizen
teachers	teachers	teachers
teacher	students	students
things	things	things
thing	thing	thing
minutes	minutes	minutes
minute	seconds	minute
dollars	million	million
dollar	dollar	dollar
areas	areas	areas
area	area	area
cities	cities	cities
city	towns	city
streets	streets	streets
street	street	street
months	year	year
month	weeks	weeks
conditions	conditions	conditions
condition	condition	condition
countries	countries	countries
country	unofficial	unofficial
operations	operations	operations
operation	operation	operational
schools	schools	schools
school	school	school
results	results	results
result	result	result
parents	employees	mothers
parent	father	father
charges	charges	charges
charge	charge	charge
students	students	students
student	student	student
employees	employees	employees
employee	employee	employee
workers	workers	workers
worker	worker	worker
miles	16km	16km
mile	kilometres	kilometres
ways	ways	ways
way	way	way
decisions	decisions	decisions
decision	decision	decision
rights	pupils	inhabitants
right	activist	activist
parents	pupils	mothers
parent	father	father
companies	companies	companies
company	company	company
jobs	jobs	jobs
job	job	job
authorities	authorities	authorities
authority	authority	government
rules	rules	rules
rule	guidelines	principle
reports	reports	reports
report	report	report
programs	programs	programs
program	program	program
buildings	buildings	buildings
building	building	building
officials	unofficial	officials
official	authorities	authorities
dollars	months	million
dollar	pesos	kilogram
rules	months	decades
rule	regulations	regulations
citizens	citizens	citizens
citizen	citizen	citizen
questions	questions	questions
question	question	question
officers	officers	officers
officer	officer	officer
cities	town	town
city	towns	towns
experts	experts	consultant
expert	expert	professionals
teachers	teachers	teachers
teacher	students	students
benefits	benefits	benefits
benefit	benefit	benefit
authorities	authorities	authorities
authority	officials	officials
games	games	games
game	game	game
cities	cities	cities
city	towns	towns
benefits	benefits	benefits
benefit	benefit	borrower
groups	groups	groups
group	group	group
authorities	authorities	authorities
authority	authority	authority
rates	rates	rates
rate	rate	rate
changes	changes	changes
change	change	change
citizens	citizens	citizens
citizen	citizen	citizen
questions	questions	questions
question	question	question
artists	artists	artists
artist	artist	artist
deaths	untimely	untimely
death	fatalities	casualties
workers	workers	workers
worker	worker	worker
sports	sports	sports
sport	sport	sport
sources	sources	sources
source	source	source
women	women	women
woman	woman	woman
voters	voters	voters
voter	vote	vote
sports	sports	sports
sport	sport	sport
officers	officers	officers
officer	officer	officer
concerns	concerns	concerns
concern	concern	concern
prices	prices	prices
price	price	price
schools	schools	schools
school	school	school
feet	feet	soldiers
foot	meters	meters
reports	reports	reports
report	report	report
officials	officials	officials
official	minister	minister
teams	teams	teams
team	team	team
cases	cases	cases
case	case	case
relations	relationships	relationships
relation	relationship	relationship
residents	residents	residents
resident	people	people
issues	issues	issues
issue	issue	issue
families	families	families
family	family	family
months	year	year
month	weeks	weeks
minutes	minutes	minutes
minute	seconds	seconds
losses	losses	losses
loss	loss	loss
games	games	games
game	game	game
agencies	agencies	agencies
agency	agency	agency
times	events	events
time	twice	twice
people	persons	persons
person	persons	persons
weapons	weapons	weapons
weapon	weapon	weapon
families	families	families
family	family	family
authorities	authorities	authorities
authority	authority	authority
cases	cases	cases
case	case	case
relations	relationships	relationships
relation	relationship	relationship
kids	boy	boy
kid	episode	episode
authorities	authorities	authorities
authority	officials	officials
cars	cars	cars
car	car	car
people	persons	persons
person	persons	passengers
efforts	efforts	efforts
effort	effort	effort
artists	artists	artists
artist	artist	artist
students	students	students
student	student	student
concerns	concerns	concerns
concern	concern	concern
times	members	members
time	twice	twice
streets	streets	streets
street	street	street
investors	investors	investors
investor	investor	investor
dollars	dollars	dollars
dollar	billion	billion
days	week	week
day	months	months
laws	laws	laws
law	law	law
standards	standards	standardized
standard	standard	requirements
allegations	allegations	allegations
allegation	accusations	accusations
decisions	decisions	decisions
decision	decision	inform
authorities	authorities	authorities
authority	officials	officials
conditions	conditions	conditions
condition	condition	condition
rules	months	decades
rule	regulations	regulations
standards	standardized	standardized
standard	standard	standard
parents	months	ag
parent	mother	mother
officers	officers	officers
officer	officer	officer
countries	nation	billboard
country	country	country
terms	terms	terms
term	term	term
years	month	month
year	months	months
citizens	citizens	citizens
citizen	residents	residents
residents	citizen	citizen
resident	citizens	citizens
businesses	businesses	businesses
business	business	business
drugs	drugs	drugs
drug	drug	drug
reports	reports	reports
report	report	report
reasons	reasons	reasons
reason	reason	reason
teachers	teachers	teachers
teacher	teacher	teacher
minutes	minutes	minutes
minute	seconds	seconds
analysts	researcher	researcher
analyst	experts	experts
reports	reports	reports
report	report	report
charges	charges	charges
charge	charge	charge
cars	cars	cars
car	car	car
businesses	businesses	businesses
business	companies	business
voters	voters	vote
voter	electors	electors
patients	patients	patients
patient	patient	patient
men	woman	men
man	soldiers	soldiers
prices	prices	prices
price	price	price
products	products	products
product	product	product
terms	father	terms
term	term	term
leaders	leaders	leaders
leader	leader	leader
cars	cars	cars
car	car	car
benefits	benefits	immigrated
benefit	effects	effects
results	consequence	consequence
result	correct	correct
operations	operations	operations
operation	operation	operation
members	members	members
member	member	member
events	events	events
event	event	event
officers	officers	officers
officer	officer	officer
parties	parties	parties
party	party	party
cases	cases	cases
case	case	case
men	men	men
man	man	man
officers	officers	officers
officer	officer	officer
charges	charges	charges
charge	charge	charge
employees	employees	employees
employee	employee	employee
rights	soldiers	rights
right	activist	activist
hours	minutes	minutes
hour	months	months
relations	relationships	relationships
relation	relationship	relationship
sports	sports	sports
sport	sport	sport
people	persons	persons
person	persons	persons
systems	systems	systems
system	system	system
talks	eat	eat
talk	negotiations	negotiations
officials	unofficial	unofficial
official	authorities	authorities
kids	girl	bugs
kid	girls	girls
schools	schools	schools
school	school	school
areas	areas	areas
area	area	area
points	points	points
point	point	point
owners	owners	owners
owner	owner	owner
concerns	concerns	concerns
concern	concern	concern
streets	streets	streets
street	street	street
results	results	results
result	outcome	outcome
questions	questions	questions
question	question	question
leaders	leaders	leaders
leader	leader	leader
decisions	decisions	decisions
decision	decision	decision
homes	homes	homes
home	residences	residences
lives	months	lifetime
life	resides	resides
laws	laws	enforcement
law	rules	rules
issues	issues	issues
issue	issue	issue
groups	groups	groups
group	group	group
businesses	businesses	businesses
business	business	business
rates	rates	rates
rate	rate	rate
minutes	minutes	minutes
minute	seconds	minute
games	games	games
game	game	game
points	points	points
point	point	point
workers	workers	workers
worker	worker	worker
reasons	reasons	reasons
reason	reason	reason
groups	groups	groups
group	group	group
students	students	students
student	pupils	student
families	families	families
family	family	family
times	olympics	olympics
time	twice	twice
hours	hours	hours
hour	minutes	minutes
standards	standards	standards
standard	standard	standard
teams	teams	teams
team	team	team
officers	officers	officers
officer	officer	officer
cases	cases	cases
case	case	case
relations	relationships	relationships
relation	relationship	relationship
cities	cities	cities
city	towns	towns
teachers	teachers	teachers
teacher	students	students
owners	owners	owners
owner	owner	owner
parties	parties	parties
party	party	party
analysts	analysts	analysts
analyst	analyst	economist
schools	schools	schools
school	school	school
products	products	products
product	product	product
rules	civilians	civilians
rule	regulations	regulations
deaths	demise	demise
death	fatalities	murders
months	year	year
month	weeks	weeks
drugs	drugs	drugs
drug	drug	drug
men	woman	woman
man	man	man
officials	unofficial	actual
official	authorities	authorities
employees	employees	employees
employee	workers	employee
drugs	drugs	drugs
drug	drug	drug
friends	friends	friends
friend	friend	friend
laws	laws	laws
law	law	law
decisions	decisions	decisions
decision	decision	decision
plans	plans	plans
plan	plan	plan
rates	rates	rates
rate	rate	rate
analysts	analysts	analysts
analyst	experts	experts
relations	relating	relating
relation	relationship	relationship
benefits	benefits	benefits
benefit	benefit	benefit
members	members	members
member	member	member
operations	operations	operations
operation	operation	operation
cities	cities	cities
city	city	city
questions	questions	issue
question	question	matters
women	person	person
woman	woman	woman
problems	problems	problems
problem	problem	problem
results	results	results
result	findings	findings
citizens	citizens	citizenship
citizen	citizen	citizen
questions	questions	questions
question	question	question
events	events	events
event	event	event
rates	rates	rates
rate	rate	rate
weeks	month	month
week	months	months
talks	eat	eat
talk	negotiations	deal
terms	terms	terms
term	term	term
agencies	agencies	agencies
agency	agency	agency
