rougher	riders	riders
swift	!align="right	!align="right
swifter	!align="right	colspan=3|total
swiftest	!align="right	!align="right
tougher	theres	theres
tough	!align="right	!align="right
toughest	theres	theres
tough	!align="right	!align="right
tougher	!align="right	colspan=3|total
toughest	!align="right	!align="right
meaner	maximum	maximum
mean	!align="right	!align="right
meanest	averages	averages
mean	!align="right	!align="right
meaner	!align="right	colspan=3|total
meanest	!align="right	!align="right
smoother	convex	convex
smooth	!align="right	!align="right
smoothest	convex	oblong
smooth	!align="right	!align="right
smoother	!align="right	colspan=3|total
smoothest	!align="right	!align="right
milder	!align="right	colspan=3|total
mild	i'm	i'm
mildest	!align="right	colspan=3|total
mild	i'm	i'm
milder	!align="right	!align="right
mildest	!align="right	!align="right
earlier	!align="right	colspan=3|total
early	much	here
earliest	!align="right	colspan=3|total
early	dating	dating
earlier	extant	extant
earliest	later	later
tastier	!align="right	!align="right
tasty	i'm	i'm
tastiest	!align="right	!align="right
tasty	i'm	i'm
tastier	!align="right	!align="right
tastiest	!align="right	!align="right
faster	!align="right	colspan=3|total
fastest	slower	slower
fast	!align="right	colspan=3|total
fastest	slow	faster
faster	slow	slow
fast	slower	slower
greater	!align="right	colspan=3|total
great	better	better
greatest	!align="right	colspan=3|total
great	ever	ever
greater	one	one
greatest	within	within
richer	richest	richest
rich	wore	wore
richest	!align="right	!align="right
rich	brownish	brownish
richer	paler	paler
richest	!align="right	colspan=3|total
tastier	!align="right	!align="right
tasty	!align="right	!align="right
tastiest	!align="right	!align="right
tasty	brownish	brownish
tastier	paler	paler
tastiest	!align="right	!align="right
thinner	thinner	thinner
thin	thick	thick
thinnest	!align="right	!align="right
thin	brownish	brownish
thinner	paler	paler
thinnest	!align="right	colspan=3|total
rougher	smooth	smooth
rough	!align="right	!align="right
roughest	!align="right	!align="right
rough	brownish	brownish
rougher	paler	paler
roughest	!align="right	!align="right
luckier	loser	loser
lucky	!align="right	!align="right
luckiest	!align="right	!align="right
lucky	brownish	brownish
luckier	paler	paler
luckiest	!align="right	!align="right
tighter	quarterback	quarterback
tight	!align="right	!align="right
tightest	!align="right	!align="right
tight	drinks	drinks
tighter	thinner	thinner
tightest	!align="right	!align="right
kinder	there's	there's
kind	!align="right	!align="right
kindest	!align="right	!align="right
kind	drinks	drinks
kinder	thinner	thinner
kindest	!align="right	!align="right
swifter	thinner	thinner
swift	!align="right	!align="right
swiftest	!align="right	!align="right
swift	drinks	drinks
swifter	thinner	thinner
swiftest	!align="right	!align="right
messier	!align="right	!align="right
messy	!align="right	!align="right
messiest	!align="right	!align="right
messy	drinks	drinks
messier	thinner	thinner
messiest	!align="right	!align="right
deeper	depths	depths
deep	deep	deep
deepest	!align="right	!align="right
deep	deep	deep
deeper	deep	deep
deepest	!align="right	!align="right
lower	higher	rates
low	upper	upper
lowest	!align="right	!align="right
low	winters	temperatures
lower	cooler	cooler
lowest	!align="right	!align="right
costlier	expensive	expensive
costly	!align="right	!align="right
costliest	!align="right	!align="right
costly	winters	winters
costlier	climates	climates
costliest	!align="right	!align="right
narrower	narrower	narrower
narrow	narrow	narrow
narrowest	!align="right	colspan=3|total
narrow	winters	winters
narrower	climates	climates
narrowest	!align="right	!align="right
leaner	invasive	invasive
lean	!align="right	!align="right
leanest	!align="right	colspan=3|total
lean	winters	winters
leaner	climates	climates
leanest	!align="right	!align="right
younger	girl	parents
young	brother	elder
youngest	!align="right	!align="right
young	winters	winters
younger	cooler	cooler
youngest	!align="right	!align="right
smaller	!align="right	!align="right
small	larger	larger
smallest	!align="right	!align="right
small	tails	tails
smaller	graph	graph
smallest	larger	larger
gentler	!align="right	!align="right
gentle	long	long
gentlest	!align="right	!align="right
gentle	long	long
gentler	!align="right	!align="right
gentlest	!align="right	!align="right
mightier	!align="right	!align="right
mighty	long	long
mightiest	!align="right	!align="right
mighty	long	long
mightier	!align="right	!align="right
mightiest	!align="right	!align="right
leaner	!align="right	!align="right
lean	long	long
leanest	!align="right	!align="right
lean	long	long
leaner	!align="right	!align="right
leanest	!align="right	!align="right
fancier	!align="right	!align="right
fancy	long	long
fanciest	!align="right	!align="right
fancy	long	long
fancier	!align="right	!align="right
fanciest	!align="right	!align="right
kinder	!align="right	!align="right
kind	teeth	teeth
kindest	!align="right	!align="right
kind	teeth	teeth
kinder	!align="right	!align="right
kindest	!align="right	!align="right
wider	!align="right	!align="right
wide	teeth	teeth
widest	!align="right	!align="right
wide	teeth	blade
wider	width	width
widest	narrower	narrower
pricier	!align="right	!align="right
pricey	teeth	teeth
priciest	!align="right	!align="right
pricey	teeth	teeth
pricier	!align="right	!align="right
priciest	!align="right	!align="right
firmer	!align="right	!align="right
firm	teeth	teeth
firmest	!align="right	!align="right
firm	teeth	teeth
firmer	!align="right	!align="right
firmest	!align="right	!align="right
brighter	!align="right	!align="right
bright	brightness	brightness
brightest	!align="right	!align="right
bright	teeth	teeth
brighter	!align="right	!align="right
brightest	brightness	brightness
steadier	slower	slower
steady	!align="right	!align="right
steadiest	!align="right	!align="right
steady	broad	broad
steadier	narrow	narrow
steadiest	!align="right	!align="right
classier	!align="right	!align="right
classy	!align="right	!align="right
classiest	!align="right	!align="right
classy	broad	broad
classier	narrow	narrow
classiest	!align="right	!align="right
sadder	novi	belgrade
sad	!align="right	!align="right
saddest	!align="right	!align="right
sad	broad	broad
sadder	narrow	narrow
saddest	!align="right	!align="right
meaner	temperatures	temperatures
mean	!align="right	!align="right
meanest	!align="right	!align="right
mean	broad	broad
meaner	narrow	narrow
meanest	!align="right	!align="right
faster	massa	slower
fastest	slower	speed
fast	!align="right	!align="right
fastest	broad	broad
faster	slower	slower
fast	!align="right	!align="right
louder	!align="right	!align="right
loud	quiet	quiet
loudest	!align="right	!align="right
loud	quiet	quiet
louder	!align="right	!align="right
loudest	!align="right	!align="right
newer	!align="right	!align="right
new	quiet	generations
newest	!align="right	!align="right
new	curve	curve
newer	proximity	proximity
newest	usb	usb
bloodier	!align="right	!align="right
bloody	quiet	quiet
bloodiest	!align="right	!align="right
bloody	quiet	quiet
bloodier	!align="right	!align="right
bloodiest	!align="right	!align="right
younger	!align="right	!align="right
young	brother	paternal
youngest	!align="right	!align="right
young	infancy	infancy
younger	sons	sons
youngest	brother	brother
closer	!align="right	!align="right
close	quiet	quiet
closest	!align="right	!align="right
close	neighbour	neighbour
closer	phylogenetic	phylogenetic
closest	farther	farther
clearer	!align="right	!align="right
clear	available	available
clearest	!align="right	!align="right
clear	available	available
clearer	!align="right	!align="right
clearest	!align="right	!align="right
richer	!align="right	!align="right
rich	afford	afford
richest	!align="right	!align="right
rich	available	available
richer	world's	world's
richest	poorer	poorer
meaner	!align="right	colspan=3|total
mean	available	available
meanest	!align="right	colspan=3|total
mean	available	available
meaner	!align="right	!align="right
meanest	!align="right	!align="right
older	!align="right	!align="right
old	age	18
oldest	!align="right	!align="right
old	available	available
older	dating	dating
oldest	age	age
deeper	!align="right	colspan=3|total
deep	depths	depths
deepest	!align="right	colspan=3|total
deep	deep	deep
deeper	deep	deep
deepest	depths	depths
tastier	!align="right	!align="right
tasty	!align="right	!align="right
tastiest	!align="right	!align="right
tasty	!align="right	!align="right
tastier	!align="right	!align="right
tastiest	!align="right	!align="right
weaker	stronger	stronger
weak	grows	grows
weakest	skyscraper	high-rise
weak	!align="right	!align="right
weaker	!align="right	!align="right
weakest	skyscraper	weak
sadder	noticeably	noticeably
sad	!align="right	!align="right
saddest	skyscraper	novi
sad	!align="right	!align="right
sadder	!align="right	!align="right
saddest	!align="right	!align="right
better	it's	better
good	shrub	growing
best	it's	it's
good	awards	award
better	awards	awards
best	skyscraper	we
stronger	much	much
strong	stems	strength
strongest	skyscraper	weak
strong	stems	stems
stronger	than	than
strongest	skyscraper	strength
lighter	lamps	lamps
light	underparts	underparts
lightest	!align="right	!align="right
light	kppen	kppen
lighter	warmer	warmer
lightest	!align="right	!align="right
wilder	deer	feral
wild	thornton	thornton
wildest	!align="right	!align="right
wild	kppen	kppen
wilder	warmer	warmer
wildest	!align="right	!align="right
prettier	she's	she's
pretty	!align="right	!align="right
prettiest	!align="right	!align="right
pretty	kppen	kppen
prettier	warmer	warmer
prettiest	!align="right	!align="right
heavier	snowfall	snowfall
heavy	heaviest	heaviest
heaviest	!align="right	!align="right
heavy	winters	precipitation
heavier	precipitation	precipitation
heaviest	!align="right	!align="right
deeper	depths	deeper
deep	deep	deep
deepest	!align="right	colspan=3|total
deep	warm	warm
deeper	warmer	warmer
deepest	!align="right	!align="right
newer	york	york
new	coating	1980s
newest	!align="right	!align="right
new	coated	layer
newer	thicker	thicker
newest	!align="right	!align="right
bloodier	brutal	brutal
bloody	!align="right	!align="right
bloodiest	!align="right	!align="right
bloody	coated	coated
bloodier	thicker	thicker
bloodiest	!align="right	!align="right
prettier	thing	thing
pretty	!align="right	!align="right
prettiest	!align="right	!align="right
pretty	coated	coated
prettier	thicker	thicker
prettiest	!align="right	!align="right
softer	thicker	softer
soft	soft	soft
softest	!align="right	!align="right
soft	coated	coated
softer	thicker	thicker
softest	!align="right	!align="right
taller	height	height
tall	stiff	stiff
tallest	!align="right	!align="right
tall	skyscraper	skyscraper
taller	skyscraper	taller
tallest	!align="right	!align="right
newer	!align="right	!align="right
new	mid-1990s	mid-1990s
newest	!align="right	!align="right
new	outward	outward
newer	proximity	proximity
newest	usb	usb
weaker	!align="right	!align="right
weak	stronger	stronger
weakest	!align="right	!align="right
weak	pork	pork
weaker	!align="right	!align="right
weakest	stronger	stronger
longer	!align="right	!align="right
long	much	much
longest	!align="right	!align="right
long	stretch	streak
longer	stretch	stretch
longest	shorter	shorter
smarter	!align="right	!align="right
smart	pork	pork
smartest	!align="right	!align="right
smart	pork	pork
smarter	!align="right	!align="right
smartest	!align="right	!align="right
riskier	!align="right	!align="right
risky	pork	pork
riskiest	!align="right	!align="right
risky	pork	pork
riskier	!align="right	!align="right
riskiest	!align="right	!align="right
thicker	!align="right	colspan=3|total
thick	thinner	thinner
thickest	thinner	thinner
thick	!align="right	!align="right
thicker	!align="right	!align="right
thickest	thinner	thinner
bloodier	!align="right	!align="right
bloody	businessman	businessman
bloodiest	ensued	grievances
bloody	!align="right	!align="right
bloodier	!align="right	!align="right
bloodiest	wealthy	wealthy
happier	!align="right	!align="right
happy	businessman	businessman
happiest	that's	that's
happy	!align="right	!align="right
happier	!align="right	!align="right
happiest	wealthy	wealthy
sharper	!align="right	!align="right
sharp	businessman	businessman
sharpest	sharply	sharply
sharp	!align="right	!align="right
sharper	!align="right	!align="right
sharpest	wealthy	wealthy
stronger	!align="right	!align="right
strong	affluent	affluent
