rougher	terrain	terrain
moved	moving	moving
move	keep	move
moves	moves	moves
move	move	move
moved	move	move
moves	relocating	relocating
believed	believed	believed
believe	believe	believe
believes	scholars	scholars
believe	make	make
believed	claimed	claimed
believes	believe	believing
returned	returned	returned
return	return	return
returns	returns	returns
return	return	return
returned	return	return
returns	returning	returns
worked	works	works
work	working	salesman
works	works	sculptors
work	work	work
worked	work	work
works	consultant	consultant
developed	developing	developed
develop	develop	develop
develops	develops	develops
develop	develop	develop
developed	came	develop
develops	develops	develops
reached	reached	reached
reach	reaching	reaching
reaches	reaching	reaching
reach	maximum	reach
reached	reach	reach
reaches	singles	chart
extended	extending	proposed
extend	extend	extend
extends	extends	extends
extend	extending	extending
extended	extending	extending
extends	continues	eastward
raised	funds	funds
raise	raising	raise
raises	charity	charity
raise	raising	raising
raised	raising	raising
raises	raising	raise
built	project	project
build	constructed	constructed
builds	construct	construct
build	comply	comply
built	applause	applause
builds	constructed	constructed
promoted	promotes	promotes
promote	promotion	promotion
promotes	promotes	promotes
promote	promote	promote
promoted	promote	promote
promotes	brevet	brevet
paid	paid	paid
pay	pay	pay
pays	paid	paid
pay	pay	pay
paid	paid	paid
pays	pay	pay
celebrated	celebration	celebration
celebrate	celebrate	celebrations
celebrates	celebration	celebration
celebrate	celebrated	celebrated
celebrated	celebrated	celebration
celebrates	celebrate	celebrations
developed	developing	developing
develop	nrl	nrl
develops	developing	develops
develop	develop	develop
developed	develop	develop
develops	freeware	freeware
took	leave	took
take	taking	taking
takes	leave	leave
take	take	take
took	arrested	arrested
takes	taking	taking
avoided	prevent	prevent
avoid	avoid	avoiding
avoids	avoiding	avoiding
avoid	avoid	avoid
avoided	sentenced	sentenced
avoids	avoiding	avoiding
knew	't	't
know	know	anything
knows	think	think
know	thinks	tell
knew	constructed	constructed
knows	else	else
brought	circa	circa
bring	bring	bring
brings	brings	brings
bring	bring	bring
brought	constructed	constructed
brings	brings	sweeping
discussed	meetings	meetings
discuss	discusses	proposed
discusses	discussed	addressing
discuss	discussed	discussed
discussed	constructed	constructed
discusses	discusses	discusses
sold	sold	sold
sell	selling	sell
sells	sells	sells
sell	sell	sell
sold	constructed	constructed
sells	selling	selling
followed	strict	strict
follow	project	initial
follows	accordance	strict
follow	construction	originally
followed	constructed	constructed
follows	initial	initial
met	minimum	minimum
meet	meet	meet
meets	minimum	minimum
meet	meet	meet
met	friend	travels
meets	whom	whom
needed	couldn	couldn
need	necessary	necessary
needs	needed	needs
need	need	need
needed	need	need
needs	need	need
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
ended	start	200708
end	again	again
ends	start	start
end	begins	begins
ended	begins	i-75
ends	again	again
changed	changes	changes
change	callsign	callsign
changes	changing	changing
change	change	change
changed	undergone	undergone
changes	callsign	callsign
increased	increased	decrease
increase	decreased	decreased
increases	increased	increases
increase	increased	increased
increased	decrease	decrease
increases	increasing	decreased
seemed	seems	seems
seem	something	something
seems	seems	seems
seem	seem	seem
seemed	seemed	seemed
seems	seems	seems
provided	providing	providing
provide	provide	provide
provides	providing	providing
provide	provide	provide
provided	provide	provide
provides	providing	providing
determined	determining	determining
determine	determine	therefore
determines	determining	determining
determine	depends	depends
determined	depends	depends
determines	determine	measurements
felt	feeling	feeling
feel	feel	feel
feels	feels	feels
feel	feel	feel
felt	feeling	feeling
feels	feels	feels
earned	earned	earned
earn	earning	earn
earns	earning	earning
earn	rewards	earn
earned	rewards	rewards
earns	earning	earning
helped	unable	unable
help	help	help
helps	helps	helps
help	help	help
helped	help	helped
helps	able	hoping
lived	featured	featured
live	make	moved
lives	unplugged	unplugged
live	make	make
lived	life	whom
lives	resided	settling
became	becoming	becoming
become	become	become
becomes	becomes	becomes
become	become	become
became	eventually	eventually
becomes	becoming	schoolteacher
had	been	been
have	were	were
has	been	been
have	have	have
had	been	been
has	20.0	20.0
looked	like	like
look	look	look
looks	ends	looks
look	look	look
looked	started	lovely
looks	turns	turns
lived	concert	concert
live	parents	parents
lives	featured	featured
live	life	their
lived	started	career
lives	ends	enters
protected	protecting	protecting
protect	protection	natural
protects	protects	protects
protect	protection	protect
protected	protection	protecting
protects	protects	protects
returned	career	career
return	returning	return
returns	join	returns
return	return	return
returned	career	career
returns	turns	enters
sought	sought	sought
seek	seeking	seeking
seeks	sought	sought
seek	able	would
sought	effort	effort
seeks	seeks	seeks
allowed	allowing	allows
allow	late-night	hour-long
allows	allowing	allowing
allow	enables	enables
allowed	enables	enables
allows	show	show
extended	extending	extending
extend	tonight	tonight
extends	extended	extended
extend	extending	extending
extended	extending	extending
extends	show	show
seemed	seems	suggest
seem	leno	leno
seems	seems	seems
seem	seemed	seemed
seemed	seemed	seemed
seems	show	show
needed	needed	needed
need	tonight	tonight
needs	needed	needed
need	need	need
needed	need	need
needs	show	show
said	know	know
say	tonight	tonight
says	know	know
say	say	say
said	say	said
says	show	show
got	got	got
get	get	get
gets	really	gets
get	get	get
got	got	got
gets	gets	gets
asked	asked	asked
ask	asking	asking
asks	asks	asks
ask	leave	leave
asked	agrees	pleads
asks	asking	asking
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	sorbonne
preserved	conserve	conserve
preserve	fossilized	fossilized
preserves	conservation	conservation
preserve	preserve	preserve
preserved	preserve	park
preserves	intact	intact
saw	just	just
see	start	start
sees	sees	sees
see	leave	leave
saw	realizes	wakes
sees	steady	steady
left	join	join
leave	promoting	aims
leaves	go	go
leave	toothed	oblong
left	bracts	bracts
leaves	right	right
eliminated	relegated	relegated
eliminate	semi-finals	semi-finals
eliminates	eliminating	eliminating
eliminate	eliminate	eliminate
eliminated	commanding	commanding
eliminates	semi-finals	semi-finals
decided	brevet	brevet
decide	aims	aims
decides	chooses	chooses
decide	tries	tries
decided	tries	tries
decides	encourages	encourages
preserved	wildlife	reserve
preserve	promotes	promotes
preserves	preserves	preserves
preserve	preserve	preserve
preserved	lieutenant	lieutenant
preserves	preserves	preserves
led	brevet	brevet
lead	promoting	encourage
leads	lap	lap
lead	staircase	staircase
led	lieutenant	lieutenant
leads	promote	encourages
extended	extends	extends
extend	extend	extend
extends	triples	extends
extend	extending	extending
extended	extending	extending
extends	batting	batting
came	here	here
come	went	went
comes	triples	widowers
come	meaning	name
came	candidate	candidate
comes	batting	batting
received	receiving	receiving
receive	earned	earned
receives	recipients	widowers
receive	receive	receive
received	candidate	candidate
receives	batting	batting
started	end	end
start	career	career
starts	batting	sr
start	ran	start
started	running	running
starts	batting	batting
recognized	recognise	recognise
recognize	recognised	recognised
recognizes	recognise	recognise
recognize	excellence	excellence
recognized	incumbent	outstanding
recognizes	batting	batting
increased	increased	increased
increase	increase	increase
increases	increased	increased
increase	increased	increased
increased	decreases	decreases
increases	increase	decreased
proved	proving	proving
prove	prove	results
proves	proving	proving
prove	prove	prove
proved	proved	proved
proves	prove	prove
raised	charity	charity
raise	raising	raising
raises	raising	raising
raise	donations	donations
raised	charities	charities
raises	raising	raising
determined	conservatory	where
determine	determine	determine
determines	assess	assess
determine	depends	depends
determined	depends	depends
determines	determine	determine
became	where	where
become	becoming	becoming
becomes	became	became
become	increasingly	increasingly
became	turns	jealous
becomes	becoming	served
resolved	semi-finals	semi-finals
resolve	resolve	resolve
resolves	resolved	resolved
resolve	resolve	attempts
resolved	semi-finals	round
resolves	resolve	resolve
won	semi-finals	beating
win	awards	awards
wins	victory	victory
win	victories	shutouts
won	playoff	playoff
wins	award	award
joined	joined	joined
join	joining	non-league
joins	joined	joined
join	confluence	confluence
joined	semi-finals	merges
joins	joining	one-month
saw	semi-finals	got
see	prevent	prevent
sees	come	think
see	realizes	find
saw	semi-finals	round
sees	came	came
developed	semi-finals	semi-finals
develop	develop	develop
develops	developing	innovative
develop	develop	develop
developed	semi-finals	semi-finals
develops	software	nes
tried	tries	tried
try	attempted	attempted
tries	tries	tries
try	try	try
tried	attempts	tried
tries	attempted	attempted
looked	looking	looking
look	like	like
looks	heads	looks
look	look	look
looked	looking	looking
looks	enters	enters
determined	assess	determining
determine	determine	determine
determines	assess	assess
determine	depends	depends
determined	depends	depends
determines	curves	determine
took	took	took
take	taking	taking
takes	continues	continues
take	take	take
took	another	another
takes	two-lane	two-lane
said	know	've
say	saying	something
says	know	know
say	tell	why
said	why	said
says	saying	saying
lived	concert	shows
live	minimize	moved
lives	concert	concert
live	life	life
lived	life	life
lives	settled	settled
paid	paid	paid
pay	pay	pay
pays	paid	paid
pay	pay	pay
paid	paid	paid
pays	pay	payment
raised	charity	charity
raise	raising	raise
raises	charity	charities
raise	raise	raise
raised	donations	donations
raises	raising	raising
was	not	not
be	minimize	he
is	not	not
be	cosmopterigidae	cosmopterigidae
was	cosmopterigidae	cosmopterigidae
is	he	1878
found	get	finds
find	unearthed	unearthed
finds	discover	discover
find	discovers	find
found	discovers	goes
finds	artifacts	artifacts
produced	acquired	acquired
produce	co-produced	co-produced
produces	produces	produces
produce	producing	producing
produced	acquired	acquired
produces	co-produced	co-produced
opened	paribas	paribas
open	discount	discount
opens	itf	itf
open	door	door
opened	acquired	acquired
opens	store	hairdresser
remained	acquired	remained
remain	remain	remain
remains	intact	intact
remain	remain	remain
remained	acquired	site
remains	soon	respectable
ensured	ensuring	ensuring
ensure	discounts	discounts
ensures	ensuring	ensuring
ensure	ensure	ensure
ensured	acquired	acquired
ensures	boost	boost
said	you	what
say	think	think
says	?	wrong
say	know	know
said	acquired	said
says	saying	something
won	victory	victory
win	winning	winning
wins	victory	victory
win	victories	consecutive
won	record	record
wins	winning	winning
joined	joined	joined
join	joining	joining
joins	joined	joined
join	river	river
joined	tributary	river
joins	joining	joining
remained	still	still
remain	remain	remain
remains	intact	intact
remain	burial	remain
remained	site	site
remains	returned	returned
showed	shows	tonight
show	shown	shown
shows	late-night	late-night
show	show	show
showed	show	show
shows	demonstrated	demonstrate
reduced	reducing	reduces
reduce	increased	reduce
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reducing	reduced
reduces	increased	reducing
won	victory	victory
win	winning	winning
wins	victory	victory
win	victories	victories
won	shutouts	shutouts
wins	winning	winning
paid	paid	payment
pay	pay	pay
pays	paid	payment
pay	pay	pay
paid	pay	pay
pays	pay	pay
gave	manuscripts	giving
give	review	reviews
gives	giving	giving
give	give	give
gave	appears	appears
gives	reviews	reviews
saved	survives	survives
save	conservation	save
saves	saves	saves
save	save	save
saved	shutouts	shutouts
saves	saving	saving
changed	changes	changes
change	conserve	branding
changes	changes	changes
change	change	change
changed	change	modifications
changes	branding	branding
stayed	visit	visit
stay	staying	staying
stays	spend	spend
stay	stay	stay
stayed	staying	unnoticed
stays	staying	staying
joined	returning	returning
join	joining	join
joins	returning	returning
join	river	river
joined	river	river
joins	joining	joining
created	creating	creating
create	create	create
creates	creating	creates
create	creating	create
created	creating	encountered
creates	voiced	voiced
ran	inning	inning
run	trains	trains
runs	running	running
run	batting	batting
ran	batting	batting
runs	running	running
found	finds	finds
find	unearthed	make
finds	finds	finds
find	find	find
found	discovers	discovers
finds	alveolar	alveolar
proved	proved	proved
prove	prove	prove
proves	proving	proving
prove	prove	prove
proved	proved	proved
proves	prove	prove
produced	produced	produced
produce	co-produced	co-produced
produces	produces	produces
produce	producing	producing
produced	producing	producing
produces	co-produced	co-produced
eliminated	prevent	prevent
eliminate	semi-finals	semi-finals
eliminates	eliminating	eliminating
eliminate	minimize	journalists
eliminated	theoretically	theoretically
eliminates	semi-finals	semi-finals
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
accommodated	seating	seating
accommodate	accommodates	accommodates
accommodates	seating	seating
accommodate	accommodated	accommodate
accommodated	accommodated	accommodated
accommodates	accommodates	accommodates
happened	know	sure
happen	nothing	nothing
happens	dont	theres
happen	happen	happen
happened	happen	happen
happens	what	what
accommodated	seating	seating
accommodate	accommodates	accommodates
accommodates	seating	seating
accommodate	accommodated	accommodated
accommodated	accommodated	accommodated
accommodates	accommodates	accommodates
worked	works	works
work	working	working
works	works	works
work	work	work
worked	work	work
works	working	working
reduced	reducing	reducing
reduce	increased	increased
reduces	reducing	reduces
reduce	reduce	reduce
reduced	reducing	reducing
reduces	increased	increased
turned	turning	looked
turn	turn	eventually
turns	irony	irony
turn	heads	heads
turned	heads	heads
turns	once	once
raised	raising	fund
raise	raising	raise
raises	raising	raising
raise	awareness	awareness
raised	simulcasting	non-profit
raises	raising	raising
returned	returned	again
return	return	return
returns	leave	returned
return	finds	goes
returned	finds	finds
returns	underwent	underwent
told	tells	tells
tell	said	said
tells	know	know
tell	asks	asks
told	asks	realizes
tells	said	said
saved	bring	manages
save	changes	shift
saves	escape	escape
save	shutouts	shutouts
saved	callsign	callsign
saves	undergone	undergone
followed	conform	conform
follow	changes	shift
follows	follows	follows
follow	describes	describes
followed	callsign	given
follows	undergone	phase
produced	produced	produced
produce	produce	produce
produces	producing	producing
produce	producing	producing
produced	producing	producing
produces	co-produced	co-produced
proved	proving	proving
prove	prove	prove
proves	proving	proving
prove	proved	proved
proved	proved	proved
proves	prove	prove
met	comply	minimum
meet	end	end
meets	comply	meets
meet	friend	friend
met	friend	met
meets	takes	takes
used	used	used
use	using	using
uses	used	used
use	using	use
used	use	use
uses	using	using
became	became	became
become	becoming	becoming
becomes	becomes	becomes
become	become	become
became	began	become
becomes	becomes	becomes
proved	proved	proved
prove	prove	prove
proves	proving	proved
prove	prove	prove
proved	proved	proved
proves	prove	prove
brought	save	however
bring	you	here
brings	save	save
bring	your	bring
brought	praised	praised
brings	tells	tells
determined	determined	determined
determine	determine	determine
determines	determining	determining
determine	depends	depends
determined	depends	depends
determines	determine	wants
decided	decided	decided
decide	would	would
decides	decides	decides
decide	want	did
decided	decided	decided
decides	decides	decides
followed	obey	obey
follow	you	gotta
follows	abide	discovers
follow	follow	follow
followed	plot	plot
follows	loves	tells
resolved	resolved	resolved
resolve	resolve	resolve
resolves	resolved	unresolved
resolve	to	to
resolved	copies	copies
resolves	resolve	resolve
won	victory	victory
win	winning	winning
wins	victory	2-0
win	record	record
won	record	record
wins	winning	winning
bought	selling	selling
buy	buy	buy
buys	discount	discount
buy	buy	buy
bought	copies	copies
buys	owns	buying
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
liked	what	just
like	weren	weren
likes	really	really
like	join	join
liked	copies	100000
likes	really	really
eliminated	eliminating	eliminating
eliminate	semi-finals	semi-finals
eliminates	eliminating	eliminating
eliminate	leave	return
eliminated	top	top
eliminates	semi-finals	semi-finals
led	went	went
lead	leave	give
leads	madhu	madhu
lead	leave	way
led	top	seen
leads	resulted	single-season
ended	relegated	relegated
end	leave	give
ends	beginning	beginning
end	leave	leave
ended	briefly	another
ends	1-1	wake
saved	saved	saved
save	save	save
saves	saves	saves
save	shutouts	shutouts
saved	wins	wins
saves	saving	saving
served	serving	serving
serve	deputy	serve
serves	serving	serving
serve	serve	serve
served	serving	serving
serves	deputy	deputy
lived	featured	featured
live	bony	bony
lives	featured	featured
live	life	life
lived	life	life
lives	triassic	triassic
went	let	me
go	came	win
goes	let	want
go	finds	finds
went	finds	finally
goes	victory	victory
decided	decided	decided
decide	would	would
decides	decides	decides
decide	wants	plans
decided	refuses	decided
decides	would	unwilling
understood	comprehend	interpret
understand	understand	understand
understands	comprehend	comprehend
understand	knows	knows
understood	knows	confesses
understands	concepts	necessarily
served	serving	serving
serve	deputy	deputy
serves	serving	serving
serve	serve	rail
served	serving	serving
serves	deputy	deputy
stayed	interview	stated
stay	staying	staying
stays	leave	leave
stay	't	wait
stayed	interviewed	reporters
stays	returns	returns
helped	helped	helped
help	help	help
helps	helps	seeks
help	't	want
helped	wanted	wanted
helps	decides	decides
seemed	seems	seems
seem	seem	seem
seems	seems	seems
seem	something	something
seemed	said	said
seems	thinks	thinks
kept	interview	whose
keep	keep	keep
keeps	finds	save
keep	know	dont
kept	reporters	talked
keeps	learns	returns
said	said	said
say	really	really
says	says	says
say	say	say
said	said	said
says	asks	says
allowed	event	event
allow	allowing	allow
allows	degree	degree
allow	allow	allow
allowed	enables	enables
allows	degree	obtained
came	events	events
come	put	put
comes	degree	degree
come	word	come
came	word	competition
comes	earned	score
remained	remained	remained
remain	remain	remain
remains	degree	degree
remain	burial	unearthed
remained	burial	burial
remains	degree	degree
took	event	event
take	taking	take
takes	degree	degree
take	take	take
took	week-long	day
takes	degree	obtained
avoided	avoiding	avoiding
avoid	avoid	avoid
avoids	avoiding	avoids
avoid	avoid	avoid
avoided	avoiding	avoiding
avoids	degree	degree
earned	bonus	bonus
earn	earning	earning
earns	earned	bonus
earn	rewards	rewards
earned	bonuses	bonuses
earns	earning	earning
remained	still	still
remain	remain	remain
remains	still	still
remain	excavated	excavated
remained	burial	burial
remains	remain	remain
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
promoted	promoting	promoting
promote	brevet	brevet
promotes	promotes	promotes
promote	promote	promote
promoted	promote	promote
promotes	promotion	rank
took	leave	leave
take	taking	taking
takes	leave	leave
take	finds	finds
took	finds	finds
takes	taking	taking
increased	increased	increasing
increase	increase	increase
increases	increased	increases
increase	increased	increase
increased	increased	increased
increases	decreased	increases
included	notable	notable
include	featuring	featuring
includes	confronts	confronts
include	take	take
included	included	included
includes	confronts	confronts
saved	trying	trying
save	save	save
saves	arrives	realizes
save	shutout	shutout
saved	went	shutout
saves	tells	tells
ran	ran	ran
run	run	run
runs	walks	walks
run	batted	batted
ran	batted	batted
runs	incumbent	incumbent
said	you	you
say	saying	saying
says	know	says
say	say	say
said	say	say
says	saying	saying
joined	invite	persuaded
join	joining	joining
joins	agrees	agrees
join	tributary	just
joined	tributary	tributary
joins	joining	joining
built	construct	demolish
build	constructed	constructed
builds	construct	intends
build	look	look
built	remarked	intriguing
builds	constructed	constructed
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
happened	sure	sure
happen	what	what
happens	insists	accepts
happen	think	think
happened	happen	thats
happens	asks	asks
found	discover	convince
find	commonly	commonly
finds	convince	convince
find	find	find
found	discovers	felt
finds	remains	remains
was	considered	considered
be	he	he
is	mistakenly	mistakenly
be	cosmopterigidae	cosmopterigidae
was	cosmopterigidae	monotypic
is	he	he
celebrated	celebrated	celebrated
celebrate	celebrate	celebrate
celebrates	celebrated	celebrating
celebrate	celebration	celebration
celebrated	celebrated	celebrated
celebrates	celebrate	celebrate
learned	learning	learning
learn	learn	learn
learns	hands-on	hands-on
learn	discovers	discovers
learned	discovers	discovers
learns	learn	learn
kept	save	save
keep	keep	keep
keeps	get	awake
keep	understand	swear
kept	kept	kept
keeps	keeps	keeps
found	save	considered
find	unearthed	unearthed
finds	finds	finds
find	find	find
found	discovers	called
finds	excavations	excavations
earned	earned	earned
earn	earning	earning
earns	earned	earned
earn	disagree	disagree
earned	bonuses	stipend
earns	earning	earning
became	becoming	becoming
become	becoming	served
becomes	becomes	becomes
become	consider	researchers
became	become	become
becomes	becoming	becoming
liked	thought	thought
like	really	really
likes	thinks	thinks
like	we	't
liked	ancestors	ancestors
likes	isn	isn
sought	seeking	seeking
seek	seek	seek
seeks	seeking	seeking
seek	did	did
sought	sought	sought
seeks	wants	wants
avoided	prevent	prevent
avoid	happen	happen
avoids	avoiding	avoiding
avoid	consider	bother
avoided	avoid	avoid
avoids	thinks	thinks
produced	producing	producing
produce	co-produced	co-produced
produces	producing	producing
produce	produce	produce
produced	producing	producing
produces	co-produced	co-produced
prevented	resulted	resulted
prevent	preventing	madhu
prevents	preventing	prevents
prevent	halftime	rallied
prevented	prevent	prevent
prevents	preventing	prevents
asked	asking	asking
ask	wanted	wanted
asks	asks	asks
ask	wants	wants
asked	tells	tells
asks	asking	decide
determined	determined	determined
determine	determine	determine
determines	determining	determining
determine	depends	depending
determined	depends	depends
determines	determine	determine
took	leave	leave
take	taking	taking
takes	leave	enter
take	once	once
took	took	took
takes	batsmen	batsmen
resolved	resolved	resolved
resolve	resolve	resolve
resolves	resolved	resolved
resolve	reached	reached
resolved	singles	singles
resolves	arose	arose
provided	providing	providing
provide	provide	provide
provides	providing	providing
provide	provide	provide
provided	singles	singles
provides	providing	enters
began	began	began
begin	started	begin
begins	enters	begins
begin	reached	lost
began	singles	singles
begins	started	begins
went	me	me
go	came	go
goes	enters	anyway
go	find	find
went	singles	singles
goes	enters	enters
served	serving	serving
serve	deputy	deputy
serves	serving	terminus
serve	serving	serving
served	singles	singles
serves	deputy	deputy
did	so	so
do	would	would
does	't	't
do	not	need
did	not	did
does	would	would
lived	unplugged	featured
live	moved	lives
lives	concert	concert
live	life	educate
lived	life	become
lives	resided	resided
prevented	preventing	causing
prevent	prevent	prevent
prevents	preventing	preventing
prevent	prevent	prevent
prevented	prevent	removal
prevents	preventing	preventing
became	becoming	becoming
become	becoming	becoming
becomes	becoming	became
become	increasingly	increasingly
became	increasingly	increasingly
becomes	becoming	becoming
ended	beginning	beginning
end	ending	ending
ends	beginning	beginning
end	begins	begins
ended	begins	begins
ends	after	after
left	return	retire
leave	right	right
leaves	accept	agrees
leave	bracts	bracts
left	bracts	bracts
leaves	right	right
considered	believe	believe
consider	regarded	regarded
considers	regard	regard
consider	considered	considered
considered	considered	considered
considers	regarded	regarded
saw	know	think
see	again	again
sees	know	know
see	realizes	realizes
saw	realizes	thinks
sees	beginning	beginning
saved	saved	saved
save	save	save
saves	saves	saves
save	save	save
saved	save	save
saves	saving	brainwashed
said	think	think
say	stated	stated
says	think	i
say	tell	tell
said	tell	thinks
says	saying	saying
proved	proving	proving
prove	prove	prove
proves	proving	lemma
prove	prove	prove
proved	prove	prove
proves	proves	isomorphism
sent	sending	sent
send	send	send
sends	sending	sending
send	send	send
sent	sending	sending
sends	send	send
created	creating	creating
create	create	create
creates	creating	creating
create	create	create
created	creating	creating
creates	peerage	peerage
met	minimum	minimum
meet	whom	visited
meets	minimum	minimum
meet	marries	marries
met	friend	friend
meets	whom	whom
showed	shows	shows
show	demonstrate	demonstrate
shows	late-night	leno
show	show	show
showed	show	show
shows	demonstrated	correlated
made	get	continue
make	making	make
makes	find	find
make	make	seem
made	make	make
makes	making	making
protected	preserve	preserve
protect	protection	protection
protects	protecting	protecting
protect	protection	protect
protected	protection	protect
protects	protects	protects
included	includes	includes
include	includes	deluxe
includes	includes	includes
include	include	include
included	included	include
includes	compilation	compilation
decided	decided	decided
decide	would	would
decides	decides	chooses
decide	refuses	refuses
decided	tries	tries
decides	chose	chose
ended	start	start
end	after	lasted
ends	start	start
end	begins	begins
ended	begins	begins
ends	lasted	lasted
extended	extended	extended
extend	extend	extend
extends	extending	extending
extend	extending	extending
extended	degree	degree
extends	extend	extend
went	let	let
go	win	win
goes	want	want
go	go	go
went	degree	degree
goes	extra	extra
liked	thing	thing
like	'd	'd
likes	thing	thing
like	earned	join
liked	bachelor	honors
likes	weren	lot
served	serving	serving
serve	serving	serving
serves	served	served
serve	serve	serve
served	bachelor	attended
serves	appointed	appointed
changed	changes	changes
change	callsign	callsign
changes	changes	changes
change	change	change
changed	change	change
changes	callsign	callsign
returned	returned	returned
return	return	return
returns	burial	burial
return	leave	leave
returned	soon	finally
returns	unearthed	unearthed
learned	teach	teach
learn	learn	learn
learns	lesson	lesson
learn	tells	tells
learned	discovers	discovers
learns	unearthed	unearthed
thought	't	thing
think	make	make
thinks	't	thing
think	knows	knows
thought	knows	knows
thinks	unearthed	unearthed
became	became	became
become	becoming	becoming
becomes	burials	burials
become	become	become
became	soon	soon
becomes	unearthed	unearthed
understood	comprehend	comprehend
understand	context	understand
understands	comprehend	appreciate
understand	knows	knows
understood	knows	knows
understands	excavated	context
sent	sending	sending
send	send	send
sends	messages	messages
send	send	send
sent	send	send
sends	send	asking
needed	needed	needed
need	need	need
needs	does	does
need	need	need
needed	need	need
needs	need	unable
preserved	conservation	conservation
preserve	reconstructed	reconstructed
preserves	conservation	conservation
preserve	preservation	heritage
preserved	preserve	preserve
preserves	fragments	fragments
developed	developing	developing
develop	modified	modified
develops	developing	developing
develop	develop	develop
developed	develop	develop
develops	uses	uses
served	serving	serving
serve	serving	chairman
serves	serving	serving
serve	bus	bus
served	serving	serving
serves	serving	executive
protected	protecting	protected
protect	preserve	preserve
protects	protects	protects
protect	protect	protect
protected	protection	protect
protects	wildlife	wildlife
required	required	required
require	necessary	necessary
requires	requires	requiring
require	required	required
required	required	required
requires	must	must
happened	what	what
happen	nothing	find
happens	else	dont
happen	happen	happen
happened	what	what
happens	else	else
saved	nearly	leaving
save	save	save
saves	saves	saves
save	save	save
saved	shutouts	shutouts
saves	saving	rescued
understood	what	what
understand	understand	understand
understands	think	dont
understand	knows	find
understood	she	she
understands	context	context
brought	win	win
bring	beginning	beginning
brings	save	find
bring	during	during
brought	resulted	resulted
brings	begins	begins
led	win	win
lead	beginning	sophomore
leads	begins	3-2
lead	vestibule	vestibule
led	resulted	resulted
leads	begins	begins
had	been	ever
have	were	were
has	suggest	suggest
have	been	been
had	since	since
has	21.4	21.4
sought	sought	sought
seek	attempt	attempt
seeks	seeking	seeking
seek	helping	helping
sought	helped	helped
seeks	trying	trying
said	you	?
say	saying	saying
says	know	know
say	say	say
said	?	?
says	saying	saying
looked	something	something
look	like	like
looks	something	really
look	look	look
looked	look	look
looks	k-8	k-8
resolved	resolved	resolved
resolve	resolve	resolve
resolves	resolved	resolved
resolve	decide	decide
resolved	appointed	magistrate
resolves	resolve	resolve
returned	returned	returned
return	returning	returning
returns	join	join
return	finds	finds
returned	finds	finds
returns	returning	returning
used	used	used
use	using	using
uses	uses	uses
use	using	using
used	using	using
uses	uses	uses
offered	offering	offering
offer	offer	offer
offers	offering	offering
offer	courses	4-year
offered	courses	courses
offers	offers	offers
believed	believed	believed
believe	believe	believe
believes	believed	believed
believe	accepts	accepts
believed	believing	believing
believes	thought	thought
felt	think	think
feel	feels	feels
feels	really	'm
feel	feeling	feeling
felt	feeling	feeling
feels	feels	feels
determined	determining	determining
determine	determine	measure
determines	assess	assess
determine	depends	depends
determined	depends	depends
determines	determine	measure
gave	take	giving
give	reviews	reviews
gives	take	take
give	give	give
gave	giving	giving
gives	reviews	reviews
thought	't	't
think	something	something
thinks	know	know
think	knows	loves
thought	realizes	realizes
thinks	something	something
came	you	you
come	went	went
comes	you	you
come	meaning	name
came	meaning	meaning
comes	went	went
included	numerous	numerous
include	includes	includes
includes	numerous	numerous
include	included	included
included	included	included
includes	bonus	bonus
saved	bring	rescue
save	saving	saving
saves	convince	saving
save	shutouts	shutouts
saved	shutouts	era
saves	saving	saving
said	you	you
say	stated	stated
says	you	you
say	tell	tell
said	tell	tell
says	saying	saying
sought	seeking	seeking
seek	attempt	attempt
seeks	seeking	seeking
seek	aims	aims
sought	sought	sought
seeks	attempts	hoped
helped	attempts	trying
help	helping	helping
helps	trying	trying
help	help	help
helped	attempted	trying
helps	helping	helping
received	receives	paid
receive	earned	earned
receives	receives	receives
receive	receive	receive
received	receive	receive
receives	earned	garnered
came	want	want
come	come	give
comes	want	going
come	meaning	meaning
came	word	word
comes	once	once
got	want	want
get	get	get
gets	't	wants
get	getting	take
got	getting	getting
gets	get	get
told	doesn	doesn
tell	said	said
tells	knows	knows
tell	asks	leave
told	asks	asks
tells	interview	telling
stopped	stops	stops
stop	stopping	stopping
stops	stops	stops
stop	stop	stop
stopped	voiceless	voiceless
stops	tells	realizes
looked	looking	looking
look	think	think
looks	tells	looks
look	look	look
looked	looked	looked
looks	thinks	thinks
became	becoming	becoming
become	becoming	served
becomes	becomes	becomes
become	increasingly	increasingly
became	become	become
becomes	tells	loves
reduced	reducing	reducing
reduce	reducing	reducing
reduces	reducing	reducing
reduce	reducing	reducing
reduced	reducing	increases
reduces	increased	reducing
sought	sought	sought
