rougher	shorter	shorter
changed	replacement	replacement
change	varsity	varsity
changes	replacement	replacement
change	changes.	changes.
changed	engine	aspects
changes	drink	drink
found	frost	frost
find	males.	males.
finds	discovers	frost
find	contest,	attached
found	aspects	inscription
finds	brother's	brother's
proved	impressive	impressive
prove	required.	too.
proves	explained	explained
prove	!	!
proved	!	!
proves	bright	metallic
eliminated	familiar	familiar
eliminate	victory,	1976.
eliminates	automatically	automatically
eliminate	!	!
eliminated	!	!
eliminates	process,	demonstration
preserved	flora	mediterranean
preserve	1936.	1936.
preserves	processes	processes
preserve	!	!
preserved	!	!
preserves	contrast	contrast
kept	music.	music.
keep	lion	lion
keeps	weapons.	weapons.
keep	preferred	preferred
kept	certainly	uncle,
keeps	lion	lion
sought	reside	reside
seek	reasonable	reasonable
seeks	takes	takes
seek	project.	project.
sought	lifelong	lifelong
seeks	demonstration	demonstration
moved	successive	successive
move	renewal	renewal
moves	grounds	grounds
move	nations.	nations.
moved	discharged	discharged
moves	status.	status.
believed	nervous	officially
believe	this.	this.
believes	rap	rap
believe	episode,	episode,
believed	states.	states.
believes	there's	there's
returned	midway	midway
return	calm	calm
returns	escorted	visits
return	this.	mines
returned	discharged	discharged
returns	elected	elected
worked	1966,	1966,
work	consulting	consulting
works	notably	notably
work	chiefly	chiefly
worked	chiefly	chiefly
works	delivering	delivering
developed	instrument	instrument
develop	example,	example,
develops	association,	grounds
develop	episode,	episode,
developed	voltage	effective
develops	server	server
reached	together.	together.
reach	"she	lower
reaches	lowered	lowered
reach	leaves	leaves
reached	missile	missile
reaches	"billboard"	"billboard"
extended	prison,	welsh
extend	laws,	laws,
extends	gloucester	gloucester
extend	posterior	posterior
extended	posterior	posterior
extends	(with	n
raised	baronet	baronet
raise	raising	municipality
raises	afterwards,	afterwards,
raise	!	!
raised	!	!
raises	municipality	municipality
built	designs	designs
build	laws,	laws,
builds	resort	gloucester
build	!	!
built	!	!
builds	municipality	municipality
promoted	friendship	friendship
promote	wagon	wagon
promotes	3d	3d
promote	social,	social,
promoted	molecular	molecular
promotes	wagon	wagon
paid	taxes	taxes
pay	botanical	botanical
pays	bill,	bill,
pay	pay	pay
paid	website,	website,
pays	meets	meets
celebrated	actual	20,
celebrate	singer	singer
celebrates	33	33
celebrate	!	!
celebrated	!	!
celebrates	meets	meets
developed	towns.	towns.
develop	interchange	interchange
develops	coventry	coventry
develop	interact	unrelated
developed	management,	management,
develops	meets	meets
took	counsel	counsel
take	square,	square,
takes	events.	events.
take	meaning	meaning
took	predecessor	predecessor
takes	meets	meets
avoided	towns.	towns.
avoid	wait	wait
avoids	evaluation	events.
avoid	!	!
avoided	!	!
avoids	meets	matt
knew	wrong	wrong
know	mentor	mentor
knows	!	!
know	true	true
knew	churches,	churches,
knows	!	!
brought	show".	1973
bring	hire	up.
brings	!	!
bring	market,	market,
brought	craft	craft
brings	!	!
discussed	1852	1852
discuss	enhance	enhance
discusses	!	!
discuss	designs,	designs,
discussed	churches,	churches,
discusses	!	!
sold	stores,	stores,
sell	sell	up.
sells	!	!
sell	manufacturer	manufacturer
sold	manufacturer	manufacturer
sells	!	!
followed	wrong	wrong
follow	up.	up.
follows	!	!
follow	triangle	manufacturer
followed	build	build
follows	!	!
met	woman	woman
meet	attend	attend
meets	!	!
meet	fear	fear
met	decides	discovers
meets	!	!
needed	fit	fit
need	floor.	floor.
needs	!	!
need	ultimately,	ultimately,
needed	freely	efforts
needs	!	!
studied	marble	marble
study	specializing	mild
studies	!	!
study	effectiveness	effectiveness
studied	organizational	organizational
studies	!	!
ended	2–1	2–1
end	month,	month,
ends	!	!
end	fear	pig
ended	battles	battles
ends	!	!
changed	3–0	3–0
change	"b"	"b"
changes	!	!
change	processes	processes
changed	followed.	followed.
changes	!	!
increased	reduce	england's
increase	platform.	platform.
increases	increases	increases
increase	facilitate	facilitate
increased	decrease	sensitive
increases	increases	increases
seemed	sensitive	making
seem	sources.	sources.
seems	persistent	persistent
seem	land.	land.
seemed	forget	portuguese
seems	pushing	pushing
provided	recognition	recognition
provide	dragon	dragon
provides	notion	notion
provide	exploring	exploring
provided	1976	1976
provides	cat	cat
determined	below.	below.
determine	identical	identical
determines	or,	or,
determine	!	!
determined	!	!
determines	opens	viral
felt	chronic	chronic
feel	me.	village,
feels	or,	or,
feel	afraid	afraid
felt	forget	forget
feels	cat	cat
earned	incumbent	incumbent
earn	one.	one.
earns	earning	state,
earn	!	!
earned	!	!
earns	fantastic	fantastic
helped	"live	"live
help	decided	decided
helps	doctor,	doctor,
help	decides	equipment
helped	wish	wish
helps	decided	decided
lived	"live	"live
live	notation	notation
lives	fish.	fish.
live	achievements	achievements
lived	diplomatic	diplomatic
lives	profound	profound
became	cold	cold
become	one.	one.
becomes	fletcher	fletcher
become	considered	considered
became	rama	rama
becomes	alone,	alone,
had	kurt	kurt
have	incorporate	prove
has	experiencing	experiencing
have	recent	recent
had	rama	rama
has	effect.	effect.
looked	travelling	travelling
look	wasn't	wasn't
looks	turns	turns
look	rely	rely
looked	department,	department,
looks	becomes	becomes
lived	music.	music.
live	countess	countess
lives	releases	releases
live	directors	directors
lived	spanish	spanish
lives	stays	stays
protected	protection	managing
protect	environment.	environment.
protects	turns	turns
protect	!	!
protected	!	!
protects	scenic	scenic
returned	suffered	suffered
return	tackles	tackles
returns	troubled	combat
return	directors	directors
returned	tests	tests
returns	lewis	lewis
sought	suffered	suffered
seek	worse	worse
seeks	comply	explains
seek	larger	larger
sought	contrary	contrary
seeks	count	rent
allowed	selective	selective
allow	malta	malta
allows	leg	carrying
allow	bright	available
allowed	voted	issuing
allows	commercials	commercials
extended	hindwings	hindwings
extend	(with	(with
extends	carrying	carrying
extend	north-western	north-western
extended	cdp	cdp
extends	hardware	hardware
seemed	shapes	shapes
seem	say	say
seems	carrying	carrying
seem	emotional	emotional
seemed	fault	fault
seems	hits	hits
needed	teeth	determination
need	say	say
needs	describe	describe
need	budget	budget
needed	assess	assess
needs	really	australia's
said	alone	rescued
say	say	say
says	pulled	pulled
say	inhabitants.	inhabitants.
said	claiming	claiming
says	strange	strange
got	heard	1954
get	risks	risks
gets	film)	film)
get	driven	driven
got	interrupted	interrupted
gets	careful	risks
asked	baby	baby
ask	uncertain	moment
asks	intimate	intimate
ask	inform	inform
asked	baby	baby
asks	comment	comment
studied	structures	structures
study	dominican	comment
studies	author.	author.
study	bachelor	bachelor
studied	1928	1928
studies	exams	exams
preserved	monument	monument
preserve	wing,	wing,
preserves	inscribed	inscribed
preserve	!	!
preserved	!	!
preserves	tale	tale
saw	hamlet	hamlet
see	moment	moment
sees	asia.	asia.
see	another,	another,
saw	secretly	secretly
sees	title.	title.
left	killed,	killed,
leave	emergency	emergency
leaves	whenever	whenever
leave	shoots	followed
left	followed	followed
leaves	differential	operators
eliminated	posting	posting
eliminate	doubles	doubles
eliminates	preserving	instruction
eliminate	!	!
eliminated	!	!
eliminates	lawyers	lawyers
decided	obtaining	obtaining
decide	strategy	strategy
decides	how	how
decide	"she	"she
decided	slam	slam
decides	rational	rational
preserved	southwest	southwest
preserve	peru.	peru.
preserves	verb	verb
preserve	!	!
preserved	!	!
preserves	differential	differential
led	sir	sir
lead	hunger	hunger
leads	how	how
lead	jets	jets
led	followed	followed
leads	defines	defines
extended	passed	passed
extend	february,	february,
extends	point	point
extend	coast	coast
extended	possible	possible
extends	average;	practice
came	variations	cooper
come	instant	instant
comes	bin	bin
come	idea	idea
came	tracy	reveal
comes	average;	prevalent
received	choice	choice
receive	wings	wings
receives	ensure	ensure
receive	unusually	unusually
received	possible	possible
receives	gene.	gene.
started	progressed	progressed
start	classes	classes
starts	wickets	progressed
start	mad	mad
started	possible	possible
starts	tools	tools
recognized	insisted	insisted
recognize	kim	kim
recognizes	lee	lee
recognize	seek	circumstances
recognized	searching	searching
recognizes	kim	kim
increased	levels,	levels,
increase	decreased	decreased
increases	levels,	rise
increase	decrease	decrease
increased	decrease	holden
increases	decreased	indicator
proved	opponent	opponent
prove	constituencies	surplus
proves	recent	recent
prove	!	!
proved	!	!
proves	raids	something
raised	pat	pat
raise	variation	variation
raises	teacher.	when,
raise	!	!
raised	!	!
raises	congressional	congressional
determined	census-designated	census-designated
determine	shifts	shifts
determines	play.	sudan
determine	!	!
determined	!	!
determines	sizes	sizes
became	ucla	ucla
become	advisory	advisory
becomes	profound	profound
become	loss.	loss.
became	ucla	ucla
becomes	missouri.	advisory
resolved	baron	baron
resolve	fixed	fixed
resolves	!	!
resolve	struggle	struggle
resolved	finals	finals
resolves	!	!
won	championship	championship
win	chosen	chosen
wins	!	!
win	drove	drove
won	raced	raced
wins	!	!
joined	midfielder.	midfielder.
join	merged	merged
joins	!	!
join	peace	peace
joined	prevent	build
joins	!	!
saw	championship	ended
see	comments	comments
sees	!	!
see	tried	tried
saw	mills	mills
sees	!	!
developed	ricky	ricky
develop	compression	compression
develops	!	!
develop	exploit	exploit
developed	immune	techniques
develops	!	!
tried	offered	offered
try	unfortunately	unfortunately
tries	talk	talk
try	forget	forget
tried	comeback	comeback
tries	unfortunately	unfortunately
looked	beat	beat
look	moment	issue,
looks	michelle	michelle
look	two,	drought
looked	a	a
looks	limit	limit
determined	suggestion	suggestion
determine	tension	tension
determines	imaging	imaging
determine	!	!
determined	!	!
determines	shifts	shifts
took	beat	beat
take	issue,	issue,
takes	realizes	wrestling
take	continent	continent
took	defeated	yet
takes	upset	upset
said	me.	me.
say	activity	activity
says	me.	me.
say	bond	bond
said	tribal	ottawa
says	please	please
lived	ellen	ellen
live	illinois,	illinois,
lives	opened.	opened.
live	desperate	desperate
lived	miss	miss
lives	islander,	changes.
paid	north-east	north-east
pay	sustain	sustain
pays	rate.	funding.
pay	antonio	antonio
paid	antonio	antonio
pays	bureau,	bureau,
raised	communists	communists
raise	raising	raising
raises	laws	laws
raise	!	!
raised	!	!
raises	toxic	toxic
was	five,	five,
be	gustav	gustav
is	graph	probably
be	province,	country,
was	ian	ian
is	direction	direction
found	lost,	furthermore,
find	liverpool	liverpool
finds	opened.	opened.
find	refuses	refuses
found	refuses	refuses
finds	skull	skull
produced	manufacturing	manufacturing
produce	interest	specifically,
produces	!	!
produce	pig	pig
produced	storage	storage
produces	!	!
opened	design,	design,
open	compete	compete
opens	!	!
open	wants	wants
opened	collaboration	collaboration
opens	!	!
remained	taiwan	taiwan
remain	stable	stable
remains	!	!
remain	resting	resting
remained	altar	altar
remains	!	!
ensured	boyd	boyd
ensure	zimbabwe	zimbabwe
ensures	!	!
ensure	telling	telling
ensured	acquired	acquired
ensures	!	!
said	debris	debris
say	telling	telling
says	!	!
say	doing	doing
said	afraid	afraid
says	!	!
won	fa	fa
win	earned	successfully
wins	!	!
win	vehicles.	vehicles.
won	right.	right.
wins	!	!
joined	navy.	navy.
join	departing	revolution
joins	!	!
join	lying	lying
joined	areas,	pond
joins	!	!
remained	1964.	1964.
remain	1812	1812
remains	!	!
remain	summoned	summoned
remained	exotic	exotic
remains	!	!
showed	convention	convention
show	invites	invites
shows	!	!
show	summoned	summoned
showed	areas,	hidden
shows	!	!
reduced	percent.	percent.
reduce	added,	added,
reduces	!	!
reduce	dangerous	dangerous
reduced	areas,	areas,
reduces	!	!
won	yards.	yards.
win	tournament.	tournament.
wins	!	!
win	enormous	enormous
won	ballet	clearing
wins	!	!
paid	salary	irish
pay	agencies	being
pays	!	!
pay	enormous	enormous
paid	priory	priory
pays	!	!
gave	too,	too,
give	being	thailand
gives	!	!
give	processes	processes
gave	brings	brings
gives	!	!
saved	launching	launching
save	being	being
saves	!	!
save	burning	burning
saved	evil	evil
saves	!	!
changed	creates	seriously
change	being	being
changes	!	!
change	processes	processes
changed	incorporating	incorporating
changes	!	!
stayed	post.	post.
stay	deputy	deputy
stays	walks	walks
stay	shocked	shocked
stayed	daughter.	rental
stays	overtime	overtime
joined	strong,	strong,
join	under-21	under-21
joins	east	east
join	intersection	intersection
joined	outlet	outlet
joins	karen	karen
created	created.	created.
create	bennett	hand
creates	walks	walks
create	subordinate	subordinate
created	developed.	developed.
creates	networks	networks
ran	february,	net
run	(not	(not
runs	walks	walks
run	intersection	intersection
ran	lying	lying
runs	overtime	overtime
found	mrs.	net
find	neighbouring	neighbouring
finds	walks	walks
find	sympathetic	sympathetic
found	intimate	colleagues
finds	reproductive	reproductive
proved	"on	"on
prove	note	note
proves	1936.	1936.
prove	!	!
proved	!	!
proves	stronger	pitching
produced	à	à
produce	17,	w
produces	poetic	never
produce	ranked	ranked
produced	poles	poles
produces	warner	warner
eliminated	eliminating	artillery
eliminate	defeat	defeat
eliminates	never	never
eliminate	!	!
eliminated	!	!
eliminates	unanimous	unanimous
studied	vocal	vocal
study	atlanta,	atlanta,
studies	taught	engineering
study	classification	classification
studied	diploma	diploma
studies	enrolled	enrolled
accommodated	racing	racing
accommodate	!	!
accommodates	campus	never
accommodate	!	!
accommodated	!	!
accommodates	!	!
happened	suffered	suffered
happen	violation	commerce
happens	!	!
happen	mind,	mind,
happened	tried	tried
happens	!	!
accommodated	vehicles	vehicles
accommodate	!	!
accommodates	!	!
accommodate	prevent	prevent
accommodated	bow	bow
accommodates	!	!
worked	bedford	bedford
work	musician,	credits
works	!	!
work	patient	patient
worked	build	build
works	!	!
reduced	emissions	emissions
reduce	schools.	schools.
reduces	!	!
reduce	prevent	feared
reduced	toxic	toxic
reduces	!	!
turned	touch	crowned
turn	age,	age,
turns	!	!
turn	prevent	prevent
turned	observing	observing
turns	!	!
raised	championship.	championship.
raise	send	send
raises	expenses	championship.
raise	!	!
raised	!	!
raises	greater	greater
returned	appearances	appearances
return	seriously	seriously
returns	nelson	nelson
return	tropical	tropical
returned	daughter.	daughter.
returns	greater	greater
told	forgotten	forgotten
tell	declaring	declaring
tells	room.	room.
tell	confront	confront
told	daughter.	daughter.
tells	declaring	declaring
saved	operating	operating
save	hunger	hunger
saves	here	here
save	conversation	conversation
saved	nick	nick
saves	confiscated	greater
followed	progressed	progressed
follow	workers'	workers'
follows	withdraw	withdraw
follow	element	element
followed	element	sun
follows	1950s.	1950s.
produced	1959.	cars.
produce	poll	poll
produces	aluminium	aluminium
produce	annually.	annually.
produced	annually.	annually.
produces	(all	(all
proved	franz	franz
prove	fiscal	fiscal
proves	innocent	innocent
prove	!	!
proved	!	!
proves	grey	grey
met	confederation	confederation
meet	absorbed	absorbed
meets	drunk	drunk
meet	civil	civil
met	civil	civil
meets	realizes	assumes
used	tracking	tracking
use	tube	tube
uses	aluminium	aluminium
use	element	element
used	honors	honors
uses	movie,	movie,
became	instead.	instead.
become	killed,	killed,
becomes	farmer	farmer
become	poll	poll
became	biology	biology
becomes	accident,	accident,
proved	performances.	military
prove	testing	testing
proves	christopher	christopher
prove	!	!
proved	!	!
proves	influences	influences
brought	rule.	rule.
bring	naked	naked
brings	rule.	rule.
bring	exploration	exploration
brought	portray	portray
brings	refuses	inhabitants.
determined	finite	finite
determine	probability	probability
determines	finite	finite
determine	!	!
determined	!	!
determines	wins,	wins,
decided	choose	choose
decide	budget	budget
decides	person.	person.
decide	learns	learns
decided	jacob	jacob
decides	vic	vic
followed	belonged	von
follow	rap	rap
follows	belonged	belonged
follow	exploration	exploration
followed	enters	enters
follows	saves	saves
resolved	state	state
resolve	blocking	blocking
resolves	matching	relationships
resolve	!	!
resolved	!	!
resolves	song)	song)
won	runner-up	runner-up
win	winning	strength
wins	medal.	medal.
win	disappointing	disappointing
won	scored	scored
wins	medalist	medalist
bought	tickets	rebranded
buy	couple	couple
buys	phone	phone
buy	!	!
bought	!	!
buys	heather	heather
studied	ph.d.	ph.d.
study	pursuing	pursuing
studies	philosophy,	philosophy,
study	problems,	problems,
studied	unfortunately	ba
studies	philosophy,	recognizes
liked	w	w
like	angry	angry
likes	extraordinary	extraordinary
like	"more	"more
liked	autobiography	autobiography
likes	song)	song)
eliminated	patch	patch
eliminate	opponents	opponents
eliminates	activation	activation
eliminate	!	!
eliminated	!	!
eliminates	visa	visa
led	performances.	17.
lead	motivated	motivated
leads	strength,	strength,
lead	referendum	referendum
led	1968,	1968,
leads	toxic	toxic
ended	nineteen	nineteen
end	opponents	opponents
ends	terminus	terminus
end	mother's	mother's
ended	1968,	1968,
ends	magazine.	magazine.
saved	embarked	minor
save	leave.	leave.
saves	strength,	strength,
save	missouri.	missouri.
saved	victory	victory
saves	freed	freed
served	(as	(as
serve	consultant	sustainable
serves	threatening	massachusetts.
serve	conservative	conservative
served	conservative	conservative
serves	computing	computing
lived	sky	sky
live	emigrated	emigrated
lives	lake,	lake,
live	permission	permission
lived	continued	continued
lives	finds	finds
went	(with	(with
go	chambers	chambers
goes	pass,	pass,
go	refuses	refuses
went	continued	continued
goes	york.	york.
decided	don't	don't
decide	urging	urging
decides	alternate	alternate
decide	permission	permission
decided	continued	continued
decides	fund	fund
understood	termed	termed
understand	thinks	thinks
understands	formula_2	formula_2
understand	!	!
understood	!	!
understands	verb	verb
served	nancy	nancy
serve	square,	school's
serves	alternate	alternate
serve	multimedia	multimedia
served	split	split
serves	situated	situated
stayed	subsequently	subsequently
stay	hotel.	hotel.
stays	johnny	prix
stay	hiring	hiring
stayed	hiring	hiring
stays	interred	population)
helped	operation.	operation.
help	fairy	fairy
helps	operation.	operation.
help	traits	traits
helped	handling	handling
helps	isabella	isabella
seemed	claiming	claiming
seem	apartments	apartments
seems	bound	bound
seem	traits	traits
seemed	pressure	pressure
seems	kent,	apartments
kept	afternoon	afternoon
keep	kumar	kumar
keeps	escape.	lightweight
keep	opens	opens
kept	columnist	arising
keeps	cooking	kumar
said	slogan	slogan
say	believe	believe
says	wants	wants
say	traits	traits
said	doubt	doubt
says	population)	population)
allowed	requires	requires
allow	admission	admission
allows	validity	canal
allow	identify	identify
allowed	identify	identify
allows	devices.	devices.
came	harper	reality
come	reactions	reactions
comes	usa,	usa,
come	hard	hard
came	will,	neighbouring
comes	else	else
remained	thailand,	thailand,
remain	stable	stable
remains	yellow	renaissance
remain	identify	identify
remained	identify	identify
remains	physics	formula_1
took	tournament	17.
take	situation	situation
takes	technological	technological
take	certain	certain
took	brent	brent
takes	devices.	devices.
avoided	bowling	bowling
avoid	tanks	tanks
avoids	bachelor	bachelor
avoid	!	!
avoided	!	!
avoids	tanks	devices.
earned	score	score
earn	barrier	barrier
earns	playoffs.	playoffs.
earn	!	!
earned	!	!
earns	taxes	taxes
remained	discontinued	discontinued
remain	connecticut.	connecticut.
remains	itself,	itself,
remain	task	task
remained	preceding	preceding
remains	unified	unified
studied	background	background
study	studying	studying
studies	composers	composers
study	behavioral	studying
studied	mediterranean	mediterranean
studies	postgraduate	postgraduate
promoted	secured	secured
promote	(an	(an
promotes	composers	composers
promote	feedback	feedback
promoted	change	change
promotes	district.	2.
took	reason,	reason,
take	connecticut.	unexpected
takes	survivors	survivors
take	critically	critically
took	whitney	whitney
takes	switched	switched
increased	ole	ole
increase	experiences	experiences
increases	fund.	fund.
increase	$1	$1
increased	stability	stability
increases	comment	comment
included	vancouver	vancouver
include	song's	song's
includes	observation	observation
include	allied	allied
included	issued	brazilian
includes	comment	comment
saved	volunteered	volunteered
save	recognizes	recognizes
saves	starts	starts
save	added,	added,
saved	appearances.	appearances.
saves	kills	kills
ran	1941,	colorado
run	comment	comment
runs	starts	starts
run	nickname	wall
ran	batted	batted
runs	comment	comment
said	herman	herman
say	song's	song's
says	bad	bad
say	shakespeare's	added,
said	homage	territory,
says	comment	comment
joined	andreas	andreas
join	effectiveness	effectiveness
joins	2013–14	court's
join	bounded	bounded
joined	separating	separating
joins	1910	1910
built	beloved	beloved
build	norton	norton
builds	geneva	geneva
build	!	!
built	!	!
builds	judged	silicon
studied	philosophy,	daughters,
study	paris,	composition
studies	sydney	sydney
study	codes	codes
studied	1928	1928
studies	paris,	paris,
happened	reviewer	explains
happen	triggered	1960s
happens	eddie	eddie
happen	codes	codes
happened	ages	ages
happens	judged	judged
found	song)	song)
find	utilize	utilize
finds	darren	darren
find	rings	priests
found	angry	rings
finds	lose	lose
was	terms,	terms,
be	tenor	tenor
is	lisa	lisa
be	sensitivity	pure
was	bordered	bordered
is	incident.	incident.
celebrated	celebration	heinrich
celebrate	supposed	supposed
celebrates	celebration	upset
celebrate	!	!
celebrated	!	!
celebrates	globe	globe
learned	partnered	partnered
learn	husband's	supposed
learns	arrives	arrives
learn	give	that.
learned	3–1	3–1
learns	learn	save
kept	bay	bay
keep	prevent	prevent
keeps	lisa	lisa
keep	likely	likely
kept	likely	likely
keeps	life,	life,
found	marine	marine
find	supposed	supposed
finds	lisa	lisa
find	algorithms	algorithms
found	communes	defeating
finds	guarantee	guarantee
earned	playoffs.	playoffs.
earn	average;	appreciation
earns	playoffs.	drive,
earn	!	!
earned	!	!
earns	average;	average;
became	mentally	mentally
become	shocked	shocked
becomes	mentally	mentally
become	think	think
became	carefully	what
becomes	south-west	south-west
liked	handle	handle
like	angry	song)
likes	friends.	friends.
like	lyrical	adults
liked	franco	franco
likes	song)	song)
sought	reporting	reporting
seek	that,	that,
seeks	confronted	confronted
seek	that,	that,
sought	basis	basis
seeks	jan	lawyers
avoided	reporting	reporting
avoid	story.	story.
avoids	confronted	confronted
avoid	!	!
avoided	!	!
avoids	reluctant	reluctant
produced	emerged	emerged
produce	nonetheless	nonetheless
produces	pressures	pressures
produce	variety	variety
produced	under	under
produces	hell	hell
prevented	elimination	elimination
prevent	nonetheless	nonetheless
prevents	stem	battle,
prevent	wingspan	wingspan
prevented	apache	apache
prevents	levels	head.
asked	them,	them,
ask	performance.	performance.
asks	away,	away,
ask	impressed	impressed
asked	fight,	fight,
asks	gets	friends,
determined	stations.	stations.
determine	accidentally	performance.
determines	battle,	battle,
determine	!	!
determined	!	!
determines	shifts	shifts
took	divisions,	divisions,
take	1919,	1919,
takes	battle,	battle,
take	total	variety
took	130	130
takes	once.	once.
resolved	elections.	drummer
resolve	wing.	wing.
resolves	ultimately,	ultimately,
resolve	!	!
resolved	!	!
resolves	diagnosis	diagnosis
provided	army's	army's
provide	wing.	wing.
provides	provides	provides
provide	provide	provide
provided	success	success
provides	wing.	wing.
began	june	june
begin	one's	one's
begins	(film)	(film)
begin	onto	fletcher
began	drummer	drummer
begins	family,	family,
went	willie	willie
go	arts.	arts.
goes	mother.	mother.
go	brothers	arena
went	village.	village.
goes	arts.	arts.
served	elections.	elections.
serve	lighthouse	return,
serves	services.	services.
serve	provide	provide
served	williams	williams
serves	family,	family,
did	precious	precious
do	authority,	authority,
does	!	!
do	communicate	communicate
did	shaped	shaped
does	!	!
lived	sessions	sessions
live	wales.	wales.
lives	!	!
live	villagers	villagers
lived	designing	designing
lives	!	!
prevented	persistent	persistent
prevent	hope	hope
prevents	!	!
prevent	affects	mobility
prevented	reducing	reducing
prevents	!	!
became	inclusion	inclusion
become	wales.	wales.
becomes	!	!
become	purely	purely
became	depression	depression
becomes	!	!
ended	finland	finland
end	"de	"de
ends	!	!
end	pig	pig
ended	pig	pig
ends	!	!
left	success,	success,
leave	do.	do.
leaves	ronnie	ronnie
leave	thanks	thanks
left	thanks	thanks
leaves	do.	do.
considered	involving	involving
consider	spots	spots
considers	necessarily	necessarily
consider	abortion	abortion
considered	alexander	alexander
considers	basal	basal
saw	sacred	sacred
see	skin	skin
sees	whenever	air.
see	struggling	struggling
saw	struggling	struggling
sees	surgery	surgery
saved	lawn	lawn
save	skin	skin
saves	forest.	davis
save	process,	process,
saved	commentary	commentary
saves	sum	sum
said	everything	1895,
say	pleased	pleased
says	absolute	absolute
say	process,	process,
said	paying	paying
says	needs	needs
proved	admits	admits
prove	technique	technique
proves	!	!
prove	finite	finite
proved	psychological	psychological
proves	!	!
sent	iraq.	iraq.
send	tons	tons
sends	!	!
send	observing	observing
sent	looked	looked
sends	!	!
created	(later	(later
create	vegetable	vegetable
creates	!	!
create	observing	observing
created	isolation	isolation
creates	!	!
met	military,	military,
meet	connecticut,	connecticut,
meets	!	!
meet	meet	meet
met	lives	lives
meets	!	!
showed	r&b	show",
show	reveal	reveal
shows	!	!
show	processes	processes
showed	processes	processes
shows	!	!
made	budget.	budget.
make	tracking	odd
makes	russia,	russia,
make	various	various
made	ship,	ship,
makes	systems,	preferred
protected	dash	dash
protect	areas,	areas,
protects	essentially	essentially
protect	!	!
protected	!	!
protects	areas,	areas,
included	holocaust	holocaust
include	jersey,	jersey,
includes	irish	irish
include	latino	latino
included	undergone	undergone
includes	linux	linux
decided	healthy	baba
decide	flowers	flowers
decides	joão	joão
decide	charged	charged
decided	helps	manages
decides	spend	spend
ended	fall	fall
end	advertisement	advertisement
ends	pomeranian	pomeranian
end	narrator	narrator
ended	pass.	overall.
ends	advertisement	advertisement
extended	extensively	extensively
extend	railroad,	railroad,
extends	!	!
extend	timber	timber
extended	spot	spot
extends	!	!
went	fantastic	fantastic
go	enter	enter
goes	!	!
go	hide	hide
went	drive	drive
goes	!	!
liked	appreciation	appreciation
like	jessica	jessica
likes	!	!
like	beach.	beach.
liked	things	things
likes	!	!
served	14,	14,
serve	rate.	rate.
serves	!	!
serve	schools	schools
served	graduate	graduate
serves	!	!
changed	simplified	nitrogen
change	follow-up	follow-up
changes	!	!
change	experiences	experiences
changed	practices	practices
changes	!	!
returned	chaplain	chaplain
return	lost,	lost,
returns	blackburn	friendship
return	occupied	occupied
returned	paramount	paramount
returns	midfielder.	july.
learned	lessons	lessons
learn	lost,	lost,
learns	precious	precious
learn	try	try
learned	decides	try
learns	corpus	corpus
thought	that's	that's
think	lost,	lost,
thinks	that's	that's
think	anything	midfielder
thought	suicide.	suicide.
thinks	marker	marker
became	rejoined	rejoined
become	sioux	sioux
becomes	controversy	controversy
become	example,	example,
became	wearing	wearing
becomes	anglo-saxon	"when
understood	approval	approval
understand	topic	topic
understands	object	method
understand	!	!
understood	!	!
understands	insight	insight
sent	!	!
send	prisoner	vehicles.
sends	!	!
send	vehicles.	vehicles.
sent	realizes	realizes
sends	recruited	recruited
needed	!	!
need	vehicles.	vehicles.
needs	!	!
need	them.	them.
needed	budget	budget
needs	boost	boost
preserved	!	!
preserve	priory	priory
preserves	!	!
preserve	classrooms	classrooms
preserved	!	!
preserves	barony	barony
developed	!	!
develop	build	build
develops	!	!
develop	plan,	plan,
developed	interact	interact
develops	compression	compression
served	!	!
serve	witnessed	witnessed
serves	!	!
serve	provide	churches,
served	public	public
serves	politician.	politician.
protected	surrounded	bradley
protect	li	li
protects	!	!
protect	increase	increase
protected	raising	raising
protects	!	!
required	finite	finite
require	comply	comply
requires	!	!
require	disabled	processes
required	copied	copied
requires	!	!
happened	bradley	bradley
happen	take	take
happens	!	!
happen	mind,	mind,
happened	tried	tried
happens	!	!
saved	pennsylvania.	pennsylvania.
save	dead.	dead.
saves	!	!
save	battle,	battle,
saved	evil	evil
saves	!	!
understood	finite	finite
understand	own,	be.
understands	!	!
understand	increase	increase
understood	raising	raising
understands	!	!
brought	saved	implementing
bring	efforts.	them.
brings	this.	opinion
bring	scores	scores
brought	portray	portray
brings	heads	heads
led	concentrate	concentrate
lead	scale	scale
leads	leads	ralph
lead	vegetation	vegetation
led	1960.	1960.
leads	inspired	inspired
had	implementing	implementing
have	attracted	them.
has	(such	(such
have	experience,	experience,
had	1969,	zealand,
has	curves	curves
sought	title,	title,
seek	stretch	stretch
seeks	considers	encourages
seek	neighborhoods	planet
sought	weekend	weekend
seeks	radical	radical
said	rbi	rbi
say	look	look
says	complicated	complicated
say	results.	results.
said	captained	captained
says	don’t	don’t
looked	politician.	politician.
look	adds	adds
looks	portrait	portrait
look	we're	we're
looked	munich,	munich,
looks	adds	adds
resolved	absolute	absolute
resolve	her.	her.
resolves	relationships	relationships
resolve	!	!
resolved	!	!
resolves	courts,	courts,
returned	edinburgh	edinburgh
return	february,	february,
returns	credits	credits
return	fight,	fight,
returned	fight,	fight,
